Name,Age,Info
A. C. Murali Mohan,54,"Indian actor, suicide by hanging"
A. Walton Litz,84,American literary historian
Aaron Sachs,90,American jazz musician
Abdallah Kamal,49,"Egyptian newspaper journalist, editor, author and politician, MP, heart attack"
Abdul Wahab Adam,75,Ghanaian Islamic religious leader
Abu Abdulrahman al-Bilawi,42,Iraqi ISIL military commander
Abul Hussain,91,Bangladeshi poet
Ado Bayero,83,"Nigerian chieftain, politician and diplomat, Emir of Kano (since 1963), Northern Region MLA, Ambassador to Senegal, cancer"
Alain Desaever,61,Belgian cyclist
Alan Douglas,82,American record producer (Jimi Hendrix) and sound engineer (Eric Clapton)
Alan Moller,64,"American meteorologist and tornado chaser, Alzheimer's disease"
Albert Baernstein II,73,American mathematician
Alberto Cañas Escalante,94,"Costa Rican writer, journalist and politician, MP for San José (1962–1966, 1994–1998), complications following surgery"
Alejandra Da Passano,66,Argentine actress
Alejandro Antonio Buccolini,84,"Argentine Roman Catholic prelate, Bishop of Río Gallegos (1992–2005)"
Aleksandr Shadrin,25,"Uzbekistani footballer, gastric ulcer"
Alex Chandre de Oliveira,36,"Brazilian footballer (Hangzhou Greentown), heart attack"
Alex Wedderspoon,83,"British Anglican priest, Dean of Guildford (1987–2001)"
Alexander E. Shilov,84,Russian chemist
Alexander H. Flax,93,American scientist and civil servant
Alexander Imich,111,"Russian Congress Poland-born American chemist, parapsychologist and supercentenarian, oldest man in the world"
Alexander Shulgin,88,"American pharmacologist and chemist, MDMA pioneer, liver cancer"
Alicemarie Huber Stotler,72,"American senior judge, member (1984–2009) and Chief Judge (2005–2009) of the US District Court for Central California"
Alison Burton,92,Australian tennis player
Allan Brown,89,Australian football player (Collingwood)
Allen Grossman,82,"American poet (Bollingen Prize), complications from Alzheimer's disease"
Amalia Miranzo,74,"Spanish politician, Senator for Cuenca (1977–1986)"
Amaro Macedo,100,Brazilian botanist and plant collector
Amy C. King,85,"American mathematician, house fire"
Ana María Matute,88,"Spanish writer, winner of the Miguel de Cervantes Prize (2010), heart attack"
Anatol Grinţescu,74,Romanian Olympic water polo player
Andrei Kharlov,45,Russian chess grandmaster
Andres Briner,91,"Swiss music historian, academic and art journalist"
André Lochon,81,French Olympic water polo player
Anjan Das,62,"Indian National Film Award-winning filmmaker (Faltu), liver cancer"
