Name,Age,Info
Aaron Shirley,81,American physician and civil rights activist
Abdelwahab Meddeb,68,"Tunisian-born French poet, Islamic scholar, essayist and novelist, lung cancer"
Abdullah H. Abdur-Razzaq,82,American activist
Abednigo Ngcobo,64,"South African footballer (Kaizer Chiefs), heart attack"
Acker Bilk,85,"British jazz clarinetist (""Stranger on the Shore"")"
Adib Jatene,85,"Brazilian cardiologist and politician, Minister of Health (1992, 1995–1996), heart attack"
Admire Rakti,6,"Japanese Thoroughbred racehorse, won Caulfield Cup (2014), cardiac arrest"
Afonso Van-Dunem,73,Angolan diplomat and politician
Ahmad Aladdin,73,Jordanian general
Ahmad Lozi,89,"Jordanian politician, Prime Minister (1971–1973), President of the Senate (1984–1997)"
Ahmad Wartam,79,Singapore international footballer
Ajit Kumar Banerjee,83,Indian environmentalist
Al Renfrew,89,American ice hockey player and coach (Michigan Wolverines)
Alan Milliken Heisey Sr.,86,Canadian political activist and author
Albert E. Castel,86,American historian and author
Albert K. Cohen,96,American criminologist
Alberto Gollán,96,Argentine media executive
Alberto Johannes Först,87,"German-born Brazilian Roman Catholic prelate, Bishop of Dourados (1990–2001)"
Alberto Madruga da Costa,74,Azorean politician and businessman
Alex Bain,78,"Scottish footballer (Motherwell, Huddersfield Town, Falkirk). (death announced on this date)"
Alex Way,89,Australian VFL player (Carlton)
Alexander Grothendieck,86,"German-born French mathematician, winner of the Fields Medal (1966)"
Alexei Devotchenko,49,Russian actor and anti-Kremlin activist
Alla Sizova,75,Russian ballet dancer
Allan J. Baker,71,Canadian ornithologist
Allan Kornblum,65,"American book publisher and poet, complications from leukemia"
Allen Ripley,62,"American baseball player (Boston Red Sox, San Francisco Giants)"
Alok Nembang,41,"Nepalese film director, suicide by hanging"
Alvin Dark,92,"American baseball player (Boston Braves, New York Giants) and manager (San Francisco Giants, Cleveland Indians), Alzheimer's disease"
Alvin T. Amaral,86,American politician
Ana Raquel Satre,89,Uruguayan operatic soprano
Andrew Bucci,92,American artist
Anne Cluysenaar,78,Belgian-born Welsh poet and writer
Anne Cocker,94,Scottish rose breeder
Annemarie Buchner,90,"German Alpine skier, Olympic silver and bronze medalist (1952), German Sportswoman of the Year (1948)"
Annemarie Düringer,89,Swiss actress (Count Five and Die)
