Name,Age,Info
A. Lorne Campbell,83,Canadian lawyer
AKM Nazir Ahmed,74,Bangladeshi politician
Abdelkader El Brazi,49,"Moroccan footballer, cancer"
Abdirizak Haji Hussein,90,"Former Somali Prime Minister, pneumonia(1964–1967)"
Abdullah Omran Taryam,65,"Emirati journalist, stroke"
Adegboyega Folaranmi Adedoyin,91,Nigerian-born British Olympic athlete (1948)
Adelfa Botello Callejo,90,"American lawyer and civil rights activist, brain cancer"
Adrian Holmes,88,Australian Olympic boxer
Agnes Kripps,88,Canadian politician
Aguinaldo Fonseca,91,Cape Verdean poet
Ahmad A'zam,64,Uzbek writer
Aitzaz Hasan,17,"Pakistani schoolboy, intercepted suicide bomber at school, injuries sustained in bombing"
Akkineni Nageswara Rao,90,"Indian actor (Chenchu Lakshmi, Sri Krishnarjuna Yuddham, Premabhishekam) and film producer, Dadasaheb Phalke Award (1990), cancer"
Al Lerner,94,American pianist and composer
Alan Blackburn,78,"English footballer (West Ham United, Halifax Town, Margate)"
Alan Townsend,92,English cricketer (Warwickshire)
Albert Calland,84,English footballer
Albert McCann,72,English footballer (Portsmouth)
Alexander Ivashkin,65,"Russian cellist, cancer"
Alexandra Bastedo,67,"British actress (Casino Royale, The Champions, Batman Begins) and animal welfare advocate, breast cancer"
Alexandros Petersen,29,"American academic, writer and geopolitical energy specialist, bombing"
Alice Besseling,69,Dutch politician
Alicia Rhett,98,American actress (Gone with the Wind) and portrait painter
Allard van der Scheer,85,Dutch actor
Alma Muriel,62,"Mexican actress, heart attack"
Alphonsus Augustus Sowada,80,"American Roman Catholic prelate, Bishop of Agats (1969–2001)"
Alpo Lintamo,80,Finnish footballer
Alvin Aubert,83,American poet
Amiri Baraka,79,"American poet, writer and activist, Poet Laureate of New Jersey (2002–2003)"
Amos Hadar,90,Israeli politician
André Gernez,90,French physician
Andy Graver,86,English footballer (Lincoln City)
Andy Holden,65,English Olympic long distance runner (1972)
Angela Clayton,54,British physicist
Anjali Devi,86,"Indian actress (Lava Kusa, Suvarna Sundari) and film producer"
Ann Carter,77,"American child actress (The Curse of the Cat People), ovarian cancer"
Anna Gordy Gaye,92,"American songwriter (""Baby, I'm for Real""), co-founder of Anna Records"
Annamária Kinde,57,"Romanian poet, journalist and editor"
Anne Dorte of Rosenborg,66,"Danish countess, respiratory illness"
Anthony J. Hederman,92,"Irish judge, Attorney General (1977–1981)"
Antonino Roman,74,"Filipino politician, member of the House of Representatives (1998–2007), multiple organ failure"
António Soares Carneiro,86,Portuguese politician and military officer
Aram Gharabekian,58,Armenian conductor
Ariel Sharon,85,"Israeli politician and general, Minister of Defense (1981–1983), Prime Minister (2001–2006), heart failure"
Armando Rodriguez,96,Cuban-born American grocer
Armen Hovhannisyan,19,"Armenian Nagorno-Karabakh soldier, shot"
Armen Mazmanyan,53,Armenian theater director and actor
Arnold A. Saltzman,97,American businessman and diplomat
Arnoldo Foà,97,"Italian actor, voice actor and director, respiratory failure"
Arthur Bellamy,71,English footballer
Arthur Doyle,69,American jazz musician
Arthur Gietzelt,93,"Australian politician, Senator for New South Wales (1971–1989), Minister for Veterans' Affairs (1983–1987)"
Arthur Rankin Jr.,89,"American director, producer and writer, co-founder of Rankin/Bass Productions"
Aslan Gahramanly,74,"Azerbaijani playwright, renal failure"
Augusto Graziani,80,Italian economist
Azaria Alon,95,Ukrainian-born Israeli environmentalist
Aïché Nana,77,Turkish showgirl and actress
Baden Powell,82,British footballer
Bakhtiyar Gulamov,64,Azerbaijani footballer
Barry Spacks,82,American poet
Ben Starr,92,"American television producer and writer (The Brady Bunch, All in the Family, The Facts of Life)"
Bence Rakaczki,20,"Hungarian footballer, leukemia"
Benedict John Osta,82,"Indian Roman Catholic prelate, Archbishop of Patna (1980–2007)"
Bennie Lands,92,Canadian Olympic basketball player (1948)
Bernard Glasser,89,"American film producer (Return of the Fly, The Day of the Triffids)"
Bernard Perlin,95,American painter
Bernie Anderson,71,American politician
Bert Williams,93,"English footballer (Wolverhampton Wanderers, national team)"
Biko,30,"American Olympic eventing horse (1996), euthanized"
Bill Abington,92,"American politician, member of the Texas House of Representatives (1949–1953)"
Bill Boivin,99,Canadian football player
