Name,Age,Info
A. F. Salahuddin Ahmed,90,Bangladeshi historian
A. H. Halsey,91,British sociologist
Abbas Ali,94,Indian politician and independence activist
Abdul Matin,87,Bangladeshi language activist (Bengali Language Movement)
Adalberto Lepri,84,Italian Olympic wrestler
Aden Robleh Awaleh,72,Djiboutian politician
Agnes Owens,88,Scottish author
Aki Jones,31,"American football player (Washington Redskins), car accident"
Al Bruno,87,"American CFL player (Toronto Argonauts) and coach (Hamilton Tiger-Cats), heart failure"
Alagappa Alagappan,88,Indian-born American official
Alan Dawson,82,Australian rules footballer
Alan Henning,47,"British humanitarian aid worker and ISIS hostage, beheading. (death reported on this date)"
Alan Tyrrell,81,"British lawyer and politician, MEP (1979–1984)"
Alden E. Matthews,93,American missionary
Aleksandra Antonova,92,"Russian, Kildin Sámi teacher, writer, poet and translator"
Alfred Biehle,87,German politician
Alfred Croisetière,92,Canadian politician
Ali Mazrui,81,Kenyan professor and political writer
Allen Forte,87,American music theorist and musicologist
Allison J. Doupe,60,"Canadian neuroscientist, cancer"
Alvin Stardust,72,"English singer (""My Coo Ca Choo"")"
Amildo Morales,76,"Guatemalan politician, MP for Jalapa (since 2012), attacked by a bull"
Amin Kamil,90,Indian poet
Ana Karić,73,Croatian actress
Anatoly Chertkov,78,Russian footballer
Anatoly Yagudaev,79,Russian sculptor
Andrea de Cesaris,55,"Italian racing driver (Formula One), traffic collision"
Andrew Kerr,80,British festival organiser (Glastonbury Festival)
André Buffière,91,"French Olympic basketball player (1948, 1952)"
André Piters,83,Belgian footballer (Standard Liège)
Andy Natowich,95,American football player
Angelo Mottola,79,Italian Roman Catholic archbishop and diplomat
Angus Macleod,63,"British journalist and editor, cancer"
Anita Cerquetti,83,Italian soprano
Ann Paludan,86,British author
Anna Maria Gherardi,74,"Italian actress and voice actress (Lost Love, Petomaniac)"
Anna Nakagawa,49,"Japanese actress (A Sign Days, Godzilla vs. King Ghidorah), uterine cancer"
Anna Przybylska,35,"Polish actress, pancreatic cancer"
Antonio Cafiero,92,"Argentine politician, Governor of Buenos Aires (1987–1991), Senator (1993–2005), pneumonia"
