Name,Age,Info
A. J. McNamara,78,"American legislator and federal judge, progressive supranuclear palsy"
A. R. Antulay,85,"Indian politician, Chief Minister of Maharashtra (1980–1982)"
Aaron Goldberg,97,American botanist
Abdel Aziz Mohamed Hegazy,91,"Egyptian politician, Prime Minister (1974–1975)"
Abdellah Baha,60,"Moroccan politician, Minister of State (since 2012), MP for Rabat (since 2002), hit by train"
Abdul Hamid Zainal Abidin,70,"Malaysian politician, heart attack"
Abdullah Hussain,94,Malaysian novelist (Interlok)
Abdulmari Imao,78,Filipino sculptor
Adnan Gulshair el Shukrijumah,39,"Saudi Arabian-born external operations chief (al-Qaeda), shot"
Ahmed al Tilemsi,36,"Malian terrorist, shot"
Akhlas Akhlaq,33,"Pakistani-Russian convicted plotter, execution by hanging"
Al Belletto,86,American jazz musician
Alan Ward,79,New Zealand historian
Alan Williams,84,"British politician, MP for Swansea West (1964–2010), Father of the House (2005–2010)"
Albert Jackson,71,"English footballer (Bangor City, Oldham Athletic, Wigan Athletic)"
Alberta Adams,97,American blues singer
Alberto Breccia Guzzo,68,Uruguayan politician
Alberto Valdiri,55,"Colombian actor (Doña Bárbara, Yo soy Betty, la fea), heart attack"
Aleksandar Petrović,55,"Serbian basketball coach, amyotrophic lateral sclerosis"
Aleksey Nasedkin,72,Russian pianist and composer
Alex Chigogidze,59,Georgian general topologist
Alf Næsheim,88,Norwegian artist and writer
Alfred E. Novak,84,"American-born Brazilian Roman Catholic prelate, Bishop of Paranaguá (1989–2006)"
Alice Hoover,86,American baseball player (All-American Girls Professional Baseball League)
Allan Garraway,88,British railway manager
Allen Phillips Griffiths,87,Welsh professor
Anatole Beck,84,American mathematician
Andre Gill,73,Canadian ice hockey player (Boston Bruins)
Andreas Schockenhoff,57,"German politician, MP (since 1990)"
Andrew Thomson,78,British academic and historian
André Le Guillerm,90,French Olympic weightlifter
André Wohllebe,52,German Olympic champion sprint canoer (1992) and dual bronze medallist (1988)
Andy Everest,90,American football player and coach
Angalifu,44,"Sudanese-born American rhinoceros, one of two remaining male northern white rhinoceros"
Angela Delevingne,102,English aristocrat and socialite
Ann Marcus,93,"American television screenwriter (Days of Our Lives, General Hospital, Peyton Place)"
Anna M. Cienciala,85,Polish-American historian and author
Anoushirvan Arjmand,73,"Iranian actor, heart attack"
Ante Žanetić,78,"Croatian footballer, Olympic champion (1960)"
Anthony Birch,90,British political scientist
Anthony Bottrall,76,British diplomat
Anthony Edward Pevec,89,"American Roman Catholic prelate, Auxiliary Bishop of Cleveland (1982–2001)"
Antonio Brack Egg,74,"Peruvian ecologist and politician, Minister of Environment (2008–2011)"
Anubes da Silva,79,Brazilian Olympic sprinter
Arthur Gardner,104,American film and television producer (The Rifleman) and actor (All Quiet on the Western Front)
Arthur Leipzig,96,American photographer
Arthur Louis,64,American-born British reggae cross-over musician (Knockin' on Heaven's Door)
Arthur Whyte,93,"Australian politician, President of the South Australian Legislative Council (1978–1985)"
B. G. Verghese,87,"Indian journalist and newspaper editor (Hindustan Times, The Indian Express)"
Barbara Jones,62,"Jamaican reggae/gospel singer, leukaemia"
Barry Williams,70,English spree killer
Beau Kazer,63,"Canadian actor (The Young and the Restless, Taxi Driver)"
Ben Ammi Ben-Israel,75,American-born Israeli religious leader (African Hebrew Israelites of Jerusalem)
Benigno De Grandi,90,"Italian footballer (Palermo, A.C. Milan)"
Bernard Kay,86,"British actor (Doctor Who, Coronation Street, Doctor Zhivago)"
Bernard Stone,87,"American politician, Chicago Alderman (1973–2011), complications from a fall"
Bess Myerson,90,American model (Miss America 1945) and television actress
Bill Bonds,82,"American television news anchor (WXYZ-TV), heart attack"
Bill J. Dukes,87,"American politician, member of the Alabama House of Representatives (1994–2010), Parkinson's disease"
Billie Whitelaw,82,"English actress (The Omen, The Dark Crystal, Hot Fuzz), pneumonia"
Billy Milligan,59,"American criminal defendant diagnosed with multiple personality disorder, cancer"
Blagoje Paunović,67,Serbian football player and manager
Bob Kelly,74,"American football player (Houston Oilers, Kansas City Chiefs, Cincinnati Bengals)"
Bob Lanier,89,"American businessman and politician, Mayor of Houston, Texas (1992–1998)"
Bob Montgomery,77,"American songwriter (""Heartbeat"", ""Misty Blue""), Parkinson's disease"
Bob Solinger,88,"Canadian ice hockey player (Detroit Red Wings, Toronto Maple Leafs)"
Bob Usher,89,American baseball player (Cincinnati Reds)
Bobby Keys,70,"American saxophonist (The Rolling Stones), cirrhosis"
Bobo Faulkner,73,"English model and television personality, cancer"
Booth Colman,91,"American actor (Planet of the Apes, Norma Rae, Intolerable Cruelty)"
Boyd Brown,62,American football player
Brandon Stoddard,77,"American television executive (ABC), bladder cancer"
Brian Dunsworth,89,Canadian football player
Brian Manley,85,British engineer
Brian Roy Goble,57,"Canadian musician (Subhumans), heart attack"
Brian Sullivan,48,"American lawyer and politician, member of the Washington House of Representatives (1997–2001), assistant district attorney of Barrow, Alaska, shot"
Brian Swatuk,65,"Canadian jockey, cancer"
Bridget Turner,75,"British actress (Doctor Who, Casualty, Z-Cars)"
Bruce Lindahl,95,"American politician, member of the Minnesota House of Representatives (1965–1971)"
Bruce Livingston,87,Australian cricketer
Bryan Burwell,59,"American sportswriter, cancer"
Buddy DeFranco,91,American jazz clarinet player
Buddy Hicks,87,"American baseball player (Detroit Tigers), complications from a fall"
Calypso Mama,88,Bahamian calypso singer
Carl Neumann Degler,93,"American historian and author, Pulitzer Prize winner (1972)"
Carleton Mabee,99,American Pulitzer Prize-winning writer
Carlos Mamery,54,"Puerto Rican music producer and television personality (Idol Puerto Rico), heart attack"
Carol Judge,73,"American healthcare advocate and registered nurse, First Lady of Montana (1973–1980), cancer"
Carol Stone,60,"British transgender priest, pancreatic cancer"
Catherine Hughes,81,British diplomat and academic
Catherine N. Norton,73,American librarian
Chakri,40,"Indian film composer and playback singer, heart attack"
Chan Kwok-Hung,51,"Chinese cinematographer (Fly Me to Polaris, Skiptrace), drowned"
Charles Bartlett,93,British artist
Charles De Sorgher,84,Belgian Olympic bobsledder
Charlie Flowers,77,"American football player (Los Angeles Chargers, Ole Miss Rebels)"
Chen Shi-chang,80,"Taiwanese politician, multiple organ failure"
Chris Dyko,48,"American football player (Chicago Bears), traffic collision"
Chris Hall,64,"Canadian lacrosse coach (Calgary Roughnecks, Vancouver Stealth), throat cancer"
Christine Cavanaugh,51,"American voice actress (Rugrats, Dexter's Laboratory, Babe)"
Christopher Davidge,85,"British Olympic rower (1952, 1956, 1960)"
Chunilal Vaidya,97,Indian political activist
Clarke Fraser,94,Canadian medical geneticist
Claude Frank,89,"German-born American pianist, complications of dementia"
Claude Frikart,92,"French Roman Catholic prelate, Auxiliary Bishop of Paris (1986–1997)"
Claudia Emerson,57,"American poet, complications of colon cancer"
Claudio Fiorentini,93,Italian Olympic sport shooter
Clifford Wright,87,"Canadian politician, Mayor of Saskatoon (1976–1988), lung cancer"
Colin Latimour,68,New Zealand footballer
Cotton Hodges,88,American racecar driver
Craig Schiffer,58,"American financier (Lehman Brothers), avalanche"
Daniel Beren,85,American politician
Daniel Sitentu Mpasi,80,"Namibian tribal leader, King of the Uukwangali"
Dave Behrman,73,"American football player (Buffalo Bills, Denver Broncos), pancreatic cancer"
Dave Comer,58,"New Zealand film location scout (The Lord of the Rings, The Hobbit), cancer"
Dave Theisen,73,"American football player (Toronto Argonauts, Winnipeg Blue Bombers)"
Dave West,70,"British businessman, stabbed"
David Cooke,59,"British rear admiral, Commander Operations (2006–2009)"
David Galloway,72,New Zealand biochemist and botanist
David Garth,84,American political consultant
David R. Chesnutt,73,"American historian and editor, throat cancer"
David Ryall,79,"English actor (The Singing Detective, Harry Potter, The Elephant Man)"
David Strudwick,80,Australian cricketer
Dawn Sears,53,"American country musician (Nothin' but Good), lung cancer"
Debbie Purdy,51,British campaigner for assisted suicide
Deborah Bone,51,"English mental health nurse, inspired Disco 2000, multiple myeloma"
Dennis Marriott,75,English cricketer
Dennis Walaker,73,"American politician, Mayor of Fargo, North Dakota (since 2006), kidney cancer"
Deral Teteak,85,American football player (Green Bay Packers)
Derek Coombs,83,"British politician, MP for Birmingham Yardley (1970–1974)"
Derek Rencher,82,English ballet dancer
Deven Verma,77,Indian film actor
Dick Dale,88,American saxophonist and singer (The Lawrence Welk Show)
Dick Loggere,93,"Dutch Olympic field hockey player, silver medallist (1952) and bronze medallist (1948)"
Dick Thornton,75,"American-born Canadian football player (Winnipeg Blue Bombers, Toronto Argonauts), lung cancer"
Dieter Grau,101,"German-born American rocket scientist, NASA Quality Control Director for the Saturn V"
Dimitrios Trichopoulos,76,"Greek-born American epidemiologist and oncologist, advanced the Mediterranean diet, heart attack"
Dominique Aubier,92,French author
Don Dufek Sr.,85,American football player
Don L. Anderson,81,"American geophysicist, cancer"
