Name,Age,Info
Abdelaziz Bennani,79,Moroccan army general
Abdul Basit Usman,40,"Filipino fugitive, shot"
Abdul Wahid Aresar,65,Pakistani politician
Adam Kilgarriff,55,English linguist
Adrian Robinson,25,"American football player (Pittsburgh Steelers, Temple Owls), suicide by hanging"
Adriana Maraž,84,Slovene graphic artist
Ahmad Alaskarov,79,Azerbaijani football player and manager
Ahmed Zanna,60,"Nigerian politician, Senator for Borno Central (since 2011)"
Al Cartwright,97,American sportswriter
Al Matsalla,89,Canadian politician
Alan Borovoy,83,Canadian human rights activist and lawyer
Alan Hall,62,British cell biologist
Alan Koch,77,"American baseball player (Detroit Tigers, Washington Senators)"
Alan Woodward,68,English footballer (Sheffield United)
Albert Baciocco,84,American vice admiral
Aleksey Mozgovoy,40,Ukrainian pro-Russian separatist
Alexander Kok,89,South African-born British cellist
Alexandre Lamfalussy,86,Hungarian-born Belgian economist
Alfred DelBello,80,"American politician, Lieutenant Governor of New York (1983–1985), Westchester County Executive (1974–1982), Mayor of Yonkers, New York (1970–1974)"
Ali Raymi,41,"Yemeni boxer, air strike"
Alicia Nash,82,"Salvadoran-born American socialite and mental health care advocate, traffic collision"
Alvin P. Wegeman,88,American Nordic combined skier
Amalendu Guha,91,Indian historian
Amar Laskri,73,Algerian film director
Aminah Robinson,75,American artist
Amitabha Chowdhury,87,Indian journalist
Andres Ortiz,28,"Puerto Rican basketball player, traffic collision"
Andrew Lewis,44,"Guyanese Olympic boxer (1992) and WBA welterweight champion (2001-2002), traffic collision"
André Gruchet,82,"French Olympic cyclist (1956, 1960)"
André Jean René Lacrampe,73,"French Roman Catholic prelate, Bishop of Ajaccio (1995–2003) and Archbishop of Besançon (2003–2013)"
Andy Hess,91,American politician
Andy King,58,"English footballer (Everton), heart attack"
Ann Barr,85,British writer (The Official Sloane Ranger Handbook)
Anna Levinson,76,German zoologist
Annarita Sidoti,44,"Italian race walker, world champion (1997), breast cancer"
Anne Duguël,69,Belgian author
Anne Meara,85,"American comedian (Stiller and Meara) and actress (Archie Bunker's Place, The King of Queens, Like Mike)"
Anson D. Shupe,67,American sociologist
Anthony C. Yu,76,"American translator (Journey to the West) and literature scholar, heart failure"
Arieh Elias,94,"Israeli actor (Kazablan, The Boy Across the Street)"
Aristidis Vlassis,68,Greek painter
Art Thieme,73,American folk musician
Arthur Bourns,95,"American chemist, President of McMaster University (1972–1980)"
Asbjørn Øksendal,92,Norwegian writer
Asim Thahit Abdullah al Khalaqi,47,"Saudi Arabian Guantanamo Bay detainee, kidney failure"
Atanas Semerdzhiev,90,"Bulgarian politician, vice-president (1990–1992)"
Azmat Rana,63,"Pakistani cricketer, cardiac arrest"
B.B. King,89,"American Hall of Fame blues guitarist, singer and songwriter (""The Thrill Is Gone""), complications from Alzheimer's disease"
Barbara Turnbull,50,Canadian journalist and disability campaigner
Beau Biden,46,"American politician, Attorney General of Delaware (2007–2015), brain cancer"
Berry Avant Edenfield,80,"American federal judge and politician, U.S. District Court Judge for the Southern District of Georgia (1978–2006), member of the Georgia State Senate (1965–1966), lung cancer"
Bert Hitchen,76,English railway preservationist and racing cyclist
Beth Whittall,78,"Canadian Olympic swimmer (1956), double Pan American champion (1955)"
Betsy Palmer,88,"American actress (I've Got a Secret, Mister Roberts, Friday the 13th)"
Bharat Raj Upreti,63,"Nepali judge, justice of the Supreme Court (2009–2013), suicide by hanging"
Bill Foster,79,"American college basketball coach (Miami Hurricanes, Clemson Tigers, Virginia Tech Hokies), Parkinson's disease"
Bill Guthridge,77,American college basketball coach (University of North Carolina)
Bill O'Herlihy,76,Irish sports broadcaster (RTÉ Sport)
Billy Baggett,85,American football player (Dallas Texans)
Bob Belden,58,"American musician, heart attack"
Bob Hopkins,80,"American basketball player (Syracuse Nationals) and coach (Seattle SuperSonics), heart and kidney failure"
Bob Hornery,83,"Australian actor (Neighbours, Mad Max Beyond Thunderdome, The Importance of Being Earnest)"
Bob Light,88,American college basketball coach (Appalachian State)
Bob Priestley,95,American football player (Philadelphia Eagles)
Bob Sandberg,93,Canadian football player (Winnipeg Blue Bombers)
Bob Schmidt,82,"American baseball player (San Francisco Giants, Washington Senators, Cincinnati Reds)"
Bob Wareing,84,"British politician, MP for Liverpool West Derby (1983–2010)"
Bobby Jameson,70,American pop singer and songwriter
Boody Gilbertson,93,American basketball player (Sheboygan Red Skins)
Bruce Barrymore Halpenny,78,English military historian and author
Bruce G. Lindsay,68,"American statistician, cancer"
Bruce Lundvall,79,"American record executive (Blue Note Records), complications of Parkinson's disease"
Bruno Pesaola,89,Argentine-born Italian footballer
Buddy Corlett,93,Canadian-born New Zealand softball and basketball player
Burhan Muhammad,57,"Indonesian diplomat, Ambassador to Pakistan (since 2012), burns from helicopter crash"
Byron Sherwin,69,American rabbi and theology scholar
Carl Nesjar,94,Norwegian painter and sculptor
Carlos Irizarry Yunqué,93,"Puerto Rican judge, justice of the Supreme Court (1973–1986)"
Carlos Maggi,92,Uruguayan writer (Generación del 45)
Carole Seymour-Jones,72,Welsh biographer
Cecil Jones Attuquayefio,70,"Ghanaian football player and coach, throat cancer"
Charles Favre,54,Swiss Olympic sailor
Chifita Matafwali,55,"Zambian politician, member of the National Assembly for Bangweulu (since 2011)"
Chinx,31,"American rapper, shot"
Chris Burden,69,"American artist, melanoma"
Chris Kohlhase,47,"New Zealand softball player (national team) and coach (Samoa national team), Parkinson's disease"
Christina Reid,73,Northern Irish playwright
Christopher Wood,79,"English novelist and screenwriter (Moonraker, Remo Williams: The Adventure Begins, The Spy Who Loved Me)"
Chuck Dow,83,"American politician, member of the Maine House of Representatives (1971–1980) and Senate (1983–1990)"
Chukwuma Azikiwe,75,Nigerian politician
Claire Kelly Schultz,90,American information scientist
Claude Carliez,90,"French fencer and stunt director (Moonraker, A View to a Kill)"
Claude LaForge,78,"Canadian ice hockey player (Detroit Red Wings, Philadelphia Flyers, Montreal Canadiens)"
Claude Lajoie,87,Canadian politician
Claudio Caligari,67,"Italian screenwriter and director (Toxic Love, The Scent of the Night)"
Colin Whitaker,82,"English footballer (Shrewsbury Town, Oldham Athletic)"
Corey Hill,36,"American mixed martial artist (UFC), collapsed lung and heart attack"
Cornell Moss,55,"Bahamian Anglican prelate, Archbishop of Guyana (since 2009), heart failure"
Cotton Coulson,63,"American filmmaker and photographer (National Geographic), scuba diving accident"
Craig Gruber,63,"American rock musician (Rainbow, Bible Black), prostate cancer"
Cristian Gómez,27,"Argentine footballer (Club Atlético Paraná), heart attack"
Cyril Roger,93,English speedway rider
César Boutteville,97,Vietnamese-born French chess player
Dale D. Myers,93,"American aerospace engineer, Deputy Administrator of NASA (1986–1989)"
Daniel Meltzer,63,"American lawyer, legal adviser to Barack Obama, cancer"
Danny Jones,29,"English rugby league footballer, heart attack"
Dave Goldberg,47,"American executive (SurveyMonkey, LAUNCH Media), head trauma from treadmill fall"
Davey Whitney,85,American Hall of Fame basketball coach (Alcorn State)
David Blake,90,English cricketer (Hampshire)
David Day,63,Australian radio broadcaster (Triple M Adelaide)
David Sackett,80,Canadian physician
Dean Carroll,52,English rugby league footballer
Dean Potter,43,"American rock climber, BASE-jumping accident"
Denise McCluggage,88,"American racing car driver, journalist, author and photographer"
Derek Davis,67,Irish broadcaster (Live at 3)
Derek Walker,85,British architect
Des O'Hagan,81,Northern Irish politician (Workers' Party)
Dewi Bridges,81,"Welsh Anglican prelate, Bishop of Swansea and Brecon (1988–1998)"
Dick Mountjoy,83,"American politician, Mayor of Monrovia, California (1968–1976), member of the California State Assembly (1978–1995) and Senate (1995–2000), heart attack"
Didi Petet,58,Indonesian actor
Dien Cornelissen,91,"Dutch politician, member of the Senate (1969–1971) and House of Representatives (1971–1972, 1973–1986)"
Dominik Tóth,89,"Slovak Roman Catholic prelate, Auxiliary Bishop of Bratislava (1990–2004)"
Don Smoothey,96,British actor and comedian
