Name,Age,Info
A. J. Masters,64,"American singer and songwriter, prostate cancer"
Abdul Rahman Ya'kub,87,"Malaysian politician, Chief Minister of Sarawak (1970–1981)"
Abdullah of Saudi Arabia,90,"Saudi royal, King (since 2005), complications from pneumonia"
Abed Daoudieh,94,"Jordanian politician, Awqaf and Islamic Affairs Minister (1984)"
Abu Anas al-Libi,50,"Libyan al-Qaeda member in United States custody, liver cancer"
Abudureheman Abulikemu,36,Chinese boxer
Adalberto Arturo Rosat,81,"Italian-born Bolivian Roman Catholic prelate, Bishop of the Territorial Prelature of Aiquile (1986–2009)"
Adam Yahiye Gadahn,36,"American al-Qaeda operative, drone strike"
Adunni Bankole,55,"Nigerian businesswoman, heart attack"
Ah Chew Goo,96,American basketball player and coach (University of Hawaii)
Ahuti Prasad,57,"Indian actor, colon cancer"
Aisha Chaudhary,18,"Indian motivational speaker and author, pulmonary fibrosis"
Akira Kinoshita,78,Japanese photographer
Al Bendich,85,American civil rights attorney
Al Delugach,89,"American Pulitzer Prize-winning reporter, mesothelioma"
Al Severinsen,70,"American baseball player (Baltimore Orioles, San Diego Padres)"
Alan Hirschfield,79,"American film executive, CEO of Columbia Pictures (1973–1978), Chairman of 20th Century Fox (1982–1986)"
Albert Firth,77,English rugby league player (Wakefield Trinity)
Albert McPherson,87,English football player (Walsall) and coach (West Bromwich Albion)
Alberto Cardaccio,65,"Uruguayan footballer (Danubio, national team), traffic collision"
Alberto Nisman,51,"Argentine prosecutor (AMIA bombing), apparent suicide by gunshot"
Alex Omes,43,"American nightlife impresario, co-founder of Ultra Music Festival"
Alexander Lastin,38,Russian chess grandmaster
Alexander Vraciu,96,"American World War II Navy fighter ace, Navy Cross recipient"
Alexandru Segal,67,Romanian-born Brazilian economist and chess player
Alfons Peeters,71,Belgian footballer
Alfred H. Savage,84,"Canadian civil servant, manager of the Toronto Transit Commission (1981–1987)"
Allan Beard,95,British civil servant
Allie Sherman,91,American football player (Philadelphia Eagles) and coach (New York Giants)
Amedy Coulibaly,32,"French jihadist, shot"
Amparo Baró,77,"Spanish actress (7 Vidas, Siete mesas de billar francés), cancer"
Anatol Hrytskievich,85,Belarusian historian
Andraé Crouch,72,"American gospel singer, heart attack"
Andrew Benson,97,American biologist
Angelo Anquilletti,71,"Italian footballer (A.C. Milan, national team)"
Anita Ekberg,83,"Swedish-Italian actress (La Dolce Vita, Paris Holiday, Back from Eternity)"
Anne Kirkbride,60,"British actress (Coronation Street), breast cancer"
Annis Jensen,93,American roller derby skater
Anthony Ledwith,81,British chemist
Anton Amann,58,Austrian chemist
Antonio Fuertes,85,"Spanish footballer (Valencia, Elche)"
Anwarul Iqbal,64,"Bangladeshi politician and police chief, cardiac arrest"
Archie Radebe,55,South African footballer (AmaZulu) and coach
Arnaldo Calveyra,85,"Argentine poet and novelist, heart attack"
Arpád Račko,84,Hungarian-born Slovak sculptor
Arthit Kamlang-ek,89,"Thai general, Supreme Commander of the Royal Thai Armed Forces (1983–1986)"
Arthur Alarcón,89,American federal judge
Arthur E. Chase,84,"American politician, member of the Massachusetts Senate (1991–1995)"
Arthur Jackson,96,American sports shooter
Arthur Neu,81,"American politician, Lieutenant Governor of Iowa (1973–1979), member of the Iowa Senate (1967–1973)"
Arturo Carmassi,89,Italian sculptor and painter
Azizullah Lodin,75,Afghan politician
B. S. Abdur Rahman,87,Indian business executive and philanthropist (B. S. Abdur Rahman University)
Bai Jinian,88,"Chinese politician, party chief of Shaanxi Province"
Baldina Di Vittorio,94,Italian politician
Barbara Atkinson,88,British actress (Z-Cars)
Barrie Ingham,82,"English actor (The Great Mouse Detective, Doctor Who, A Challenge for Robin Hood)"
Basil Hansen,88,Australian Olympic ice hockey player (1960)
Begum Kulsum Saifullah Khan,91,Pakistani businesswoman and politician
Ben Schadler,90,American basketball player
Beric Morley,71,British architectural historian
Bernard Joseph McLaughlin,102,"American Roman Catholic prelate, Auxiliary Bishop of Buffalo (1968–1988)"
Bernard Maris,68,economist and journalist
Bernard Williams,72,"British film producer (A Clockwork Orange, Daredevil, Flash Gordon), cancer"
Bernice Gordon,101,"American crossword writer (The New York Times), heart failure"
Bette Rogge,92,American radio and television presenter
Betty Jane Diener,74,"American politician, Virginia Secretary of Commerce (1982–1986), pulmonary fibrosis"
Bill Dodd,78,English footballer (Burnley F.C.)
Bill Jessup,85,American football player (San Francisco 49ers)
Bill Keating,70,"American football player (Denver Broncos, Miami Dolphins) and attorney"
Bill Monbouquette,78,American baseball player (Boston Red Sox)
Bill Sykes,75,English author and chaplain
Bill Thompson,70,"American talent manager, heart attack"
Billy O'Neill,85,Irish sportsman
Bob Boyd,84,American basketball coach (USC Trojans)
Bob Gilmore,53,British musicologist
Bob Sadino,81,Indonesian businessman
Bob Shea,90,American basketball player (Providence Steamrollers)
Bob Symes,90,British inventor and television presenter
Bob Wilson,85,American sportscaster (Boston Bruins)
Bobby Carter,75,"American politician, member of the Tennessee Senate (1995–2002)"
Bonnie Christensen,63,"American children's book author and illustrator, ovarian cancer"
Boris Morukov,64,"Russian physician and cosmonaut, STS-106 mission specialist"
Brian Clemens,83,"British screenwriter (Dr. Jekyll and Sister Hyde) and television producer (The Avengers, The Professionals)"
Bruno Ballarini,77,Italian footballer (Calcio Como)
Bruno Visintin,82,"Italian boxer, Olympic bronze medalist (1952)"
Bryan Caldwell,54,"American football player (Houston Oilers), Hodgkin's lymphoma"
Bud Miller,91,"Canadian politician, member of the Legislative Assembly of Alberta (1971–1986)"
Bud Paxson,79,"American media executive, co-founder of the Home Shopping Network, founder of Pax TV"
Bud Sherman,88,"Canadian politician, member of the Legislative Assembly of Manitoba (1969–1984), member of the House of Commons (1965–1968)"
Buffalo Tiger,94,"American politician, Chairman of the Miccosukee Tribe of Indians of Florida (1962–1985)"
Cabu,76,cartoonist
Canserbero,26,"Venezuelan rapper, suicide by jumping"
Carl Boldt,82,American basketball player (San Francisco Dons)
Carl Djerassi,91,"Austrian-American chemist, novelist and playwright, liver and bone cancer"
Carl Long,79,American baseball player
Cedric Kushner,66,"South African-born American boxing promoter, heart attack"
Chang Sung-hwan,94,"South Korean lieutenant general and diplomat, Chief of Staff of the Air Force (1962–1964), natural causes"
Charb,47,caricaturist and journalist
Charles Baur,85,"French politician, President of the Regional Council of Picardy (1976–1978, 1985–2004)"
Charles H. Townes,99,"American physicist, Nobel Prize laureate in Physics (1964)"
Charles Thomas,82,American sprinter and athletics coach
Charlie Williams,67,"American baseball player (New York Mets, San Francisco Giants), complications from heart surgery"
Chashi Nazrul Islam,73,Bangladeshi filmmaker (Ora Egaro Jon)
Chic Littlewood,84,"British-born New Zealand television personality and actor (King Kong, 30 Days of Night)"
Chikao Ohtsuka,85,"Japanese voice actor (Lupin III, Sonic the Hedgehog, One Piece), ischemic heart failure"
Chin Shunshin,90,Japanese author
Chitresh Das,70,"Indian dancer, instructor and choreographer, aneurysm"
Christian Vannequé,65,French sommelier and restaurateur
Christine Valmy,88,Romanian-born American cosmetologist
Chuck Burr,91,"American football executive, general manager for the Miami Dolphins"
Chuck Locke,82,American baseball player (Baltimore Orioles)
Cleven Goudeau,83,American greeting card artist
Colleen McCullough,77,"Australian author (The Thorn Birds), renal failure"
Curtis Lee,75,"American singer (""Pretty Little Angel Eyes""), cancer"
Cynthia Layne,51,"American jazz singer, cancer"
D. C. McNeil,87,Canadian politician
Dacia Valent,51,"Somali-born Italian politician, MEP (1989–1994), myocardial infarction"
Dallas Taylor,66,"American drummer (Crosby, Stills, Nash & Young), complications of viral pneumonia and kidney disease"
Dan Held,53,Canadian ice hockey player
Dan Poulin,57,"Canadian ice hockey player (Minnesota North Stars), cancer"
Daniel Albright,69,American academic
Daniel R. Simpson,87,"American politician, member of the North Carolina House of Representatives and Senate, Lewy body dementia"
Danny Dunton,90,English speedway rider and promoter
Danny Malloy,84,"Scottish footballer (Cardiff City, Dundee)"
Danny McCulloch,69,"English bassist (The Animals), heart failure"
Darrell Winfield,85,"American rancher and model, Marlboro Man (1968–1989)"
Darren Shahlavi,42,"English actor (Night at the Museum, Watchmen, Ip Man 2) and martial artist, heart attack"
David E. Paulson,83,"American politician, member of the Wisconsin State Assembly for the 28th District (1978–1986)"
David Landau,67,British-born Israeli journalist and newspaper editor (Haaretz)
David Rolfe,50,"Australian Paralympic swimmer, complications relating to heart surgery"
Demetrio González,87,"Spanish-born Mexican actor (Dos Corazones y un Cielo) and singer, complications from a stroke"
Demis Roussos,68,"Egyptian-born Greek singer (""Forever and Ever"")"
Denis Tsygurov,43,"Russian professional ice hockey player (Buffalo Sabres, Los Angeles Kings)"
Derek Minter,82,British Grand Prix motorcycle and short-circuit road racer
Derek Robertson,65,"Scottish footballer (St. Johnstone), cancer"
Derek S. Pugh,84,British psychologist and business theorist
Don Bryant,73,American baseball player (Houston Astros)
Don Covay,78,"American R&B singer and songwriter (""Chain of Fools"")"
Don Harron,90,"Canadian comedian, actor and author (Hee Haw, The Big Revue), cancer"
Don Jones,91,American artist and art therapist
Don O'Hearn,86,Canadian ice hockey player
Donna Douglas,82,"American actress (The Beverly Hillbillies, Frankie and Johnny, The Twilight Zone), pancreatic cancer"
Dora Prince,84,Argentine actress
Doriemus,24,"New Zealand Thoroughbred racehorse, Melbourne Cup winner (1995), euthanised following paddock accident"
Doris Schoettler-Boll,70,German artist
Dorothy Barnes Pelote,85,"American politician, member of the Georgia House of Representatives (1993–2003)"
Doug Cunningham,69,"American football player (Ole Miss Rebels, San Francisco 49ers)"
Dwight Hooker,86,American photographer (Playboy) and architect
Earl Christensen,95,"American politician, member of the Wyoming Senate (1959–1984)"
Earl MacNaughton,95,Canadian physicist
Ebbe Grims-land,99,Swedish composer and viola player
Ed Skinner,78,"American politician and attorney, member of the Iowa House of Representatives (1969–1973)"
Edgar Froese,70,"German musician (Tangerine Dream), pulmonary embolism"
Edmund Wnuk-Lipiński,70,Polish academic
Edward Brooke,95,"American politician, member of the U.S. Senate from Massachusetts (1967–1979)"
Edward Saylor,94,"American World War II veteran, member of Doolittle's Raiders"
Edwin A. Colvin,87,"American politician, member of the Vermont House of Representatives (1975–1982)"
Egil Toreng,92,Norwegian newspaper editor and politician
Egon Adler,77,German Olympic silver medallist cyclist (1960)
Elemér Hankiss,86,Hungarian sociologist
Elena Obraztsova,75,Russian mezzo-soprano
Eli Sagan,87,"American clothing manufacturer, cultural anthropology author and Nixon Enemy"
Elisabetta Catalano,70,Italian fine-art photographer
Elsa Cayat,54,psychoanalyst and columnist
Else M. Barth,86,Norwegian philosopher
Emmanuel Carter,85,"Trinidadian politician, President of the Senate (1990–1995), acting President (1990) during the Jamaat al Muslimeen coup attempt"
Erbey Satterfield,75,"American politician, member of the Utah House of Representatives"
Eric Cunningham,65,"Canadian politician, Ontario MPP for Wentworth North (1975–1984)"
Eric Fitzgibbon,78,"Australian politician, member of the House of Representatives for Hunter (1984–1996)"
Erkki Lyijynen,89,Finnish Olympic rower
Ernie Banks,83,"American Hall of Fame baseball player (Chicago Cubs), heart attack"
Ernst Träger,88,German judge
Ervin Drake,95,"American songwriter (""It Was a Very Good Year"", ""I Believe"", ""Good Morning Heartache""), bladder cancer"
Ethel Lang,114,British supercentenarian
Eugene E. Covert,88,American aeronautics engineer
Eylül Cansın,24,"Turkish transgender woman, suicide by jumping"
Fabrizio de Miranda,88,Italian structural engineer and university professor
Faith Seidenberg,91,American attorney and civil rights activist
Faten Hamama,83,"Egyptian actress (The Angel of Mercy, Wajh al-Qamar)"
Fernando Argila,92,Spanish footballer
Fiona Cumming,77,British television director (Doctor Who)
Floyd Dunn,90,American electrical engineer
Frances Lennon,102,British artist
Francesca Hilton,67,"American actress and socialite, stroke"
Francesco Rosi,92,"Italian film director (The Mattei Affair, Christ Stopped at Eboli, Salvatore Giuliano)"
Francis Bennion,92,British lawyer
Francis Simard,67,"Canadian revolution activist and criminal, aneurysm"
Franco Nicolazzi,90,"Italian politician, MP (1963–1990), Secretary of the Italian Democratic Socialist Party (1985–1988)"
Frank Glazer,99,American pianist and composer
Frank Hooley,91,"British politician, MP for Sheffield Heeley (1966–1970, 1974–1983)"
Frank Mazzola,79,"American film actor and editor (Rebel Without a Cause, Casablanca, The Hunchback of Notre Dame)"
Frank Sims,93,American baseball broadcaster
Frans Bolweg,64,Dutch sailor and coach
Frans Molenaar,74,"Dutch fashion designer, complications from a fall"
Fred Shank,74,American nutritionist
Frederik H. Kreuger,86,Dutch high voltage scientist
Frieda Dänzer,84,"Swiss Alpine skier, Olympic silver medalist (1956)"
Fritz C. Holte,89,Norwegian economist
Fritz Pott,75,German football player and coach
Gabriel Ramushwana,73,"South African general, Head of State of Venda (1990–1994), colon cancer"
Gabrielle Poulin,86,Canadian writer
Ganesh Patro,69,"Indian playwright and screenwriter, cancer"
Gary Dighton,46,"British Olympic cyclist, suicide"
Ged Peck,67,English musician
Gene Kemp,88,British children's author (The Turbulent Term of Tyke Tiler)
Geoff Truett,79,English footballer (Crystal Palace)
Georg Guggemos,88,German Olympic ice hockey player (1952)
George Atkins,82,American football player (Detroit Lions)
George Dickerson,81,"American actor (Blue Velvet, Hill Street Blues)"
George Goodwin,97,"American journalist, Pulitzer Prize winner (1948)"
George H. McKee,91,American air force lieutenant general
George Probert,87,American jazz musician and music editor
George W. Downs,68,"American political scientist, heart failure"
Georges Wolinski,80,cartoonist
Geraldine McEwan,82,"British actress (Robin Hood: Prince of Thieves, Agatha Christie's Marple), stroke"
Germán Cobos,87,Spanish actor
Gerrit Voorting,92,"Dutch professional road bicycle racer, Olympic silver medalist (1948)"
Ghelubhai Nayak,91,Indian political activist
Giancarlo Ligabue,83,"Italian palaeontologist (discoverer of Ligabueino), Forza Europa politician and businessman"
Gilbert Finn,94,"Canadian businessman, Lieutenant Governor of New Brunswick (1987–1994)"
Gilberto Perez,71,Cuban-born American professor of film studies
Gloria D. Miklowitz,87,American author
Gobinda Halder,84,"Indian lyricist and composer, kidney failure"
Godfrey Kalimugogo,71,Ugandan writer
Gordon Dickson,83,Canadian Olympic marathon runner (1960)
Graeme Hugo,68,"Australian demographer and geographer, cancer"
Grazia Livi,84,"Italian author and journalist, Viareggio Prize winner"
Greg Plitt,37,"American fitness trainer (Work Out) and actor (Grudge Match, Terminator Salvation, Bobby), hit by train"
Gunnar Christie Wasberg,91,Norwegian non-fiction writer
Géry Leuliet,104,"French Roman Catholic prelate, world's oldest Catholic bishop, Bishop of Amiens (1963–1985)"
H. Wesley Kenney,89,"American television director and producer (General Hospital, All in the Family, The Young and the Restless), cardiac arrest"
Hank Peters,90,"American baseball executive (Baltimore Orioles), complications from a stroke"
Hans Stoiber,96,Austrian poet
Hara Patnaik,56,"Indian actor and film director, cancer"
Harish Chandra Srivastava,90,Indian politician
Harold Hassall,85,English footballer (Bolton Wanderers)
Harold Murphy,76,"American politician, member of the Illinois House of Representatives (1993–2003)"
Haroldo Lara,80,"Brazilian Olympic swimmer (1952, 1956)"
Harriet Elizabeth Byrd,88,"American politician, member of the Wyoming House of Representatives (1981–1988) and Senate (1988–1992)"
Harry A. DeMaso,93,"American politician, member of the Michigan Senate (1967–1986)"
Harry Gordon,89,"Australian Olympic historian, journalist and newspaper editor"
Harry V. Jaffa,96,American political philosophy professor
Harvey Sweetman,93,New Zealand World War II pilot
Hasan Hazer Moshar,91,Iranian artist
He Zhenliang,85,Chinese politician and diplomat
Henk Bloemers,69,Dutch footballer (FC Eindhoven)
Henk Faanhof,92,Dutch Olympic (1948) and professional road bicycle racer
Henry Manne,86,American law and economics academic
Henryk Podlewski,94,Polish psychiatrist
Herb Simpson,94,American baseball player (Seattle Steelheads)
Herman E. Lauhoff,81,"American politician, member of the Texas House of Representatives (1974–1981)"
Hillel Zaks,85,Polish-born Israeli rabbi
Hitoshi Saito,54,"Japanese judoka, Olympic champion (1984, 1988), bile duct cancer"
Howard C. Hawkins,82,American bicycle tool manufacturer (Park Tool)
Howard Norris,80,"British rugby union player (Wales national team, British Lions)"
Hubert Markl,76,German biologist
Hugh Peery,83,American Olympic wrestler
Ian Towers,74,"English footballer (Burnley, Oldham Athletic)"
Ignacio Posada,79,Colombian Olympic fencer
Inge Vermeulen,30,"Brazilian-born Dutch field hockey player (national team), European champion (2009)"
Iqbal Sheikh,80,Pakistani cricketer
Isabel Rosado,107,Puerto Rican independence activist (Puerto Rican Nationalist Party)
Israel Yinon,59,Israeli conductor
