Name,Age,Info
A. Sheriff,74,Indian screenwriter (Avalude Ravukal)
Aafje Heynis,91,Dutch contralto
Abish Kekilbayev,76,Kazakh politician and academic
Ablie Jagne,62,"Gambian footballer (Real de Banjul, national team)"
Abune Dioskoros,80,"Eritrean prelate, Patriarch of the Eritrean Orthodox Tewahedo Church (since 2007)"
Acharya S,54,"American religious author, breast cancer"
Adriana Olguín,104,"Chilean lawyer and politician, Minister of Justice (1952)"
Aidan Higgins,88,Irish writer
Akiyuki Nosaka,85,Japanese novelist (Grave of the Fireflies)
Alain Jouffroy,87,French surrealist poet and art critic
Alan Hodgkinson,79,"English footballer (Sheffield United, national team)"
Alan Lee,61,British cricket and horse racing journalist
Albert Bontridder,94,Belgian architect and writer
Aldo Baito,95,Italian cyclist
Aleš Veselý,80,Czech sculptor
Alfred G. Gilman,74,"American pharmacologist and biochemist, Nobel Prize laureate, pancreatic cancer"
Alfredo Pacheco,33,"Salvadoran footballer (FAS, New York Red Bulls, national team), shot"
Ali Eid,75,"Lebanese politician, General Secretary of the Arab Democratic Party (since 1972)"
Allen Sapp,87,Canadian painter
Altaff Mungrue,81,Trinidadian-born English cricketer
Andrei Troschinsky,37,"Kazakhstani ice hockey player, Asian champion (1999), heart attack"
Andreja Preger,104,Hungarian-born Serbian pianist and Holocaust survivor
André Bernard,85,French cyclist
Andy M. Stewart,63,Scottish folk singer (Silly Wizard)
Angela McEwan,81,"American actress (Nebraska, Getting On), lung cancer"
Ann Arnold,79,English artist
Anthony Francis Sharma,77,"Nepalese Roman Catholic prelate, Vicar Apostolic of Nepal (1984–2014)"
Anthony Muto,81,"American fashion designer, heart failure"
Anthony Valentine,76,"British actor (Colditz, Coronation Street, Escape to Athena), Parkinson's disease"
Antonio Troyo Calderón,92,"Costa Rican Roman Catholic prelate, Auxiliary Bishop of San José de Costa Rica (1979–2002)"
Arlin Adams,94,American judge
Armando Cossutta,89,"Italian politician, member of the European Parliament (1999–2004)"
Arnold Peralta,26,"Honduran footballer (national team, Rangers F.C.), shot"
Arthur R. Taylor,80,"American businessman, president of CBS"
Aslam Azhar,83,Pakistani television executive
Aura Lewis,68,South African reggae singer
Barry Schweid,83,"American news correspondent (Associated Press), neurological disease"
Benedict Anderson,79,"American academic and writer (Imagined Communities), heart failure"
Berenado Vunibobo,83,Fijian politician and diplomat
Beth Howland,74,"American actress (Alice, The Love Boat, Company), lung cancer"
Bets Borm-Luijkx,97,"Dutch politician, member of the House of Representatives (1980–1981)"
Betty Bourke,91,New Zealand health administrator
Bill Mullins,95,Irish horse rider
Bill Subritzky,90,New Zealand property developer and evangelist
Billie Allen,90,"American actress, one of the first black performers on U.S. television"
Billy Glaze,72,"American serial killer, lung cancer"
