Name,Age,Info
Aadesh Shrivastava,51,"Indian composer and singer, cancer"
Abdul Hafeez Pirzada,80,Pakistani politician and lawyer
Abdulcadir Gabeire Farah,59,"Somali-born Polish social activist and historian, candidate for President of Somalia in 2016, bombing"
Abolghasem Khazali,90,"Iranian politician and Shi'i ayatollah, co-author of the Constitution of the Islamic Republic of Iran"
Adam Purple,84,"American environmental activist, heart attack"
Adnan Buyung Nasution,81,"Indonesian lawyer and human rights activist, kidney failure"
Adrian Frutiger,87,Swiss type designer
Al Benecick,78,American football player (Saskatchewan Roughriders)
Al Monchak,98,American baseball player (Philadelphia Phillies) and coach (Pittsburgh Pirates)
Al Romine,84,"American football player (Green Bay Packers, Chicago Bears, Denver Broncos)"
Al Seckel,57,American optical illusion collector and sceptic. (death announced on this date)
Alacid Nunes,90,"Brazilian politician, Governor of Pará (1966–1971, 1979–1983)"
Alan Magill,61,American medical researcher
Alan Moore,101,Australian war artist
Alan Purwin,53,"American helicopter pilot and aerial film operator (Transformers, Star Trek, Jurassic World), plane crash"
Alan Steel,79,"Italian bodybuilder and actor (Samson, The Rebel Gladiators, Hercules Against the Moon Men)"
Albert Blan,85,"English rugby league player (Swinton, national team)"
Alberto Schommer,87,Spanish photographer
Aleksandar Stipčević,84,Croatian historian of the Illyrians
Aleksander Mandziara,75,Polish football player and coach
Aleksandr Kolpovski,62,Russian Soviet footballer (CSKA)
Alexander Faris,94,Northern Irish composer
Alexandr Jurečka,24,"Czech judoka, scuba diving accident"
Alfred Schickel,82,German historian
Ali Salem,79,Egyptian writer
Ali Wardhana,87,"Indonesian economist, Minister of Finance (1966–1983), Coordinating Minister for Economic Affairs (1983–1988)"
Allan Wright,95,British World War II flying ace
Allen Aldridge,71,"American football player (Toronto Argonauts, Houston Oilers, Cleveland Browns)"
Allen Roberts,92,New Zealand cricketer
Ana Seneviratne,88,Sri Lankan diplomat and Inspector General of Police
Andrew Kohut,73,"American political scientist, leukemia"
Andrew Sibley,81,Australian painter
Annemarie Bostroem,93,German writer
Antje Huber,91,"German politician, Federal Minister for Youth, Family and Health (1976–1982)"
Antoine Lahad,88,"Lebanese military officer, leader of South Lebanon Army (1984–2000), heart attack"
Antonio Ciciliano,82,"Italian sailor, Olympic bronze medalist (1960)"
Antonio Dalmonte,96,"Italian footballer (Juventus FC, Atalanta B.C.)"
Antonio Deinde Fernandez,79,Nigerian diplomat
Antonio Nirta,96,Italian organized crime boss ('Ndrangheta San Luca)
Armen Movsisyan,53,"Armenian politician, Minister of Energy and Natural Resources (2001–2014), cancer"
Aronda Nyakairima,56,"Ugandan army officer and politician, Chief of Defence Forces (2003–2013), Minister of Internal Affairs (since 2013), heart attack"
Arrigo Delladio,86,Italian Olympic cross-country skier (1952)
Asako Kishi,91,Japanese cookery journalist
Assad Murtaza Gilani,47,"Pakistani politician, Member of National Assembly (2002–2008), Hajj stampede"
Avery Dennis Sr.,86,"American tribal politician and substance abuse counselor, Trustee of the Shinnecock Indian Nation"
Avinash Deobhakta,78,Indian-born New Zealand jurist
Bal Pandit,86,"Indian cricket player, writer and commentator"
Barney Schultz,89,"American baseball player (Chicago Cubs, St. Louis Cardinals)"
Barrie Meyer,83,"English footballer (Bristol Rovers, Bristol City, Plymouth Argyle), cricket player (Gloucestershire) and umpire"
Bas van Duivenbode,75,Dutch Olympic boxer
Basil H. Johnston,86,Canadian writer
Bastien Damiens,20,"French canoeist, European kayaking champion (2012), fall"
Ben Cauley,67,American trumpet player and singer (The Bar-Kays)
Ben Kuroki,98,American bomber crewman
Bengt Nyholm,85,Swedish footballer
Benjamin Hutto,67,"American organist, choirmaster and academic, gallbladder cancer"
Bernard Secly,84,French horse trainer
Bernard Van de Kerckhove,74,Belgian racing cyclist
Bettina Le Beau,83,Belgian-born British actress (Dr. No)
Betty Judge,94,Australian runner and coach
Betty Lago,60,"Brazilian actress, gallbladder cancer"
Beverly Daggett,69,"American politician, member (1996–2004) and President (2003–2004) of the Maine Senate, polycystic kidney disease"
Bilkisu Yusuf,62,"Nigerian journalist and editor, Mina stampede"
Bill Bridges,76,"American basketball player (Atlanta Hawks, Golden State Warriors)"
Bill Crawford,79,"American politician, member of Indiana House of Representatives (1972–2012)"
Bill Golden,81,American drag racer
Bill H. McAfee,84,"American radio (WCGA) and TV (WTVC) broadcaster and politician, member of the Tennessee House of Representatives (1976–2000)"
Bill Larson,77,American football player (Boston Patriots)
Binny Yanga,57,Indian social worker and activist
Bob Cleary,79,"American ice hockey player, Olympic gold medalist (1960)"
Bob Ledger,77,"English footballer (Huddersfield Town, Oldham Athletic, Mansfield Town)"
Bobby Etheridge,73,American baseball player (San Francisco Giants)
Boomer Castleman,70,"American singer-songwriter and guitarist, inventor of the palm pedal, cancer"
Boudjemaâ El Ankis,88,Algerian musician
Bouteldja Belkacem,68,Algerian singer and composer
Brian Close,84,"English cricketer (Yorkshire, Somerset, England)"
Brian Sewell,84,British art critic
Brianna Lea Pruett,32,"American singer and songwriter, suicide"
Brown Panther,7,"British Thoroughbred racehorse, euthanized after race injury"
Bruno Stutz,77,Swiss clown
Bruno Tommasi,85,"Italian Roman Catholic prelate, Archbishop of Lucca (1991–2005)"
Bryn Merrick,56,"Welsh bassist (The Damned), cancer"
Burton Raffel,87,American literary translator and writer
Bárbara Gil,85,Mexican actress (Seven Women)
C. K. Williams,78,"American poet, winner of the Pulitzer Prize for Poetry (2000), multiple myeloma"
Caio César,27,"Brazilian voice actor (Harry Potter) and policeman, shot"
Calvin J. Spann,90,American fighter pilot (Tuskegee Airmen)
Candida Royalle,64,"American Hall of Fame pornographic actress, producer and director, ovarian cancer"
Carl Emil Schorske,100,"American cultural historian, winner of the Pulitzer Prize for General Nonfiction (1981)"
Carlo Schäfer,51,German author
Carlos Anibal Altamirano Argüello,73,"Ecuadorian Roman Catholic prelate, Bishop of Azogues (since 2004)"
Carlos Diaz,57,"American baseball player (Los Angeles Dodgers, New York Mets)"
Carlos Manga,87,Brazilian film director
Carlos Álvarez-Nóvoa,75,Spanish actor (Solas)
Carmen Balcells,85,Spanish literary agent
Carol Rama,97,Italian painter
Carter Lay,44,"American businessman and philanthropist, heir to Frito-Lay"
Catherine E. Coulson,71,"American actress and production assistant (Twin Peaks, Star Trek II: The Wrath of Khan, Eraserhead), cancer"
Celina Kombani,56,Tanzanian politician
Chandra Bahadur Dangi,75,"Nepalese primordial dwarf, shortest man in recorded history, pneumonia"
