Name,Age,Info
A. Vincent,86,Indian cinematographer (Prem Nagar) and director (Bhargavi Nilayam)
Abdelaziz Ben Dhia,78,Tunisian politician
Abdul Ghafoor Bhurgri,94,"Pakistani lawyer, author and politician"
Abdul Rauf Aliza,33,"Afghan IS recruiter, Taliban commander, airstrike"
Abel Costas Montaño,94,"Bolivian Roman Catholic prelate, Bishop of Tarija (1974–1995)"
Adam Grad,45,Polish footballer
Ade Capone,56,Italian cartoonist (Lazarus Ledd)
Agnes Griffith,45,Grenadian Olympic sprinter
Akif Jafar Hajiyev,77,Azerbaijani mathematician
Alan Howard,77,"English actor (The Lord of the Rings), pneumonia"
Alan Nunnelee,56,"American politician, member of the U.S. House of Representatives from Mississippi (since 2011), brain cancer"
Albert L. Nash,93,"American politician, member of the Massachusetts House of Representatives"
Albert Nijenhuis,88,Dutch-born American mathematician
Alberto Coramini,70,Italian footballer
Alby Duckmanton,81,New Zealand cricket player (Canterbury) and administrator
Aldo Ciccolini,89,Italian-born French pianist
Aleksei Gubarev,83,Russian Soviet-era cosmonaut
Alex Johnson,72,"American baseball player (California Angels, Cincinnati Reds), prostate cancer"
Alexander Melentyev,60,"Soviet Russian sport shooter, Olympic champion (1980)"
Algimantas Kezys,86,Lithuanian-born American photographer
Alison Gordon,72,"Canadian sports journalist, lung ailment"
Ammouri Mbarek,63,"Moroccan musician, cancer"
Anand Shukla,74,Indian cricketer
Andrew Patner,55,American art critic and radio host
Andrew Rosenfeld,52,British businessman
Andriy Kuzmenko,46,"Ukrainian singer (Skryabin), traffic collision"
Andrzej Koszewski,92,Polish composer
André Brink,79,South African novelist and playwright
André Vallée,84,"Canadian Roman Catholic prelate, Bishop of Military (1987–1996) and Hearst (1996–2005)"
Andy King,72,Scottish footballer (Kilmarnock)
Angelo Raffaele Dinardo,83,"Italian politician, President of Basilicata (1995–2000)"
Anita Darian,87,"American singer, complications after intestinal surgery"
Ann Mara,85,"American football team owner (New York Giants), complications from fall"
Anna Szatkowska,86,Polish resistance fighter
Anne Cuneo,78,Swiss author and film director
Anne Moody,74,American author and civil rights activist
Anne Naysmith,77,"British concert pianist, traffic collision"
Anthony Low,87,British historian
Anthony Mason,48,"American basketball player (New York Knicks), heart failure"
Anthony R. Cucci,92,"American politician, Mayor of Jersey City (1985–1989)"
Antonio Lanfranchi,68,"Italian Roman Catholic prelate, Archbishop-Abbot of Modena-Nonantola (since 2010)"
Apirana Mahuika,80,New Zealand Māori leader (Ngāti Porou)
Ariel Camacho,22,"Mexican singer, traffic collision"
Arnaud de Borchgrave,88,"American journalist (The Washington Times), bladder cancer"
Asbjørn Kjønstad,72,Norwegian legal scholar
Assia Djebar,78,"Algerian novelist, translator and filmmaker, member of the Académie française"
Astrid Gräfin von Hardenberg,89,German baroness
Ataúlfo Sánchez,80,Argentine football player and coach
Avijit Roy,42,"Bangladeshi-American writer, stabbed"
Barbara Darling,67,"Australian Anglican prelate, stroke"
Ben Woolf,34,"American actor (American Horror Story, Insidious), traffic collision"
Bernard Marie,96,"French rugby league referee and politician, member of the National Assembly (1967–1981)"
Bernardo Enrique Witte,88,"German-born Argentinian Roman Catholic prelate, Bishop of La Rioja (1977–1992) and Concepción (1992–2001)"
Bernd Dost,75,German journalist
Bertrice Small,77,"American author, renal failure"
Bill Enyart,67,"American football player (Buffalo Bills), cancer"
Billy Casper,83,"American Hall of Fame golfer, 51 career PGA Tour wins, complications from pneumonia"
Billy Ott,74,American baseball player (Chicago Cubs)
Bob Benmosche,70,"American executive, President and CEO of American International Group (2009–2014), lung cancer"
Bob Bettisworth,88,"American politician, member of the Alaska House of Representatives (1979–1985)"
Bob Braithwaite,89,"British trap shooter, Olympic champion (1968)"
Bob Simon,73,"American television journalist (60 Minutes), traffic collision"
Bobby Towns,76,American football player
Bohdan Tomaszewski,93,Polish sports commentator
Boris Nemtsov,55,"Russian politician, Governor of Nizhny Novgorod Oblast (1991–1997), First Deputy Prime Minister (1997–1998), Deputy Prime Minister (1998), shot"
Branislav Martinović,77,"Serbian Olympic wrestler (1960, 1964)"
Braulio Castillo,81,Puerto Rican actor
Brett Ewins,59,"British comic book artist (Judge Dredd, 2000 AD, Bad Company), emphysema"
Brian Cumby,64,British shipwright
Brian Reynolds,82,English cricketer (Northamptonshire)
Britta Hasso,79,Swedish actress and journalist.[better source needed]
Bruce A. McIntosh,85,Canadian astrophysicist
Bruce Sinofsky,58,"American documentary filmmaker (Paradise Lost, Metallica: Some Kind of Monster), diabetes"
Buck Rinehart,68,"American politician, Mayor of Columbus, Ohio (1984–1992), pancreatic cancer"
Carl Cunningham-Cole,72,British ceramic artist
Carlos Noguera,71,Venezuelan writer and psychologist
Carlos Talbott,95,American air force lieutenant general
Carlos de Castro,35,"Uruguayan footballer, complications from surgery"
Carmine Schiavone,71,"Italian criminal, member of the Casalesi clan"
Carol Severance,71,American fantasy author
Cass Ballenger,88,"American politician, member of United States House of Representatives from North Carolina (1986–2005)"
Cathy Ubels-Veen,86,"Dutch politician, member of the House of Representatives (1982–1986)"
Celia Lashlie,61,"New Zealand prison officer, social justice advocate and author, pancreatic cancer"
Celina González,85,Cuban singer and songwriter
Charles E. Rice,83,American legal scholar and author
Charles Trieschmann,94,"American author, photographer, and film director (Two), brain cancer"
Charlie O'Connell,79,American roller derby skater
Charlie Sifford,92,"American Hall of Fame golfer, complications from a stroke"
Chris Rainbow,68,"Scottish rock musician (The Alan Parsons Project), Parkinson's disease"
Christian Backer-Owe,90,Norwegian artist
Christophe Gbenye,87,Congolese rebel leader
Christopher Greener,71,British basketball player and actor (The Elephant Man)
Christopher Horton,76,New Zealand sharebroker
Christopher Price,83,"British politician, MP for Birmingham Perry Barr (1966–1970) and Lewisham West (1974–1983)"
Chuang Shu-chi,94,Taiwanese practitioner of traditional Chinese medicine
Clark Terry,94,"American jazz trumpeter and flugelhornist, diabetes"
Claude Criquielion,58,"Belgian cyclist, UCI World Road Race champion (1984), complications from a stroke"
Claude Ruel,76,Canadian ice hockey coach (Montreal Canadiens)
Clifford Edmund Bosworth,86,British oriental historian
Clyde Duncan,54,American football player (St. Louis Cardinals)
Clyde W. Sare,78,"American politician, member of the Oklahoma House of Representatives (1959–1963)"
Colum Corless,92,Irish hurler (Galway)
Corinne Le Poulain,66,"French actress, cancer"
Cornelis Pieter van den Hoek,93,"Dutch resistance fighter, recipient of the Military William Order"
Curt Michel,80,American astrophysicist
D. Michael Collins,70,"American politician, Mayor of Toledo, Ohio (since 2014)"
D. Ramanaidu,78,"Indian film producer, prostate cancer"
Dagfinn Tveito,88,Norwegian horticulturalist
Dalmo Gaspar,82,Brazilian footballer (Santos)
Dame Thea Muldoon,87,New Zealand community servant
Dan Tunstall Pedoe,75,British cardiologist
Dane A. Miller,68,American business executive
Daniel Brand,79,American wrestler
Daniel Topolski,69,British rowing coach and commentator
Darwin Gonnerman,68,Canadian football player
Dave Bergman,61,"American baseball player (San Francisco Giants, Detroit Tigers), bile duct cancer"
Dave Cloud,58,"American musician, complications from melanoma"
Dave Hoyda,57,"Canadian ice hockey player (Philadelphia Flyers, Winnipeg Jets)"
Dave Williams,72,Welsh football player and coach (Newport County)
David Armytage,85,British naval officer
David Carr,58,"American columnist (The New York Times) and author, lung cancer"
David Freeman,86,English solicitor
David William Crews,81,"American politician, member of the Texas House of Representatives (1960–1968)"
Dean Smith,83,American Hall of Fame basketball coach (North Carolina)
Debra A. Kemp,57,American author (The Firebrand)
Deng Liqun,99,Chinese politician
Dennis Davis,88,British mountaineer
Dick Triptow,92,American basketball player
Dmitry Bagryanov,47,Russian Olympic long jumper (1992)
Don Johnson,88,"American baseball player (New York Yankees, Washington Senators), kidney failure"
Don Suman,95,American college basketball coach (Rice Owls)
Donald H. Clausen,91,"American politician, U.S. Representative from California (1963–1983)"
Donald Keough,88,"American businessman, President of The Coca-Cola Company (1981–1993)"
Donald M. Kerr,69,American wildlife biologist and conservationist (High Desert Museum)
Dori J. Maynard,56,"American journalist, lung cancer"
Doug Armstrong,83,"New Zealand television sports presenter and politician, Mayor of Rodney District (1992–2000)"
Drew McDonald,59,"Scottish professional wrestler, cancer"
Dust La Rock,38,American artist and designer
Dzhangir Kerimov,91,Azerbaijani-born Russian legal scholar
Désiré Dondeyne,93,French composer
Earl Johnson,83,Canadian ice hockey player (Detroit Red Wings)
Earl Lloyd,86,"American basketball player (Syracuse Nationals, Detroit Pistons)"
Ed Modzelewski,86,"American football player (Cleveland Browns), heart failure"
Ed Sabol,98,"American filmmaker, founder of NFL Films"
Edmund Cranch,91,American academic
Eduard Budil,90,Austrian Olympic equestrian
Eduardo Laborde,47,"Argentine rugby union player (national team), traffic collision"
Egon Horst,76,"German footballer (Schalke 04, Hamburger SV)"
Eileen Essell,92,"English actress (Duplex, Charlie and the Chocolate Factory, The Producers)"
Elchanan Heilprin,93,Czechoslovakian-born English rabbi
Eliezer Shlomo Schick,74,Israeli Hasidic rabbi
Elmer Matthews,87,"American politician, member of the New Jersey General Assembly"
Emidio Cavigioli,89,Italian Olympic footballer
Engracia Pastora Pérez Yépez,104,Venezuelan culinary artisan (b. 1910)
Erik Amundsen,78,Norwegian jazz musician
Ernest Ferlita,87,American playwright and professor of drama and speech
Ernest J. Sternglass,91,"American physicist and professor, heart failure"
Errold La Frantz,95,"Australian cricket player, administrator, and commentator"
Erwin Marquit,88,American physicist and Marxist philosopher
Eugenie Clark,92,American ichthyologist
Evan Walker,79,"Australian politician, member of the Victorian Legislative Council for Melbourne (1979–1992), Parkinson's disease"
Ezra Laderman,90,American composer
Faith Bandler,96,Australian civil rights activist
Feliks Tych,85,"Polish historian, director of the Jewish Historical Institute (1995–2006)"
Finn Nørgaard,55,"Danish film director, shot"
Fitzhugh L. Fulton,89,American NASA research pilot
Francis Némé Baïssari,81,"Lebanese Maronite Catholic hierarch, Auxiliary Bishop of Patriarch (1991–2011)"
Franjo Mihalić,94,"Croatian Yugoslav long-distance runner, Olympic silver medalist (1956)"
Frank Borghi,89,American Hall of Fame soccer player (national team)
Frank Prendergast,81,"Irish politician, TD (1982–1987), Mayor of Limerick (1977–1978, 1984–1985), cancer"
Frank Ramírez,65,"Colombian actor (La estrategia del caracol, Metástasis), Parkinson's disease"
Franklin Quitugua,81,Guamanian politician
Fritz J. Raddatz,83,"German feuilletonist, essayist, biographer and novelist"
Garey Hayden,70,American bridge player
Gary Glick,84,American football player (Pittsburgh Steelers)
Gary Owens,80,"American television announcer (Rowan & Martin's Laugh-In) and voice actor (Space Ghost, Garfield and Friends), diabetes"
Gary Sittler,62,Canadian ice hockey player
Gary Woods,60,"American baseball player (Toronto Blue Jays, Chicago Cubs) and scout (Chicago White Sox), heart attack"
Gavin Clark,46,"British singer (UNKLE, Clayhill)"
Geneviève Dormann,81,French journalist and writer
Geoff Morris,66,English footballer (Walsall)
Geoffrey Owen Whittaker,83,"British civil servant, Governor of Anguilla (1987–1989)"
George A. Lovejoy,83,"American politician, member of the New Hampshire Senate (1992–1996)"
George Attla,81,American sprint dog musher
George Muchai,59,"Kenyan politician, MP for Kabete (since 2013), shot"
George Onorato,86,"American politician, member of the New York Senate (1983–2010)"
Georges Corbel,72,French Olympic hockey player
Gerald Lockwood,87,English rugby league player
Gerald Willis,75,"American politician, member of the Alabama House of Representatives"
Gerson Veii,76,Namibian politician
Giacomo Rondinella,91,Italian singer and actor
Gigi Vesigna,83,Italian journalist and writer
Gilles Rhéaume,63,Canadian Quebec independence activist
Gloria Ricci Lothrop,80,"American historian, chronic obstructive pulmonary disease and pneumonia"
Gordie Gillespie,88,"American baseball, football and basketball coach"
Gordon Murray,87,Scottish nationalist politician
