Name,Age,Info
A. R. M. Abdul Cader,78,"Sri Lankan politician, MP (1989–2004)"
Abdallah Kigoda,61,"Tanzanian politician, Minister of Industry and Trade (since 2012), cancer"
Al Molinaro,96,"American actor (The Odd Couple, Happy Days, Joanie Loves Chachi), complications from infected gall bladder"
Alan Prince,100,"Canadian bureaucrat, Director of the Nuclear Safety Commission (1975–1978), oversaw the clean up of Kosmos 954"
Albert Kish,78,Hungarian-born Canadian film director
Ales Savitsky,91,Belarusian writer
Alessandro Plotti,83,"Italian Roman Catholic prelate, Archbishop of Pisa (1986–2008)"
Alfredo Prieto,49,"Salvadoran-American serial killer, execution by lethal injection"
Ali Barraud,97,Burkinabe politician
Ali Treki,78,"Libyan diplomat, Foreign Minister (1976–1982, 1984–1986), President of the United Nations General Assembly (2009–2010)"
Alvin Bronstein,87,"American lawyer and prisoner rights activist, complications from Alzheimer's disease"
Alvin P. Adams Jr.,73,"American diplomat, Ambassador to Peru (1993–1996), Haiti (1989–1992), and Djibouti (1983–1985), heart attack"
Ana Diosdado,77,"Argentine-born Spanish playwright and actress, cardiorespiratory failure"
Andrew Rubin,69,"American actor (Police Academy, Mary Hartman, Mary Hartman, Joe Bash), lung cancer"
Andrew Sayers,58,"British-born Australian curator, Director of the National Portrait Gallery (1998–2010), pancreatic cancer"
André Bourgeois,87,"Belgian politician, Minister of Agriculture (1992–1995)"
Andy Hawkins,57,"American football player (Tampa Bay Buccaneers, San Diego Chargers, Kansas City Chiefs)"
Andy Sperandeo,70,"American magazine editor (Model Railroader), cancer"
Angelito Sarmiento,68,"Filipino politician, member of the House of Representatives (1992–2001), heart attack"
Anita Sarko,68,"American DJ and journalist, suicide by hanging"
Ankaralı Namık,38,"Turkish folk singer, fall"
Anna Campbell Bliss,90,American artist and architect
Anna Pump,81,"German-born American baker and cookbook author, vehicle-pedestrian collision"
Anne-Marie Lizin,66,"Belgian politician, President of the Senate (2004–2007)"
Anton Solomoukha,69,Ukrainian-born French artist and photographer
Antonio Cedrés,87,Spanish footballer (Real Betis)
Antony Hignell,87,British sportsman
Ants Antson,76,"Estonian speed skater, Olympic champion (1964)"
Armin Kircher,48,"Austrian composer and conductor, heart failure"
Arno Gruen,92,German-born American psychologist
Arnold Klein,70,American dermatologist
Arsenio Chirinos,80,"Venezuelan Olympic cyclist (1956, 1960)"
Arthur A. Small,81,"American lawyer and poet, kidney failure"
Arthur Gilbert,94,British nonagenarian triathlete
Arthur Woods,86,"New Zealand rugby union player (Southland, national team)"
Attila Kálmán,77,"Hungarian educator and politician, MP (1990–1994)"
Aubrey Rozzell,82,"American football player (Pittsburgh Steelers, Montreal Alouettes)"
Ayerdhal,56,"French author, cancer"
Barbara Meek,81,"American actress (Archie Bunker's Place), heart attack"
Barbara Orzechowska-Ryszel,84,Polish Olympic fencer (1960)
Basil Williams,65,"Jamaican cricketer (West Indies), heart attack"
Ben Abraham,90,"Polish-born Brazilian Holocaust survivor, author and journalist"
Benjamin Drake Wright,89,American psychometrician
Beny Primm,87,"American physician, HIV/AIDS researcher and activist, kidney disease"
Betsy Drake,92,American actress and writer
Bhaskar Save,93,Indian farmer and activist.[citation needed]
Bill Berezowski,87,"Canadian football player (Hamilton Tiger-Cats, Toronto Argonauts)"
Bill Collier,94,Australian rugby league player (St. George Dragons)
Bill Daley,96,American football player
Bill Keith,75,"American banjo player, cancer"
Bill Kelley,89,American football player (Green Bay Packers)
Billy Joe Royal,73,"American pop and country singer (""Down in the Boondocks"", ""Cherry Hill Park"", ""Burned Like a Rocket"")"
Blanca Magrassi Scagno,92,Mexican women's rights activist
Bob Jensen,89,"American football player (Chicago Rockets/Hornets, Baltimore Colts)"
Bob Minkler,78,"American sound mixer (Star Wars, Tron, Mask), Oscar winner (1978), respiratory failure"
Bob Whan,82,"Australian politician, MP for Eden-Monaro (1972–1975), cardiac arrest"
Bobby Braithwaite,78,"Northern Irish footballer (Linfield, Middlesbrough, national team)"
Boris Kristančič,82,Slovene Olympic basketball player (1960) and coach
Božo Bakota,64,"Croatian footballer (NK Zagreb, SK Sturm Graz)"
Brian Friel,86,"Irish dramatist (Philadelphia, Here I Come!, Dancing at Lughnasa, Translations)"
Brian Hurn,76,Australian cricketer (South Australia)
Brian Oliver,86,Australian Olympic athlete (1956)
Bruce Hyde,74,"American educator and actor (Star Trek), throat cancer"
Bruce L. Edwards,63,"American literary scholar, expert on C.S. Lewis, ruptured aortic aneurysm"
Bruce Mozert,98,American photographer
