Name,Age,Info
A.Z.M. Enayetullah Khan,66,"Bangladeshi journalist and government minister, pancreatic cancer"
Adrian Rogers,74,"American religious leader, complications of colon cancer"
Aenne Burda,96,German publisher
Agapito Sánchez,35,"Dominican junior featherweight boxing champion, shot"
Agenore Incrocci,86,"Italian screenwriter, heart attack"
Ahmed Mamsa,86,Indian cricket umpire
Aileen Fox,98,English archaeologist
Albert H. Bosch,97,"American politician, Republican U.S. Representative from New York (1953–1960)"
Alekos Alexandrakis,77,"Greek actor, cancer"
Alfonso Arana,78,"Puerto Rican painter, Parkinson's disease"
Alfred Anderson,109,"Scottish World War I veteran, oldest living man in Scotland and last survivor of the 1914 Christmas truce"
Alfred Shaughnessy,89,"English scriptwriter, film director and producer, stroke"
Alfredo Angeli,78,Italian director and screenwriter
Alwyn Cashe,35,"American army senior officer and Medal of Honor recipient, burns from IED"
Aminata Maïga Ka,65,Senegalese writer
Andria Apakidze,91,Georgian archaeologist and historian
Anthony Sawoniuk,84,Polish-British nazi criminal during World War II
Arthur K. Cebrowski,63,"American Navy vice admiral and Pentagon official, cancer"
Artine Artinian,97,French literary scholar
Avril Angers,87,"British comedian and actress, pneumonia"
Azahari Husin,48,"Malaysian technical mastermind of the 2002 and 2005 Bali bombings, gunshot wound"
B. J. Young,28,"American ice hockey player, traffic collision"
Barry K. Atkins,94,American Navy admiral and decorated World War II veteran
Beland Honderich,86,"Canadian newspaper executive, former publisher of Toronto Star, stroke"
Beverly Tyler,78,American film actress and singer
Bob Enevoldsen,85,American jazz tenor saxophonist and valve trombonist
Bohumil Gregor,79,Czech conductor
Brosl Hasslacher,64,American theoretical physicist
Bruce Hobbs,84,British jockey and race horse trainer
Bruno H. Zimm,85,American chemist
C. P. Ellis,78,American former Ku Klux Klan member turned civil rights activist
Carl Forssell,88,Swedish fencer ad Olympic medalist
Carola Höhn,95,German stage and cinema actress
Charles Owen Rice,96,American Roman Catholic priest and labor activist
Charles R. Weiner,83,"American federal judge who engineered the mass settlement of asbestos lawsuits, kidney failure"
Chris Whitley,45,"American musician, lung cancer"
Colin Brinded,59,"British snooker referee, cancer"
Constance Cummings,95,American-British actress
Cosme Barrutia Iturriagoitia,76,Spanish cyclist
D. R. Shackleton Bailey,87,"British scholar of Latin literature, Alzheimer's disease"
David Di Tommaso,26,"French soccer player, cardiac arrest, heart attack"
David Pingree,72,American historian of mathematics in the ancient world
David Tabor,92,British physicist
David Westheimer,88,"American author, novelist (Von Ryan's Express)"
Denis Lindsay,66,"South African cricketer, long illness"
Deon van der Walt,47,"South African operatic tenor, shot"
Derek Lamb,69,"British animator, Oscar-winning producer, cancer"
Desmond Piers,92,Canadian naval rear admiral
Dick Hutcherson,73,"American former NASCAR driver, heart attack"
Domingo Matom,50,"American classical ballet dancer, melanoma"
Donald V. Bennett,90,"American general, former commandant U.S. Military Academy"
Donald Watson,95,English animal rights and veganism advocate who co-founded The Vegan Society
Donald Watson,87,British wildlife artist
"E. Cardon ""Card"" Walker",89,"American CEO of Walt Disney Productions (1976-1983), congestive heart failure"
Earl Krugel,62,"American JDL activist and convicted criminal, blunt-force trauma"
Eddie Guerrero,38,"Mexican-American WWE professional wrestler, heart failure"
Edith Soppe,44,Argentine chess player
Eduardo Rabossi,75,Argentine philosopher and human rights activist
Eric Nance,45,"American convicted murderer, execution by lethal injection"
Erich Schanko,86,German footballer
Erik Balling,80,"Danish TV and film director, heart attack"
Ernest Crichlow,91,"American artist (Harlem Renaissance), heart failure"
Felipe de Alba,81,Mexican actor
Ferruccio Valcareggi,86,Italian football player and manager (national team)
Fraise,17,American thoroughbred racehorse
Francesco De Masi,75,"Italian conductor and film score composer, cancer"
Francesco Somaini,79,Italian sculptor
Francis Cheetham,77,British museum director and authority on alabaster
Frank Gatski,83,"American football player (Cleveland Browns) and member of the Pro Football Hall of Fame, heart disease"
