Name,Age,Info
A. N. Yiannopoulos,88,Greek-born American legal academic
A. Welford Castleman Jr.,81,American physicist and chemist
Aage Birch,90,"Danish sailor, Olympic silver medalist (1968)"
Abdul Salam,48,"Afghan Taliban-recognized Governor of Kunduz, drone strike"
Abdullah Balak,79,Turkish composer
Abu Khayr al-Masri,59,"Egyptian deputy leader of al-Qaeda, drone strike"
Adrien Duvillard,82,"French Olympic skier (1956, 1960)"
Aileen Hernandez,90,"American union organizer and women's rights activist, President of the National Organization for Women (1970–1971)"
Al Jarreau,76,"American jazz and R&B singer (""Moonlighting"", ""Since I Fell for You"", ""We Are the World""), seven-time Grammy winner, respiratory failure"
Alan Aldridge,73,"British graphic designer (The Who, Elton John)"
Alan Colmes,66,"American political commentator (Fox News), lymphoma"
Alan Simpson,87,"British comedy scriptwriter (Hancock's Half Hour, Comedy Playhouse, Steptoe and Son), lung disease"
Alan Thompson,92,"British academic and politician, MP for Dunfermline Burghs (1959–1964)"
Albano Bortoletto Cavallin,86,"Brazilian Roman Catholic prelate, Bishop of Guarapuava (1986–1992) and Archbishop of Londrina (1992–2006), surgical complications"
Albert Boscov,87,"American businessman (Boscov's), pancreatic cancer"
Albert Malbois,101,"French Roman Catholic prelate, Bishop of Évry-Corbeil-Essonnes (1966–1977)"
Albert Stubblebine,87,American major general
Aldona Aleškevičienė-Statulevičienė,81,Lithuanian mathematician
Alec McCowen,91,"English actor (A Night to Remember, Frenzy, Gangs of New York)"
Alejandro Atchugarry,64,"Uruguayan lawyer and politician, Minister of Economy and Finance (2002–2003), aneurysm"
Aleksei Petrenko,78,"Ukrainian-born Russian actor (Agony, World War II: Behind Closed Doors)"
Alex Young,80,"Scottish footballer (Hearts, Everton, national team)"
Alfonso de Jesús Hinojosa Berrones,92,"Mexican Roman Catholic prelate, Bishop of Ciudad Victoria (1974–1985)"
Ali Osman,58,Sudanese composer and conductor
Alice Ludes,104,American singer
Allan Juel Larsen,85,Danish Olympic cyclist
Alma Redlinger,92,Romanian painter
Altamas Kabir,68,"Indian judge, Chief Justice (2012–2013)"
Alvin Baldus,90,"American politician, member of the U.S. House of Representatives from Wisconsin's 3rd congressional district (1975–1981) and the Wisconsin State Assembly (1966–1975, 1989–1997)"
Alvin C. Bush,93,American politician
Andrew Davison,37,"American football player (New York Jets, Dallas Cowboys)"
Andrew Schneider,74,"American journalist (Pittsburgh Press, Seattle Post-Intelligencer), Pulitzer Prize winner (1986, 1987), heart failure"
André Salvat,96,French Army colonel
André Vlayen,85,Belgian racing cyclist
Angelo Bissessarsingh,34,"Trinidadian historian and author, pancreatic cancer"
Anna Marguerite McCann,83,American archaeologist and art historian
Anne Aaserud,74,Norwegian art historian
Anne Arrasmith,70,American artist and curator
Anthony Forbes,79,British stockbroker (Cazenove)
Anthony French,96,"British-American physicist, contributor to the Manhattan Project"
Antonio Borghesi,67,Italian politician
Antonio Casale,84,"Italian actor (The Good, the Bad and the Ugly, Le salamandre)"
Antony Mitradas,103,Indian film director
Antonín Přidal,81,Czech writer and translator
Antoon Verschoot,91,Belgian bugler
Antônio Ribeiro de Oliveira,90,"Brazilian Roman Catholic prelate, Bishop of Ipameri (1975–1985) and Archbishop of Goiânia (1985–2002)"
Araldo Cossutta,92,American architect
Aristides Kalantzakis,89,"Greek politician, Minister of Labor (1990–1993), Minister of Trade (1980–1981)"
Armin Medosch,54,"Austrian arts journalist, cancer"
Arthur Hyman,95,American academic
Arvo Krikmann,77,Estonian folklorist and academic
Asim Basu,81,"Indian theatre director, lung infection"
B. B. Bhattacharya,71,"Indian economist and professor, cardiac arrest"
Bano Qudsia,88,Pakistani writer (Raja Gidh)
Barbara Carroll,92,American jazz pianist
Barbara Gelb,91,"American biographer, playwright and journalist"
Basil Hetzel,94,"Australian medical researcher, iodine deficiency campaigner"
Basilio Lami Dozo,88,Argentine military officer
Ben Martin,86,"American photographer, complications from pulmonary fibrosis"
Bengt Fahlström,78,"Swedish journalist and television presenter, pneumonia"
Bengt Gustavsson,89,Swedish football player and manager
Benjamin F. Bailar,82,"American civil servant, Postmaster General (1975–1978)"
Benny Perrin,57,"American football player (St. Louis Cardinals), suicide by gunshot"
Bernardine Portenski,67,"New Zealand long-distance runner, ovarian cancer"
Bernie Custis,88,"American CFL player (Hamilton Tiger-Cats, Ottawa Rough Riders), member of the Canadian Football Hall of Fame"
Bertram Kostant,88,American mathematician
Betty Collette,86,American veterinary pathologist
Bill Britton,82,"Canadian football player (BC Lions, Calgary Stampeders)"
Bill Paxton,61,"American actor (Apollo 13, Titanic, Big Love), stroke as a complication from heart surgery"
Bill Woodson,99,"American voice actor (This Is Your FBI, Super Friends)"
Björn Granath,70,"Swedish actor (Madicken, Pelle the Conqueror, The American)"
Boaz Vaadia,65,"Israeli-born American sculptor, pancreatic cancer"
Bob Stewart,66,"Canadian ice hockey player (California Golden Seals, St. Louis Blues)"
Bob Sweetan,76,Canadian professional wrestler
Bob White,81,Canadian trade unionist
Bobby Lumley,84,"English footballer (Hartlepool United, Charlton Athletic)"
Bobby Murdoch,81,English footballer (Liverpool)
Boy Asistio,80,"Filipino politician, Mayor of Caloocan (1980–1986, 1988–1995)"
Brenda Buttner,55,"American news correspondent (Fox News), cancer"
Brendan McGahon,80,"Irish politician, TD (1982–2002)"
Bruce Lansbury,87,"British-American television producer (Murder, She Wrote, The Wild Wild West, Knight Rider) and screenwriter, complications from Alzheimer's disease"
Brunella Bovo,84,"Italian actress (Miracle in Milan, The White Sheik)"
Bruno A. Boley,92,Italian-born American engineer
Börge Hellström,59,"Swedish writer (Roslund/Hellström), cancer"
Cabral,16,"Polish-born British dressage horse, Paralympic gold winner (2012), euthanized"
Carl Adam Lewenhaupt,69,Swedish count
Carl Lodewijk Ebeling,93,Dutch linguist
Carlos Humberto Romero,92,"Salvadoran politician, president (1977–1979)"
Carlos Miloc,85,Uruguayan football coach (Tigres UANL)
Carmelo Cassati,92,"Italian Roman Catholic prelate, Archbishop of Trani-Barletta-Bisceglie (1990–1999)"
Carmen Delgado Votaw,81,Puerto Rican civil rights activist
Carroll Izard,93,American psychologist
