Name,Age,Info
A. G. Milkha Singh,75,Indian cricketer
Abdul Mannan Hossain,65,"Indian politician, MP (2004–2014)"
Abdur Rahman Biswas,91,"Bangladeshi politician, President (1991–1996), heart failure"
Aboubacar Somparé,73,"Guinean politician, President of the National Assembly (2002–2008)"
Adalberto Giazotto,77,Italian physicist
Afif Bahnassi,89,Syrian art historian
Aijalon Gomes,38,"American teacher, imprisoned by the Government of North Korea in 2010"
Akbar Eftekhari,73,Iranian footballer (Persepolis F.C.)
Akhmed Chatayev,37,"Russian jihadist, shot"
Akram Zaki,86,"Pakistani politician and diplomat, cardiac illness"
Alain Jessua,85,"French film director and screenwriter (Léon la lune, The Killing Game)"
Alan Tuffin,84,British trade unionist
Alan Walker,79,"British paleoanthropologist, discoverer of ""the Black Skull"""
Albert C. Ledner,93,American architect
Aleksandr Salnikov,68,"Ukrainian basketball player, Olympic bronze medalist (1976, 1980)"
Alessandro Leogrande,40,"Italian journalist, heart attack"
Alessandro Pansa,55,"Italian business executive, heart attack"
Alex Ifeanyichukwu Ekwueme,85,"Nigerian politician, Vice President (1979–1983)"
Alfie Curtis,87,"British actor (Star Wars, The Elephant Man, Cribb)"
Alfredo Milani,93,Italian motorbike racer
Alice Burks,97,American author
Alice Lok Cahana,88,Hungarian artist and concentration camp survivor
Alina Janowska,94,"Polish actress, Alzheimer's disease"
Allan Harris,74,"English footballer (Queens Park Rangers, Chelsea)"
Amar Rouaï,85,Algerian football player and manager
Amelia Toledo,90,Brazilian sculptor and painter
Aminul Islam,82,Bangladeshi academic
Amir Hamed,55,"Uruguayan writer and translator, cancer"
Andrea Cordero Lanza di Montezemolo,92,"Italian Roman Catholic cardinal and Vatican diplomat, Apostolic Nuncio (1977–2001)"
Andrew Jonathan Nok,55,Nigerian biochemist
Andrzej Wincenty Górski,97,Polish academic
Andrés Sapelak,97,"Polish-born Argentine Ukrainian Greek Catholic hierarch, Bishop of Santa María del Patrocinio in Buenos Aires (1968–1997)"
Ann Sloat,89,"Canadian politician, Ontario MPP (1984–1985)"
Ann Wedgeworth,83,"American actress (Three's Company, Evening Shade, Steel Magnolias), Tony winner (1978)"
Anna Diggs Taylor,84,"American federal judge, United States District Court for the Eastern District of Michigan (1979–1998)"
Anna Kuzmina,84,Russian Yakut actress
Annisul Huq,65,"Bangladeshi businessman, mayor of Dhaka North City Corporation (since 2015)"
Anthony Harvey,87,"British director (The Lion in Winter) and film editor (Dr. Strangelove, Lolita)"
Antonio Carluccio,80,"Italian chef, restaurateur and television presenter (Two Greedy Italians), fall"
Armando Hart,87,"Cuban politician and revolutionary, leader of 26th of July Movement and minister of Education (1959–1965) and Culture (1976–1997), respiratory failure"
Azzedine Alaïa,82,Tunisian-French fashion designer
Baard Owe,81,"Norwegian-born Danish actor (The Kingdom), lung cancer"
Barbara Jones-Hogu,79,American artist
Bari Siddiqui,63,"Bangladeshi singer and songwriter, kidney disease"
Belmiro de Azevedo,79,"Portuguese lumber manufacturing executive, founder of Sonae"
Ben Riley,84,"American jazz drummer (Thelonious Monk, Kenny Barron, Sphere)"
Bernard Panafieu,86,"French Roman Catholic cardinal, Archbishop of Aix (1978–1994) and Marseille (1995–2006)"
Bernhard Eckstein,82,"German Olympic racing cyclist, world champion (1960)"
Bert Hohol,94,Canadian politician
Bert Ormond,86,"British-born New Zealand footballer (Falkirk, New Zealand national team)"
Bertha Calloway,92,"American historian and museologist, founder of Great Plains Black History Museum, pneumonia"
Bertha Kawakami,86,"American politician and educator, member of the Hawaii House of Representatives (1987-2006)"
Beryl Grant,96,Australian community worker
Biddy White Lennon,71,Irish actress (The Riordans) and food writer
Biju Phukan,69,"Indian actor, heart disease"
Bill Cashmore,56,"British actor (Brass Eye, Fist of Fun)"
Bill Haigh,93,"Australian politician, member of the New South Wales Legislative Assembly for Maroubra (1968–1983)"
Bill Harris,83,"American politician, member (2000–2010) and President (2005–2010) of the Ohio Senate"
Bill Pitt,80,"British politician, MP for Croydon North West (1981–1983)"
Bill Wilkerson,72,"American radio newsreader and sports announcer (KMOX, Missouri Tigers, St. Louis football Cardinals)"
Bob Borkowski,91,"American baseball player (Chicago Cubs, Cincinnati Reds, Brooklyn Dodgers)"
Bob Girard,69,Canadian ice hockey player (Washington Capitals)
Bob Harper,72,"Australian politician, member of the Legislative Assembly of Queensland (1995–1998)"
Bob Seidemann,75,"American rock album cover designer (Blind Faith) and photographer (Grateful Dead, Janis Joplin), Parkinson's disease"
Bobbie L. Sterne,97,"American politician, Mayor of Cincinnati (1975–1976, 1978–1979)"
Bobby Baker,89,American political adviser to Lyndon Johnson
Bobby Doerr,99,American Hall of Fame baseball player (Boston Red Sox)
Bobi Jones,88,Welsh author and academic
Bogdan Maglich,89,Yugoslav-born American nuclear physicist
Bondan Winarno,67,Indonesian culinary writer
Brad Bufanda,34,"American actor (Veronica Mars, A Cinderella Story, Co-Ed Confidential), suicide by jumping"
Brad Harris,84,"American actor and stuntman (Kommissar X, Goliath Against the Giants, The Pirates of the Mississippi)"
Brian Perry,74,English cricketer (Shropshire)
Bud Moore,92,American NASCAR Hall of Fame team owner (Bud Moore Engineering)
Børre Olsen,53,Norwegian jewelry designer
C. W. Smith,70,American NASCAR driver
Camilo Cerviño,89,Argentine footballer
Canaan Zinothi Moyo,84,Zimbabwean politician
Carl Sargeant,49,"Welsh politician, AM (since 2003), suicide by hanging"
Carlos Dívar,75,"Spanish magistrate, President of Audiencia Nacional (2001–2008), General Council of the Judiciary and Supreme Court (2008–2012), pulmonary edema"
Carol Neblett,71,American operatic soprano
Charles C. McDonald,84,American USAF general
Charles E. Merrill Jr.,97,"American educator (founder of Commonwealth School), author and philanthropist"
Charles Manson,83,"American criminal (Tate murders), songwriter (Lie: The Love and Terror Cult) and cult leader (Manson Family), cardiac arrest due to colon cancer"
Charles Tyner,94,"American actor (Cool Hand Luke, The Outlaw Josey Wales, Planes, Trains and Automobiles)"
Cheng Ch'ing-wen,85,"Taiwanese writer, heart attack"
Chiquito de la Calzada,85,"Spanish singer, actor and comedian, complications of cardiac catheterization"
Christian Vicente Noel,80,"Filipino Roman Catholic prelate, Bishop of Talibon (1986–2014)"
Chuck Mosley,57,"American singer (Faith No More, Bad Brains) and songwriter (""We Care a Lot""), drug overdose"
Chuck Nergard,88,"American politician, member of the Florida House of Representatives (1967–1976, 1978–1990)"
Clarrie Millar,92,"Australian politician, MP for Wide Bay (1974–1990)"
Claudio Báez,69,Mexican actor and singer
Clem Parker,90,New Zealand Olympic sprinter
Clifford David,89,"American actor (Bill and Ted's Excellent Adventure, Signs, Kinsey) and singer"
Clotilde Rosa,87,"Portuguese harpist, music educator and composer"
Colin Groves,75,British-born Australian biologist and professor (Australian National University)
Colin Seymour-Ure,79,English academic
Commins Menapi,40,"Solomon Islands footballer (Sydney United, Waitakere, national team)"
Cornel Pelmuș,84,Romanian Olympic fencer (1960)
Costanzo Balleri,84,"Italian football player (Internazionale, Livorno) and manager (Livorno)"
Craig Tieszen,68,"American politician, member of the South Dakota Senate (2009–2017) and House of Representatives (since 2017), drowned"
Cristina Stamate,71,"Romanian actress, stroke"
