Name,Age,Info
Abidin Dino,80,"Turkish artist and painter, cancer"
Alan E. Zimmer,64,"American neuroradiologist, stroke"
Alexander Girard,86,American architect and designer
Alexander Koblencs,77,Latvian chess master and writer
Alexander Mackendrick,81,"American-Scottish film director, pneumonia"
Alexandre Trauner,87,Hungarian film production designer
Alexandru Drăghici,80,Romanian communist activist and politician
Alfonso Balcázar,67,"Spanish screenwriter, film director and producer"
Ali Benfadah,58,Algerian football player and manager
Alice Tully,91,"American opera singer, music promoter, and philanthropist, influenza"
Ama Naidoo,85,"South African anti-apartheid activist, heart failure"
Andrzej Nadolski,72,"Polish historian, archaeologist, and professor"
André Pilette,75,Belgian racecar driver
Anita Dorris,90,German actress of the silent era
Ann Ronell,86,American composer and lyricist
Anna Hřebřinová,85,Czechoslovak gymnast and Olympian
Aristides Azevedo Pacheco Leão,79,"Brazilian neurophysiologist and researcher, respiratory failure"
Arthur Dreifuss,85,German-American film director
Augie Galan,81,"American baseball player, manager and coach"
Axel Corti,60,"Austrian screenwriter, film director and radio host"
Azat Sherents,80,Soviet and Armenian actor
Bernard Ayandho,63,Central African politician and diplomat
Bernhard Sälzer,53,"German politician and member of the European Parliament, traffic collision"
Betty McDowall,69,Australian actress
Bill Cowley,81,Canadian ice hockey player
Bill Mumm,71,New Zealand rugby union player and politician
Billy Shantz,66,American baseball player and manager
Blandine Ebinger,94,German cabaret singer and actress
Blaže Koneski,71,"Macedonian poet, writer, and linguistic scholar"
Bob Johnson,73,American actor
Bob Taylor,89,American ice hockey player
Bobby Davidson,65,Scottish football referee
Bohdan Likszo,53,Polish basketball player
Brandon Teena,21,"American trans man and murder victim, shot"
Bryson Graham,41,English rock drummer
Buster Larsen,73,Danish actor
Carl Damm,66,German politician and member of the Bundestag
Carlos Muñoz,29,"Ecuadorian football player, traffic collision"
Carlotta Monti,86,American film actress
Carter Jefferson,48,American jazz tenor saxophonist
Charizma,20,"American MC, shot"
Charles Herman Helmsing,85,American prelate of the Roman Catholic Church
Charles Moore,68,American architect and writer
Chucho Navarro,80,Mexican singer
Cole Palen,67,American aviator
Danny Blanchflower,67,"Northern Irish football player, Alzheimer's disease"
Dave Beck,99,American labor leader
Dick Donald,82,Scottish football player and administrator
Don Ameche,85,"American actor (Cocoon, Trading Places, Heaven Can Wait), Oscar winner (1986), prostate cancer"
Don DeFore,80,"American actor, heart attack"
Don Earle,64,American ice hockey announcer
Dorothea Parker,65,"New Zealand sprinter, cancer"
Doug Hopkins,32,"American musician and songwriter, suicide by gunshot"
Edwin Flavell,95,British Army officer
Elvira Popescu,99,Romanian-French actress and theatre director
"Eric ""Bingy Bunny"" Lamont",38,"Jamaican guitarist and singer, prostate cancer"
Evald Mikson,82,Estonian football player
Evelyn Dearman,85,English tennis player
Fedele Gentile,85,Italian film actor
Feliks Kibbermann,91,Estonian chess master and philologist
Felix Mackiewicz,76,American baseball player
Fernand Mithouard,84,French cyclist
Francis Jones,85,Welsh historian and officer of arms
Francisco Flores del Campo,86,"Chilean composer, instrumentalist and actor, cardiovascular disease"
Frank Anthony,85,Indian politician and Anglo-Indian community leader
Frank Fuller,64,American gridiron football player
Frank Sturgis,68,"American CIA operative and one of the Watergate burglars, lung cancer"
Frank Zappa,52,"American musician, singer-songwriter and record producer, prostate cancer"
Frederick J. Harlfinger II,80,American Navy officer
Fritz Bock,82,Austrian politician
Frunzik Mkrtchyan,63,"Armenian stage and film actor, cancer"
Félix Houphouët-Boigny,88,"President of Ivory Coast, cancer"
Gaziza Zhubanova,66,Kazakh composer
George P. Hammond,97,American professor of Latin American studies
George Stone,47,"American basketball player, heart attack"
Georges Bégué,82,French engineer and SOE agent during World War II
Gertrude Blom,92,"Swiss journalist, social anthropologist, and documentary photographer"
Gheorghe Cozorici,60,Romanian actor
Gilles Lamontagne,69,Canadian baritone
Giulio Marchetti,82,"Italian and actor and television presenter, internal hemorrhage"
Giuseppe Occhialini,86,Italian physicist
Gussie Nell Davis,87,American educator and founder of the Kilgore College Rangerettes
Guy Lefrant,70,French equestrian and Olympian
Guy des Cars,82,French novelist
Hans Rohrbach,90,German mathematician and cryptanalyst during World War II
Harry Julius Emeléus,90,English inorganic chemist
Helm Glöckler,84,German amateur racing driver
Hendrik Ooms,77,Dutch cyclist
Henry A. Byroade,80,American diplomat
Herbert Grevenius,92,Swedish screenwriter
Hilding Hagberg,94,Swedish communist politician
Howard Caine,67,"American actor (Hogan's Heroes, 1776, Judgment at Nuremberg), heart attack"
Hubert Deltour,82,Belgian racing cyclist
Hugh Moore,64,"British City of London Police commander, heart failure"
Hulusi Kentmen,81,"Turkish actor, kidney failure"
Iichirō Hatoyama,75,Japanese politician
Inez James,74,American film score composer
Irving Paul Lazar,86,American talent agent and businessman
Ivan Kozlovskyi,93,Soviet and Russian lyric tenor
Ivano Fontana,67,Italian boxer
J. Wayne Reitz,84,American agricultural economist and university president
James Ellison,83,"American film actor, fall"
Janet Margolin,50,"American actress, ovarian cancer"
Jean Maréchal,83,French racing cyclist
Jeff Alm,25,"American gridiron football player, suicide"
Jeff Morrow,86,American actor
Jeff Phillips,30,"American professional skateboarder, suicide by gunshot"
Jennifer Howard,68,"American actress, lung cancer"
Jennifer Lash,55,"English novelist and painter, breast cancer"
