Name,Age,Info
A. N. Murthy Rao,103,Indian writer and activist
Ajit Vachani,52,Indian film and television actor
Al Bansavage,65,"American professional football player (USC, Los Angeles Chargers, Oakland Raiders)"
Ali Bakar,55,"Malaysian footballer, heart attack"
Alice Saunier-Seité,78,"French geographer, historian, academic and politician of the Parti Républicain"
Allan McCready,86,New Zealand politician
Amina Rizk,93,"Egyptian actress, heart attack"
Anant Balani,41,"Indian film director and screenwriter, heart attack"
Andrew Ray,64,"British actor, heart attack"
Anthony of Sourozh,89,"Russian monk, broadcaster, longest-ordained hierarch of the Russian Orthodox Church"
Antonis Samarakis,83,"Greek writer of the post-war generation, heart attack"
Armand Borel,80,Swiss mathematician
Arnold Gerschwiler,89,Swiss figure skating trainer
Arthur Helton,54,American Director of peace and conflict studies at the U.S. Council on Foreign Relations
Basil Kelly,73,Bahamian Olympic sailor
Ben Belitt,92,American poet and translator
Benjamin Vaughan,85,"Welsh Anglican priest, Bishop of Swansea and Brecon"
Bert Crane,80,Australian politician
Bhabesh Chandra Sanyal,102,"Indian painter, sculptor and art teacher"
Bhupen Khakhar,69,"Indian contemporary artist, cancer"
Bill Perkins,79,American cool jazz saxophonist and flutist
Bimal Kar,81,Bengali writer and novelist
Bobby Bonds,57,"American baseball player (San Francisco Giants, California Angels), brain cancer, lung cancer"
Bruno Sutkus,79,"Lithuanian-German sniper during World War II, credited with 209 kills"
Bárbara Plaza,26,Spanish rhythmic gymnast
Carlo Felice Bianchi Anderloni,87,Italian automobile designer
Carlos Roberto Reina,77,"Honduran politician, lawyer and diplomat, president (1994-1998), suicide by gunshot"
Carmita Jiménez,64,Puerto Rican singer
Cedric Price,68,English architect and writer
Charles Bronson,81,"American actor (The Magnificent Seven, Once Upon a Time in the West, The Great Escape), pneumonia"
Charles Jones,85,Australian politician
Charles Kerruish,86,Manx politician
Charles Van Horne,82,"Canadian politician (member of Parliament of Canada representing Restigouche—Madawaska, New Brunswick)"
Charlie Devens,93,American baseball player (New York Yankees)
Chester Ludgin,77,"American baritone, cancer"
Choe In-dok,85,North Korean army officer and politician
Christian Boussus,95,French tennis player
Christine Noonan,58,"British actress (If....), cancer"
Chung Mong-hun,54,"Korean businessman, suicide by jumping"
Claude Passeau,94,"American baseball player (Pittsburgh Pirates, Philadelphia Phillies, Chicago Cubs)"
Clive Charles,51,"English football player, coach and television announcer, prostate cancer"
Colleen Browning,85,American painter
Connie Douglas Reeves,101,"member of the National Cowgirl Museum and Hall of Fame, complications following a fall"
Constance Chapman,91,English actor
Corrado Ursi,95,Italian prelate of the Roman Catholic Church
David Truman,90,American academic
Dennis Flynn,79,"Canadian politician, heart attack"
Dennis Walker,58,English football player
Diana Mosley,93,"English socialite, one of the Mitford sisters and widow of fascist leader Oswald Mosley, stroke"
Dick Fouts,69,Canadian football player
Don Eliason,85,American gridiron football player
Don Estelle,70,British actor
Don Turnbull,66,English journalist and games magazine editor
Donal Lamont,92,Irish-Rhodesian Roman Catholic bishop and Nobel Peace Prize nominee
Donald Davidson,86,American philosopher
Ed Townsend,74,"American songwriter and producer, heart attack"
Edna Skinner,82,American film and television actress
Enric Llaudet,86,Spanish businessman and sports executive
Eric Nisenson,57,"American author and jazz historian, kidney failure related to leukemia"
Esmond Wright,87,"British historian, media personality and politician (Member of Parliament for Glasgow Pollok)"
F. T. Prince,90,British poet and academic
Falaba Issa Traoré,73,"Malian writer, comedian, playwright, and theatre and film director"
Fiona Watson,35,"Scottish member of Vieira de Mello's staff, political affairs officer"
Floyd Tillman,88,American country musician and honky tonk pioneer
Frank Large,63,English football player
Franklin Green,70,American Olympic free-pistol sport shooter
François Missoffe,83,French politician and diplomat
Frederick Chapman Robbins,86,American pediatrician and virologist
George Thoms,76,Australian cricket player
Gerhard Mauz,77,German journalist and correspondent for judicial processes
Giant Ochiai,30,Japanese professional wrestler
Gillian Clark,47,Canadian aid worker for the Christian Children's Fund
Gordon Arnaud Winter,90,Canadian Lieutenant Governor of Newfoundland
Gregory Hines,57,"American dancer, actor, liver cancer"
Grigory Bondarevsky,83,"Russian professor, writer, and historian, murdered"
Grover Mitchell,73,"American jazz trombonist, cancer"
Guy Thys,80,Belgian national football coach
Gösta Sundqvist,46,"Finnish musician and radio personality, heart attack"
Hans Fränkel,86,German-American sinologist
Haroldo de Campos,73,"Brazilian poet, critic, professor and translator"
Hasan Mammadov,64,Soviet/Azerbaijani film actor
Helmut Rahn,73,German footballer
Herb Brooks,66,"American hockey player and coach (1980 Olympic gold medal winning ""Miracle on Ice"" hockey team), traffic collision"
Herbert Abrams,82,"American portrait artist (Jimmy Carter, George H. W. Bush, William Westmoreland, Arthur Miller)"
Herbie Steward,77,American jazz saxophonist
Hjalmar Pettersson,96,Swedish cyclist (men's individual road race at the 1928 Summer Olympics)
Horace W. Babcock,90,"American astronomer, director of the Palomar Observatory from 1964 to 1978"
Hy Anzell,79,"American actor (Little Shop of Horrors, Checking Out, Bananas, Annie Hall)"
Håkon Kyllingmark,88,Norwegian military officer and businessman
Ian MacDonald,54,"British music critic, suicide"
Idi Amin,78,"Ugandan military officer, President of Uganda (1971-1979)"
Igor Farkhutdinov,53,"Russian politician, Governor of Sakhalin Oblast (1995–2003)"
Imperio Argentina,92,Argentine actress and singer
Ismail Abu Shanab,52,"Palestinian political leader, founder and second in command of Hamas, Israeli helicopter missile strike"
J. Bowyer Bell,71,"American historian, artist and art critic, best known as a terrorism expert, kidney failure"
Jack Dyer,89,Australian rules football legend
Jack Noreiga,67,West Indian cricket player
Jacques Deray,74,"French film director and screenwriter, cancer"
James Welch,62,"American Blackfeet and Gros Ventre writer and poet (Winter in the Blood, Fools Crow), lung cancer"
James Whitehead,67,American poet and novelist (Joiner)
Janny Brandes-Brilleslijper,86,"Dutch nurse, Nazi resister and last known person to see Anne Frank"
Jean Courteaux,76,French football player
