Name,Age,Info
Abraham Klausner,92,"American rabbi, supporter of Holocaust survivors, complications of Parkinson's disease"
Achieng Oneko,87,"Kenyan freedom fighter and politician, heart attack"
Aden Abdulle Osman,99,"Somali politician, first President of Somalia (1960–1967)"
Adrian Mung'andu,84,Zambian Catholic archbishop of Lusaka (1984–1996)
Alberto Mijangos,81,"Mexican-American painter, lymphoma"
Alex Thomson,78,"British cinematographer (Excalibur, Alien 3, Labyrinth)"
Alida Bosshardt,94,"Dutch ""public face"" of the Salvation Army"
Alojzij Šuštar,86,Slovenian former Archbishop of Ljubljana
Angelo Felici,87,"Italian Catholic Cardinal, President Emeritus of the Pontifical Commission Ecclesia Dei"
Antanas Karoblis,67,Lithuanian politician
Antonio Aguilar,88,"Mexican actor, pneumonia"
Arn Shein,78,American sports writer
Ashraf Marwan,62,"Egyptian son-in-law of former President Nasser, alleged double agent"
August H. Auer Jr.,67,"American-born New Zealand atmospheric scientist and meteorologist, heart attack"
Ben Brocklehurst,85,British cricketer and publisher
Bernard Manning,76,"British comedian, kidney failure"
Bernd Becher,75,"German photographer, complications of heart surgery"
Bertin Borna,76,"Beninese politician, former finance minister"
Biff Wellington,44,"Canadian professional wrestler, heart attack"
Bill Barber,87,"American jazz tuba player, played with Miles Davis and John Coltrane, heart failure"
Bill Ellis,87,English cricketer (Nottinghamshire)
Bill France Jr.,74,"American CEO of NASCAR (1972–2003), cancer"
Bill Moss,76,"American gospel musician (The Celestials), emphysema"
Bob Evans,89,"American founder of Bob Evans Restaurants, pneumonia"
Bobby Beaton,94,"Canadian ice hockey player, professional boxer and boxing referee"
Bobby Hussey,67,American basketball coach at Virginia Tech and Davidson College
Brenda Rawnsley,90,British arts campaigner
Bruce Greensill,65,"Australian rugby union player and administrator, represented Auckland and Sydney"
Bruce R. Kennedy,68,"American businessman, former chairman and CEO of Alaska Airlines, light plane crash"
Bruno Tolentino,66,"Brazilian poet, three-time Prêmio Jabuti laureate (1994, 2000, 2007), multiple organ failure"
Byron Baer,77,"American legislator for New Jersey (1971–2005), heart failure"
Carlos Romero,80,"American actor (Falcon Crest, Soylent Green, The Professionals)"
Catherine Troeh,96,American native people activist and historian
Charles Evans,81,"American businessman and film producer (Showgirls), complications from pneumonia"
Charles Johnson,58,"American basketball player, cancer"
Charles Kinkead,93,"Jamaican photojournalist, stroke"
