Name,Age,Info
A. Lee Chandler,89,"American jurist, Chief Justice of South Carolina (1994)"
Abu Fuard,75,Sri Lankan cricket player and administrator
Adam Cullen,46,Australian painter
Aharon Dolgopolsky,81,Russian-born Israeli linguist
Ahmad Khan Samangani,54,"Afghan politician, member of the House of the People (since 2011), bomb blast"
Ahmed Jdey,61,"Tunisian author, historian, and professor"
Al Ulbrickson,81,American rower
Alan G. Poindexter,50,"American NASA astronaut, jet ski accident"
Aleksandr Chumakov,64,Russian Soviet football player
Alexander Cockburn,71,"Scottish political journalist and writer, cancer"
Alf Pearson,102,British variety performer with his brother Bob as half of Bob and Alf Pearson
Alfredo Ramos,87,Brazilian footballer and coach
Ali Podrimja,69,Albanian poet
Alice Koroma,80,"Sierra Leonean politician, mother of president Ernest Bai Koroma"
Alimuddin,81,Pakistani Test cricketer
Amos Degani,86,Israeli politician
Andrzej Łapicki,87,Latvian-born Polish actor
André Simon,92,French racing driver
Andy Griffith,86,"American actor (The Andy Griffith Show, Matlock, Waitress), heart attack"
Angeliki Koutsonikoli,23,Greek cyclist
Angelo Mangiarotti,91,Italian architect and industrial designer
Angelo Paternoster,93,American football player (Washington Redskins)
Angharad Rees,68,"Welsh actress (Poldark), pancreatic cancer"
Anne Spencer,73,British naval officer and aide-de-camp to Queen Elizabeth II
Annie France,97,French actress
Anthony Melio,80,"American politician, Member of the Pennsylvania House of Representatives (1987–2010), complications from an appendectomy"
Anthony Sedlak,29,"Canadian chef, suicide by drug overdose"
Antonín Holý,75,"Czech scientist, created most effective drugs for AIDS treatment, after long illness"
Archer King,95,American theatrical agent
Ardalion Rastov,86,Russian engineer and military designer
Arnold B. Grobman,93,American zoologist
Art Ceccarelli,82,"American baseball player (Kansas City Athletics, Chicago Cubs, Baltimore Orioles), cancer"
Art Malone,64,"American football player (Atlanta Falcons, Philadelphia Eagles)"
Assef Shawkat,62,"Syrian politician, deputy Minister of Defense, bomb blast"
Aston Greathead,91,New Zealand artist
August Kowalczyk,90,"Polish actor, last survivor of 1942 Auschwitz concentration camp breakout"
Azah Aziz,83,"Malaysian cultural figure, stroke"
B. R. Ishara,77,"Indian film director, tuberculosis"
Balavant Apte,73,"Indian politician, chronic lung disease"
Barry Langford,86,British television director and producer
Barton Biggs,79,"American businessman, bacterial infection"
Barun Biswas,39,"Indian school teacher and activist, shot"
Ben Davidson,72,"American football player (Oakland Raiders) and actor (Conan the Barbarian), prostate cancer"
Ben Donnell,76,American football player
Ben Van Os,67,"Dutch production designer and art director (Girl with a Pearl Earring), throat cancer"
Ben-Ami Kadish,88,Israeli-American mechanical engineer and spy
Benedetto Ghiglia,90,"Italian composer, conductor and pianist"
Berthe Meijer,74,"Dutch author, cancer"
Betty Buehler,90,American actress
Betty Meggers,90,American archaeologist
Bhanwar Singh Dangawas,91,Indian politician
Bill Doss,43,"American rock singer and guitarist (The Olivia Tremor Control, The Apples in Stereo), aneurysm"
Bill Kitchen,51,"Canadian ice hockey player (Montreal Canadiens), heart attack"
Bill Norrie,83,"Canadian politician and educator, Mayor of Winnipeg (1979–1992), Chancellor of the University of Manitoba (2001–2009), respiratory failure"
Björn Folkow,90,Swedish physiologist
Bjørn Blakstad,86,Norwegian diplomat
Bob Babbitt,74,"American bass guitarist (The Funk Brothers), brain cancer"
Bob Rowland Smith,86,"Australian politician, NSW Minister for Sport and Recreation (1988–1991)"
Bobby Edwards,86,American singer
Bobby Nicol,76,Scottish football player (Hibernian)
Bohdan Stupka,70,"Ukrainian actor, People's Artist of USSR, bone cancer"
Bohuslav Ceplecha,35,"Czech rally co-driver, race incident"
Boris Cebotari,37,"Moldovan footballer, apparent suicide by jumping"
Boris Shramko,92,Ukrainian historian
Brian Dobson,80,English archaeologist
Brian Dorman,75,Australian football player
Brian Thomas,72,Welsh rugby union player and manager (Neath RFC)
Bruce B. Kendall,93,American hotelier and politician
Bruce Schultz,80,"Australian Anglican prelate, Bishop of Grafton (1985–1998)"
Bruno Mazza,88,Italian football player
Carl-Ludwig Wagner,82,"German politician, Minister-President of Rhineland-Palatinate (1988–1991)"
Carol Kendall,94,"American author (The Gammage Cup, The Whisper of Glocken)"
Cassandra Balchin,50,"British journalist and women's rights campaigner, cancer"
Celeste Holm,95,"American actress (Gentleman's Agreement, All About Eve, Tom Sawyer), Oscar winner (1948). complications from a heart attack"
Chad Everett,75,"American actor (Medical Center), lung cancer"
Charles Bray,89,British painter and glass sculptor
Charles David Ganao,85,"Congolese politician, Prime Minister (1996–1997)"
Charles Drake,30,American football player (New York Giants)
Chavis Carter,21,"American arrestant, suicide by gunshot"
Cheryll Heinze,65,"American politician, member of the Alaska House of Representatives (2002–2004), plane crash"
Chick King,81,"American baseball player (Detroit Tigers, Chicago Cubs, St. Louis Cardinals)"
Chris Barber,91,"British businessman, chairman of Oxfam (1983–1989)"
Chris Marker,91,"French writer, photographer, documentary film director (La jetée) and multimedia artist"
Christopher Evans,102,English chaplain and theologian
Clayton Droullard,87,American football coach
Cleveland Elam,60,"American football player (San Francisco 49ers, Detroit Lions)"
Colin Horsley,92,New Zealand-born British classical pianist
Colin Lamont,70,"Australian politician, member of the Queensland Legislative Assembly (1974–1977)"
Curt Levine,64,American politician and attorney
César Amaro,64,Uruguayan classical guitarist
Daphne Zepos,52,"Greek-born American author and chef, lung cancer"
Dara Singh,84,"Indian wrestler and actor, multiple organ failure"
Darryl Cotton,62,"Australian singer (Zoot, Cotton Keays & Morris) and television host (The Early Bird Show), liver cancer"
Dave Allan,47,"British auto racing driver, car accident"
David Baldwin,90,New Zealand bowls player
David Barby,63,"British antiques expert (Bargain Hunt), stroke"
David Thomas,53,"English cricketer, complications of multiple sclerosis"
Dawoud Rajiha,65,"Syrian politician, Minister of Defense (since 2011), bomb blast"
Denis Warner,94,Australian journalist and historian
Denise René,99,French art dealer
Dennis Eagan,85,British hockey player and soldier
Dennis Flemion,57,"American rock musician (The Frogs), drowned"
Dewayne Bunch,50,"American politician, member of the Kentucky House of Representatives (2010–2011), head injuries"
Dick Fowler,80,"Canadian politician, Member of the Legislative Assembly of Alberta (1989–1993)"
Dick Greco,87,American baseball player
Ding Guangen,82,"Chinese politician, Minister of Railways (1985–1988)"
Dino Cassio,78,Italian actor and singer
Dolphy,83,"Filipino actor and comedian, multiple organ failure"
Don Bagley,84,American jazz bassist and composer
Don Brinkley,91,"American television writer (The Fugitive, The F.B.I., Trapper John, M.D.), natural causes"
Don Wilson,74,English cricketer
Donald Baxter,85,Canadian neurologist
Donald J. Berthrong,89,"American historian, pneumonia"
Donald J. Sobol,87,"American writer (Encyclopedia Brown), gastric lymphoma"
Doris Neal,83,American baseball player (AAGPBL)
Dorothy Germain Porter,88,American golfer
Duane Wood,74,American football player (Kansas City Chiefs)
E. V. Thompson,81,British author
Ed Lincoln,80,"Brazilian composer and musician, respiratory failure"
Ed Stevens,87,"American baseball player (Brooklyn Dodgers, Pittsburgh Pirates)"
Ed Stroud,72,"American baseball player (Chicago White Sox, Washington Senators)"
Eddie Barker,84,"American reporter, natural causes"
Eddy Brown,86,English footballer (Birmingham City)
Edith Newman Devlin,85,Irish lecturer
Edward E. Hammer,80,American electrical engineer
Elbert Allen Drummond,68,"American heir, businessman and philanthropist"
Eleanor Krohn Herrmann,77,American nursing educator and historian
Else Holmelund Minarik,91,"Danish-born American author (Little Bear), complications from a heart attack"
Ennio Cardoni,83,Italian footballer
Enrique Silva Cimma,93,"Chilean politician, Foreign Minister (1990–1994), bronchial obstruction"
Eric Bell,82,"English footballer (Bolton Wanderers), complications from Alzheimer's disease"
Eric Sykes,89,"British writer and actor (The Goon Show, Sykes, Harry Potter and the Goblet of Fire)"
