Name,Age,Info
Adama Drabo,75,Malian filmmaker and playwright
Adésio,76,Brazilian footballer
Aeronwy Thomas,66,"British translator and writer, daughter of Dylan Thomas, cancer"
Alan Garnett Davenport,76,Canadian engineer
Alauddin Al-Azad,77,"Bangladeshi author, natural causes"
Alexis Argüello,57,"Nicaraguan former triple world champion boxer and politician, mayor of Managua, suspected suicide by gunshot"
Alexis Cohen,25,"American singer, American Idol contestant, hit-and-run"
Alfonso de Andrés,71,Spanish Olympic athlete
Alfred John Ellory,89,British flautist
Allen Klein,77,"American businessman, Beatles and Rolling Stones manager, Alzheimer's disease"
Amin al-Hafez,83,"Lebanese politician, Prime Minister (1973)"
Anabaa,17,"American Thoroughbred racehorse, peritonitis after undergoing surgery from colic"
Andree Layton Roaf,68,"American jurist, first black woman on Arkansas Supreme Court"
Angelo Rizzo,83,Italian archbishop of Ragusa
Anna Karen Morrow,94,"American actress (Peyton Place), natural causes"
Annagul Annakuliyeva,85,Turkmen opera singer and actress
Armando del Moral,93,"Spanish-born American film journalist, natural causes"
Arturo Gatti,37,"Canadian boxer, strangulation"
Ashraf W. Tabani,79,"Pakistani businessman and politician, Governor of Sindh (1987–1988)"
Austin Gresham,84,British pathologist
Avraham Ahituv,79,"German-born Israeli intelligence chief, Director of the Shin Bet (1974–1980)"
Aygyl Tajiyeva,64,"Turkmen politician and opposition activist, stroke"
Baltasar Porcel,72,"Spanish Catalan writer, cancer"
Barbara Margolis,79,"American prisoners' rights advocate, official greeter for New York City, cancer"
Bernadette Cozart,60,"American gardener, urban gardening advocate, heart attack"
Bert Schneider,71,Austrian Grand Prix motorcycle racer
Bertha Hertogh,72,"Dutch woman whose adoption led to ethnic riots in Singapore in 1950, leukemia"
Beverly Roberts,96,"American actress, natural causes"
Bhaskar Chandavarkar,73,"Indian sitarist and composer, cancer"
Bill Young,95,New Zealand politician and diplomat
Billy Parks,61,"American football player, melanoma"
Bleddyn Williams,86,"British rugby player, captain of Wales and British Lions, after long illness"
Bob Hahn,83,American basketball player
Bob Titchenal,91,American football player and coach
Bobby Knoxall,75,British comedian
Brenda Joyce,92,American actress (Tarzan and the Amazons)
Brian Goodwin,78,"Canadian mathematician, fall from a bicycle"
Brian Mears,78,British Chairman of Chelsea Football Club (1969–1991)
Bryan Stanley,83,"British trade unionist, General Secretary of the Post Office Engineering Union"
Bud Marshall,67,American football player
Béla Király,97,"Hungarian general and historian, natural causes"
Carl Willey,78,"American baseball player (Milwaukee Braves, New York Mets), lung cancer"
Cecil Mountford,90,New Zealand rugby league player and coach
Cecil Smith,92,"American television and drama critic, journalist, screenwriter, television host, and World War II bomber pilot, congestive heart failure"
Charles Gonthier,80,"Canadian jurist, Supreme Court Justice (1989–2003)"
Charles K. Eastman,79,"American screenwriter and script doctor, heart disease"
Charles N. Brown,72,American founding editor of Locus magazine
Chris Humphries,62,British botanist
Christopher Hipp,47,"American inventor (blade server) and entrepreneur, suspected embolism"
Clayton Hill,78,"American actor (Dawn of the Dead, Hellraiser III: Hell on Earth), complications from pneumonia"
Clyde Shugart,92,"American football player (Washington Redskins), stroke"
Colin Hillman,64,"Welsh rugby player and coach, pancreatic cancer"
Conyers Herring,94,American physicist
D. K. Pattammal,90,"Indian Carnatic singer, after short illness"
Dallas McKennon,89,"American actor and voice actor (Gumby, Buzz Buzzard, Archie Andrews), natural causes"
Damian Steele,33,"American professional wrestler, brain aneurysm"
Danny McBride,63,"American singer-songwriter and guitarist (Sha Na Na), natural causes"
Dash Snow,27,"American artist, heroin overdose"
David Hawkes,86,British sinologist
David Morley,86,British paediatrician
David Pears,87,British philosopher
Denis Redman,99,British army general
Dick Holub,87,American basketball player (NY Knicks) and coach (FDU)
Dina Babbitt,86,"Czech-born American artist and Holocaust survivor, abdominal cancer"
Domingos Lam,81,Chinese Roman Catholic bishop of Macau
Don Schneider,86,American football player (Buffalo Bills)
Donald MacCormick,70,"British television journalist, heart attack"
Doris Barr,87,"Canadian baseball player, original member of All-American Girls Professional Baseball League"
Drake Levin,62,"American guitarist (Paul Revere & the Raiders), cancer"
Duse Nacaratti,67,"Brazilian actress, respiratory failure"
E. J. Josey,85,"American librarian and civil rights activist, natural causes"
E. Lynn Harris,54,American author
Ebba Haslund,91,Norwegian author
Ebbe Wallén,92,Swedish Olympic bobsledder
Edgar O'Ballance,90,British military historian
Edward Durell Stone Jr.,76,American landscape architect
