Name,Age,Info
A. M. B. H. G. Abeyrathnebanda,19,"Sri Lankan soldier, explosion"
Aad Bak,82,Dutch football player
Abu Zakaria al-Jamal,49,"Palestinian senior Hamas leader, air strike.[citation needed]"
Adolf Merckle,74,"German businessman, suicide by train"
Ahmad Hasan Dani,88,Pakistani archaeologist
Aimé Adam,95,Canadian politician
Alan Geisler,78,"American condiment inventor and food chemist, protein disorder"
Alan Lew,65,American rabbi
Alan Scott,72,"Australian oven manufacturer, heart failure"
Albert Horner,95,"Canadian politician, MP for The Battlefords (1958–1968)"
Alberto Eliani,86,Italian football player and manager
Alejandro Sokol,48,"Argentine rock and roll musician, cardio-respiratory failure"
Alex van Heerden,34,"South African musician, car accident"
Alfie Conn Sr.,82,"Scottish footballer (Hearts, Raith Rovers, Scotland)"
Allen Zwerdling,86,American theatre director and actor
Anabel Bosch,32,"Filipino singer, cerebral aneurysm"
Anastasia Baburova,25,"Russian journalist, shot"
Anders Isaksson,65,"Swedish writer, reporter and historian"
Andrew Wyeth,91,"American painter (Christina's World), after short illness"
Andy DeMize,25,"American drummer (Nekromantix), car accident"
Angel Wainaina,25,"Kenyan actress, fire"
Angela Morley,84,British composer and conductor
Anna Radziwiłł,69,Polish historian and politician
Antonio Pagán,50,"American politician, New York City Councilman (1992–1998), Commissioner of Employment (1998–2002)"
Anália de Victória Pereira,67,Angolan politician
Arne Næss,96,"Norwegian philosopher, founder of deep ecology"
Aron Moscona,87,"Israeli-born American biologist, heart failure"
Arthur Weisberg,77,"American bassoonist, pancreatic cancer"
Arvid Knutsen,64,"Norwegian footballer (Viking FK), brain tumor"
Astrid Folstad,76,Norwegian actress
Aubrey Powell,90,British footballer
Austin Denney,65,"American football player (Chicago Bears, Buffalo Bills)"
Avraham Ravitz,75,"Israeli politician, member of the Knesset (1988–2009), heart failure"
Ayman Alkurd,28,"Palestinian footballer, airstrike"
Bal Samant,84,"Indian writer, after long illness"
Bernard C. Webber,80,"United States Coast Guardsman, heart attack"
Bert Hazell,101,"British politician and trade unionist, MP (1964–1970), oldest modern MP"
Betty Freeman,87,American philanthropist
Bhogendra Jha,85,Indian politician
Bill Frindall,69,"British cricket statistician, Legionnaire's disease"
Bill Herchman,75,American football player
Bill Stone,108,British World War I veteran
Billy Powell,56,"American musician (Lynyrd Skynyrd), heart attack"
Billy Werber,100,"American baseball player, last living teammate of Babe Ruth, oldest living Major League Baseball player, natural causes"
Billy Wilson,81,"American football player (San Francisco 49ers), cancer"
Björn Haugan,66,Norwegian operatic lyric tenor
Blair Lent,79,"American author and illustrator (Tikki Tikki Tembo), pneumonia"
Bob Doyle,93,"Irish activist, last surviving Irish member of the International Brigade in the Spanish Civil War"
Bob Kilby,64,"British motorcycle speedway rider, cancer"
Bob Lazarus,52,"American comedian, leukemia"
Bob May,69,"American actor (Lost in Space), heart failure"
Bob Wilkins,76,"American television personality, horror film host, complications from Alzheimer's disease"
Bogdan Tirnanić,67,Serbian journalist
Boris Apostolov,83,Bulgarian Olympic footballer
Brahmkumar Bhatt,87,Indian politician and Indian independence activist
Carl Pohlad,93,"American banker, owner of the Minnesota Twins"
Charles Camilleri,77,Maltese composer
Charles Clews,89,Maltese comedian
Charles H. Schneer,88,"American film producer (Jason and the Argonauts), Alzheimer's disease"
Charles H. Smelser,88,"American politician, Maryland Delegate (1955–1963) and State Senator (1967–1995)"
Charles Morgan Jr.,78,"American lawyer, complications of Alzheimer's disease"
Charlie Thomson,78,"Scottish footballer (Clyde, Chelsea, Nottingham Forest)"
Chau Sen Cocsal Chhum,103,"Cambodian politician, Prime Minister (1962)"
Cheryl Holdridge,64,"American actress (The Mickey Mouse Club), lung cancer"
Chris Chianelli,58,"American hobbyist, writer and television host, natural causes"
Christian Enzensberger,77,"German anglicist, author and translator"
Claiborne Pell,90,"American Senator from Rhode Island (1961–1997), creator of the Pell Grant, Parkinson's disease"
Claude Berri,74,"French film director (Jean de Florette, Manon des Sources), Academy Award winner, stroke"
Claude Jeter,94,American gospel music singer
Claudio Milar,34,"Uruguayan footballer, bus crash"
Clint Ritchie,70,"American actor (One Life to Live), blood clot after heart surgery"
Clément Pinault,23,"French footballer, heart attack"
Colin Phipps,74,British petroleum geologist and MP (1974–1979)
Compton Vyfhuis,76,Guyanese West Indian cricket umpire
Connie Buckley,93,Irish hurler
Constance E. Cook,89,"American politician, member of the New York State Assembly (1963–1974)"
Coosje van Bruggen,66,"Dutch-born American sculptor, wife of Claes Oldenburg, breast cancer"
Cornelia Wallace,69,"American First Lady of Alabama (1971–1978), second wife of George Wallace, cancer"
Cornell N. Dypski,77,American legislator
Cousin Junior,48,"American professional wrestler, heart attack"
Craig Stimac,54,"American baseball player (San Diego Padres), suicide by gunshot"
Cy Thomas,82,"British ice hockey player (Toronto Maple Leafs, Chicago Blackhawks)"
Dale Livingston,63,"American football player (Green Bay Packers), complications from heart surgery"
Daniel Seligman,84,"American columnist (Fortune), multiple myeloma"
Dante Lavelli,85,"American football player (Cleveland Browns), Hall of Famer (1975), heart failure"
Daphne Rooke,94,South African author
Darrell Sandeen,73,"American actor (L.A. Confidential), stroke"
Daryl Seaman,86,"Canadian businessman, co-owner of the Calgary Flames"
Dave Dee,67,"British singer (Dave Dee, Dozy, Beaky, Mick & Tich), prostate cancer"
Dave Roberts,64,"American baseball pitcher (Houston Astros, San Diego Padres, Detroit Tigers), lung cancer"
"David ""Fathead"" Newman",75,"American jazz saxophonist (Fathead), pancreatic cancer"
David Kerr,86,"British politician, MP for Wandsworth Central (1964–1970)"
David S. Dodge,86,"American President of American University of Beirut (1996–1997), cancer"
David Sabiston,84,"American physician, pioneer of heart surgery, stroke"
David Smiley,92,British SOE officer
David Vine,74,"British sports presenter, heart attack"
Deborah Riedel,50,"Australian soprano, cancer"
Dennis Ford,77,South African Olympic swimmer
Dennis Page,89,"British Anglican prelate, Bishop of Lancaster (1975–1985)"
Des Newton,67,"British craftsman, maker of model ships in bottles"
