Name,Age,Info
A-Sun,34,"Taiwanese singer, breast cancer"
Abdel Halim Muhammad,99,"Sudanese doctor, President of the CAF (1968–1972), member of Committee of Sovereignty of The Sudan (1964–1965)"
Adriano Directo Emperado,82,American martial artist (kajukenbo)
Aida Abdullayeva,86,Azerbaijani harpist
Al Rosenbaum,82,"American sculptor, co-founder of the Virginia Holocaust Museum"
Alan Bristow,84,British businessman
Albert Chernenko,74,"Russian philosopher, son of Konstantin Chernenko"
Albert Sanschagrin,97,Canadian Bishop of Saint-Hyacinthe (1967–1979)
Alexei Parshchikov,54,Russian poet
Alfred Swift,77,South African Olympic cyclist
Alfredo Marcano,62,Venezuelan former WBA world super featherweight (junior lightweight) champion boxer
Amparo Arozamena,92,"Mexican actress, heart attack"
Andrew Steiner,100,Czechoslovak-American architect and Jewish resistance member during the Holocaust
Andrzej Stelmachowski,84,Polish academic and politician
Armand Tanny,90,"American bodybuilder, natural causes"
Arne Andersson,91,Swedish middle distance runner and former world record holder (1500m)
B. M. Idinabba,88,"Indian poet and activist, physical disorders"
Barbara Birdfeather,69,American DJ
Bea Arthur,86,"American actress (Maude, The Golden Girls, Mame), Emmy winner (1977, 1988), cancer"
Beata Asimakopoulou,77,"Greek actress, cancer"
Bill Bailey,75,British surfer
Bill Disney,77,"American Olympic silver medal-winning (1960) speed skater, emphysema"
Bill Orton,60,"American politician, member of the US House of Representatives from Utah (1991–1997), ATV accident"
Björn Borg,89,Swedish Olympic swimmer
Blake Chanslor,88,"American businessman, founder of Blake's Lotaburger"
Bo Leuf,56,Swedish technology writer.[citation needed]
Bob Hamm,74,"American writer and Cajun humorist, complications related to cancer"
Božo Kos,77,Slovenian illustrator and caricaturist
Bruce Snyder,69,"American football coach, melanoma"
Bruno Scolari,48,Italian Olympic equestrian
Bud Shank,82,"American alto saxophonist, pulmonary failure"
Buddy Rose,56,American professional wrestler
Carmen Leggio,82,American jazz tenor saxophonist
Cecil Skotnes,82,"South African artist, pneumonia"
Charles L. Young Sr.,77,"American politician, member of the Mississippi House of Representatives, heart attack"
Charles Peebler,72,"American advertising executive, progressive supranuclear palsy"
Charlie Kennedy,81,"American alto saxophonist, pulmonary disease"
Colin Jordan,85,British politician and Neo-Nazi activist
Constantine Papadakis,63,"Greek-born American president of Drexel University, complications from lung cancer"
Corín Tellado,81,"Spanish novelist, heart failure"
Crodowaldo Pavan,89,"Brazilian biologist and geneticist, multiple organ dysfunction syndrome and cancer"
Dale Swann,61,"American character actor, complications of stroke"
Damouré Zika,85,"Nigerien film actor and traditional healer, after long illness"
Dan Miller,67,"American television journalist (WSMV, KCBS), heart attack"
Daniel Joseph O'Hern,78,"American jurist, member of the New Jersey Supreme Court (1981–2000), melanoma"
Danny Cameron,85,"Canadian politician, Leader of the Opposition in the Legislative Assembly of New Brunswick (1991–1995)"
Danny Kladis,92,American racecar driver
Dave Arneson,61,"American game designer, co-creator of Dungeons & Dragons, cancer"
David Eady,84,British film director and producer
David Kellermann,41,"American businessman, CFO of Freddie Mac since 2008, suicide by hanging"
David Picão,85,"Brazilian Roman Catholic prelate, bishop of Santos (1996–2000)"
David Wheatley,59,"British film and television director, after long illness"
David Winans,74,"American gospel singer, heart attack"
Deborah Digges,59,"American poet, apparent suicide by jumping"
Derek Weiler,40,Canadian editor and writer
Dicky Robinson,82,"British footballer (Middlesbrough), after long illness"
Doc Blanchard,84,"American college football player (Army), Heisman Trophy winner (1945), pneumonia"
Dorothy Cullman,91,"American philanthropist, complications of brain injury"
Duane Jarvis,51,"American guitarist and singer-songwriter, colon cancer"
Dudley Thornton,89,British army officer
Dwight Crandell,86,"American volcanologist, heart attack"
Ed Blake,83,"American baseball player, after long illness"
Edgar Buchwalder,92,Swiss Olympic cyclist and silver medalist
Eduardo Rózsa-Flores,49,"Hungarian journalist, writer, actor and soldier, shot"
Edwin McClellan,83,British Japanologist
Ekaterina Maximova,70,Russian ballet dancer
Elaine Cancilla Orbach,69,"American actress, wife of Jerry Orbach, pneumonia"
Elías Wessin y Wessin,84,"Dominican politician and general, cardiac arrest"
