Name,Age,Info
A. K. N. Ahmed,85,"Bangladeshi economist and diplomat, Governor of Bangladesh Bank (1974–1976), Ambassador to Japan and South Korea, stroke"
Abdel-Bari Zamzami,73,"Moroccan religious leader, cancer"
Abdul Rahman Al-Hanaqtah,52,"Jordanian politician, member of the House of Representatives (2007–2013)"
Abdul Rashid Khan,107,Indian Hindustani musician
Abram Cohen,91,American Olympic fencer (1956)
Adriana Benetti,96,"Italian actress (Four Steps in the Clouds, Teresa Venerdì, Before the Postman)"
Akbar Ali,90,Indian Kannada poet
Akbar Kakkattil,61,"Indian writer, lung cancer"
Alastair Biggar,69,"Scottish rugby union player (national team, British and Irish Lions, London Scottish), cancer"
Alba Solís,88,Argentine singer and actress
Albert Rhoton Jr.,83,American neurosurgeon
Alcibíades Colón,96,Dominican baseball player
Aldo Bufi Landi,92,"Italian actor (Four Flies on Grey Velvet, The Magliari, The Bandit of Tacca Del Lupo)"
Alethea McGrath,95,"Australian actress (Star Wars: Episode II – Attack of the Clones, Prisoner, Knowing)"
Alexander Gutman,71,Russian film director (Journey Back to Youth)
Alexandru Vulpe,84,"Romanian historian, archaeologist and academician (Romanian Academy)"
Alfred E. Mann,90,American entrepreneur
Ali Beratlıgil,84,Turkish football player and coach
Ali Brownlee,56,"English radio sports broadcaster (Middlesbrough F.C. on BBC Tees), bowel cancer"
Alice Arlen,75,"American screenwriter (Silkwood, The Weight of Water)"
Alisa Bellettini,61,"American television producer, creator of House of Style"
Amelia Bence,101,"Argentine actress (The Gaucho War, A Sangre Fría, Alfonsina)"
Ana Vieira,76,Portuguese artist
Anatoli Ilyin,84,"Russian Soviet football player (Spartak Moscow), Olympic champion (1956)"
Andrew Glaze,95,American poet
Andrew Herxheimer,90,German-born British clinical pharmacologist
Andrew Hintz,52,New Zealand cricketer
Andrzej Żuławski,75,"Polish film director and writer, cancer"
André van den Heuvel,88,"Dutch actor (Hamelen, De rode zwaan, Lifespan), two-time winner of the Louis d'Or"
Andy Bathgate,83,"Canadian Hall of Fame ice hockey player (New York Rangers, Toronto Maple Leafs, Detroit Red Wings)"
Andy Ganteaume,95,Trinidadian cricketer (West Indies)
Andy Thompson,91,"Canadian politician, Leader of the Ontario Liberal Party (1964–1966)"
Angel Gabriele,60,American comic book artist and wrestler
Angela Bairstow,73,English badminton player
Angela Raiola,55,"American television personality (Mob Wives, Big Ang), lung and throat cancer"
Anisa Makhlouf,86,"Syrian political matriarch, First Lady (1971–2000)"
Anna-Leena Siikala,73,Finnish academic
Anselmo López,81,Venezuelan bandola player
Antanas Janauskas,78,Lithuanian animated film director
Antonin Scalia,79,"American judge, Associate Justice of the Supreme Court (since 1986)"
Antony Gibbs,90,"British film editor (Tom Jones, Fiddler on the Roof, Dune)"
Archie Lang,95,"American actor (Dallas, General Hospital)"
Ariel Forman,72,"Israeli actor and voice actor, lung cancer"
Arman Manaryan,86,Iranian-born Armenian film director
Arnold Weiberg-Aurdal,90,Norwegian politician
Arthur J. Aasland,82,Norwegian executive (Kongsberg Våpenfabrikk)
Arthur Tunstall,93,Australian sports administrator
Arumugam Vijiaratnam,94,Singaporean athlete and Olympic hockey player (1956)
Asami Nagakiya,30,"Japanese musician, strangled"
August P. Mardesich,95,"American politician, member of the Washington House of Representatives (1950–1963) and Senate (1963–1978)"
Avigdor Ben-Gal,79,"Israeli general, GOC Northern Command (1977–1981)"
Axl Rotten,44,"American professional wrestler (ECW), heroin overdose"
B. K. Garudachar,99,Indian cricket player
Balram Jakhar,92,"Indian politician, Speaker of the Lok Sabha (1980–1989)"
Barbara Hardy,92,British author
Barbara M. Clark,76,"American politician, member of the New York State Assembly (since 1987)"
Barry Jones,74,"New Zealand Roman Catholic prelate, Bishop of Christchurch (since 2007)"
Bayard Johnson,63,"American screenwriter (Tarzan and the Lost City), cancer"
Belinda Nash,69,"Canadian-born American historian, cancer"
Bennie Purcell,86,"American basketball player (Murray State University, Washington Generals) and tennis coach"
Bergljot Hobæk Haff,90,Norwegian novelist
Bernard Kirschenbaum,91,American artist
Bernard Piras,73,"French politician, member of the Senate for Drôme (1996–2014), Mayor of Bourg-lès-Valence (2001–2014), cancer"
Betty Jane Watson,94,American actress and singer
Bhavarlal Jain,78,Indian businessman (Jain Irrigation Systems)
Big Kap,45,"American hip hop DJ (Tunnel), heart attack"
Bill Birchfield,80,"American politician, member of Florida House of Representatives for the 21st district (1971–1974)"
Bill Carmody,58,"American Catholic priest, cancer"
Billie Nipper,86,American painter
Bob Bryant,71,"American politician, member of the Georgia House of Representatives (since 2005)"
Bob Elliott,92,"American comedian (Bob and Ray) and actor (Get a Life), throat cancer"
Bob Halverson,78,"Australian politician, Speaker of the House of Representatives (1996–1998), MP (1984–1998), cancer"
