Name,Age,Info
Aar de Goede,87,"Dutch politician, member of the House of Representatives (1967–1973), State Secretary of Finance (1973–1977), member of the European Parliament (1979–1984)"
Abdul Baqi Jammoh,93,"Jordanian politician, Senator (1997–2001)"
Abel Fernandez,85,"American actor (The Untouchables, Pork Chop Hill)"
Abu Waheeb,29,"Iraqi field commander (ISIL) and prison escapee (Camp Bucca), airstrike"
Adelina Dematti de Alaye,88,"Argentinian human rights activist, founder of the Mothers of the Plaza de Mayo"
Adlan Varayev,54,"Russian wrestler, Olympic silver medalist (1988), drowned"
Adolf Born,85,"Czech painter, illustrator, caricaturist and filmmaker"
Adrian Flowers,89,British photographer
Adán Nigaglioni Loyola,86,Puerto Rican doctor and educator
Afeni Shakur,69,"American businesswoman (Tupac Amaru Shakur Center for the Arts, Amaru Entertainment, Makaveli Branded) and political activist (Black Panthers)"
Al Ferrari,82,"American basketball player (St. Louis Hawks, Chicago Zephyrs)"
Alan Lewis,61,"British footballer (Reading, Derby County, Peterborough United)"
Alan Young,96,"English-born Canadian-American actor (Mister Ed, The Time Machine, DuckTales)"
Albert M. Sackett,95,American Navy rear admiral
Alexander DeConde,95,American historian
Alexandre Astruc,92,French film critic and director
Alexandru Lăpușan,61,"Romanian politician, mayor of Dej (1991), MP (1992–1994) and Minister of Agriculture (1992–1996)"
Alexis Navarro,69,"Venezuelan politician and diplomat, Governor of Nueva Esparta (2000–2004), Ambassador to Russia (2005–2008), heart attack"
Allan L. McCutcheon,66,American sociologist and statistician
Alvise Zorzi,93,Italian journalist and author
Andi Muhammad Ghalib,69,"Indonesian politician, Attorney General (1998–1999), Ambassador to India (2008–2013)"
Andrea Maria Erba,86,"Italian Roman Catholic prelate, Bishop of Velletri-Segni (1988–2006)"
André Brahic,73,"French astrophysicist, discovered rings of Neptune, cancer"
André Rousselet,93,"French businessman and politician, member of the National Assembly (1967–1968)"
André Wicky,87,Swiss racing driver and team owner
Angela Paton,86,"American actress (Groundhog Day, American Wedding, Lolita), heart attack"
Ann Day,77,"American politician, member of the Arizona Senate (1990–2000), traffic collision"
Anne Atai Omoruto,59,"Ugandan physician, cancer"
Anne van den Ban,88,Dutch agricultural economist
Anne-Marie Nzié,84,Cameroonian singer
Anthony Bird,85,British Anglican priest and academic
Anton Muheim,99,"Swiss politician, President of the National Council (1973–1974)"
Antonio Imbert Barrera,95,"Dominican politician, President (1965)"
Arne Sandnes,92,Norwegian politician
Arthur Provis,91,English cinematographer and producer
Arturo Pomar,84,Spanish chess grandmaster
Arulraj Rosli,75,Malaysian Olympic racing cyclist (1964)
Astrid Gunnestad,77,Norwegian journalist
Audrey Purton,90,British Women's Royal Army Corps officer
Baba Hardev Singh,62,"Indian spiritual guru, traffic collision"
Balraj Madhok,96,"Indian politician, President of Bharatiya Jana Sangh (1966–1967)"
Balwantrai Bhatt,94,Indian composer and musician
Balázs Birtalan,46,"Hungarian author, cancer"
Banza Mukalay,63,"Congolese politician, Minister of Culture (since 2014)"
Basil Blackshaw,84,Northern Irish artist
