Name,Age,Info
A. C. Jose,78,"Indian politician, Speaker of Kerala Legislature (1982), member of Parliament (1996–1997, 1998–2004)"
Abbas Bahri,61,Tunisian mathematician and professor (Rutgers University)
Abe Vigoda,94,"American actor (The Godfather, Barney Miller, Joe Versus the Volcano)"
Abolhassan Najafi,86,Iranian writer and translator.[citation needed]
Achim Mentzel,69,German musician and television presenter
Addepalli Ramamohana Rao,80,Indian Telugu poet
Agapito Robleda Castro,83,Honduran politician
Al Hart,88,"American radio host (KCBS, KNBR, WOBT)"
Alan Haven,80,English jazz organist
Alan Rickman,69,"English actor (Harry Potter, Die Hard, Love Actually), BAFTA winner (1992), pancreatic cancer"
Albert Gubay,87,British businessman (Kwik Save)
Albert Low,87,British author
Albert Onyembo Lomandjo,84,"Congolese Roman Catholic prelate, Bishop of Kindu (1966–1978)"
Alberto Iniesta Jiménez,92,"Spanish Roman Catholic prelate, Auxiliary Bishop of Madrid (1972–1998)"
Alejandro Muñoz-Alonso,82,"Spanish politician, member of the Congress of Deputies (1989–2000) and Senate (2000–2015)"
Alessandro Ghinami,92,"Italian politician, President of Sardinia (1979–1980)"
Alex Hickman,90,Canadian judge and politician
Alex Timpson,69,British children's rights activist
Alexander O. Shirley,88,"British Virgin Islands civil servant and cricketer, Accountant General (1967–1987), namesake of the A. O. Shirley Recreation Ground"
Alexandre Reza,93,Russian-born French jeweler
Aleš Debeljak,54,"Slovenian writer, struck by vehicle"
"Alfredo ""Chocolate"" Armenteros",87,"Cuban trumpeter, prostate cancer"
Alton Brown,90,American baseball player (Washington Senators)
Alwin Albert Hafner,85,"Malagasy Roman Catholic prelate, Bishop of Morombe (1989–2000)"
Amby Fogarty,82,"Irish footballer (Sunderland, Hartlepool, Cork Celtic) and manager (Cork Hibernians, Galway Rovers)"
Ananda Chandra Dutta,92,Indian botanist
Anatoly Roshchin,83,"Russian heavyweight wrestler, Olympic champion (1972)"
Andres Rodriguez,31,"Venezuelan equestrian competitor, silver medalist at the 2015 Pan American Games, traffic collision"
Andrew J. Hinshaw,92,"American politician, member of the United States House of Representatives from California's 39th and 40th congressional districts (1973–1977)"
Andrew Smith,25,"American basketball player (Butler Bulldogs, Neptūnas), non-Hodgkin lymphoma"
Andrzej Kotkowski,75,Polish film director (Olympics 40)
André Courrèges,92,French fashion designer
André Turcat,94,French aviator
Andy Dog Johnson,57,"British artist, designer of many The The record sleeves, brain tumour"
Andy Maurer,67,"American football player (Atlanta Falcons, Minnesota Vikings, Denver Broncos), cancer"
Angus Ross,59,"Scottish darts player, pancreatic cancer"
Angus Scrimm,89,"American actor (Phantasm, Alias, John Dies at the End), prostate cancer"
Anil Ganguly,82,"Indian film director (Kora Kagaz, Tapasya)"
Anil Salgaocar,75,Indian executive and politician
Ann Z. Caracristi,94,"American cryptographer, Deputy Director of the NSA (1980–1982), complications from dementia"
Anna Lærkesen,73,Danish ballerina
Anna Synodinou,88,Greek politician and actress (The 300 Spartans)
Anthony Mellows,79,"British barrister and academic, Lord Prior of the Order of St John (2008–2014)"
Anthony Simmons,93,"British screenwriter and film director (The Optimists of Nine Elms, Black Joy)"
Anton Srholec,86,"Slovak writer and priest, lung cancer"
Antonella Steni,89,"Italian actress (The Tiger and the Pussycat, Kaputt Mundi, Nel sole)"
Antonia Churchill,96,American Olympic sailor (1936)
Antonio Carrizo,89,Argentine broadcaster
Antonio Castellanos Mata,68,Spanish physicist
Antonio Soto Díaz,66,"Puerto Rican politician, member of the Puerto Rico Senate (2009–2011), heart attack"
Antony Emerson,52,"Australian tennis player, cancer"
António de Almeida Santos,89,"Portuguese lawyer and politician, President of Assembly of the Republic (1995–2002)"
Antônio Pompêo,62,Brazilian actor
Arch,21,"American Thoroughbred racehorse, winner of the Super Derby (1998) and Fayette Stakes (1998), heart attack"
Archie Gouldie,79,"Canadian professional wrestler, complications from hip surgery"
Ardhendu Bhushan Bardhan,91,"Indian politician, General Secretary of the Communist Party of India (1996–2012), complications from a stroke"
Aristide von Bienefeldt,56,"Dutch writer, cancer"
Arthur S. Obermayer,84,"American entrepreneur and philanthropist, cancer"
Artie L. Metcalf,86,American biologist
Artur Fischer,96,German inventor
Asha Patil,79,Indian actress
Ashraf Pahlavi,96,"Persian princess, President of the Women's Organization of Iran (1967–1979)"
Augusto Giomo,75,"Italian Olympic basketball player (1960, 1964)"
Aurèle Nicolet,90,Swiss flautist
Avrom Isaacs,89,Canadian art dealer
Axel Schandorff,90,"Danish track cyclist, Olympic bronze medalist (1948)"
Bairbre Dowling,62,"Irish actress (Zardoz, The Dead, War of the Buttons)"
Barbara Allyne Bennet,76,"American actress (Mac and Me, The Office)"
Barbara Berger,85,American baseball player (AAGPBL)
Barney Hall,83,"American sports commentator (Motor Racing Network), complications from surgery"
Barrington Watson,85,Jamaican painter
Barry Brickell,80,New Zealand ceramic artist
Barry J. Shillito,95,American businessman and government official
Beau St. Clair,63,"American film producer (The Thomas Crown Affair, The November Man, Laws of Attraction), ovarian cancer"
Benjamin F. Shobe,95,American civil rights attorney and judge
Benoît Violier,44,"French-Swiss chef, suicide by gunshot"
Berge Furre,78,Norwegian politician and historian
Bern Herbolsheimer,67,"American composer, cancer"
Bernard Cookson,79,British cartoonist
Bernard Quennehen,85,French racing cyclist
Betty Francis,84,American baseball player (AAGBPL)
Betty Rosenquest Pratt,90,American tennis player
Bill Foster,86,"American college basketball coach (Rutgers, Utah, Duke, South Carolina)"
Bill Groom,81,Canadian curler
Bill Johnson,55,"American alpine skier, Olympic champion (1984)"
Bill Plager,70,Canadian ice hockey player (St. Louis Blues)
Bill Reinhard,93,American football player (Los Angeles Dons)
Bill Roberts,90,"American basketball player (Chicago Stags, Boston Celtics, St. Louis Bombers)"
Billy Faier,85,American banjo player
Billy Quinn,80,Irish hurler
Black,53,"British singer-songwriter (""Wonderful Life""), head injuries sustained in a traffic collision"
Blowfly,76,"American musician and producer, liver cancer"
Bob Armstrong,82,American basketball player (Philadelphia Warriors)
Bob Arnott,93,Australian Olympic alpine skier (1952)
Bob Harkey,85,American racecar driver (USAC)
