Name,Age,Info
A. C. Tirulokchandar,86,"Indian film director (Iru Malargal, Deiva Magan, Adhey Kangal)"
A. Gordon Wetmore,84,"American theologian, President of the Northwest Nazarene College (1983–1992)"
Abderrahmane Meziani,74,Algerian footballer (USM Alger)
Abdullah Ahmad,79,"Malaysian newspaper editor (New Straits Times), journalist and politician, cancer"
Abu Layla,32,"Syrian military commander, shot"
Achyut Lahkar,85,Indian actor and playwright
Adam Small,79,"South African writer and poet, complications from surgery"
Adelmar Faria Coimbra-Filho,92,Brazilian biologist
Adolph Cornelis van Bruggen,86,Dutch malacologist
Agostino Coletto,88,Italian racing cyclist
Aharon Ipalé,74,"Moroccan-born Israeli actor (The Mummy, Fiddler on the Roof, Alias), cancer"
Al Howie,70,Canadian long-distance runner
Al Libous,88,"American politician, Mayor of Binghamton, New York (1969–1981)"
Alan Mitchell,55,English comics creator
Alan Rathbone,57,"English rugby league player (Bradford, Warrington)"
Alavi Moulana,84,"Sri Lankan politician, Minister of Labour (2000–2001), Governor of Western Province (2002–2015)"
Alberto Remedios,81,British operatic tenor
Alejandro Jano Fuentes,45,"American singer (La Voz... México), shot"
Aleksei Zharkov,68,"Russian actor, liver disease"
Alex Govan,86,"Scottish footballer (Plymouth Argyle, Birmingham City)"
Alex Tamba Brima,44,"Sierra Leonean military commander (Armed Forces Revolutionary Council), convicted of war crimes and crimes against humanity during the Civil War"
Alexander Gorlov,85,Russian mechanical engineer
Alexander Litaay,67,"Indonesian ambassador, Ambassador to Croatia (since 2016), heart attack"
Alfonso Portugal,82,Mexican footballer (national team)
Alfred Oftedal Telhaug,81,Norwegian educationalist
Ali Lazrak,68,"Dutch politician, member of the House of Representatives (2002–2006), lung cancer"
Allah Dino Khaskheli,50,"Pakistani singer, traffic collision"
Allan Greenshields,90,"Australian football player (Carlton, St Kilda)"
Allan Paivio,91,Canadian psychologist
Alvin Endt,82,"American politician, member of the Mississippi House of Representatives (1984–1999)"
Alvin J. DeGrow,90,American politician
