Name,Age,Info
A. A. Raiba,94,Indian painter
A. V. Christie,53,"American poet, breast cancer"
Abe Segal,85,"South African tennis player, cancer"
Abu Firas al-Suri,65,"Syrian al-Nusra Front senior official, air strike"
Adrian Greenwood,42,"British art dealer and author, stabbed"
Agha Saleem,81,Pakistani writer
Ahmed Brahim,69,Tunisian politician
Ahmed Refai Taha,61,"Egyptian terrorist, leader of al-Gama'a al-Islamiyya, air strike"
Alan Carter,86,"British civil servant, Director of Immigration of Hong Kong (1983–1989)"
Alan Hurd,78,English cricketer
Alan Loveday,88,"New Zealand-born British violinist (Royal Philharmonic Orchestra, Academy of St Martin in the Fields)"
Albert Filozov,78,Russian actor
Alberto Fontanesi,87,Italian footballer
Alec Crikis,71,Australian Olympic sports shooter
Aleksander Arkuszyński,98,"Polish brigadier general, WWII veteran"
Alex de Jesús,33,"Puerto Rican professional and Olympic lightweight boxer (2004), shot"
Alexander Kanengoni,65,"Zimbabwean writer, heart failure"
Alfons Van den Brande,88,Belgian cyclist
Alphonsus F. D'Souza,76,"Indian Roman Catholic prelate, Bishop of Raiganj (since 1987), heart attack"
Alyson Bailes,67,"British diplomat, Ambassador to Finland (2000–2002)"
Amanullah Khan,82,"Pakistani Kashmir separatism activist (JKLF), COPD"
Amber Rayne,31,"American pornographic actress, accidental drug overdose"
Anatol Ciobanu,81,"Moldovan linguist, writer and university professor"
Anderson Agiru,54,Papua New Guinean politician
André Mayamba Mabuti Kathongo,85,"Congolese Roman Catholic prelate, Bishop of Popokabaka (1979–1993)"
André Villers,85,French photographer
Angela Flanders,88,British perfumer
Anne Gould Hauberg,98,"American arts patron, founder of the Pilchuck Glass School"
Anne Grommerch,45,"French politician, member of the National Assembly (since 2008), Mayor of Thionville (since 2014), breast cancer"
Anne Jackson,90,"American actress (The Shining, Folks!, Dirty Dingus Magee)"
Anne Wolden-Ræthinge,86,Danish author and journalist
Anthony Keane,87,American Olympic fencer (1968)
Aquilino Bonfanti,73,Italian footballer
Archie Dees,80,"American basketball player (Cincinnati Royals, Detroit Pistons)"
Ariffin Mohammed,74,Malaysian cult leader (Sky Kingdom)
Arne Elsholtz,71,German voice actor
Arnulfo Mejía Rojas,59,Mexican architect and Catholic priest
Arthur Anderson,93,"American actor (Courage the Cowardly Dog, Midnight Cowboy), voice of Lucky Charms leprechaun"
Artur Górski,46,"Polish politician, member of Sejm (since 2005), leukemia"
Attila Ferjáncz,69,"Hungarian racing driver, Hungarian Rally champion (1976–1982, 1985, 1990)"
Attila Özdemiroğlu,73,"Turkish composer, lung cancer"
Avril Henry,81,"British academic, suicide"
Balls Mahoney,44,"American professional wrestler (ECW, WWE, SMW), heart attack"
Banharn Silpa-archa,83,"Thai politician, Prime Minister (1995–1996), asthma"
Barbara Turner,79,"American actress (Soldier Blue) and screenwriter (Georgia, Pollock, The Company)"
Barry Davies,71,"British soldier and author, heart attack"
Barry Howard,78,"English actor (Hi-de-Hi!), blood cancer"
Bas van Erp,36,"Dutch wheelchair tennis player, Paralympic bronze medalist (2004)"
Bea Maddock,81,Australian artist
Ben-Zion Gold,92,Polish-born American rabbi
Benjamin Manglona,78,"Northern Mariana Islands politician, Lieutenant Governor (1990–1994), stroke"
Bernard B. Wolfe,101,"American politician, member of the Illinois House of Representatives (1965–1974)"
Bernd Hoss,76,German football manager
