Name,Age,Info
Aaron Pryor,60,"American light-welterweight boxer, WBA/IBF world champion (1980–1985), heart disease"
Abdel Kader Morchid,77,Moroccan footballer
Abdul Majid Cockar,93,"Kenyan judge, Chief Justice (1994–1997)"
Ahmad Salama Mabruk,59,"Egyptian leader of Jabhat al-Nusra, drone strike"
Alain Chevallier,68,"French motorcycle designer, cancer"
Alan Collins,88,English sculptor
Alan Hodgson,64,English cricketer (Northamptonshire)
Aleksandr Syomin,73,Soviet Azerbaijani footballer (Neftçi)
Alfred P. Smyth,74,Irish historian
Ali Hussein Shihab,55,Iraqi footballer (national team)
Alina María Hernández,46,Cuban-American transsexual actress
Alistair Urquhart,97,Scottish author and soldier (Gordon Highlanders)
Andrew Vicari,84,British painter
Andrzej Kopiczyński,82,Polish actor (Czterdziestolatek)
Andrzej Wajda,90,"Polish film director (Ashes and Diamonds, Man of Iron, Katyń), pulmonary failure"
Andy Hill,54,"American politician, member of the Washington Senate (since 2011), lung cancer"
Angeline Kopka,100,"American politician, member of the New Hampshire House of Representatives (2002–2010, 2012–2014)"
Anne Crookshank,89,Irish art historian
Anne Pashley,80,"British athlete and opera singer, Olympic silver medalist (1956)"
Antero Lumme,82,Finnish racing cyclist
Anthony Addabbo,56,"American actor (Guiding Light, Generations, The Bold & the Beautiful)"
Anthony Bryer,78,British historian
Anthony Foley,42,"Irish rugby union player and coach (Munster), acute pulmonary oedema"
Anthony Goodman,80,British medieval historian
Anton Jeyanathan,68,"Sri Lankan politician, traffic collision"
Anton Winkler,62,"German luger, Olympic bronze medalist (1980)"
Antoon Postma,87,Dutch anthropologist
Arne Hartman,76,Finnish diplomat
Arsen Pavlov,33,"Russian military officer, participant in the War in Donbas, IED explosion"
Arthur Z'ahidi Ngoma,69,"Congolese politician, vice-president of the transitional government (2003–2007)"
Avis Higgs,98,New Zealand artist
Barbara Kisseler,67,German culture manager and politician
Barbara Oliver Hagerman,73,"Canadian music teacher and public servant, Lieutenant Governor of Prince Edward Island (2006–2011), cancer"
Barbara Romack,83,American golfer
Barney Hartman,99,Canadian skeet shooter
Barry Stout,79,"American politician, member of the Pennsylvania House of Representatives (1971–1976) and Senate (1977–2010)"
Beata Bergström,95,Swedish photographer
Benedict Read,71,British art historian
Benjamin Creme,93,"Scottish artist, author and esotericist"
Bertrand M. Bell,86,"American physician, key figure in the Libby Zion Law legislation, kidney failure"
Betty Ann Kennedy,86,American bridge player
Betty Blayton-Taylor,79,"American artist, arts administrator, and co-founder of the Studio Museum in Harlem"
Bhumibol Adulyadej,88,"Thai monarch, King (since 1946)"
Bilge Tarhan,75,Turkish Olympic footballer
Bill Duckworth,98,Australian footballer
Bill Miller,86,"American javelin thrower, Olympic silver medalist (1952)"
Bill Warren,73,American film historian and critic
Bing Thom,75,"Hong Kong-born Canadian architect, brain aneurysm"
Birger Larsen,54,Danish film director (Dance of the Polar Bears)
Bjørn Lidin Hansen,27,"Norwegian footballer (Tromsø, Lyn), suicide"
Bob Blauner,87,American sociologist
Bob Hoover,94,American Air Force test pilot
Bob McCord,82,"Canadian ice hockey player (Boston Bruins, Detroit Red Wings)"
Bob Saunders,87,"American politician, member of the Florida Senate (1969–1971, 1973–1976)"
Bob Vanatta,98,"American college basketball coach (Missouri State, Memphis, Missouri)"
Bobby Burnett,73,"American football player (Buffalo Bills), pancreatic cancer"
Bobby Ellis,84,"Jamaican trumpeter, pneumonia-related illness"
Bobby Molloy,80,"Irish politician, TD (1965–2002)"
Bobby Vee,73,"American pop singer (""Rubber Ball"", ""Take Good Care of My Baby"", ""The Night Has a Thousand Eyes"") and actor, Alzheimer's disease"
Bobby Wellins,80,Scottish jazz saxophonist
Bohdan Hawrylyshyn,90,Ukrainian-born Canadian economist
Booneua Prasertsuwan,97,"Thai politician, Speaker of the House of Representatives (1995–1996)"
Bored Nothing,26,"Australian musician, suicide"
Brajbir Saran Das,90,"Indian politician, Chief administrative officer of Sikkim (1973-1974)"
Brian Bell,86,New Zealand ornithologist
Brian Hill,75,English footballer (Coventry City)
Brigit Pegeen Kelly,65,American poet
Brigitte Hamann,76,German-Austrian historian and author
Brock Yates,82,"American automotive journalist (Car and Driver) and screenwriter (Smokey and the Bandit II, The Cannonball Run), Alzheimer's disease"
Bruce Goodluck,83,Australian politician
Bruce Marshall,54,"American ice hockey coach (Connecticut Huskies, Franklin Pierce Ravens)"
Bryan Pearson,82,British-born Canadian politician
Bumphen Luttimol,86,Thai footballer
Burnet R. Maybank Jr.,92,"American lawyer and politician, Lieutenant Governor of South Carolina (1959–1963)"
C. Peter Wagner,86,American theologian and religious leader (New Apostolic Reformation)
Cai Qirui,102,"Chinese chemist, educator and academician (Chinese Academy of Sciences)"
Calvin Gotlieb,95,Canadian professor and computer scientist
Cameron Moore,25,American basketball player (Reyer Venezia Mestre)
Carlos Alberto Torres,72,"Brazilian football player and manager, world champion (1970), heart attack"
Caroline Crawley,53,"British singer and musician (Shelleyan Orphan, This Mortal Coil)"
Cecilia Hart,68,"American television and stage actress (Paris), ovarian cancer"
Cephas Msipa,85,Zimbabwean politician
Charles J. Stewart,93,American actor
Charles Wolf Jr.,92,"American economist, cardiac arrest"
Christian Erlandsen,90,"Norwegian politician, MP (1977–1985)"
Christiane Gilles,86,French trade unionist
Cirilo R. Almario,85,"Filipino Roman Catholic prelate, Bishop of Malolos (1977–1996)"
Clément Michu,79,"French actor (Commissaire Moulin, Thierry la Fronde)"
Colin George,87,Welsh actor (Coronation Street) and director
Colin Snedeker,80,"British-born American chemist (Crayola), inventor of the washable crayon"
Constantin Frățilă,74,Romanian footballer (FC Dinamo București)
Conxita Mora Jordana,61,"Andorran politician and businesswoman, Mayor of Andorra la Vella (1999-2003) and MP (2009-2011)"
Curly Putman,85,"American songwriter (""Green, Green Grass of Home"", ""D-I-V-O-R-C-E"", ""He Stopped Loving Her Today"")"
Curt Engelhorn,90,German billionaire businessman
Dan Johnston,77,American lawyer and politician
Daphne Odjig,97,Canadian First Nations artist
Dario Fo,90,"Italian playwright, Nobel Literature Prize laureate (1997)"
Dave Cash,74,British radio presenter
Dave Colclough,52,"Welsh professional poker player, cancer"
Dave Lanning,78,English sports commentator
David Abdulai,65,Ghanaian physician
David Antin,84,American poet and performance artist
David Bellini,43,"Italian screenwriter (Un medico in famiglia), lymphoma"
David Bunnell,69,"American businessman, writer and publisher (PC Magazine)"
David Herd,82,"Scottish footballer (Arsenal, Manchester United, national team)"
David Konstant,86,"English Roman Catholic prelate, Bishop of Leeds (1985–2004)"
David Nash,77,Welsh rugby union player
David Pope,54,"American basketball player (Kansas City Kings, Seattle SuperSonics)"
David Tyack,85,"American historian, Parkinson's disease"
Delia Davin,72,"English pioneer of Chinese women's studies, cancer"
Dennis Byrd,50,"American football player (New York Jets), traffic collision"
Des Ball,69,"Australian security and defence expert, cancer"
Dick Haugland,73,"American biochemist, brain cancer"
Dick Israel,68,"Filipino actor, complications from a stroke"
Dickie Jeeps,84,English rugby union player (Northampton Saints) and administrator (Sports Council)
Don Ciccone,70,"American singer-songwriter and musician (The Critters, The Four Seasons, Tommy James and the Shondells)"
Don Marshall,80,"American actor (Land of the Giants, Star Trek)"
Don Ringe,70,American journalist and documentary filmmaker
Donald C. Pogue,69,"American federal judge, U.S. Court of International Trade (1995–2014)"
Donald H. White,95,American composer
Donald M. Phillips,87,"Canadian politician, MLA for South Peace River"
Donn Fendler,90,American wilderness survivor
Doug Anderson,89,"New Zealand rugby league player (Auckland, national team)"
Doug Pyzer,93,Canadian football player (Toronto Argonauts)
Doug Slaten,36,American baseball player
Drew Nelson,60,"Northern Irish solicitor, politician, and Grand Secretary of the Grand Orange Lodge of Ireland"
Dylan Rieder,28,"American skateboarder and model, leukemia"
E. Lee Hennessee,64,American hedge fund manager
Ed McHugh,86,American Olympic soccer player
Edda Heiðrún Backman,58,"Icelandic actress (101 Reykjavík), motor neurone disease"
Eddie Applegate,81,"American actor (The Patty Duke Show, Easy A, A Ticklish Affair)"
Eddie O'Hara,80,"Scottish footballer (Falkirk, Everton, Barnsley)"
Eddy Christiani,98,Dutch musician and songwriter
Edgar Munhall,83,"American art historian, pancreatic and lung cancer"
Edouard Pliner,80,Russian figure skating coach
Edward A. Allworth,95,American historian
Edward Gorman,74,"American writer, multiple myeloma"
El Mongol,86,Mexican professional wrestler (GCW)
Elaine Lustig Cohen,89,American graphic designer
Elda Grin,88,Armenian writer and psychologist
Elena Santonja,84,Spanish television presenter
Emerson Stephen Colaw,94,"American theologian and prelate, Bishop of the United Methodist Church"
Eric Christiansen,79,British medieval historian
Eric Harold Mansfield,93,British aeronautical engineer
Erol Keskin,89,"Turkish footballer (Fenerbahçe, Adaletspor, national team)"
Eugeniusz Rudnik,83,Polish composer and sound engineer
Ewen Whitaker,94,British astronomer
Farouk Shousha,80,Egyptian poet
Fatim Jawara,19,"Gambian footballer (national team), drowned"
Fausto Cayambe,40,Ecuadorian politician
Felix Ungacta,78,"Guamanian politician, Mayor of Hagåtña (1981–2005)"
Fergus O'Brien,86,"Irish politician, TD (1973–1992), Lord Mayor of Dublin (1980–1981)"
