Name,Age,Info
Adam Bielański,103,Polish chemist and professor
Agnes Nixon,93,"American television writer and producer (One Life to Live, All My Children, Guiding Light)"
Agniva Lahiri,37,"Indian LGBT activist, liver failure"
Agostino Cossia,79,Italian Olympic boxer
Alan Cousin,78,"Scottish footballer (Dundee, Hibernian, Falkirk)"
Albert Hofstede,75,"American politician, Mayor of Minneapolis (1974–1975, 1978–1979), respiratory illness"
Alexis Arquette,47,"American actress (The Wedding Singer, Pulp Fiction, Lords of Dogtown), cardiac arrest"
Alfredo Peña,72,Venezuelan journalist and politician
Ali Javan,89,"Iranian-American physicist, heart attack"
Allister Sparks,83,"South African writer, journalist and political commentator"
Amin Yunis al Husseini,86,"Jordanian politician, Minister of Foreign Affairs and Social Welfare (1963–1965), Minister of Transport (1967–1970)"
Amy van Singel,66,American music journalist and radio host
Andrzej Szymczak,67,"Polish handball player, Olympic bronze medalist (1976)"
Andrzej Tarkowski,83,Polish embryologist
András Prékopa,87,Hungarian mathematician
Andy Gambucci,87,"American ice hockey player, Olympic silver medallist (1952)"
Ann Emery,86,"British actress (Billy Elliot, Julia Jekyll and Harriet Hyde)"
Anna Dewdney,50,"American children's author and illustrator, brain cancer"
Annie Pootoogook,47,"Canadian Inuk artist, drowned"
Anthony Ryle,89,English medical doctor
Anthony Xu Ji-wei,81,"Chinese clandestine Roman Catholic prelate, Bishop of Taizhou (since 2010)"
Antonina Seredina,87,"Soviet Russian sprint canoeist, Olympic champion (1960)"
Antonio Nuzzi,90,"Italian Roman Catholic prelate, Archbishop of Sant'Angelo dei Lombardi-Conza-Nusco-Bisaccia (1981–1988) and Teramo-Atri (1988–2002)"
António Barbosa de Melo,83,Portuguese lawyer and politician
António Mascarenhas Monteiro,72,"Cape Verdean politician, President (1991–2001)"
Arif Beg,81,"Indian politician, Bharatiya Janta Party leader"
Arne Melchior,91,"Danish politician, MP (1973–1975, 1977–2001), Transport Minister (1982–86)"
Arnie Schmautz,83,Canadian ice hockey player
Arnold Green,83,"New Zealand rugby league player (West Coast, national team)"
Arnold Palmer,87,American Hall of Fame professional golfer
Arquimínio Rodrigues da Costa,92,"Portuguese Roman Catholic prelate, Bishop of Macau (1976–1988)"
Arthur Harnden,92,"American sprinter, Olympic gold medalist (1948)"
Artyom Bezrodny,37,"Ukrainian-born Russian footballer (Spartak Moscow), heart attack"
Ashok Pai,69,"Indian psychiatrist and film producer, cardiac arrest"
Bahman Golbarnezhad,48,"Iranian Paralympic racing cyclist (2012, 2016), race collision"
