Name,Age,Info
Aaron W. Plyler,89,American politician
Abd al-Rahman Fakhri,79,Yemeni poet and literary critic
Abdul Jeelani,62,"American basketball player (Portland Trail Blazers, Dallas Mavericks)"
Aboud Jumbe,96,"Tanzanian politician, President of Zanzibar (1972–1984)"
Adi Sasono,73,"Indonesian politician, Minister of Cooperatives and Small Businesses (1998–1999)"
Adrian Enescu,68,Romanian composer
Aftab Ghulam Nabi Kazi,96,"Pakistani politician, Governor of the State Bank of Pakistan (1978–1986)"
Ahmed Zewail,70,"Egyptian-American scientist, laureate of the Nobel Prize in Chemistry (1999)"
Akhlaqur Rahman Kidwai,96,"Indian politician, Governor of Haryana (2004–2009), Rajasthan (2007), West Bengal (1998–1999), and Bihar (1979–1985, 1993–1998)"
Alan Bates,71,"American physician and politician, member of the Oregon House of Representatives (2001–2005) and Senate (since 2005)"
Alan Cuthbert,84,British pharmacologist
Alan Dossor,74,British theatre director
Alan Smith,77,English footballer (Torquay)
Albert Nicholas,85,American businessman and philanthropist
Alcindo,71,"Brazilian footballer (Grêmio), diabetes"
Alfredo Bowman,82,Honduran herbalist
Ali Baba,76,Pakistani writer
Alison Kelly,102,English art historian
Alison Piepmeier,43,"American writer, brain cancer"
Allen K. Ono,82,American army lieutenant general
Allen Kelley,83,"American basketball player, Olympic champion (1960)"
Alphons Egli,91,"Swiss politician, member of the Federal Council (1983–1989)"
Andre Hajdu,84,"Hungarian-born Israeli composer and educator (Tel Aviv University, Bar-Ilan University)"
Andreas Barkoulis,80,Greek actor
Andrew Florent,45,"Australian tennis player, colorectal cancer"
André Dehertoghe,75,"Belgian Olympic middle-distance runner (1968, 1972)"
André Melançon,74,Canadian film director
Ann Smyrner,81,Danish actress (Reptilicus)
Anna Kurska,87,"Polish politician, member of the Senate (2001–2007)"
Anne O'Brien,60,"Irish footballer (Reims, Lazio, Trani)"
Annet Nieuwenhuyzen,85,Dutch actress
Anthony Evans,73,South African cricketer
Anton Pronk,75,"Dutch footballer (Ajax, national team), amyotrophic lateral sclerosis"
Antonino Fernández Rodríguez,98,Spanish businessman
Antônio Eliseu Zuqueto,86,"Brazilian Roman Catholic prelate, Bishop of Teixeira de Freitas-Caravelas (1983–2005)"
Anđelko Klobučar,85,Croatian composer and organist
Art Demmas,83,American football official
Arthur Hiller,92,"Canadian-born American film director (Love Story, The Hospital, The In-Laws), President of AMPAS (1993–1997)"
B. Daniel Riley,70,"American politician, member of the Maryland House of Delegates (1999–2003, 2007–2011)"
B. E. Taylor,65,"American musician (""Vitamin L""), brain cancer"
Baby Dalupan,92,"Filipino basketball coach (Crispa, Great Taste, Purefoods), pneumonia"
Bambi Sheleg,58,"Chilean-born Israeli journalist and magazine editor, cancer"
Barendra Krushna Dhal,77,Indian journalist
Barry Chamish,64,Canadian-born Israeli writer
Barry Hollowell,68,"Canadian Anglican prelate, Bishop of Calgary (1999–2005)"
Barry Jenner,75,"American actor (Star Trek: Deep Space Nine, Dallas, Family Matters), acute myeloid leukemia"
Barry Myers,79,British advertising filmmaker
Basia Frydman,70,Polish-born Swedish actress (The Slingshot)
