Name,Age,Info
Abbas Babaei,36,"Iranian pilot, brigadier-general in Islamic Republic of Iran Air Force, shot down"
Abu Sayeed Chowdhury,66,"President of Bangladesh, chairman of U.N. Commission on Human Rights, heart attack"
Alberto Socarras,78,Cuban-American flautist
Alexander Ziegler,43,"Swiss author and actor, suicide"
Anatoli Papanov,64,"Soviet actor, heart attack"
Andrei Mironov,46,"Soviet actor, complications from mis-administered drug"
Andrew D. Holt,82,"American educator, president of the University of Tennessee"
Angelo Francesco Lavagnino,78,Italian composer of film scores
Antti Rantamaa,82,"Finnish priest, member of Finnish Parliament"
Archie Campbell,72,"American comedian and writer, heart attack"
Arne Brustad,75,"Norwegian international footballer (Lyn Fotball, Norway) and Olympic medalist"
August Miete,78,"Nazi German SS member and mass murderer, sentenced to life imprisonment"
Bayard Rustin,75,"American civil and gay rights activist, perforated appendix"
Ben Branch,59,"American entrepreneur, jazz tenor saxophonist and bandleader"
Benson Fong,70,"American actor, stroke"
Bernadene Hayes,75,"American film and television actress (Some Like It Hot, Dick Tracy's Dilemma), heart problems"
Bernard Fagg,71,British archaeologist and museum curator
Brewster Mason,64,"English actor, injuries from a fall"
Camille Chamoun,87,"Lebanese politician, President of Lebanon, heart attack"
Carlos Cossio,84,"Argentinian university reformer, lawyer and professor"
Carlos Drummond de Andrade,84,"Brazilian poet and writer, heart attack"
Charles H. Wesley,95,"American historian, minister and author"
Charlie Smalls,43,"American composer and songwriter, burst appendix"
Clara Peller,85,"Russian-born American manicurist and television personality, heart failure"
Clarence Brown,97,"American film director (Anna Karenina, National Velvet), kidney failure"
Clement Howell,51,"Turks and Caicos politician, presumed airplane crash"
Crystal Bennett,68,"British archaeologist, founded the British Institute in Amman, liver disease"
Dambudzo Marechera,35,"Zimbabwean novelist, playwright and poet, pulmonary disorder"
Dan Sandifer,60,"American NFL player (Washington Redskins), heart disease"
Danilo Blanuša,83,"Yugoslavian mathematician, physicist and engineer, professor at the University of Zagreb"
David A. Martin,50,"American founding member and bass player for Sam the Sham, heart attack"
David N. Johnson,65,American organist and composer
Dick Farney,65,"Brazilian jazz pianist, composer and singer"
Dick Young,69,American sportswriter (New York Daily News)
Didier Pironi,35,"French racing driver and power boat racer, powerboat racing accident"
Dmitri Klebanov,69,Ukrainian composer
Dorothy Adlington Cadbury,94,English botanist and director of confectionery company Cadbury
Dorothy Hammerstein,88,"Australian-born American interior designer and decorator, wife of Oscar Hammerstein II"
Dorothy Hughes,77,English-born Kenyan architect and politician
Douglas Byng,94,English comic singer and songwriter
Edgar Rosenberg,61,"German-born British film and television producer, suicide"
Edmund Germer,85,"German inventor, father of the fluorescent lamp"
Edward Cowart,62,"American circuit judge, heart attack"
Edwin Barnard Martin,68,Canadian member of the British Free Corps in Nazi Germany
Eugene Bordinat,67,American automobile designer and corporate executive (Ford Motor Company)
F. Herrick Herrick,85,American film director
Fatime Sokoli,39,Albanian folk music singer
Fergus Bowes-Lyon,58,"British nobleman and peer, heart attack"
Fernando Ramos da Silva,19,"Brazilian actor (Pixote), police shootout"
Frances Mary Albrier,88,American civil rights activist
Frank Beswick,75,"British politician, deputy leader of the House of Lords"
Frank Stojack,75,"Canadian-born NFL footballer (Brooklyn Dodgers), wrestler (world champion), Alzheimer's disease"
Garrick Agnew,56,"Australian swimmer, businessman and dual Olympian, heart attack"
Gary Chester,62,American studio drummer and author
Georg Wittig,90,"German chemist (Wittig reaction), Nobel laureate in Chemistry"
George Mikes,75,"Hungarian-born British journalist and writer, leukemia"
Georgios Athanasiadis-Novas,94,"Greek politician, Prime Minister of Greece, heart failure"
Glesca Marshall,80,American actress
Griselda Allan,81,English artist
Hanna Greally,63,"Irish writer, incarcerated against her will in psychiatric hospital for 18 years"
Harold McCluskey,75,"American chemical operations technician and radiation survivor, coronary artery disease"
Harold Samuel,75,British founder of Land Securities
Harold Sherman,89,"American writer and ""parapsychologist"""
Hayden Rorke,76,"American actor (I Dream of Jeannie), multiple myeloma"
Heinz Schubert,73,Nazi German SS officer and war criminal
Henry Morgan,80,Irish first-class cricketer
Howdy Forrester,65,American bluegrass fiddler
Hoàng Cơ Minh,52,"Vietnamese Navy commodore-admiral, leader of anti-communist resistance"
Héctor Abad Gómez,66,"Colombian doctor, university professor and human rights leader, murdered"
Ira C. Eaker,91,U.S. Army Air Forces general during World War II
Irving Thalberg Jr.,56,"American author, son of Norma Shearer, cancer"
Irwin Schiff,50,"American businessman and mob associate, murdered"
Ivan Mykolaichuk,46,Ukrainian actor and screenwriter (Shadows of Forgotten Ancestors)
Ivan Svanidze,59,German-born Soviet academic specialising in agriculture and African Studies
Jaap van Praag,77,"Dutch football administrator, chairman AFC Ajax, traffic accident"
Jack Young,62,"Australian motorcycle speedway rider, Speedway World Champion"
Jaime Ferrer,70,"Filipino lawyer, guerrilla and politician, Secretary of Local Government, assassinated"
Jean Schlumberger,80,French jewellery designer
Jeanne Boitel,83,"French film actress, member of French Resistance"
Jesse M. Unruh,64,"American politician, minority leader and speaker of the California State Assembly, prostate cancer"
Joan Haythorne,72,British actress
John C. Sjogren,71,"American soldier in the U.S. Army, Medal of Honor recipient, cancer"
John Goddard,68,"Barbadian cricketer, captain of West Indies Test team"
John Huston,81,"American film director and actor (The Maltese Falcon, The African Queen, Moulin Rouge), pneumonia"
John Milton Bryan Simpson,84,American circuit judge
John Ortell Kingston,68,"American Trustee of the Davis County Cooperative Society, Utah"
John R. Napier,70,"British primatologist, paleoanthropologist and physician"
John W. Wydler,63,"American politician, member of U.S. House of Representatives, heart attack"
Joseph Desch,80,American electrical engineer and inventor
Joseph P. Lash,77,"American political activist, journalist and writer (Pulitzer Prize winner), heart ailment"
José Bueno y Monreal,82,"Spanish cardinal, Roman Catholic archbishop of Seville"
Julián Gorkin,86,"Spanish revolutionary socialist, leader of the Workers' Party of Marxist Unification"
K. K. Shetty,86,"Indian politician, Member of Parliament"
Keerthisena Abeywickrama,53,"Sri Lankan politician, member of parliament, grenade attack"
Kenny Price,56,"American country music singer, songwriter and actor, heart attack"
Konstantin Aleksandrov,67,Soviet sailor and Olympian
Laurence Hyde,73,"English-born Canadian film maker, painter and graphic artist"
Laxmi Narayan Mishra,83,Indian Hindi play writer
Lee Marvin,63,"American film and television actor (The Dirty Dozen, The Big Heat), heart attack"
Lena Küchler-Silberman,77,Polish member of the Jewish resistance
Lenore Lonergan,59,"American stage and film actress, cancer"
Leon Berkowitz,75,"American artist, cancer"
Leon Keyserling,79,"American economist and lawyer, chairman of the Council of Economic Advisers"
Leonard Caston,70,"American blues pianist and guitarist, heart disease"
Lester Gaba,80,"American sculptor and writer, colon cancer"
Li Fang-Kuei,85,Chinese linguist
Lillian Chase,93,"Canadian physician, researcher in the treatment of diabetes"
Louis Scutenaire,82,Belgian French-language poet and anarchist
Léon Noël,99,"French diplomat and politician, ambassador to Poland"
