Name,Age,Info
Abdou Nef,18,"Algerian footballer, traffic collision"
Abelardo Estorino,88,"Cuban dramatist, director, and theater critic"
Ace Parker,101,"American football (Brooklyn Dodgers) and baseball player Philadelphia Athletics, member of the Pro Football Hall of Fame"
Adolfo Constenla Umaña,65,"Costa Rican philologist and linguist, cancer"
Agim Zajmi,76,Albanian painter
Al Forman,85,American baseball umpire
Al Plastino,91,"American comic book artist (Superman), prostate cancer"
Al Ruscio,89,"American actor (The Godfather Part III, Showgirls)"
Albert Chaumarat,86,French cyclist
Alec Reid,82,Irish priest and peacemaker
Aleksandr Komarov,90,Russian world champion ice hockey player (1954)
Aleksandr Serebrov,69,Soviet cosmonaut
Alfred Monnin,93,Canadian judge
Alfred Umgeher,87,Austrian sprint canoer
Allan Blank,87,"American composer, brain tumor"
Amanchi Venkata Subrahmanyam,56,"Indian actor, liver failure"
Amedeo Amadei,92,Italian international footballer
Amparo Rivelles,88,Spanish actress
Andrew Semple,101,British medical officer
Andro Linklater,68,"Scottish writer and historian, heart attack"
André Filippini,89,Swiss businessman and Olympic bronze medalist bobsledder (1952)
Anne Barton (Shakespearean scholar),80,British Shakespearean scholar
Antigoni Valakou,83,Greek theatre actress
Antoni Tomiczek,98,Polish World War II pilot
Antonio J. Marino,92,"American politician, Mayor of Lynn, Massachusetts (1972–1973, 1976–1985)"
Arik Einstein,74,"Israeli singer, songwriter and actor, aortic aneurysm"
Arnaud Coyot,33,"French cyclist, traffic collision"
Arne Pedersen,82,"Norwegian footballer (Fredrikstad, national team)"
Arnold Rosner,68,American classical music composer
Arvid Johanson,84,"Norwegian politician and newspaper editor, Minister of Petroleum and Energy (1980–1981)"
Atilla Karaosmanoğlu,81,"Turkish economist and politician, Deputy Prime Minister (1971), respiratory failure"
Attilio Bravi,77,Italian Olympic long jumper (1960)
Augustine,58,"Indian actor, renal failure"
Austin Ikin,83,South African Olympic rower
Austin John Marshall,76,English record producer and artist
Avraham Verdiger,92,Israeli politician
Babe Birrer,85,"American baseball player (Detroit Tigers, Baltimore Orioles, Los Angeles Dodgers)"
Baku Mahadeva,91,Sri Lankan civil servant
Baldassare Porto,90,Italian Olympic sprinter (1952)
Barbara Handman,85,"American political consultant and Broadway theatre preservationist, complications from Alzheimer's disease"
Barbara Lawrence,83,American actress (Oklahoma!) and businesswoman
Barbara Park,66,"American author of children's books (Junie B. Jones), ovarian cancer"
Beatrice Kemmerer,83,American AAGPBL baseball player
Bennett Masinga,48,South African footballer
Bennett Reimer,81,American music professor
Bernard Parmegiani,86,French composer
Bernard Roberts,80,English pianist
Beth MacKenzie,53,Canadian nurse and politician
Betty Hill,76,"Canadian politician, diabetes"
Beyle Schaechter-Gottesman,93,Austrian-born American Yiddish language poet and folk singer
Bill Beall,91,American football coach (LSU Tigers)
Bill Foulkes,81,"English footballer (Manchester United, England)"
Bill Lawrence,82,German-born American electric guitar designer and maker
Billy Hardwick,72,"American ten-pin bowler, heart attack"
Bob Beckham,86,American music publisher and country singer
Bob Bentley,84,"Canadian politician, consequences of a vehicle accident"
Bob Jake,90,American basketball player and doctor.[citation needed]
Bob Kiley,80,American ice-hockey player
Bobby Thomason,85,"American football player (Philadelphia Eagles), heart failure"
Bracha Qafih,90,"Israeli rabbanit, recipient of the Israel Prize (1999)"
Bram van der Lek,82,"Dutch politician, MP (1967–1971, 1972–1978), Senator (1983–1984), member of the European Parliament (1984–1989)"
Brian Dawson,74,British folk singer and song collector
