Name,Age,Info
A K Azizul Huq,84,"Bangladeshi civil servant, Comptroller and Auditor General (1983–1989)"
Aarne Nuorvala,101,Finnish jurist
Abdul Razak Abdul Hamid,88,"Malaysian academic, sole Malaysian survivor of Hiroshima atomic bomb"
Abu Zahar Ithnin,74,"Malaysian politician, complications from kidney disease"
Adhemar Esquivel Kohenque,82,"Bolivian Roman Catholic prelate, Bishop of Tarija (1995–2004)"
Adrian Shepherd,74,British cellist
Ahmed Rushdi,89,Egyptian interior minister (1984–1986)
Akitsugu Amata,85,Japanese swordsmith
Alan Hunt,85,"Australian politician, member of the Victorian Legislative Council (1961–1992)"
Alan Whicker,91,"British journalist and broadcaster (Whicker's World), bronchial pneumonia"
Albert Dehert,91,Belgian footballer (K. Berchem Sport)
Aldo Calderón van Dyke,45,"Honduran journalist and news anchor, poisoning"
Aleksandar Lilov,80,Bulgarian politician and philosopher
Alex Colville,92,Canadian painter
Alfred Rozelaar Green,96,British artist
Ali Hayan,63,Somali politician
Ali Maow Maalin,59,"Somali health worker, last person to survive smallpox, malaria"
Alice Masak French,83,"Canadian Inuvialuit author, poet and artist"
Alvis Wayne,75,"American rockabilly musician, liver cancer"
Ama Quiambao,65,"Filipino actress, heart attack"
Amar Bose,83,"American audio executive, founder of Bose Corporation"
Amar Roy Pradhan,82,"Indian politician, MP for Cooch Behar (1977–1999), West Bengal MLA for Mekhliganj (1962–1977)"
Ana Emilia Lahitte,91,Argentine writer
Anatoly Budayev,44,Belarusian footballer
Andrea Antonelli,25,"Italian motorcycle racer (World Supersport Championship), race collision"
Andrea Veneracion,84,"Filipino singer, National Artist (1999), founder of the University of the Philippines Madrigal Singers"
Andrew Lackey,29,"American murderer, execution by lethal injection"
Andrew Nori,60,"Solomon Islands politician and coup leader, Minister for Home Affairs (1984–1988), Minister for Finance (1993–1994)"
Andrzej Czyżniewski,59,"Polish footballer, heart attack"
André Grobéty,80,Swiss footballer
Anna Wing,98,"British actress (EastEnders, Son of Rambow)"
Anthony G. Bosco,85,"American Roman Catholic prelate, Bishop of Greensburg (1987–2004)"
Anthony Llewellyn,80,Welsh-born American chemist and astronaut candidate (NASA)
Anton Antonov-Ovseyenko,93,Russian historian and writer
Antoni Ramallets,89,Spanish footballer
Antonio Moreno Casamitjana,86,"Chilean Roman Catholic prelate, Archbishop of Concepción (1989–2006)"
Antonio Vidal Fernández,85,Cuban artist
Antun Kropivšek,88,Croatian Olympic gymnast
Arlan Stangeland,83,"American politician, member of the U.S. House of Representatives from Minnesota (1977–1991) and the Minnesota House of Representatives (1966–1975)"
Armand Baeyens,85,Belgian racing cyclist
Armand Gaudreault,91,Canadian ice hockey player (Boston Bruins)
Arne Eriksen,95,Norwegian footballer
Arthur J. Collingsworth,69,"American diplomat, complications of bone marrow cancer"
Artur Hajzer,51,"Polish climber, fall"
Arturo Cruz,89,Nicaraguan economist and politician
Arun Nehru,69,Indian politician
Audrey Amiss,79,British artist
Augustus Rowe,92,"Canadian physician and politician, Newfoundland and Labrador MLA for Carbonear (1971–1975)"
Awadh Kishore Narain,88,Indian historian
Azelio Manzetti,84,"Italian prelate, Chief Chaplain of the Sovereign Military Order of Malta"
Bana,81,"Cape Verdean morna singer and musician, multiple organ failure"
Barbara Erickson London,93,American pilot
Barbara Robinson,85,"American children's author (The Best Christmas Pageant Ever), cancer"
Barbara Robotham,77,English mezzo-soprano and voice teacher
Barnaby Jack,35,"New Zealand computer specialist and security researcher, heroin, cocaine, Benadryl, and Xanax overdose"
Barun De,80,Indian historian and academic
Belal Muhammad,77,Bangladeshi radio broadcaster and independence activist
Bellino Giusto Ghirard,78,"French Roman Catholic prelate, Bishop of Rodez (1991–2011)"
Ben Pucci,88,American football player
Bengt Hallberg,80,Swedish jazz pianist
Benjamin Walker,99,Indian-born British author
Bent Schmidt-Hansen,66,Danish footballer (PSV Eindhoven)
Berhanu Dinka,78,"Ethiopian diplomat and economist, Ambassador to Djibouti, Canada, the U.S. and the United Nations, cancer"
Berna Carrasco,98,Chilean chess master
Bernadette Lafont,74,"French actress (The Mother and the Whore, An Impudent Girl, Le Beau Serge), cardiac arrest"
Bernard Codd,79,British motorcycle racer
Bernard Vitet,77,French jazz musician and composer
Bernardine Bishop,73,"English novelist and teacher, colon cancer"
Bernie Nolan,52,"Irish singer (The Nolans) and actress, breast cancer"
Bert Trautmann,89,"German footballer (Manchester City), heart failure"
Bertha Becker,82,Brazilian geographer
Berthold Beitz,99,"German industrialist (ThyssenKrupp), member of IOC (1972–1988)"
Bill Warner,44,"American motorcycle racer, set land speed record on a conventional motorcycle (2011), motorcycle collision"
Billy Cross,84,"American football player (Chicago Cardinals, Toronto Argonauts)"
Billy Lewis,90,Welsh professional footballer
Bob Hardesty,82,"American speechwriter (Lyndon B. Johnson), heart failure"
Bob Savage,91,"American baseball player (Philadelphia Athletics, St. Louis Browns)"
Bobby Crespino,75,"American football player (Cleveland Browns, New York Giants)"
Brett Walker,51,"American songwriter, musician and record producer"
Brian Sollitt,74,"British inventor, heart attack"
Briony McRoberts,56,"British actress (Take the High Road), hit by train"
Bud Asher,88,"American politician and football coach, Mayor of Daytona Beach, Florida (1995–2003)"
Bud Day,88,"American USAF commander (Vietnam War), Medal of Honor recipient"
Buland Iqbal,83,Pakistani composer
C. Perumal,62,"Indian politician, Tamil Nadu MLA for Yercaud (1989–1996, since 2011), cardiac arrest"
Camilla Odhnoff,85,"Swedish politician, Governor of Blekinge County (1974–1992)"
Carlotta Nobile,24,"Italian art historian, violinist, writer and blogger, melanoma"
Caroline Duby Glassman,90,"American judge, first woman appointed to the Maine Supreme Judicial Court (1983–1997)"
Cecil Alexander,95,American architect
Chandrika Prasad Srivastava,93,"Indian civil servant, Chairman of the SCI, Secretary General of the IMO, recipient of the Padma Vibhushan (2009)"
Charles A. Hines,77,"American military officer, commander of Fort McClellan (1989–1994), heart attack"
Charles Foley,82,"American toy and board game inventor, co-creator of Twister, complications from Alzheimer's disease"
Charles Quinn,82,"American journalist (NBC News), heart failure"
Charles Sowa,80,Luxembourgish race walker and coach
Chase,13,"American golden retriever, bat dog and mascot for the Trenton Thunder, cancer"
Chiwoniso Maraire,37,"Zimbabwean Mbira singer, lung infection"
Christian Benítez,27,"Ecuadorian footballer (El Jaish SC, Birmingham City), cardiac arrest"
Christoph Scriba,83,German historian of mathematics
Claude Arabo,75,French Olympic fencer (1964)
Claude Croté,75,Belgian footballer
Claudiney Ramos,33,"Brazilian-born Equatorial Guinean footballer, malaria"
Cleto Maule,82,Italian cyclist
Clinton Pattea,82,"American politician, President of the Fort McDowell Yavapai Nation"
Colin Bennetts,72,"British Anglican prelate, Bishop of Coventry (1998–2008), brain tumour"
Colm Murray,61,"Irish sports journalist and broadcaster (RTÉ), motor neurone disease"
Concha García Campoy,54,"Spanish radio and television journalist, leukemia"
Corey Maclin,43,"American television broadcaster, announcer, play-by-play commentator and politician, car crash"
Cory Monteith,31,"Canadian actor (Glee, Kyle XY, Monte Carlo) and singer, heroin and alcohol overdose"
Curtis Harnack,86,"American non-fiction author, President of Yaddo (1971–1987)"
Daniel Wegner,65,Canadian-born American social psychologist
Dave Hickson,83,British footballer
David Cargo,84,"American politician, Governor of New Mexico (1967–1971), member of the New Mexico House of Representatives (1963–1967), complications from a stroke"
David Collins,57,"Irish restaurant designer (Gordon Ramsay at Royal Hospital Road, The Wolseley), skin cancer"
David Halvorson,64,"American politician, member of the Montana House of Representatives (since 2013), cancer"
David Johnson,67,"British racehorse owner (Comply or Die), cancer"
David Spenser,79,"Sri Lankan-born British radio play performer (Just William), actor and producer"
David Stockings,67,English cricketer (Norfolk)
Davie White,79,"Scottish football player and manager (Clyde, Rangers, Dundee)"
Dennis Burkley,67,"American actor (King of the Hill, The Doors, Murphy's Romance), heart attack"
Dennis Farina,69,"American actor (Law & Order, Snatch, Midnight Run), pulmonary embolism"
Denys de La Patellière,92,French film director (Marco the Magnificent) and novelist
Derek Brown,80,Scottish rugby union player
Derek Percy,64,Australian suspected serial killer and convicted child killer
Det de Beus,55,"Dutch Olympic field hockey champion (1984) and bronze medal-winner (1988), cancer"
Dick Gray,81,"American baseball player (Los Angeles Dodgers, St. Louis Cardinals)"
Dicky Mayes,90,English cricketer
Djalma Santos,84,"Brazilian footballer, two-time World Cup winner (1958, 1962), complications from pneumonia"
Dominguinhos,72,"Brazilian composer and singer, infection and cardiac complications"
Don Flye,80,American tennis player
Don McIntyre,98,Australian football player (Carlton Football Club)
Don Wilbanks,86,American actor
Donald J. Irwin,86,"American politician, member of the U.S. House of Representatives from Connecticut (1959–1961, 1965–1969), heart failure"
Donald Symington,88,"American actor (Annie Hall, Mighty Aphrodite), Parkinson's disease"
Douglas Dayton,88,"American retail executive, founder of Target Corporation, cancer"
Douglas Engelbart,88,"American scientist, inventor of the computer mouse, kidney failure"
Douglas Manley,91,"Jamaican politician, MP for South Manchester (1972–1976)"
Draga Matković,105,Croatian-born German classical pianist
Dragan Babić,76,Serbian journalist
Drungo Hazewood,53,"American baseball player (Baltimore Orioles), cancer"
Duane Berentson,84,"American politician, member of the Washington House of Representatives (1962–1980), director of the WSDOT (1981–1993)"
Duilio Marzio,89,"Argentinian actor, cardiac arrest"
Earl Barbry,62,"American Tunica-Biloxi tribal leader, Chairman (since 1978), cancer"
Earl Gros,72,"American football player (Green Bay Packers, Philadelphia Eagles)"
Edmund Morgan,97,American historian and author
Edna Cisneros,83,American lawyer
Efstathios Alexandris,92,"Greek lawyer and politician, MP (1977–1989), Minister of Justice (1981–1982), Minister for Mercantile Marine (1985–1987)"
Egbert Brieskorn,77,German mathematician
Eileen Brennan,80,"American actress (The Last Picture Show, Private Benjamin, Clue), Emmy winner (1981), bladder cancer"
Eko Maulana Ali,61,"Indonesian politician, Governor of Bangka Belitung (since 2007), complications from kidney disease"
Elaine Morgan,92,"Welsh writer, feminist and evolutionary theorist (The Aquatic Ape)"
Elmer T. Lee,93,American drink distiller
Emik Avakian,90,American inventor
Emile Griffith,75,"U.S. Virgin Island boxer, world middleweight, junior middleweight and welterweight champion, complications from dementia"
Emilio Croci-Torti,93,Swiss cyclist
Enrique Beotas,58,"Spanish journalist and writer, injures from Santiago de Compostela derailment"
Erik Ahldén,89,Swedish Olympic long-distance runner (1948)
Ernie Ernst,88,American assistant district attorney
Ersilio Tonini,99,"Italian Roman Catholic prelate, Bishop of Macerata-Tolentino (1969–1975), Archbishop of Ravenna (1975–1990), and Cardinal (since 1994)"
Eugene Parks Wilkinson,94,"American naval officer and nuclear power advocate, first CO of the USS Long Beach, founding CEO of the Institute of Nuclear Power Operations"
Eunice Macaulay,90,British-born Academy Award–winning animator
F. John Clendinnen,88,Australian philosopher of science
Fasliyev,16,American Thoroughbred racehorse and active sire
Fawzia Fuad of Egypt,91,"Egyptian royal, Queen consort of Iran (1941–1948)"
Fernando Alonso,98,"Cuban ballet dancer, founder of National Ballet"
Flemming Hansen,64,Danish Olympic handball player (1972)
Florentinus Sului Hajang Hau,64,"Indonesian Roman Catholic prelate, Bishop of Samarinda (1993), Archbishop of Samarinda (since 2003)"
Francis Ray,68,American writer
Francis X. Kane,94,American space engineer
Frank Castillo,44,"American baseball player (Chicago Cubs), drowning"
Frank Moretti,69,American academic. (death announced on this date)
Frank Morriss,85,"American film editor (Romancing the Stone, Short Circuit, Blue Thunder)"
Frank Woodrow Wilson,89,"American politician, member of Louisiana House of Representatives"
François Xavier Nguyên Quang Sách,88,"Vietnamese Roman Catholic prelate, Bishop of Đà Nẵng (1988–2000)"
Fred Dretske,80,American philosopher and epistemologist
Fred Taylor,93,"American football coach (Texas Christian University, 1967–1970)"
Fritz Griesser,84,Swiss Olympic sprinter
Gail Levin,67,"American documentary film director, breast cancer"
Garry Davis,91,American peace activist
Gary Shearston,74,"Australian singer and songwriter, stroke"
Gaétan Soucy,54,"Canadian novelist, heart attack"
Geeto Mongol,82,"Canadian professional wrestler (Stampede Wrestling, WWWF)"
Gene Wettstone,100,"American gymnastics coach (Penn State University, USA Gymnastics)"
George Kinzie Fitzsimons,84,"American Roman Catholic prelate, Bishop of Salina (1984–2004)"
George Lyn,81,"Jamaican politician, MP for North Central Clarendon (1993–2002), complications from a heart attack"
George P. Mitchell,94,"American businessman, real estate developer, and pioneer of shale gas technology"
George Scott,69,"American baseball player (Boston Red Sox, Milwaukee Brewers)"
George Smith,92,British footballer (Manchester City)
George Weissbort,85,Belgian-born British artist
Gerald W. Thomas,94,"American academic, President of New Mexico State University (1970–1984)"
Godfrey Stafford,93,British physicist
Gokulananda Mahapatra,92,Indian science fiction and children's author
Gordon Belcourt,68,American Blackfeet tribal executive and social advocate
Gordon McKenzie,86,"American Olympic long distance runner (1956, 1960)"
Graeme Farrell,70,Australian cricketer
Graham Murray,58,"Australian rugby league player and coach, complications from a heart attack"
Gregory Carroll,35,"American operatic tenor, heart attack"
Guido Breña López,82,"Peruvian Roman Catholic prelate, Bishop of Ica (1973–2007)"
Gwyn Hanssen Pigott,77,"Australian ceramicist, stroke"
Hamilton Nichols,88,American NFL football player
Hans Tanzler,86,"American politician, mayor of Jacksonville, Florida (1967–1979)"
Harley Flanders,87,American mathematician
Harry Smith,94,American football player (Detroit Lions) and coach (Saskatchewan Roughriders)
Hassan Pakandam,79,Iranian Olympic boxer (1964)
Helen Thomas,92,"American journalist and author, member of the White House press corps"
Henri Alleg,91,British-born French-Algerian journalist
Henri Julien,84,French car industrialist (Automobiles Gonfaronnaises Sportives)
Henry Braden,68,"American politician, member of the Louisiana State Senate (1978–1984), heart failure"
Henryk Baranowski,70,Polish actor
Herb Kaplow,86,"American news correspondent (NBC News, ABC News), stroke"
Herbert M. Allison,69,"American financial executive (Merrill Lynch), Assistant US Secretary of the Treasury (2009–2010), oversaw TARP, heart attack"
Hilda Clayton,22,"American combat photographer, mortar shell explosion"
