Name,Age,Info
A. R. Shaw,91,"American politician, member of the North Dakota House of Representatives"
A.B.C. Whipple,94,American journalist and author
Aasia,60,Pakistani film actress
Abdul Jalil,74,"Bangladeshi politician, MP for Naogaon District"
Adalin Wichman,91,"American sculptor, designer of the Eclipse Award Trophy"
Adeline Smith,95,"American Lower Elwha Klallam Tribe elder, developed the Klallam language alphabet and first dictionary"
Ahmad Sayyed Javadi,95,"Iranian political activist and politician, Minister of Justice (1979), Minister of Interior (1979)"
Ahmed Zaman Chowdhury,65,"Bangladeshi film journalist, screenwriter and lyricist, road accident"
Akio Johnson Mutek,55,"South Sudanese Roman Catholic prelate, Bishop of Torit (since 2007), kidney failure"
Alfred Post,86,German Olympic footballer (1952)
Alfredo De Gasperis,79,"Italian-born Canadian businessman, founder of ConDrain"
Ali Al Numairy,55,"Emirati plastic surgeon, traffic accident"
Ali İhsan Karayiğit,85,Turkish football player
Alvin Lee,68,"British guitarist (Ten Years After), complications from surgery"
Andrei Panin,50,Russian actor
André Fontaine,91,French historian and journalist
Angelo Ingrassia,89,"American judge, member of the New York Supreme Court (1982–1999)"
Angelo J. Arculeo,89,American politician
Angus Carmichael,87,Scottish footballer
Antal Megyerdi,73,Hungarian Olympic cyclist
Anthony Lewis,85,"American journalist (The New York Times), winner of Pulitzer Prize (1955, 1963), kidney and heart failure"
Anton Bühler,90,Swiss Olympic equestrian
Antonio Manganelli,62,"Italian police chief, head of Polizia di Stato (since 2007), complications of cancer"
Aníbal Paz,95,Uruguayan footballer
Aramais Sahakyan,76,Armenian writer and politician
Archie Thompson,93,American Yurok native elder
Art Malone,76,"American drag racer, Indy car driver, and dragstrip owner, injuries sustained in an airboat collision"
Art Phillips,82,"Canadian politician, MP for Vancouver Centre (1979–1980), Mayor of Vancouver (1973–1977)"
Arthur Storch,87,"American theatrical director and actor, founder of Syracuse Stage"
Audrey McElmury,70,"American racing cyclist, female UCI Road World champion (1969)"
Barbara Anderson,86,New Zealand author
Barbara Goldschmidt,91,Israeli painter
Barrie Dobson,81,British historian
Beatriz Consuelo,80,Brazilian-born Swiss ballerina and dance instructor
Bebe Lee,96,American basketball coach and administrator
Bebo Valdés,94,"Cuban pianist, bandleader, composer and arranger, Alzheimer's disease"
Ben Goldfaden,99,American basketball player (Washington Capitols)
Bernard Cheese,88,British painter and printmaker
Bernard Green,60,"British priest and historian, heart attack"
Bernarda Vásquez Méndez,95,"Costa Rican suffragist, first country's female to vote"
Betty Marshall,94,"American politician, first female Mayor of York, Pennsylvania (1978–1982)"
Bill Dankbaar,60,Australian Olympic rower
Bill Walsh,90,Irish hurler (Kilkenny GAA)
Bill Walters,69,"American politician, member of the Arkansas Senate (1982–2000), pancreatic cancer"
Bjørn Skau,84,"Norwegian politician, Minister of Justice and the Police (1981)"
Blaster Al Ackerman,73,American writer and artist
Bob Clarke,87,"American illustrator (Mad magazine), complications of pneumonia"
Bob Colston,84,"British sports broadcaster, heart failure"
Bob Teague,84,"American college football player and television journalist, T-cell lymphoma"
Bob Turley,82,"American baseball player (Baltimore Orioles, New York Yankees), World Series MVP (1958), liver cancer"
Bobby Parks,51,"American basketball player and coach (Shell Turbo Chargers, University of Memphis), PBA Hall of Fame (2009), laryngeal cancer"
Bobby Rogers,73,"American soul singer and songwriter (The Miracles), complications from diabetes"
Bobby Smith,76,"American singer (The Spinners), complications of influenza and pneumonia"
Bonnie Franklin,69,"American actress (One Day at a Time, The Young and the Restless, Please Don't Eat the Daisies), pancreatic cancer"
Booth Gardner,76,"American politician, Governor of Washington (1985–1993), Parkinson's disease"
Boris Berezovsky,67,"Russian business oligarch, government official and mathematician, coroner's open verdict"
Boris Strel,53,"Slovenian champion skier, suicide"
Boris Vasilyev,88,Russian writer
Brian Ackland-Snow,72,"British production designer (A Room with a View, The Dark Crystal, Death on the Nile), Oscar winner (1986)"
Brian Archer,83,"Australian politician, Senator for Tasmania (1975–1994)"
Brian Huggins,81,British-born Canadian journalist and actor (Trailer Park Boys)
Bruce Skeggs,80,Australian politician and trotting commentator
Bryce Rope,90,New Zealand All Blacks rugby union coach (1983–1984)
Bud Palmer,91,"American sportscaster and basketball player (New York Knicks), cancer"
Calvert Watkins,80,"American Indo-European linguist, Harvard professor and author"
Calvin Fowler,73,American Olympic gold medallist basketball player (1968)
Camilo Vives,71,"Cuban film producer (Lucía, Fresa y Chocolate)"
Campbell Armstrong,69,Scottish author
Carl Thomas,80,American baseball player (Cleveland Indians)
Carlo Lotti,96,Italian engineer
Carlos Jauregui,80,Chilean–Canadian chess master
Cartha DeLoach,92,American FBI agent and author
Chandramani Tripathi,66,Indian politician
Charles Amarin Brand,92,"French Roman Catholic prelate, Archbishop of Monaco (1981–1984) and Strasbourg (1984–1997).[citation needed]"
Charles Galbreath,87,"American politician and judge, member of the Tennessee House (1960–1968) and Court of Appeals (1968–1978), pneumonia"
Charles Thurstan Shaw,98,British archaeologist
Cheryl Chow,66,"American politician, brain cancer"
Chick Halbert,94,American basketball player
Chinua Achebe,82,"Nigerian poet, professor and novelist (Things Fall Apart, Anthills of the Savannah)"
Chorão,42,"Brazilian singer-songwriter (Charlie Brown Jr.), skateboarder and screenwriter, cocaine overdose"
Chris Canavan,84,British actor (Coronation Street)
Christa Speck,70,"German model, Playboy Playmate (September 1961), Playmate of the Year (1962), natural causes"
Claude King,90,"American country music singer (""Wolverton Mountain"")"
Claudio Lippi,42,"Italian sports journalist, traffic collision"
Clay Ford,74,"American politician, member of the Florida House of Representatives (since 2007), cancer"
Cleto Bellucci,91,"Italian Roman Catholic prelate, Archbishop of Fermo (1976–1997)"
Clive Burr,56,"British drummer (Iron Maiden), complications from multiple sclerosis"
Col Firmin,72,Australian politician
Conrad Hyers,79,American historian of religion
Cornelis H. A. Koster,69,"Dutch computer scientist, traffic collision"
Courtney Gonsalves,62,Guyanese cricketer
D. V. J. Harischandra,74,"Sri Lankan psychiatrist and Buddhist scholar, complications from a heart attack"
Dafydd Llywelyn,74,"Welsh composer, pianist, conductor and teacher"
Dale Hyatt,87,American businessman
Damiano Damiani,90,Italian film director (Amityville II: The Possession)
Danie G. Krige,93,South African mining engineer and geologist
Daniel Hoffman,89,"American poet, United States Poet Laureate (1973–1974)"
Danilo Orozco,68,Cuban musicologist
Danny Zialcita,72,"Filipino filmmaker, stroke"
Dante Rossi,76,Italian Olympic water polo player
Dave Bewley,92,English footballer (Watford)
Dave Bland,83,Australian rules footballer
Dave Leggett,79,"American football player (Chicago Cardinals), MVP of the 1955 Rose Bowl"
David Bond,90,British Olympic champion sailor (1948)
David Farmbrough,83,"British Anglican prelate, Bishop of Bedford (1981–1993)"
David Fisher,66,"English artist, cancer"
David Handley,81,British Olympic cyclist (1960)
David McMeeking,75,South African cricketer
David Mills,75,English cricketer
David Parland,42,"Swedish musician (Dark Funeral), suicide"
Dawn Clark Netsch,86,"American politician, member of the Illinois State Senate (1972–1990), Illinois Comptroller (1991–1995), amyotrophic lateral sclerosis"
Deepak Bharadwaj,63,"Indian politician, shot"
Deke Richards,68,"American Motown songwriter (""ABC"", ""Mama's Pearl"", ""Maybe Tomorrow""), esophageal cancer"
Delia Meulenkamp,77,Dutch-born American Olympic swimmer (1952)
Derek Leaver,82,English footballer (Blackburn Rovers)
Derek Watkins,68,"British trumpeter, played on every James Bond soundtrack, cancer"
Desmond Drummer,72,South African cricketer
Dic Goodman,93,Welsh poet
Dick Duden,88,American football player (New York Giants) and coach (United States Naval Academy)
Dick Graham,90,"British football manager (Colchester United F.C.), heart condition"
Didier Comès,70,Belgian comedic artist
Dieter Pfaff,65,"German actor, lung cancer"
Dirk Coetzee,67,"South African paramilitary commander (Vlakplaas), kidney failure"
Dmitri Uchaykin,32,"Russian ice hockey player (HC Ertis-Pavlodar), cerebral hemorrhage"
Docs Keepin Time,25,American Quarter Horse
Don Payne,48,"American television writer (The Simpsons) and screenwriter (Thor, My Super Ex-Girlfriend), bone cancer"
Donald W. Zacharias,77,"American academic, President of MSU (1985–1997)"
Doug Christie,66,"Canadian lawyer and free speech activist, leader of the Western Block Party (since 2005), liver cancer"
Duane Gish,92,American creationist
Ducky Detweiler,94,American baseball player (Boston Braves)
Earl Hersh,80,American baseball player (Milwaukee Braves)
Eddie Bond,79,"American rockabilly singer, complications from Alzheimer's disease"
Edelmiro Amante,79,"Filipino politician, member of the House of Representatives (1987–1995, 2001–2004, 2007–2010), liver cancer"
Edith Schaeffer,98,American Christian leader and author
Edward Bland,86,American filmmaker and composer (The Cry of Jazz)
Elizabeth Lindsay,100,American track and field athlete
Ellen Einan,81,Norwegian poet
Elmar Tampõld,92,Estonian-born Canadian architect
Els Noordhof,89,Dutch artist
Emilio Eiroa,77,"Spanish politician, President of the Government of Aragon (1991–1993)"
Emílio Santiago,66,"Brazilian singer, complications from a stroke"
Enda Marren,78,Irish lawyer
Enzo Jannacci,77,"Italian singer-songwriter, actor and stand-up comedian, cancer"
Eric Hertz,58,"American telecommunications executive, CEO of 2degrees (since 2009), plane crash"
Erica Andrews,43,"Mexican drag performer, Miss Continental (2004), lung ailment"
Erich Pennekamp,83,German Olympic water polo player
Eriya Kategaya,67,"Ugandan politician, Deputy Prime Minister and Minister for East African Affairs"
Ernest Chapman,86,Australian Olympic rower
Ernesto Rubin de Cervin,76,Italian composer and teacher
Ernie Bridge,76,"Australian politician, member of the Western Australian Legislative Assembly for Kimberley (1980–2001), mesothelioma"
Ewald-Heinrich von Kleist-Schmenzin,90,"German Army officer and publisher, last surviving member of the 20 July plot"
Eyvind Fjeld Halvorsen,90,Norwegian academic
Fay Kanin,95,"American screenwriter, playwright and producer (Teacher's Pet, Friendly Fire), President of AMPAS (1979–1983)"
Felipe Zetter,89,"Mexican footballer (Club Atlas, national team)"
Florian Siwicki,88,"Polish military officer and politician, Minister of Military Affairs (1981–1990)"
Fran Warren,87,"American singer (""Sunday Kind of Love"") and actress (Abbott and Costello Meet Captain Kidd)"
Francesca Forrellad,85,"Spanish writer, aneurysm"
Francisco Javier López Peña,55,"Spanish Basque separatist leader (ETA), heart attack"
Franco Califano,74,"Italian lyricist, musician, singer and actor, heart attack"
Frank Ruddle,83,American cell and developmental biologist
Frank Thornton,92,"British actor (Are You Being Served?, Last of the Summer Wine, Gosford Park)"
František Gregor,74,Czech Olympic ice hockey player
François Narmon,79,Belgian businessman and sports administrator
François Sermon,89,Belgian footballer (R.S.C. Anderlecht)
Fred Jones,75,"English football player (Hereford United, Brighton)"
Freda Linde,97,South African children's writer and translator
Frederic Mayer,81,American operatic tenor
Frederick B. Karl,88,"American judge and politician, member of Florida House of Representatives (1956–1964), Senate (1968–1972) and Florida Supreme Court (1976–1978)"
Gabriel M. Ambrosio,74,"American politician, member of the New Jersey Senate, cancer (1987–1992)"
Gabriel Vanel,88,"French Roman Catholic prelate, Archbishop of Auch (1985–1996)"
Ganesh Pyne,76,"Indian painter, cardiac arrest"
Gaynelle Griffin Jones,64,"American lawyer and judge, US Attorney for the Southern District of Texas, member of the Texas Court of Appeals, cancer"
Geoff Braybrooke,77,"British-born New Zealand politician, MP for Napier (1981–2002)"
George A. Norris,84,Canadian artist and sculptor
George Barrow,91,American jazz saxophonist
George Burditt,90,American politician and lawyer
George E. P. Box,93,British statistician
George Lowe,89,"New Zealand-born British mountaineer, explorer and film director, last participant of the 1953 British Mount Everest Expedition"
George Petherbridge,85,English footballer (Bristol Rovers)
George Saimes,71,"American football player (Buffalo Bills, Denver Broncos), leukemia"
George Sossenko,94,Russian military veteran (Spanish Civil War)
George Wearring,84,Canadian Olympic basketball player (1952)
Gerald Curran,74,"American politician, member of the Maryland House of Delegates (1967–1998), pancreatic cancer"
Gerald D. Klee,86,"American psychiatrist and LSD expert, involved in hallucinogenic drug research for US Army, complications following surgery"
Gerald Marwell,76,"American sociologist, social psychologist and behavioral economist"
Gerard Sithunywa Ndlovu,74,"South African Roman Catholic prelate, Bishop of Umzimkulu (1986–1994)"
Gerlof Mees,86,Dutch ichthyologist and ornithologist
Giancarlo Martini,65,"Italian Formula One driver, co-founder and co-owner of Team Minardi"
Giancarlo Zagni,86,Italian director and screenwriter (La bellezza di Ippolita)
Gillian Howie,47,"British philosopher, cancer"
Ginny Wood,95,"American environmentalist, founder of the Alaska Conservation Society"
Giorgos Kolokithas,67,"Greek basketball player, cardiac arrest"
Gordon Pembery,86,Welsh footballer
Gorō Naya,83,"Japanese voice actor (Lupin III, Kamen Rider, Space Battleship Yamato), chronic respiratory failure"
Grady Clay,96,American journalist and landscape architect
Guillermo Luksic Craig,57,"Chilean businessman (Antofagasta Plc), lung cancer"
Gury Marchuk,87,Russian scientist
Gus Triandos,82,"American baseball player (Baltimore Orioles), heart failure"
Hakob Hakobian,89,"Armenian artist, heart attack"
Hans Moretti,84,German illusionist and escapologist
Hans Schnitger,97,Dutch Olympic bronze-medalist field hockey player (1936)
Hardin Cox,85,"American politician, member of the Missouri House of Representatives (1965–1975) and Missouri Senate (1975–1983)"
Hardrock Gunter,88,"American musician, complications of pneumonia"
Harlon Hill,80,"American football player (Chicago Bears), namesake of Harlon Hill Trophy, MVP (1955), Rookie of the Year (1954)"
Harold Burns,86,"American politician, member (1972–2000) and Speaker of the New Hampshire House (1991–1996), Senate (2000–2002), throat cancer"
Harold Hunter,86,"American basketball coach (Tennessee State University), first African-American to sign NBA contract"
Harry Greene,89,"Welsh actor and television personality, creator of Changing Rooms and DIY SOS"
Harry Reems,65,"American porn actor (Deep Throat), pancreatic cancer"
Harry Thomson,72,"Scottish footballer (Burnley F.C.), throat cancer"
Hartmut Briesenick,63,German Olympic bronze medallist shot put athlete (1972)
Haseeb Ahsan,73,Pakistani cricketer
Hayden Griffin,70,"British scenic designer, cancer"
Heinz Patzig,83,German football player and manager (Eintracht Braunschweig)
Helena Carroll,84,"Scottish actress (Rocky V, The Jerk)"
Helga Arendt,48,German Olympic sprinter (1988)
Helga Cranston,91,German film editor
Hemed Khamis,62,"Tanzanian politician, stroke"
Henry Besant,40,"English mixologist and businessman, heart attack"
Henry Bromell,65,"American screenwriter and producer (Homeland, Chicago Hope, Northern Exposure), heart attack"
Henry Clarke,79,"American businessman and venture capitalist, developed the Klondike bar"
Herschel Schacter,95,"American rabbi, natural causes"
Hikmat al-Shihabi,82,Syrian military leader
Hjalmar Andersen,90,"Norwegian triple Olympic champion (1952) speed skater, trauma due to a fall"
Hobart Muir Smith,100,American herpetologist
Holger Juul Hansen,88,Danish actor
Hugh Casey,85,Northern Irish politician
Hugh McCracken,70,"American rock and roll session musician, producer and arranger, leukemia"
Hugo Chávez,58,"Venezuelan politician and military officer, President (since 1999), heart attack"
Ian Munro Ross,85,"British engineer and scientist, President of Bell Labs (1979–1991), pneumonia"
Ian Wilson,80,Irish cricketer
Ieng Sary,87,"Vietnamese-born Cambodian politician, co-founder of the Khmer Rouge"
Ignatius Anthony Catanello,74,"American Roman Catholic prelate, Auxiliary Bishop of Brooklyn (1994–2010)"
Inge Lønning,75,"Norwegian theologian, educator, and politician"
Irina Petrescu,71,"Romanian actress, cancer"
Isagani Cruz,88,"Filipino judge, member of the Supreme Court (1986–1994)"
István Hont,65,Hungarian-born British historian
Jack Curran,82,"American high school sports coach, complications from cancer and kidney failure"
Jack Greene,83,"American country music singer (""Statue of a Fool"", ""There Goes My Everything""), complications from Alzheimer's disease"
Jack Marshall,86,Australian rugby player
Jack Marston,64,"English rugby league player, cancer"
Jack Stevens,83,Australian footballer
Jack Stokes,92,"English animation director (Yellow Submarine, Heavy Metal)"
Jack Wiley,92,American football player (Pittsburgh Steelers)
Jacquelin Perry,94,"American orthopedic surgeon, known for her treatment of polio"
Jacques Dupont,91,French film director (Trapped by Fear)
Jacques Torczyner,98,"Belgian political leader, President of the ZOA (1968–1973)"
Jae Spears,90,"American politician, member of the West Virginia House of Delegates (1974–1980) and West Virginia Senate (1980–1992)"
Jaime Guadalupe González Domínguez,38,"Mexican journalist, shot"
Jake Striker,79,"American baseball player (Cleveland Indians, Chicago White Sox)"
Jamal Nazrul Islam,74,"Bangladeshi mathematical physicist and cosmologist, diabetes and heart disease"
James Bonk,82,American chemistry professor
James Herbert,69,English horror writer (The Rats)
James Nabrit III,80,"American civil rights lawyer, lung cancer"
James Strong,68,"Australian businessman, CEO of Qantas (1993–2001), complications from lung surgery"
Jan Zwartkruis,87,Dutch football coach (national team)
Jan van Houwelingen,73,"Dutch politician, State Secretary for Defence (1981–1989), Mayor of Haarlemmermeer (1994–2003)"
Janez Albreht,87,Slovenian actor
Jason Molina,39,"American singer-songwriter, multiple organ failure"
Jean Crawford Cochrane,98,Irish educator
Jean Floud,97,"British educational sociologist, Principal of Newnham College, Cambridge (1972–1983)"
Jean Pickering,83,English Olympic athlete
Jean-Marc Roberts,58,"French editor, novelist, and screenwriter, cancer"
Jean-Noël Lavoie,85,Canadian politician
Jean-Paul Bonnaire,69,French actor
Jeffrey Skitch,85,British opera singer and educator
Jerald G. Fishman,67,"American technology executive, CEO of Analog Devices (since 1996), heart attack"
Jerry E. Wilkerson,68,"American politician, member of the Mississippi House of Representatives"
Jerzy Nowak,89,Polish actor (Schindler's List)
Jerzy Wyrobek,63,Polish footballer
Jesse Rogers,79,American baseball player (Kansas City Monarchs)
Jessica Upshaw,53,"American politician, member of the Mississippi House of Representatives (since 2004), shot"
Jewel Akens,79,"American R&B singer (""The Birds and the Bees""), complications from back surgery"
Jim Anderson,82,Canadian ice hockey player (Springfield Indians) and coach (Washington Capitals)
Jim Barrett,86,American wine pioneer and vineyard owner (Chateau Montelena)
Jim Mees,57,"American Emmy-winning set designer (Star Trek: The Next Generation, Perfect Strangers), pancreatic cancer"
Jimmy Jackson,81,Scottish footballer (Notts County)
Jimmy Lloyd,73,"English Olympic boxer, heart attack"
Jo Inge Bjørnebye,66,"Norwegian Olympic ski jumper, cancer"
Joe B. Scott,92,"American baseball player, stroke"
Joe Weider,93,"Canadian publisher, co-founder of the International Federation of BodyBuilders, founder of Muscle & Fitness, heart ailment"
Johann Eekhoff,71,German economist
John Boncore,61,"American political activist, fall"
John Chick,80,Australian football player (Carlton)
John David Merwin,91,"American politician, Governor of the Virgin Islands (1958–1961)"
John Findlater,86,Scottish meteorologist
John Holloway,70,"Australian public servant and diplomat, skin cancer and diabetes"
