Name,Age,Info
Abraham Nemeth,94,American mathematician and inventor
Adolphus Bell,69,"American electric blues musician, lung cancer"
Adrian Ettlinger,88,American electrical engineer
Akira Miyoshi,80,"Japanese composer, heart failure"
Akong Rinpoche,73,"Tibetan-born British Buddhist teacher and author, stabbed"
Al Johnson,65,American soul singer (The Unifics)
Alain Lascoux,69,French mathematician
Albert Bourlon,96,French racing cyclist
Albie Thomas,78,Australian Olympic runner and world record holder
Aldo Barbero,76,Argentine actor
Aldo Bolzan,80,Luxembourgish cyclist
Aleksandar Tijanić,64,"Serbian journalist, general director of Radio Television of Serbia, heart attack"
Alexander James Quinn,81,"American Roman Catholic prelate, Auxiliary Bishop of Cleveland (1983–2008)"
Allal Ben Kassou,71,Moroccan Olympic footballer (FAR Rabat)
Allan Stanley,87,"Canadian Hall of Fame ice hockey player, four-time Stanley Cup winner (1962, 1963, 1964, 1967)"
Amparo Soler Leal,80,"Spanish actress, cardiac arrest"
Ana Bertha Lepe,79,"Mexican actress, Miss Mexico (1953)"
Anca Petrescu,64,"Romanian architect and politician, MP (2004–2008), chief architect of the Palace of the Parliament, complications following traffic collision"
Andres Narvasa,84,"Filipino lawyer and jurist, Chief Justice of the Supreme Court (1991−1998), pneumonia"
Andries Maseko,58,South African footballer
Andy Pafko,92,"American baseball player (Chicago Cubs, Brooklyn Dodgers, Milwaukee Braves)"
Andy Stewart,76,"British politician, MP for Sherwood (1983–1992)"
Angela Moldovan,86,"Romanian singer and actress (Veronica), Order of the Star of Romania recipient, cardiac arrest"
Ann Wolpert,70,"American librarian, Director of MIT Libraries (since 1996)"
Annette Elizabeth Mahon,94,Irish aviator
Anthony Joseph Burgess,75,"Australian Roman Catholic prelate, Bishop of Wewak (2002−2013)"
Antoine Vergote,91,Belgian priest and theologian
Antonia Bird,62,"English television drama and film director, thyroid cancer"
Antonia Brenner,86,American nun
Antonio Guidi,85,Italian actor and voice actor
Antonio Márquez Ramírez,77,Mexican football referee
António Baltasar Marcelino,83,"Portuguese Roman Catholic prelate, Auxiliary Bishop of Lisbon (1975–1983), Bishop of Aveiro (1988–2006)"
April,30,Belizean zoo tapir
Arne Johansen,86,Norwegian Olympic speed skater (1952)
Arnold Burns,83,"American lawyer, Deputy Attorney General (1986–1988), cardiac arrest and complications from Parkinson's disease"
Arnold Lazarus,81,South African psychologist
Arsala Jamal,47,"Afghan provincial governor, bombing"
Arthur Danto,89,American philosopher and art critic
Arthur Maling,90,American author
Arthur Maxwell House,87,"Canadian neurologist and politician, Lieutenant-Governor of Newfoundland and Labrador (1997–2002)"
Augusta Clark,81,"American politician, lawyer and librarian, member of the Philadelphia City Council (1980–2000)"
Augusto Odone,80,Italian economist and medical pioneer (Lorenzo's oil)
Aurelia Szőke-Tudor,78,Romanian world champion handball player (1962)
Basil Dickinson,98,Australian Olympic athlete (1936)
Basil Hennessy,88,Australian archaeologist
