Name,Age,Info
Aajonus Vonderplanitz,66,"American food activist, fall"
Aaron Selber Jr.,85,"American retail executive and philanthropist, heart failure"
Abdelrahman El-Trabely,23,"Egyptian Olympic wrestler (2012), shot"
Abdul Rahim Hatef,88,"Afghan politician, President (1992)"
Abdul Rahman Al-Sumait,65,"Kuwaiti Islamic scholar and medical practitioner, complications of a heart condition"
Abdul Razzaq Baloch,35,"Pakistani journalist, strangulation (body found on this date)"
Abdul Samad Abdulla,67,"Maldivian politician, Foreign Minister (since 2012), kidney failure"
Abdur Rahman Boyati,74,Bangladeshi folk singer
Abhay Pratap Singh,76,Indian politician
Ahmed Mustafa,69,"Pakistani cricketer, Parkinson's disease"
Ajay Jha,57,"Indian first-class cricketer, heart attack"
Akio Hattori,84,Japanese mathematician
Al Coury,78,"American music executive, complications from a stroke"
Alan Bluechel,88,American politician
Alan Brown,80,English cricketer (Northumberland)
Alan Carrington,79,British chemist
Albert Murray,97,"American literary and jazz critic, biographer and novelist"
Alberto Marsicano,61,"Brazilian musician, translator, writer, philosopher and professor"
Alexander Yagubkin,52,"Russian boxer, world amateur heavyweight champion (1982)"
Alf Kaartvedt,92,Norwegian historian
Alfonso Lara,67,"Chilean footballer (Colo-Colo), cancer"
Alfredo Betancourt,98,Salvadoran writer
Alla Kushnir,71,Russian-born Israeli chess grandmaster
Allan Gotthelf,70,"American philosopher, cancer"
Allan Sekula,62,"American artist, cancer"
Allen Lanier,67,"American rock keyboardist and guitarist (Blue Öyster Cult), complications from COPD"
Almir Kayumov,48,"Russian football player and referee, suicide by vehicular impact"
Alyce Spotted Bear,67,"American Three Affiliated Tribes academic, politician and civil servant, National Advisory Council on Indian Education (since 2010), liver cancer"
Amy Wallace,58,"American writer, heart condition"
Anatoly Albul,77,Russian Olympic bronze medalist wrestler (1960)
Anatoly Onoprienko,54,"Ukrainian serial killer and mass murderer, heart failure"
Andrea Servi,29,"Italian footballer, lung cancer"
Anthony Pawson,60,"Canadian genetic researcher, expert in cell communication"
António Borges,63,"Portuguese economist and banker, pancreatic cancer"
Anup Lal Yadav,89,"Indian politician, MP for Saharsa, Bihar MLA for Triveniganj"
Are Vesterlid,92,Norwegian architect
Arline Usden,75,British journalist
Art Donovan,89,"American football player (Baltimore Colts), inducted into Pro Football Hall of Fame (1968), respiratory ailment"
Artan Bushati,49,Albanian football manager
Arthur J. England Jr.,80,"American judge, member of the Florida Supreme Court (1975–1981)"
August Schellenberg,77,"Canadian-born American actor (Free Willy, Eight Below, The New World), lung cancer"
Babe Martin,93,American baseball player (St. Louis Browns)
Barbara Mertz,85,American mystery writer (The Last Camel Died at Noon)
Barbara Trentham,68,"American actress (Rollerball), complications from leukemia"
Barry Stobart,75,English footballer (Wolverhampton Wanderers)
Batile Alake,78,Nigerian waka singer
Beatrice Kozera,92,"American book character (On the Road), natural causes"
Benjamin Mwila,70,"Zambian politician, Minister of Defence (1991–1997), MP for Luanshya, complications of malaria"
Bernard Becker,93,"American ophthalmologist and glaucoma researcher (Washington University School of Medicine), lung cancer"
Bert Lance,82,"American civil servant and presidential advisor, Director of the Office of Management and Budget (1977)"
Bert de Jong,56,"Dutch rally driver, cancer"
Bertice Jacelon,98,Trinidadian cricket umpire
Betty Babcock,91,"American politician, First Lady of Montana (1962–1969), member of Montana House of Representatives (1975–1977)"
Bill Bond,71,American tennis player
Bill Hoskyns,82,"British Olympic silver-medalist fencer (1960, 1964)"
Bill Nilsson,80,Swedish motocross racer
Bill Peach,78,"Australian journalist and television presenter, cancer"
Bill Schmitz,59,"American football coach, United States Coast Guard Academy (1993–1996), Austin Peay University (1997–2002), suicide by jumping"
Billy Ward,20,"Australian Olympic boxer (2012), suicide"
Bishun Khare,80,Indian scientist (SETI Institute)
Bo Bing,91,"Chinese English grammar academic, respiratory failure"
Bob Bignall,91,Australian Olympic soccer player (1956)
Bob Green,87,"Australian naturalist, photographer and conservationist"
Bob Livingstone,91,American football player
Bob Thomas,87,"American politician and newspaper columnist, member of the Nevada Assembly (1982–1988)"
Bobby Hoff,73,American poker player
Brian Moll,88,"British-born Australian actor (A Country Practice, Street Fighter)"
Brian Smith,57,English footballer (Bolton Wanderers)
Bruce C. Murray,81,"American space scientist, Director of the Jet Propulsion Laboratory (1976–1982), complications from Alzheimer's disease"
