Name,Age,Info
Ab Krook,76,"Dutch speed skating coach, cerebral infarction"
Abai Ikwechegh,97,Nigerian jurist
Abbas Moayeri,81,Iranian-born French sculptor and painter
Abderrahmane Rahmouni,75,Tunisian footballer (Club Africain)
Abderrazak Afilal Alami Idrissi,96,"Moroccan economist and politician, MP (1977–1983)"
Abdul Aziz Shamsuddin,82,"Malaysian politician, MP (2004–2008)"
Abe Sklar,94,American mathematician
Abu Muhsin al-Masri,62,"Egyptian Islamic militant (al-Qaeda in the Indian Subcontinent), shot"
Adam Morton,75,"Canadian philosopher, assisted suicide"
Agostino Giuseppe Delfino,85,"Italian Roman Catholic prelate, Bishop of Berbérati (1991–2010)"
Ahmed Adghirni,73,"Moroccan lawyer, politician, and human rights activist"
Akkitham Achuthan Namboothiri,94,Indian poet
Al Carapella,93,American football player (San Francisco 49ers)
Alain Rey,92,"French linguist and lexicographer, editor-in-chief of Dictionnaires Le Robert (since 1967)"
Alan Abraham,89,"Canadian politician, Lieutenant Governor of Nova Scotia (1984–1989)"
Alan Bradshaw,79,"English footballer (Crewe Alexandra, Blackburn Rovers, Macclesfield Town)"
Alan G. Gross,84,American academic
Alan Rayment,92,English cricketer (Hampshire)
Alan S. Boyd,98,"American attorney, Secretary of Transportation (1967–1969)"
Albert Medwin,94,American electrical engineer
Albert R. Jonsen,89,"American bioethicist, President of University of San Francisco (1969–1972)"
Aldo Brovarone,94,Italian automobile designer (Dino 206 GT and 246 GT)
Aldo Zargani,87,Italian writer and Holocaust survivor
Aldridge Bousfield,79,American mathematician
Alex Byrne,87,Scottish footballer (Celtic)
Alex Varenne,81,French comic book artist and writer
Alexander Alexeev,82,Russian conductor
Alexander Vedernikov,56,"Russian conductor (Bolshoi Theatre, Odense Symphony Orchestra, Royal Danish Opera), COVID-19"
Alfons Borrell i Palazón,89,Spanish abstract painter
Alfons Verplaetse,90,"Belgian economist, Governor of the National Bank of Belgium (1989–1999), COVID-19"
Alfredo Marañon,84,"Filipino politician, mayor of Sagay City (2001–2010) and Governor of Negros Occidental (2010–2019), heart disease"
Ali Khalif Galaydh,78,"Somali politician, Prime Minister (2000–2001), MP (since 2012) and President of Khatumo State (since 2014)"
Allan Migi,59,"Papua New Guinean Anglican prelate, primate and archbishop of the Anglican Church of Papua New Guinea (2017–2020)"
Ameurfina Melencio-Herrera,98,"Filipino judge, Associate Justice of the Supreme Court (1979–1992)"
Amir Ishemgulov,60,Russian biologist and politician
Amnon Freidberg,75,"Israeli entomologist, COVID-19"
Ana Paula Scheffer,31,"Brazilian rhythmic gymnast, heart attack"
Anantkumar Surendraray Dave,62,"Indian jurist, judge (2004–2019) and acting Chief Justice (2018–2019) of the Gujarat High Court"
Anatoliy Fedorchuk,60,"Ukrainian politician, COVID-19"
Anders Hansson,28,"Swedish racewalker, cancer"
Andrea Tabanelli,59,"Italian Paralympic wheelchair curler (2006, 2010)"
Andrzej Iwiński,74,"Polish Olympic sailor (1968, 1980), and entrepreneur"
Andrzej Pogorzelski,82,Polish motorcycle speedway rider and coach
Angelika Amon,53,"Austrian-American molecular and cell biologist, ovarian cancer"
Anil Devgan,51,"Indian film director (Raju Chacha, Blackmail, Haal-e-Dil), cardiac arrest"
