Name,Age,Info
A. Dale Kaiser,92,"American biochemist and developmental biologist, complications from Parkinson's disease"
A. J. Beirens,73,"Belgian radio producer and journalist, physician assisted suicide"
A. K. S. Usgaonkar,92,"Indian politician, Goa MLA"
A. L. Raghavan,87,"Indian playback singer (Pona Machaan Thirumbi Vandhan, Kudumba Gouravam, Azhagarmalai Kalvan)"
Aaron Tokona,45,"New Zealand guitarist and singer (Weta, Cairo Knife Fight, Fly My Pretties), heart attack"
Aarón Padilla Gutiérrez,77,"Mexican footballer (Pumas, Atlante, national team), COVID-19"
Abani Mohan Joardar,79,"Indian politician, West Bengal MLA (since 2011)"
Abdelmalek Droukdel,50,"Algerian Islamic militant, founder of Al-Qaeda in the Islamic Maghreb, shot"
Abdoulatifou Aly,60,"Malagasy-born French Mahoran politician, Deputy (2007–2012)"
Abdullah al Mohsin Chowdhury,57,"Bangladeshi civil servant, Defence Secretary (since 2020), complications from COVID-19"
Abiola Ajimobi,70,"Nigerian politician, Senator (2004–2007) and Governor of Oyo State (2011–2019), complications from COVID-19"
Abner M. Aust,98,American Air Force colonel
Adam Wodnicki,89,Polish translator and writer
Adebayo Osinowo,64,"Nigerian politician, member of the Senate (since 2019) and Lagos State House of Assembly (2003–2019), complications from COVID-19"
Adrian Devine,68,"American baseball player (Atlanta Braves, Texas Rangers), cancer"
Adriano Silva,49,"Brazilian politician, complications from COVID-19"
Ahmed Radhi,56,"Iraqi football player (Al-Zawraa, national team) and manager (Al-Shorta), COVID-19"
Aileen Christianson,75,Scottish academic and writer
Ain Kaalep,94,Estonian writer and poet
Ajay Singh,69,Indian diplomat and politician
Alain Erlande-Brandenburg,82,French art historian
Alan Howard,91,English nutritionist
Alan Metter,77,"American film director (Back to School, Girls Just Want to Have Fun), heart attack"
Albert N. Whiting,102,"American academic administrator, President of North Carolina Central University (1966–1983)"
Albert Sulon,82,"Belgian footballer (Club Liège, national team)"
Albert Vitali,64,"Swiss politician, member of the National Council (since 2011), cancer"
Aleksandr Kabanov,72,"Russian water polo player, Olympic champion (1972, 1980)"
Alfred Kotey,52,"Ghanaian Olympic boxer (1988), WBO bantamweight champion (1993–1994), complications from a stroke"
Alfred Schmidtberger,90,Austrian Olympic sprint canoer
Alfredo Biondi,91,"Italian politician, MP (1968–1972, 1979–2008), Minister of Justice (1994–1995) and Environment (1983–1984)"
Ali Hadi,53,"Iraqi football player (Al-Quwa Al-Jawiya, Al-Zawraa) and manager (Zakho), COVID-19"
Ali Kamal Etman,79,Egyptian Olympic football player (1964) and coach
Alistair Soper,83,"New Zealand rugby union player (national team, Southland, Blackheath)"
Allan Evans,64,American record producer and musicologist
Aloysius G. Casey,88,American lieutenant general
