Name,Age,Info
A. Richard Caputo,81,"American jurist, Judge of the U.S. District Court for Middle Pennsylvania (since 1997)"
Aarne Kainlauri,104,Finnish Olympic steeplechaser (1948)
Abdel Razak al-Yehiyeh,90,Palestinian politician
Abdul Halim Khaddam,87,"Syrian politician, Vice President (1984–2005), Acting President (2000) and Minister of Foreign Affairs (1970–1984), heart attack"
Abdul Qadir Junejo,74,Pakistani novelist and playwright
Adam Showman,51,American planetary scientist
Adamou Ndam Njoya,77,"Cameroonian author and politician, founder and president of the Cameroon Democratic Union (since 1991), mayor of Foumban (1996–2020)"
Adelaide Chiozzo,88,Brazilian actress and accordionist
Adolphe Nicolas,84,French geologist
Ahmad NikTalab,85,"Iranian poet, author, and linguist"
Aileen Baviera,60,"Filipino academic, COVID-19"
Aileen S. Kraditor,91,American historian
Al Tayeb Abdul Rahim,75,Palestinian politician
Alain Bertrand,69,"French politician, Senator (2011, since 2012) and mayor of Mende, Lozère (2008–2016)"
Alain Macle,75,"French Olympic ski jumper (1968, 1972)"
Alain Marcel,68,Algerian-born French actor and music composer
Alan Fanning,87,Australian footballer (Hawthorn)
Alan Finder,72,"American journalist (The New York Times), COVID-19"
Alan Merrill,69,"American musician (Arrows) and songwriter (""I Love Rock 'n' Roll""), COVID-19"
Alan Ortiz,66,"Filipino business executive and journalist, COVID-19"
Alan Thornhill,98,British artist and sculptor
Albert Uderzo,92,"French comic book artist (Asterix, Oumpah-pah), heart attack"
Alberto Arbasino,90,"Italian novelist, essayist and politician, Deputy (1983–1987)"
Albie Keen,84,British comedian (Hope and Keen)
Alejandro Betts,72,Argentine historian and political activist
Alejandro Sieveking,85,Chilean playwright and theatre director
Aleksandr Nikolayevich Denisov,65,Russian military officer
Aleksei Frolikov,63,Russian ice hockey player (Dynamo Moscow)
Alessandro Criscuolo,82,"Italian jurist, President of the Constitutional Court (2014–2016)"
Alex Forsyth,91,"Scottish footballer (Albion Rovers, Darlington, East Stirlingshire)"
Alexey Sorokin,97,"Russian military officer and politician, Admiral of the Fleet (1988–1992) and Deputy (1989–1991)"
Alf Cranner,83,Norwegian folk singer
Alfie Monk,86,Irish Gaelic footballer (Louth)
Alfio Contini,92,"Italian cinematographer (Zabriskie Point, The Night Porter, Ripley's Game)"
Alfred Gomolka,77,"German politician, MEP (1994–2009)"
Alfred Worden,88,"American astronaut who orbited the Moon on Apollo 15, stroke"
Ali Habib Mahmud,81,"Syrian military officer, Chief of Staff (2004–2009) and Minister of Defense (2009–2011)"
Allah Ditta,87,"Pakistani Olympic athlete (1956, 1960)"
Allen Bellman,95,American comic book artist (Captain America)
Amadeo Carrizo,93,"Argentine footballer (River Plate, Millonarios, national team)"
Amanullah,70,"Pakistani actor (Khabarnaak, One Two Ka One, Na Maloom Afraad) and comedian, lung and kidney failure"
Amo Houghton,93,"American glass executive (Corning Inc.) and politician, member of the U.S. House of Representatives (1987–2005)"
Anastasio López Ramírez,63,"Spanish politician, member of the Cortes of Castilla-La Mancha (1983–1995) and mayor of Alcázar de San Juan (1987–1995), COVID-19"
Anatoliy Mokrenko,87,Ukrainian opera singer
Anders Åberg,71,"Swedish actor (Långt bort och nära, Kejsaren, Andra dansen)"
Andreas Papaemmanouil,81,"Greek footballer (Panathinaikos, national team)"
Andrew Jack,76,"British dialect coach (The Lord of the Rings, Sherlock Holmes) and actor (Star Wars), COVID-19"
André Chéret,82,French comic book artist (Rahan)
Aneurin Hughes,83,British diplomat
Angelo Moreschi,67,"Italian Roman Catholic prelate, Apostolic Vicar of Gambella (since 2009), COVID-19"
Angelo Rottoli,61,"Italian professional boxer, COVID-19"
Annar Petersen,88,Norwegian Olympic ice hockey player (1952)
Anne-Marie Berglund,68,Finnish-born Swedish writer
Anthony Procter,76,South African cricketer (Natal)
Anton Coppola,102,American orchestra conductor and composer
Antonio Cerroni,95,Italian Olympic wrestler
Antonio Michele Stanca,77,"Italian geneticist, COVID-19"
Antonio Nardini,98,Italian historian and author
Antonio Permunian,89,"Swiss footballer (Bellinzona, Luzern, national team)"
Antonio Álvarez Solís,90,"Spanish journalist, founder of Interviú"
Apple Gabriel,64,Jamaican reggae singer (Israel Vibration)
April Dunn,33,"American disability rights activist, COVID-19"
Arch Deal,88,"American television reporter (WFLA-TV), asphyxiation"
Arianne Caoili,33,"Filipino-Australian chess player, traffic collision"
Aric del Rosario,80,"Filipino basketball coach (UST Growling Tigers, Pampanga Dragons, Perpetual Altas), cardiac arrest"
Arnaldo de Oliveira Sales,100,"Hong Kong community leader, chairman of the Urban Council (1973–1981)"
Arthur Marsh,72,English footballer (Bolton Wanderers)
Arvo Sarapuu,66,"Estonian politician, Deputy Mayor of Tallinn (2011–2017), County Governor of Järva County (1989–1997)"
Ashraf Siddiqui,93,Bangladeshi poet
Atsushi Ii,81,Japanese voice actor
Attilio Bignasca,76,"Swiss politician, National Councillor (2003–2009)"
Aurlus Mabélé,66,"Congolese singer and composer, stroke and COVID-19"
Aytaç Yalman,79,"Turkish military officer, General Commander of the Gendarmerie (2000–2002) and Commander of the Army (2002–2004), COVID-19"
Azam Khan,93,"Pakistani squash player, COVID-19"
B. G. Hendrix,97,"American politician, member (1962–1996) and Speaker (1989–1991) of the Arkansas House of Representatives"
Bahamian Bounty,26,British racehorse and sire. (death announced on this date)
Balasingam Singaram,72,"Malaysian Olympic field hockey player (1972, 1976)"
Balázs Csákabonyi,83,"Hungarian politician and lawyer, MP (1994–2010)"
Barbara Harris,89,"American Episcopal prelate, suffragan bishop of Massachusetts (1989–2003)"
Barbara Martin,76,American singer (The Supremes)
Barbara Neely,78,American author (Blanche on the Lam)
Barbara Rütting,92,"German actress (Doctor Sibelius, Town Without Pity, Turtledove General Delivery) and politician, member of the Landtag of Bavaria (2003–2009)"
Barney Eastwood,87,Irish boxing promoter and bookmaker
Beba Selimović,80,Bosnian sevdalinka singer
Belarmino Correa Yepes,89,"Colombian Roman Catholic prelate, Bishop of San José del Guaviare (1999–2006)"
Beni Prasad Verma,79,"Indian politician, Minister of Steel (2011–2014) and MP (1996–2014, since 2016)"
Benito Joanet,84,"Spanish football player (RCD Espanyol, Real Zaragoza) and coach (RCD Espanyol, RCD Mallorca), COVID-19"
Benny Malone,68,"American football player (Miami Dolphins, Washington Redskins), complications from diabetes"
Bernard Schreiner,82,"French politician, Deputy (1988–2007)"
Beryl Bernay,94,"American television host and journalist, COVID-19"
Betty Weir,95,American Olympic alpine skier (1952)
Betty Williams,76,"Northern Irish political activist, Nobel Prize laureate (1976)"
Bill Linger,88,Australian footballer
Bill Martin,81,"Scottish songwriter (""Puppet on a String"", ""Congratulations"", ""Back Home"") and music publisher"
Bill McPherson,88,"American football coach (Santa Clara University, Philadelphia Eagles, San Francisco 49ers)"
Bill Rieflin,59,"American rock drummer (Ministry, Revolting Cocks, King Crimson), cancer"
Bill Withers,81,"American Hall of Fame singer-songwriter (""Lean on Me"", ""Ain't No Sunshine"", ""Lovely Day""), heart disease"
