Name,Age,Info
Aart Staartjes,81,"Dutch actor (De Stratemakeropzeeshow, Sesamstraat, Pinkeltje) and television presenter, traffic collision"
Abbas Ullah Shikder,65,"Bangladeshi film producer (Beder Meye Josna, Moner Majhe Tumi, Ji Hujur)"
Abderrazak Rassaa,90,"Tunisian politician, Minister of Finance (1969–1971)"
Abdul Ghafoor,60,"Indian politician, MLA (1995–2005, since 2010)"
Abdul Mannan,66,"Bangladeshi politician, MP (since 2008), cardiac arrest"
Abe Piasek,91,American public speaker
Abu Mahdi al-Muhandis,65,"Iraqi military commander, head of the Popular Mobilization Forces (since 2011)"
Addy Valero,50,"Venezuelan politician, National Assembly Deputy (since 2016), uterine cancer"
Adolf Holl,89,Austrian theologian
Adolfo Natalini,78,Italian architect (Superstudio)
Aenne Goldschmidt,99,Swiss expressionist dancer and choreographer
Ahmed Ali,87,"Bangladeshi politician, prostate cancer"
Ajmal Sultanpuri,95,Indian Urdu poet
Akbar Padamsee,91,Indian painter
Alan Pattillo,90,"British television director (Supercar, Thunderbirds), writer and editor (All Quiet on the Western Front), complications from Parkinson's disease"
Alana Filippi,59,French singer and songwriter
Alberto Naranjo,78,Venezuelan musician
Alejandro Trujillo,67,Chilean footballer
Aleksandr Aleksandrovich Blagonravov,86,Russian scientist
Aleksandr Manachinsky,61,Ukrainian Olympic swimmer (1976)
Alexander Frater,82,British-Australian travel writer and journalist
Alexander Joseph Brunett,86,"American Roman Catholic prelate, Archbishop of Seattle (1997–2010)"
Alexandre Matheron,93,French philosopher
Alfred John Ellis,104,Canadian banker
Alfred Körner,93,"Austrian football player (Rapid Wien, national team) and manager (First Vienna)"
Alfredo Da Silva,84,"Bolivian-American artist, traffic collision"
Ali Mardan Shah,63,"Pakistani politician, member of the Provincial Assembly of Sindh (2002–2018), cardiac arrest"
Allen Brown,76,American football player (Green Bay Packers)
Allison Copening,55,"American politician, member of the Nevada Senate (2009–2013)"
Aloïse Moudileno-Massengo,86,"Congolese politician and lawyer, Vice President (1971–1972)"
Ana Lucrecia Taglioretti,24,Paraguayan violinist
Ana Maria Primavesi,99,Austrian-Brazilian agronomist
Andrew Kashita,87,"Zambian politician, MP (1974–1975, 1991–1996), Minister of Mines and Industry (1973–1975) and Transport and Communications (1991–1994)"
André Abadie,85,"French rugby union player (Sporting Club Graulhetois, SC Albi)"
André Capron,89,French immunologist
André Dulait,82,"French politician, Senator (1995–2014), mayor of Ménigoute (2001–2008)"
André Lufwa,94,Congolese sculptor
Andrée Melly,87,English actress (The Brides of Dracula)
Ann J. Johanson,85,American pediatric endocrinologist
Anne Cox Chambers,100,"American media proprietor (Cox Enterprises) and diplomat, Ambassador to Belgium (1977–1981)"
Anne Kulle,76,Swedish actress
Anne Wilson Schaef,85,American clinical psychologist and author
Annette Bezor,69,Australian painter and feminist
Anri Jergenia,78,"Abkhazian politician, Prime Minister (2001–2002)"
Antoni Morell Mora,78,"Spanish-born Andorran diplomat and writer, ambassador to the Holy See (2005–2010), heart failure"
Antonia Apodaca,96,American musician and songwriter
Antonia Gransden,91,English historian and medievalist
Antonis Balomenakis,65,"Greek lawyer and politician, MP (2015–2019)"
Armando Uribe,86,"Chilean writer and diplomat, Ambassador to China (1971–1973) and winner of the National Prize for Literature (2004)"
Arne Holmgren,79,Swedish biochemist
Ashish Parmar,40,"Indian photographer, complications from a heart attack"
Ashwini Kumar Chopra,63,"Indian journalist, cricketer and politician, MP (2014–2019), cancer"
Audrey Rennard,87,British Olympic gymnast
Auxence Contout,94,French Guianese writer
Bandar bin Muhammad Al Saud,95,Saudi prince
Bapu Nadkarni,86,Indian cricketer (national team)
Barbara Remington,90,American artist and illustrator
Barbara Uehling,87,"American educator and university administrator, complications from Alzheimer's disease"
Barrie Gilbert,82,English-American inventor
Barry McDonald,79,Australian rugby union player (national team)
Barry Tuckwell,88,"Australian horn player and conductor, heart disease"
Ben Hur Villanueva,81,Filipino artist
Ben Swane,92,Australian nurseryman
Ben Verhagen,93,Dutch Olympic sailor
Bengt Levin,61,"Swedish orienteer, world championship silver medalist (1981)"
Bergljot Sandvik-Johansen,97,Norwegian Olympic gymnast (1952)
Bernard Diederich,93,"New Zealand-born Haitian journalist, author and historian"
Bernard Grosfilley,70,French alpine skier
Bernard Joly,85,"French politician, Senator (1995–2004)"
Bernard Ryan Jr.,96,American writer
Bernard de Give,106,Belgian Trappist monk
Bernt Andersson,86,"Swedish football player (Djurgården) and manager (Halmstad, Helsingborg)"
Bertrand Teyou,50,Cameroonian author
Betty Pat Gatliff,89,"American forensic artist, stroke"
Bicks Ndoni,61,"South African politician, chief whip of Nelson Mandela Bay Metropolitan Municipality (since 2018), heart attack"
Bill Graham,84,Canadian football player (Hamilton Tiger-Cats)
Bill Greenwood,77,American television reporter (ABC News)
Bill Hobbs,70,"American rower, Olympic silver medalist (1972)"
Bill Kaiserman,77,"American fashion designer, complications from a stroke and pneumonia"
Bill Ray,83,"American photojournalist (Life), heart attack"
Bjørn Unneberg,91,Norwegian politician
Blagoja Georgievski,69,"Macedonian basketball player (Rabotnički) and coach, Olympic silver medallist (1976)"
Blagovest Sendov,87,"Bulgarian diplomat, mathematician and politician, Chairperson of the National Assembly (1995–1997) and ambassador to Japan (2004–2009)"
Bo Winberg,80,Swedish singer and guitarist
Bob Markell,95,"American television producer (The Defenders, N.Y.P.D.) and art director (12 Angry Men)"
