Name,Age,Info
Abdul Rahman al-Iryani,87,President of the Yemen Arab Republic
Adem Jashari,42,"Kosovo Albanian militant separatist, mortar strike"
Aghajani Kashmeri,89,"Indian screenwriter, actor and Urdu poet"
Agustín Gómez-Arcos,65,"Spanish writer, cancer"
Alain Bosquet,78,French poet
Albert Levan,93,Swedish botanist and geneticist
Alberto Morrocco,80,Scottish artist
Alexander Puzanov,91,Soviet and Russian ambassador and statesman
Alexandre Gemignani,72,Brazilian basketball player
Anna Maria Ortese,83,"Italian novelist, poet, and travel writer"
Anne Sayre,74,American writer
Anthony Fell,83,British politician
Antonio Alsúa Alonso,78,Spanish football player
António Ribeiro,69,"Portuguese Cardinal of the Roman Catholic Church, cancer"
Archie Goodwin,60,"American comic book writer and artist (Luke Cage, Spider-Man, Star Wars), cancer"
Arthur S. Link,77,"American historian and educator, lung cancer"
Asha Posley,71,Pakistani actress
Athelstan Spilhaus,86,South African-American geophysicist and oceanographer
B. N. Adarkar,87,Indian economist
Basil Coetzee,54,"South African musician, cancer"
Beatrice Wood,105,American artist and ceramicist
Bella Abzug,77,"American lawyer, politician and social activist"
Ben Bagley,64,American record producer and musical producer
Benjamin Bowden,91,British industrial designer
Benjamin Spock,94,American pediatrician and author
Bernarr Rainbow,83,"British historian of music education, and choir master"
Beth Mitchell,25,American shag dancer and elementary school teacher
Betsey Cushing Roosevelt Whitney,88,American philanthropist
Betty Bird,96,Austrian actress
Beverley Cross,66,"English playwright, librettist and screenwriter (Clash of the Titans, Jason and the Argonauts)"
Bill Cable,51,"American actor, model and stunt performer, traffic collision"
Bill Reid,78,"Canadian artist, Parkinson's disease"
Blanche Montel,95,French actress
Buddy Jeannette,80,"American basketball player and coach, stroke"
C. E. Beeby,95,New Zealand educationalist and psychologist
Carleton Putnam,96,"American businessman, writer and segregationist, pneumonia"
Carolyn Schnurer,90,American fashion designer and sportswear pioneer
Catherine Sauvage,68,French singer and actress
Charles Franklin Phillips,87,American economist
Chen Jin,90,Taiwanese painter
Chris Trickle,25,"American stock car racing driver, drive-by shooting"
Chuck Hunsinger,72,American gridiron football player
Claudio Gora,84,Italian actor and film director
Cliff Barker,77,American basketball player
Clive Osborne,75,Australian politician
Colin Patterson,64,"British palaeontologist, heart attack"
Dada Kondke,65,Indian actor and film producer
Daniel Massey,64,"English actor and performer, Hodgkin's lymphoma"
Darcy O'Brien,58,"American author and literary critic, heart attack"
Dave Lewis,59,"American rock and R&B musician, cancer"
Dave Minor,76,American basketball player
David MacAdam,87,American physicist and color scientist
David McClelland,80,American psychologist
David Nightingale Hicks,69,"English interior decorator and designer, lung cancer"
David Powers,85,Special Assistant and secretary to John F. Kennedy
Denis Charles,64,"American jazz drummer, pneumonia"
Derek Barton,79,"British chemist, Nobel Prize laureate"
Dick Phillips,66,"American baseball player, manager and coach"
Don Kirkham,90,American physicists and soil scientist
Donald James Cannon,78,American politician
Donald Woods,91,Canadian-American actor
Dorothy Weston,98,Australian tennis player
Douglas Harold Copp,83,Canadian scientist
Dudley Wysong,58,"American golfer, aneurysm"
Dušan Pašek,37,"Slovak ice hockey player, suicide by gunshot"
