Name,Age,Info
Adam Hollanek,75,Polish science fiction writer and journalist
Al Couppee,78,American gridiron football player
Alan Revill,75,English cricketer
Alan Shepard,74,"American astronaut, naval aviator and test pilot, complications from leukemia"
Alberto Cavallari,70,Italian journalist and writer
Aldo Stellita,50,"Italian bassist and songwriter, lung cancer"
Alf Boyd,77,Scottish football player
Alta Allen,93,American silent film actress
André Gertler,90,Hungarian classical violinist
Angus John Mackintosh Stewart,61,British writer
Antoine Tisné,65,French composer
Antonio Saura,67,Spanish artist and writer
Arkady Ostashev,72,Russian mechanical engineer
Arun Kumar Ahuja,81,Indian film actor and producer
Arvid Hanssen,66,"Norwegian journalist, newspaper editor, poet, novelist and children's writer"
Aymoré Moreira,86,Brazilian football player and coach
Balangoda Ananda Maitreya Thero,101,Sri Lankan Buddhist monk
Ben Zion Abba Shaul,73,Israeli Sephardic rabbi
Bernhard Häring,85,"German Catholic theologian, and priest"
Berta Hrubá,52,Czech field hockey player and Olympic medalist
Beryl Bryden,78,English jazz singer
Betty Marsden,79,English comedy actress
Bharathan,51,Indian film director and artist
Bill Tuttle,69,"American baseball player, cancer"
Billie Hughes,50,"American songwriter, musician and record producer, heart attack"
Billy Patterson,79,American football player (Chicago Cardinals and Pittsburgh Steelers)
Binnie Barnes,95,English actress
Bo Giertz,92,"Swedish theologian, novelist and bishop"
Buffalo Bob Smith,80,"American children's television host, cancer"
Carl Koch,86,American architect
Claire Kelly,64,American actress and model
Claudia Testoni,82,"Italian hurdler, sprinter and long jumper"
Cleeve Horne,86,"Canadian portrait painter and sculptor, respiratory-related illness"
Consalvo Sanesi,87,Italian racecar driver
Constance Cox,85,British script writer and playwright
Corbett Monica,68,"American comedian, cancer"
Danielle Bunten Berry,49,"American game designer and programmer, lung cancer"
David Durand,77,American actor
David Fulker,61,British behavioural geneticist
David Jones,84,English cricket player
Denis Ségui Kragbé,60,Ivorian shot putter and discus thrower
Dimitris Liantinis,55,"Greek philosopher, writer and university professor, suicide"
Djibril Diop Mambéty,53,"Senegalese actor, film director and poet, lung cancer"
Don Dunphy,90,American television and radio sports announcer
Donald C. Davis,77,"United States Navy admiral, heart attack"
Doris Nolan,82,American actress
Doug Miller,28,"American gridiron football player, lightning strike"
Dumitru Berciu,91,Romanian historian and archaeologist
Duncan White,80,Sri Lankan track and field athlete and Olympic medalist
Dušan Vukotić,71,"Yugoslav and Croatian cartoonist and author, heart attack"
Ed Connolly,58,American baseball player
Ed Sanicki,74,American baseball player
Elijah Pitts,60,"American football player (Green Bay Packers), stomach cancer"
Elio Augusto Di Carlo,79,"Italian ornithologist, historian and physician"
Elizabeth Karlin,54,"American doctor and advocate for women's reproductive rights, brain tumor"
Elizabeth Riddell,88,Australian poet and journalist
Elmer Valo,77,Slovak American baseball player and coach
Emilio Alfaro,65,"Argentine actor, and theatre and film director"
Emma Humphreys,30,"British convict, accidental overdose"
Erling Evensen,84,Norwegian cross-country skier and Olympic medalist
Errol Parker,72,"French-Algerian jazz pianist, liver cancer"
Eugene Aserinsky,77,"American sleep researcher, traffic collision"
F. Tillman Durdin,91,American foreign correspondent for The New York Times
Fabrice Simon,47,"Haitian artist and fashion designer, AIDS"
Farid Shawqi,77,"Egyptian actor, screenwriter and film producer"
Florence Bird,90,"Canadian broadcaster, journalist, and senator"
Francis Ambrière,90,French author
Frank Creagh,74,New Zealand boxer
Frank Righeimer,89,American fencer and Olympic medalist
Fritz Buchloh,88,German football manager and football player
Gauri Ayyub,67,"Indian social worker, activist and writer, acute arthritis"
George Lloyd,85,British composer
Georges Maton,84,French cyclist
Gisella Caccialanza,83,"American prima ballerina, stroke"
Gladstone Guest,81,English football player
Gladys Ambrose,67,"English actress, cancer"
Glenn E. Duncan,80,United States Air Force officer and World War II flying ace
Gregg Burge,40,"American tap dancer and choreographer, brain tumor"
Gus Alex,82,"Greek-American mobster, heart attack"
Guy Lafitte,71,French jazz saxophonist
Gísli Halldórsson,71,Icelandic actor
Halvor J. Sandsdalen,87,"Norwegian farmer, journalist, poet, playwright and children's writer"
Hans Feibusch,99,German painter and sculptor
Harvie Branscomb,103,American theologian and academic
Henri Ziegler,91,"French aerospace engineers, aviation pioneer and first president of Airbus"
Henry J. Leir,98,"American industrialist, financier, and philanthropist"
Herbert Widmayer,84,German football player and manager
Herman David Koppel,89,Danish composer and pianist
Hermann Prey,69,"German bass-baritone, heart attack"
Hervé Mirouze,73,French football player and coach
Hugh Reilly,82,"American actor, emphysema"
Ioan Ploscaru,86,Romanian bishop of the Greek-Catholic Church
James Lighthill,74,British mathematician
Jane Bell,88,Canadian track and field athlete and Olympic champion
Jay Taylor,30,"American basketball player, burned"
Jean René Célestin Parédès,83,"French film actor, heart attack"
Jean de Baroncelli,84,French writer
Jerome Robbins,79,"American choreographer, director and dancer (West Side Story), stroke"
Jess Dobernic,80,American baseball player
Jim Flora,84,"American artist, stomach cancer"
Jimmy Driftwood,91,"American folk music songwriter and musician, heart attack"
Joe Graboski,68,American basketball player
John Ball,73,English footballer
John Béchervaise,88,"Australian writer, photographer, artist, historian and explorer"
John E. Powers,87,American politician
John Gilliland,62,American radio broadcaster and documentarian
John Henrik Clarke,83,"African-American historian and professor, heart attack"
John Hopkins,67,"English film, stage and television writer, fall"
John J. Tominac,76,United States Army officer and recipient of the Medal of Honor
Johnny Speight,78,"English television scriptwriter, pancreatic cancer"
Jorge Pacheco Areco,78,Uruguayan politician
Joseph Desmond O'Connor,78,"British linguist, pneumonia"
Joseph Maher,64,"Irish-American actor, playwright and director, brain tumor, brain cancer"
Juan José Nogués,89,Spanish football player and manager
Judy Malcolm,87,American film actress
June Byers,76,"American women's professional wrestler, pneumonia"
Karl Schirdewan,91,German communist activist and East German politician
Karl-Heinz Höcker,82,German theoretical nuclear physicist
Katherine Russell,89,English social worker and university teacher
Kay Thompson,88,"American author, actress and singer"
Kazimierz Lis,88,Polish football player
Kazimierz Sokołowski,90,Polish ice hockey player
Kenneth A. Walsh,81,"United States Marine Corps officer, World War II flying ace and Medal of Honor recipient, heart attack"
Kenneth Watson,66,"British television actor, pancreatic cancer"
Knut Bergsland,84,Norwegian linguist
Kohei Murakoso,92,"Japanese runner and Olympian, respiratory disease"
Komla Agbeli Gbedemah,85,Ghanaian politician
Konstantinos Kollias,97,Prime Minister of Greece during the military junta
Kurt Franz,84,German SS officer and commander of the Treblinka extermination camp
Laila Schou Nilsen,79,Norwegian sportsperson and Olympic medalist
Lamberto Gardelli,82,Italian-Swedish conductor
Lenny McLean,49,"English boxer, bodyguard and actor, brain cancer, lung cancer"
Lenore Romney,89,"American actress and political figure, stroke"
Leroy Edgar Burney,91,American physician and public health official
Les Dodson,82,American gridiron football player
Lester King,59,Jamaican cricket player
Lev Rokhlin,51,"Soviet / Russian army officer, shot"
Lillian Hoban,73,American illustrator and children's writer
Lilí Álvarez,93,"Spanish sportswoman, author, feminist and journalist"
Louis L. Goldstein,85,American politician
Lucien Lamoureux,77,Canadian politician and Speaker of the House of Commons of Canada
M. Athar Ali,73,"Indian historian, liver cancer"
M. M. S. Ahuja,69,Indian endocrinologist
