Name,Age,Info
A. L. Philpott,72,American politician
Alex North,80,"American film composer (A Streetcar Named Desire, Spartacus, Cleopatra), Emmy winner (1976)"
Alexander Pushnin,70,Soviet painter
Alfonso García Robles,80,"Mexican diplomat, Nobel Prize recipient (1982)"
Alfredo Rizzo,89,Italian actor
Allan Grossman,80,"Canadian politician, cancer"
Alois Vansteenkiste,63,Belgian racing cyclist
André Baruch,83,"French-American radio host, narrator, and sportscaster"
Angelo Rossitto,83,American actor (Freaks)
Anita Traversi,54,Swiss singer
Ante Paradžik,48,"Croatian politician, assassinated"
Antoine Blavier,77,Belgian football referee
Anton Besold,87,German politician
António Reis,64,"Portuguese film director, screenwriter, and producer"
Arnold Chernushevich,58,Soviet fencer and Olympic medalist
Azellus Denis,84,Canadian politician
Barbara Rose Johns,56,"American civil rights activist, bone cancer"
Baruch Ashlag,84,Polish rabbi
Ben Piazza,58,"American actor (Mask, Santa Barbara, The Blues Brothers), AIDS-related cancer"
Benjamin A. Smith II,75,"American politician, member of the U.S. Senate (1960–1962)"
Bernhard Bischoff,84,"German historian, paleographer, and philologist"
Billy Vaughn,72,"American singer, peritoneal carcinoma"
Bob Goldham,69,Canadian ice hockey player
Bolesław Banaś,79,Polish Olympic fencer (1948)
Brad Davis,41,"American actor (Midnight Express, Chariots of Fire, Querelle), assisted suicide"
Bruce Matthews,82,Canadian army officer
Buddy Banks,81,"American jazz tenor saxophonist, pianist, and bandleader"
Carol Kalish,36,"American writer, editor, and comic book retailer, intracranial aneurysm"
Carol White,48,"English actress (Poor Cow, I'll Never Forget What's'isname, The Fixer)"
Charles E. Osgood,74,American psychologist and academic
Charles V. Dingley,51,"American pornographic film and B movie producer, screenwriter, and director"
Charlie Barnet,77,American jazz musician
Chet Morgan,81,American baseball player and manager
Chintaman Govind Pandit,96,Indian virologist and writer
Chris Von Erich,21,"American professional wrestler, suicide"
Claire Zeisler,88,American fiber artist
Concetto Lo Bello,67,Italian football referee and politician
Daniel Prenn,86,"Polish-German-British tennis player, Alzheimer's disease"
Dilgo Khyentse Tashi Peljor,81,Bhutanese Buddhist spiritual teacher and poet
Dom Orejudos,58,"American choreographer, AIDS"
Donald Henry Gaskins,58,"American convicted serial killer, execution by electric chair"
Dottie West,58,"American country singer, complications from a traffic collision"
Dr. Seuss,87,"American children's author (The Cat in the Hat, How the Grinch Stole Christmas!, Green Eggs and Ham), cancer"
Durga Khote,86,Indian actress
Ed Moriarty,78,American baseball player
Eduardo Cordero,69,Chilean basketball player
Edwin McMillan,83,"American physicist, first to synthesize neptunium, Nobel Prize recipient (1951), complications of diabetes mellitus"
Efraim Racker,78,"Austrian biochemist, stroke"
Eila Pehkonen,66,Finnish actress
Ellic Howe,81,British author
Erich Kern,85,"Austrian journalist, nazi propagandist during World War II, and a post-war neo-nazi"
Ernest Davies,89,"British journalist, author and politician"
Eryk Lipiński,83,Polish artist
Eugene Bolden,92,American Olympic swimmer (1920)
Eugène Bozza,86,French composer and violinist
Eurico de Freitas,89,Brazilian athlete and Olympian
Falk Harnack,78,German film director
Feliks Konarski,84,"Polish poet, songwriter, and cabaret performer"
Floyd Huddleston,73,"American songwriter, screenwriter, and television producer"
Frank Capra,94,"Italian-American film director (It's a Wonderful Life, Mr. Smith Goes to Washington, It Happened One Night), Oscar winner (1935, 1937, 1939), heart attack"
Frank H. Netter,85,American surgeon
František Hanus,75,Czech actor
Franz Keller,78,Swiss psychologist
Gail Borden,84,American figure skater and Olympian
Garry Glenn,36,"American songwriter, kidney failure"
Gordon Bashford,75,British automotive designer
Gordon Gunson,87,English footballer
Grace Zaring Stone,100,American novelist and short-story writer
Haakon Pedersen,84,Norwegian speed skater and Olympian
Hannibal Valdimarsson,88,Icelandic politician
Harland G. Wood,84,American biochemist
Harold Phelps,88,American long-distance runner
Harriet Hammond,91,American silent film actress
Harry Sandbach,88,British academic
Heinz Budde,65,German politician and member of the Bundestag
Helmut Kohl,48,"Austrian football referee and butcher, cancer"
Henri H. Stahl,90,Romanian marxist cultural anthropologist and social historian
Henri Lemoine,82,French cyclist
Henri de Lubac,95,French cardinal
Henry Joseph Kelliher,95,New Zealand businessman
Huy Kanthoul,82,"Cambodian politician, Prime Minister"
Héctor-Neri Castañeda,66,Guatemalan-American philosopher and publisher
Iosif Lengheriu,77,Romanian football player
Jack Crawford,83,Australian tennis player
Jan Józef Lipski,65,Polish writer and politician
Jean Bourgoin,78,"French cinematographer (The Longest Day), Oscar winner (1963)"
Joe Hulme,87,English football player and cricket player
Joe Pasternak,89,"Hungarian-American film director, Parkinson's disease"
John Anthony Donovan,80,"Canadian-American Roman Catholic bishop, heart ailment"
John Crosby,79,"American media critic, cancer"
John H. Lawrence,87,American physicist
