Name,Age,Info
Abdellatif Akhrif,24,"Moroccan footballer (IR Tanger), drowned"
Abel Sarmientos,61,Cuban Olympic volleyball player (1992)
Abner Haynes,86,"American football player (Kansas City Chiefs, Denver Broncos)"
Abu Sayed,22,"Bangladeshi student activist, shot"
Adolphe Alésina,81,"French rugby league player (Carcassonne, national team)"
Ahmed Refaat,31,"Egyptian footballer (ENPPI, Future / Modern Future, national team), heart attack"
Aidos Sadyqov,55,"Kazakh journalist and opposition figure, complications from gunshot wounds"
Alan Cooke Kay,92,"American jurist, judge (since 1986) and chief judge (1991–1999) of the U.S. District Court for Hawaii (since 1986)"
Alan Hyland,78,"Canadian politician, Alberta MLA (1975–1993)"
Alan Wyatt,89,Australian cricketer (New South Wales)
Albertus Swanepoel,65,South African milliner
Alcides Lanza,95,Argentine-born Canadian composer
Aldo Puglisi,89,"Italian actor (Seduced and Abandoned, The Birds, the Bees and the Italians, Il merlo maschio), COVID-19"
Alex Dancyg,75,Polish-born Israeli historian and hostage. (death announced on this date)
Alex Forsyth,69,"Canadian ice hockey player (Washington Capitals, Springfield Indians, Tulsa Oilers), complications from Alzheimer's disease"
Alex Janvier,89,Canadian First Nations painter
Alexander Waugh,60,"English writer, critic and journalist, prostate cancer"
Alfred Zierler,91,Austrian medallist and engraver
Alma Powell,86,American audiologist
Alphonsus Mathias,96,"Indian Roman Catholic prelate, bishop of Chikmagalur (1965–1986) and archbishop of Bangalore (1986–1998)"
Ambalapuzha Gopakumar,80,Indian poet and historian
Ambica Shrestha,91,"Nepali hotelier, president of Dwarika's Hotel (since 1992), pneumonia"
Ana Šomlo,89,Serbian-Israeli writer and journalist
Andrei Tarasenko,55,Russian Olympic ice hockey player (1994)
Andrejs Plakans,83,Latvian-American historian
Andriy Kutsenko,35,"Ukrainian track cyclist, killed in action"
André Drege,25,"Norwegian racing cyclist, race crash"
André Hediger,83,"Swiss politician, five-time mayor of Geneva, member of the Grand Council of Geneva (2001–2005)"
André Juillard,76,French comic book artist (Blake and Mortimer)
Angela Pagano,87,"Italian actress (The Hideout, Naples in Veils, Like a Cat on a Highway 2)"
Ann J. Abadie,84,American scholar and literary editor
Anna Filek,91,"Polish politician, MP (1997–2005)"
Annie Le Brun,81,French writer and poet
Anshuman Gaekwad,71,"Indian cricket player (national team) and coach, blood cancer"
Anton Hykisch,92,"Slovak writer, politician and diplomat, MP (1990–1992)"
Antonio Cabán Vale,81,"Puerto Rican guitarist, singer, and composer"
Antonio Carattino,101,"Italian Olympic sailor (1952, 1956, 1968)"
Antonio Michele Coppi,75,"Italian politician, senator (1992–1994)"
Antonio Vera Ramírez,90,Spanish author
Anwar Sabbah,91,Lebanese politician
