Name,Age,Info
A. N. Ray,98,"Indian jurist, Chief Justice of the Supreme Court of India (1973–1977)"
A. T. Q. Stewart,81,Northern Irish historian
Aamer Bashir,38,"Pakistani cricketer, cancer"
Abdumalik Bahori,83,Tajikistani writer
Adalbert Eledui,62,"Palauan senator and conservationist, after long illness"
Adriaan Blaauw,96,Dutch astronomer
Adrienne Simpson,67,New Zealand broadcaster and writer
Agathe von Trapp,97,"Austrian-born American singer, member of the Trapp family (The Sound of Music)"
Alan Armer,88,"American Emmy Award-winning television producer (The Fugitive), colon cancer"
Alan Shallcross,78,British television producer
Albano Albanese,88,Italian hurdler and high jumper
Albert Ghiorso,95,"American nuclear scientist, co-discovered twelve chemical elements"
Alberto Segado,66,Argentine actor (Asesinato en el Senado de la Nación)
Alexander Kerst,86,Austrian actor
Alfred E. Kahn,93,"American economist, cancer"
Ambrosio Echebarria Arroita,88,"Spanish Roman Catholic prelate, Bishop of Barbastro-Monzón (1974–1999)"
Andy Anderson,97,"American retired major general, Mayor of Naples, Florida (1978–1982)"
Ann Cindric,88,American AAGPBL baseball player
Anthony Enahoro,87,Nigerian political activist
Anthony Howard,76,"British journalist, broadcaster and editor (New Statesman)"
Anton Kunz,95,Austrian Olympic water polo player
Armin Weiss,83,German chemist and politician
Arne Arnesen,82,Norwegian diplomat and politician
Arnold Weiss,86,"German-born American soldier, helped discover Adolf Hitler's will, pneumonia"
Aron Abrams,50,"American screenwriter and television producer (King of the Hill, Everybody Hates Chris, 3rd Rock from the Sun)"
Art Mahan,97,"American baseball player (Philadelphia Phillies) and college baseball coach (Villanova), heart failure"
Art Quimby,77,American college basketball player (UConn)
Atina Bojadži,66,"Macedonian marathon swimmer, first Yugoslavian woman to swim across the English Channel"
Avi Cohen,54,"Israeli footballer, motorcycle accident"
B. S. Ranga,93,Indian film director
Barry Zorthian,90,American press officer during Vietnam War
Bennie Briscoe,67,American boxer
Berlenti Abdul Hamid,75,"Egyptian actress, stroke"
Bernard Patrick Devlin,89,Irish-born Roman Catholic Bishop of Gibraltar (1985–1998)
Bernard Wilson,64,"American singer (Harold Melvin & the Blue Notes), stroke and heart attack"
Bernard-Pierre Donnadieu,61,"French actor, cancer"
Bertie Lewis,90,British World War II RAF airman and anti-war campaigner
Betty Yahr,87,American baseball player
Bill Erwin,96,"American actor (Seinfeld, Falcon Crest, The Twilight Zone)"
Bill Jones,89,"English international footballer, natural causes"
Bill Lajoie,76,American baseball scout and executive (Detroit Tigers)
Billy Taylor,89,"American jazz pianist and composer (I Wish I Knew How It Would Feel to Be Free), heart attack"
Birthe Nielsen,84,Danish Olympic sprinter
Blake Edwards,88,"American film director, producer and screenwriter (The Pink Panther, Breakfast at Tiffany's), pneumonia"
Bob Feller,92,"American baseball player (Cleveland Indians), member of Baseball Hall of Fame, leukemia"
Bobby Farrell,61,Aruba-born dancer and entertainer (Boney M.)
Boris Tishchenko,71,Russian composer
Brandon Joyce,26,"American football player (St. Louis Rams, Minnesota Vikings), shot"
Brian Hanrahan,61,"British journalist, cancer"
Bud Greenspan,84,"American Olympic filmmaker, Parkinson's disease"
Captain Beefheart,69,"American rock musician and artist (Trout Mask Replica), complications from multiple sclerosis"
Cardell Camper,58,American baseball player
Carleton Naiche-Palmer,63,"American tribal leader, President of the Mescalero Apache (2008–2010)"
Carlos Andrés Pérez,88,"Venezuelan politician, President (1974–1979; 1989–1993), heart attack"
Carlos Pinto Coelho,66,"Portuguese journalist and television personality, complications from aortic surgery"
Catalina Speroni,72,Argentine actress
Cathy Harvin,56,"American politician, member of the South Carolina House of Representatives (since 2006), breast cancer"
Celestino Rocha da Costa,72,"São Toméan politician, Prime Minister (1988–1991)"
Chane't Johnson,34,"American actress, heart attack"
Charles N. Millican,94,"American academic, founding president of the University of Central Florida"
Chris Colmer,30,American college football player (NC State)
Chris Condon,88,"American cinematographer (Jaws 3-D), 3D lens inventor"
Chuck Jordan,83,American automobile designer (General Motors)
Claude Foussier,85,French Olympic sports shooter
Clay Cole,72,American television host (The Clay Cole Show) and DJ
Dagoberto Suárez Melo,35,"Colombian politician, Governor of Guaviare (2010), car crash"
Dale Roberts,24,"English footballer (Rushden & Diamonds), suicide by hanging"
David Cockayne,68,British physicist
David French,71,"Canadian playwright, cancer"
Denis Dutton,66,"American-born entrepreneur and philosopher, creator of Arts & Letters Daily and Bad Writing Contest, prostate cancer"
Dick Gibson,92,English racing driver
Dick Hoerner,88,"American football player (Los Angeles Rams), stroke"
Domini Blythe,63,"British-born Canadian stage and film actress (Mount Royal, Search for Tomorrow), cancer"
Don Meredith,72,"American football player (Dallas Cowboys) and commentator (Monday Night Football), brain hemorrhage"
Donald Allchin,80,British Anglican priest and theologian
Donald Carroll,70,American author
Donald Fraser,83,American politician
Donald Pass,80,British abstract painter
Donna Atwood,85,"American figure skater, respiratory problems"
Dov Shilansky,86,"Israeli politician, Speaker of the Knesset (1988–1992)"
E. Gene Smith,74,American Tibetologist
Edsel Albert Ammons,86,American bishop
Eino Tamberg,80,Estonian composer
Elaine Kaufman,81,"American restaurateur, founder of Elaine's, emphysema and pulmonary hypertension"
Elisabeth Beresford,84,"British children's author, creator of The Wombles"
Elizabeth Edwards,61,"American author, lawyer and political activist, breast cancer"
Ellen Ugland,57,Norwegian billionaire
Elmo Gideon,86,American artist and sculptor
Emmanuel Ogoli,21,Nigerian footballer
Enrique Morente,67,Spanish flamenco singer
Enzo Bearzot,83,Italian World Cup-winning football manager and player
Eric Laakso,54,"American football player (Miami Dolphins), natural causes. (body found on this date)"
Eric Schmertz,84,"American labor negotiator, Dean of the Hofstra University School of Law"
Eric Teed,84,"Canadian politician, Mayor of Saint John, New Brunswick (1960–1964)"
Ernâni Lopes,68,"Portuguese politician, Minister of Finance (1983–1985)"
Eugene Goldwasser,88,"American scientist, first to purify EPO extracts, prostate cancer"
Eugene K. Garfield,74,"American founder of the Auto-Train Corporation, esophageal cancer"
Eugene Victor Wolfenstein,70,"American social theorist and psychoanalyst, professor of political science (UCLA), cancer"
Fan Yew Teng,68,"Malaysian politician and human rights activist, cancer"
Fausto Sarli,83,Italian fashion designer
Federico Vairo,80,"Argentine footballer and coach, stomach cancer"
Ferenc Keszthelyi,82,"Hungarian Roman Catholic prelate, Bishop of Vác (1992–2003)"
Florence Armstrong,82,Irish teacher
Frances Ginsberg,55,"American operatic soprano, ovarian cancer"
