Name,Age,Info
Aaron Cohen,79,"American aerospace engineer, Director of Lyndon B. Johnson Space Center (1986–1993), after long illness"
Abdul Karim Amu,76,Nigerian sprinter
Abdulkhakim Ismailov,93,"Russian Red Army soldier, World War II hero, natural causes"
Abune Zena Markos,72,"Ethiopian Archbishop, complications from pneumonia"
Adam Blacklaw,72,Scottish footballer (Burnley)
Adriel Johnson,52,"American biologist, shot"
Ahmet Vardar,73,"Turkish journalist and writer, pancreatic cancer"
Alan Gordon,65,"Scottish football player, cancer"
Albert Booth,81,"British politician, MP for Barrow-in-Furness (1966–1983), Secretary of State for Employment (1976–1979)"
Albert Kligman,93,"American dermatologist, inventor of Retin-A, heart attack"
Aleen Leslie,101,"American screenwriter (A Date with Judy), pneumonia"
Alexander Haig,85,"American politician and diplomat, Secretary of State (1981–1982), complications from an infection"
Alexander McQueen,40,"British fashion designer, suicide by hanging"
Alexis Pappas,94,Greek-born Norwegian chemist
Alfred Gregory,96,British mountain climber and photojournalist
Alfred Käärmann,87,"Estonian resistance fighter, member of the Forest Brothers"
Alfred Surratt,87,"American baseball player (Kansas City Monarchs), co-founder of the Negro Leagues Baseball Museum"
Ali Tounsi,76,"Algerian police official, Chief of National Police, shot"
Allan Kornblum,71,"American lawyer, counsel to the F.B.I., esophageal cancer"
Allan Wicks,86,British organist and choirmaster
Amlan Datta,85,Indian economist and teacher
Amos Funk,98,American farm preservationist
Andrew Jaffe,71,"American journalist (Adweek), revived the Clio Awards, multiple myeloma"
Andrew Koenig,41,"American actor (Growing Pains), suicide by hanging"
André Kolingba,73,"Central African politician, President (1981–1993)"
Ang It-hong,82,"Taiwanese singer, songwriter, composer and actor, pancreatic cancer"
Angelo Franzosi,88,Italian footballer
Anna Fárová,81,"Czech photography historian and advocate, Charter 77 signatory"
Anna Samokhina,47,"Russian actress, stomach cancer"
Antonio Alegre,85,"Argentine businessman, President of Boca Juniors (1985–1995)"
Antonio Giolitti,94,Italian politician
Aníbal Portillo,95,"Salvadoran military officer, head of state (1961–1962)"
Ariel Ramírez,88,"Argentine composer and pianist, pneumonia"
Armando Falcão,90,"Brazilian politician, Justice Minister (1974–1979), pneumonia"
Arnold Beichman,96,American writer and journalist
Art Van Damme,89,"American jazz musician and accordionist, pneumonia"
Asta Backman,93,Finnish actress
Athan Karras,82,"Greek-born American advocate of Greek dance, complications from coronary artery bypass surgery"
Atsushi Kuroi,40,"Japanese professional drifting driver, motorcycle accident"
Audrey Collins,94,British cricket player and administrator
Azzeddine Laraki,80,"Moroccan politician, Prime Minister (1986–1992)"
Barbara Bray,85,British translator
Barry Bowen,64,"Belizean bottling magnate and politician, plane crash"
Barton Childs,93,"American physician and geneticist, complications of lung cancer"
Bayken Ashimov,92,Kazakh politician
Bernard Coutaz,87,"French music publisher, founder of Harmonia Mundi"
Bernard Kates,87,"American actor, sepsis and pneumonia"
Bernard Lander,94,"American rabbi, founder of Touro College"
Bernard Smith,99,"American sailboat designer, liver cancer"
Bill Burtenshaw,84,British footballer
Bill Dudley,88,"American football player (Pittsburgh Steelers), Pro Football Hall of Famer, stroke"
Bill Kajikawa,97,American basketball coach (Arizona State Sun Devils)
Bill Utterback,79,American illustrator and caricaturist
Birgitta Lindqvist,67,Swedish Olympic cross-country skier
Bjørn Benkow,70,Norwegian journalist
Bo Holmberg,67,"Swedish governor, widower of Anna Lindh"
Bob Chakales,82,American baseball player (Cleveland Indians)
Bob Doe,89,"British airman, Royal Air Force flying ace"
Bobby A. Suarez,67,"Filipino film producer, director and screenwriter"
Bobby Cox,76,Scottish footballer (Dundee)
