Name,Age,Info
Abdul Rahman Ahmed Jibril Baroud,73,"Palestinian poet, heart attack"
Abel Muzorewa,84,"Zimbabwean Methodist bishop and politician, Prime Minister of Zimbabwe Rhodesia (1979)"
Abu Abdullah al-Rashid al-Baghdadi,50,"Iraqi terrorist (al-Qaeda), airstrike"
Abu Ayyub al-Masri,42,"Egyptian terrorist (al-Qaeda), airstrike"
Abubakar Rimi,70,Nigerian politician
Ahmad Sa'd,64,"Israeli politician, Member of Knesset (1996–1999)"
Aksel C. Wiin-Nielsen,86,"Danish academic, professor of meteorology"
Akua Asabea Ayisi,83,Ghanaian journalist
Al Prince,67,"American-born French Polynesian journalist and tourism expert, after long illness"
Aladár Kovácsi,77,"Hungarian modern pentathlete, Olympic gold medalist (Helsinki 1952)"
Alan Rich,85,"American classical music critic, natural causes"
Alan Sillitoe,82,British writer (Saturday Night and Sunday Morning)
Alastair Dowell,89,Scottish cricketer
Albert S. Toe,56,Liberian politician
Albert Szatola,83,Hungarian Olympic equestrian
Alberto Vitoria,54,"Spanish footballer, heart attack"
Alby Linton,83,Australian footballer
Alejandro Robaina,91,"Cuban tobacco grower, cancer"
Aleksander Szczygło,46,"politician, Minister of Defence (2007), chief of the National Security Bureau (since 2009)"
Aleksandra Natalli-Świat,51,member of the Sejm
Alexander Bernstein Baron Bernstein of Craigweil,74," ""British television executive and life peer"""
Alexander Sliussarev,65,Russian photographer and translator
Alexandru Neagu,61,Romanian footballer (FC Rapid București)
Ali Aliu,85,"Kosovo Albanian writer, economist, teacher, and political prisoner"
Alice Miller,87,Polish-born Swiss author and psychologist
Alicia Parlette,28,"American journalist and copy editor, alveolar soft part sarcoma"
Allen Swift,86,"American voice actor (Underdog, Howdy Doody, Tom and Jerry ), natural causes"
Alper Balaban,22,"German-born Turkish footballer, traffic collision"
Ambrose D'Mello,87,"Indian Jesuit priest, first Jesuit Provincial of India, cancer"
Ambrose Olsen,25,"American fashion model, suicide by hanging"
Ambrosius Eßer,76,"German Dominican clergy and church historian, pulmonary disease"
Aminulrasyid Amzah,14,"Malaysian student and victim, shot"
Anatoly Dobrynin,90,"Russian diplomat and politician, Soviet Ambassador to the United States (1962–1986)"
Anders Eklund,52,Swedish boxer
Andrea Cassone,81,"Italian Roman Catholic prelate, archbishop of Rossano-Cariati (1992–2006)"
Andrea West,57,"Australian politician, member of the House of Representatives (1996–1998), breast cancer"
Andreas Kunze,57,"German actor, heart failure"
Andrzej Błasik,47,"general, Chief of the Air Force (since 2007)"
Andrzej Karweta,51,"Vice Admiral, commander-in-chief of the Navy"
Andrzej Kremer,48,"lawyer and diplomat, Deputy Foreign Minister (since 2008)"
Andrzej Przewoźnik,46,Secretary-General of the Council for the Protection of Struggle and Martyrdom Sites
André Bedoglouyan,90,"Lebanese Eastern Catholic prelate, bishop of Comana Armeniae (1971–1994)"
Angus Maddison,84,British economist
Anna Walentynowicz,80,trade unionist whose 1980 firing led to the creation of the Solidarity movement
Antony Flew,87,"British philosopher, after long illness"
Antony Grey,82,"British gay rights activist, leukaemia"
Arkadiusz Rybicki,57,member of the Sejm
Armando Sanchez,57,"Filipino politician, governor of Batangas (2004–2007), stroke"
Arne Høyer,81,Danish Olympic bronze medal-winning (1960) sprint canoer
Arnold Kanter,65,"American diplomat, acute myelogenous leukemia"
Arnold Spohr,86,"Canadian artistic director (Royal Winnipeg Ballet), chronic kidney disease"
Arthur Mercante Sr.,90," ""American boxing referee"""
Arthur Winograd,90,"American cellist and music director, complications of pneumonia"
Arturo Rodríguez Fernández,62,"Dominican author, film critic and playwright, heart failure"
Ashari Danudirdjo,87,Indonesian Olympic sailor
Aubrey Cummings,62,"Guyanese musician, heart problems"
Audrey Williamson,83,"British athlete, Olympic silver medalist (1948)"
Avigdor Arikha,81,"Romanian-born Israeli painter, complications of cancer"
Babá,75,Brazilian footballer
Balthasar Burkhard,65,Swiss photographer
Baruch Poupko,92,Russian-born American rabbi
Benjamin Hooks,85,"American civil rights leader, executive director of the NAACP (1977–1992), after long illness"
Bernie Kilgariff,86,"Australian politician, Senator (1975–1987)"
Betty Paraskevas,81,"American writer and lyricist, pancreatic cancer"
Bevil Mabey,94,British businessman
Bill DuBay,62,"American comic book editor, writer, and artist"
Billy Gore,90,Welsh rugby player
Binyamin Balanero,68,Israeli footballer
Bo Hansson,67,Swedish keyboardist
Bob Franks,58,"American politician, member of the House of Representatives from New Jersey (1993–2001), cancer"
Bronisław Kwiatkowski,59,"general, Commander of the Armed Forces Operational Command"
Bronisława Orawiec-Löffler,81,dentist and activist
Bryn Knowelden,90,British rugby league player
Buddy Gorman,88,"American actor (Bowery Boys, Dead End Kids), natural causes"
Burkhard Ziese,66,German football manager
Bus Boyk,92,American fiddler
Butch Allison,65,American football player
Běla Kolářová,87,Czech photographer
C. K. Prahalad,68,"Indian business consultant and management theorist, natural causes"
C. P. Rele,82,Indian classical singer
Carl Macek,58,"American anime writer and producer (Robotech), heart attack"
Carl Williams,39,"Australian criminal, prison assault"
Carlos Franqui,89,Cuban writer and activist
Carmelita González,81,"Mexican actress, pneumonia"
Carolyn Rodgers,69,"American poet, cancer"
Charles Meade,93,"American pastor, founder of Meade Ministries"
Charlie Timmins,87,"English footballer (Coventry City), cancer"
Chris Kanyon,40,"American professional wrestler (WCW, WWF), suicide by drug overdose"
Chris Limahelu,59,"American football place kicker (USC), prostate cancer"
Christopher Cazenove,64,"English actor (Dynasty, A Knight's Tale, Zulu Dawn), sepsis"
Clifford M. Hardin,94,"American politician, Secretary of Agriculture (1969–1971), natural causes"
Corin Redgrave,70,"British actor and political activist, after short illness"
Craig Noel,94,"American theatre producer, director and administrator of the Old Globe Theatre, natural causes"
Cristina Corrales,47,"Bolivian journalist, broadcaster and politician"
Crosaire,92,Irish-born Zimbabwean compiler of the Irish Times crossword since 1943
Czesław Cywiński,84,President of the Association of Armia Krajowa Soldiers
Dale N. Van Vyven,74,"American politician, member of the Ohio House of Representatives (1978–2000)"
Damodar Chaudhary,63,"Nepalese politician, member of the Constituent Assembly since 2007"
Daniel of Erie,79,"American Orthodox prelate (ROCOR), Titular Bishop of Erie, natural causes"
Dario Mangiarotti,94,"Italian fencer, Olympic gold (1952) and silver (1948, 1952) medalist"
Daryl Gates,83,"American police official, chief of police of the Los Angeles Police Department (1978–1992), bladder cancer"
David B. Stone,82,"American businessman, principal founder of the New England Aquarium, complications from a stroke"
David C. Knapp,82,American educator
David Halliday,94,American physicist
David Harvey,73,British paediatrician
David Martin Baker,86,"American politician and judge, member of the West Virginia House of Delegates (1953–1954, 1957–1958)"
David Quayle,73,British businessman (B&Q)
Deborah Remington,79,"American artist, cancer"
Dede Allen,86,"American film editor (Bonnie and Clyde, Dog Day Afternoon, The Breakfast Club), stroke"
Denis Guedj,70,French novelist and academic
Denzil Freeth,85,"British politician, MP for Basingstoke (1955–1964)"
Derek Hayward,86,"British Anglican priest, Archdeacon of Middlesex (1974–1975)"
Dick Kenworthy,69,American baseball player
Dimitris Tsiogas,54,"Greek politician, member of Parliament (2001–2008), cancer"
Din Beramboi,43,"Malaysian comedian, actor and radio DJ, hemorrhagic dengue fever"
Dixie Carter,70,"American actress (Designing Women, Diff'rent Strokes, Family Law), endometrial cancer"
Dixieland Band,30,"American Thoroughbred racehorse, euthanized"
Dorothy Height,98,American civil rights activist
Dorothy Provine,75,"American actress, (It's a Mad, Mad, Mad, Mad World, That Darn Cat!, The Great Race), emphysema"
Duane D. Pearsall,88,American inventor of the battery-powered smoke detector
Dylan Meier,26,"American college football player, climbing accident"
Dávid Daróczi,37,"Hungarian journalist, suicide"
Ed Roberts,68,"American computer pioneer, pneumonia"
Eddie Carroll,76,Canadian voice actor (Jiminy Cricket)
Eddie Johnson,89,"American jazz musician, pneumonia"
Edmund Fitzgibbon,85,"Irish-born Nigerian Roman Catholic prelate, Bishop of Warri (1991–1997)"
Edward Bayda,78,"Canadian jurist, Chief Justice of Saskatchewan (1981–2006)"
Edward Huni'ehu,54,"Solomon Islander politician and minister, after long illness"
Edward Lyons,83,"British politician, MP for Bradford East (1966–1974) and Bradford West (1974–1983)"
Edward Wojtas,55,member of the Sejm
Edwin Valero,28,"Venezuelan undefeated former WBA super featherweight and WBC lightweight champion boxer, suicide by hanging"
Egon Hugenschmidt,84,German jurist and politician
El Risitas,65,Spanish comedian and actor
Elisabeth Ahlgren,84,Swedish swimmer
Elizabeth Post,89,American etiquette expert
Elma Maua,61,"Cook Islands-born New Zealand journalist and editor, after long illness"
Emilio Álvarez,71,Uruguayan footballer
Erich Zenger,70,German Roman Catholic theologian and Bible scholar
Erika Burkart,88,Swiss author
Eugène Terre'Blanche,69,"South African white separatist leader, beating"
Evelyn Cunningham,94,"American journalist, natural causes"
Evry Schatzman,89,French astrophysicist
Ewa Bąkowska,47,librarian and activist
Ferdinand Simoneit,84,"German journalist, author and World War II veteran"
Ferenc Kellner,77,Hungarian Olympic boxer
Floyd Dominy,100,"American public servant, commissioner of the Bureau of Reclamation (1959–1969)"
Frances Claudia Wright,91,Sierra Leonean barrister
Franciszek Gągor,58,"general, Chief of the General Staff (since 2006)"
Frank Olsson,87,Swedish Olympic rower
Franklin Mieuli,89,"American businessman, owner of the Golden State Warriors (1962–1985), natural causes"
Franz Kamin,68,"American composer, traffic collision"
Fred Halliday,64,"Irish academic, scholar of international relations, cancer"
Fred Panopio,71,"Filipino folk singer, cardiac arrest"
Friedrich Wilhelm Schäfke,87,German mathematician and academic
Furio Scarpelli,90,"Italian screenwriter (Big Deal on Madonna Street, Casanova 70, Il Postino)"
Gene Kiniski,81,"Canadian professional wrestler, cancer"
Gene Lees,82,"Canadian jazz historian and critic, heart disease"
George Gross,69,American football player (San Diego Chargers)
George H. Scithers,80,"American science fiction editor, Hugo Award winner, heart attack"
George Nissen,96,"American gymnast, co-inventor of the trampoline, pneumonia"
George Roberts Andrews,78,American diplomat
George Torode,63,Guernseyan author
Georgia Lee,89,Australian jazz and blues singer
Georgino Orellana,48,"Honduran journalist, shot"
Gerald Stapleton,89,"British airman, RAF fighter ace during World War II"
Gerhard Geise,80,"German mathematician, after long illness"
Gerhard Zemann,70,"Austrian actor, heart attack"
Gerry Ryan,53,Irish disc jockey and radio/television presenter
Gert Haller,65,"German business manager, lobbyist and politician, after long illness"
Gisela Karau,78,"German author, editor and columnist, after long illness"
Gisela Trowe,86,German actress
Giuseppe Panza,87,Italian art collector
Graciela,94,"Cuban singer, renal and pulmonary failure"
Grażyna Gęsicka,58,"politician, Minister of Regional Development (2006–2007)"
Grete Olsen,98,Danish Olympic fencer
Greville Starkey,70,"British jockey, cancer"
Grigorijs Ņemcovs,61,"Latvian politician, Vice Mayor of Daugavpils, shot"
Grzegorz Dolniak,50,member of the Sejm
Guillermo Luca de Tena,82,Spanish journalist
Guru,48,"American rapper (Gang Starr), multiple myeloma"
Gustav Lorentzen,62,Norwegian singer and entertainer (Knutsen & Ludvigsen)
Guy Kewney,63,"British technology journalist (Personal Computer World), colorectal cancer"
Guyford Stever,93,"American educator and science adviser, President of Carnegie Mellon University (1965–1972)"
Gwyn Rowlands,81,English-born rugby football player for Wales
György Schwajda,67,"Hungarian dramatist and theatre director, after long illness"
Günther C. Kirchberger,81,German academic and painter
Hamideh Kheirabadi,85,"Iranian actress, stroke"
Hans Schröder,79,German sculptor and painter
Hans-Joachim Göring,86,German footballer and coach
Harry Ashby,63,English golfer
Harry Conroy,67,British journalist and trade unionist
Harry Eccleston,87,British artist and banknote designer
Heini Weber,86,German Olympic wrestler
Heinz Gappmayr,84,Austrian artist
Helen Ranney,89,American hematologist
Henry Scarpelli,79,"American comic book artist (Archie), after long illness"
Herbert Spiro,85,"German-born American political scientist, United States Ambassador to Cameroon (1975–1977)"
Hermina Franks,95,American baseball player (AAGPBL)
Hiro Muramoto,43,"Japanese news cameraman (Reuters), shot"
Hisashi Inoue,75,"Japanese pacifist playwright, lung cancer"
Ian Brewer,73,Australian footballer
Ian Lawther,70,"Northern Irish footballer (Sunderland, Blackburn Rovers)"
Ian McKay,87,Australian footballer
Ian Valz,52,"Guyanese actor and playwright, cancer"
Ibrahima Fofana,57,"Guinean trade unionist, traffic collision"
Israr Ahmad,69,Indian nuclear physicist
Israr Ahmed,77,"Indian-born Pakistani Islamic scholar, cardiac arrest"
Izabela Jaruga-Nowacka,59,"member of the Sejm, Deputy Prime Minister (2004–2005)"
J. Bruce Llewellyn,82,"American businessman and activist, a founder of 100 Black Men of America, renal failure"
Jack Flannery,57,"American off-road racer, cancer"
Jack Herer,70,"American cannabis activist, complications from heart attack"
Jacob O. Meyer,75,American religious sect leader (Assemblies of Yahweh)
James Aubrey,62,"British actor (Lord of the Flies, Bouquet of Barbed Wire, Spy Game), pancreatitis"
James Brody,68,"American composer, traffic collision"
James F. Masterson,84,"American psychiatrist, complications of pneumonia"
Jan Balabán,49,"Czech writer, recipient of the Magnesia Litera award"
Janet Adelman,69,American literary critic
Janina Fetlińska,57,senator
Janusz Kochanowski,69,"lawyer and diplomat, Commissioner for Civil Rights Protection (Ombudsman) (since 2006)"
Janusz Kurtyka,49,"historian, president of the Institute of National Remembrance"
Janusz Zakrzeński,74,actor
Jean Boiteux,76,"French swimmer, Olympic gold and bronze medalist (1952), fall from a tree"
Jean Vergnes,88,French-born American chef
Jean-Paul Proust,70,"Monégasque politician, Minister of State (2005–2010)"
Jens Andersen,80,Danish boxer
Jeremaia Waqanisau,62,"Fijian soldier and diplomat, heart attack"
Jerry Elliott,73,"American jurist, Kansas Court of Appeals (since 1987), cancer"
Jerzy Szmajdziński,58,"politician, Minister of Defence (2001–2005), Vice-Marshal of the Sejm (since 2007)"
Jesús Vásquez,89,Peruvian singer
Jim Eames,92,British Lord Mayor of Birmingham (1974–1975)
Jim Edwards,83,New Zealand politician
Jim Pagliaroni,72,"American baseball player (Boston Red Sox, Oakland Athletics), cancer"
Jimmy Baker,95,Australian Aboriginal artist
Joanna Agacka-Indecka,45,"attorney, President of the Bar Council (since 2007)"
John B. McCue,88,"American politician, Member of the Pennsylvania House of Representatives"
John Batchelor,51,"British racing driver and politician, liver disease"
John Carl Warnecke,91,"American architect (John F. Kennedy Eternal Flame), complications of pancreatic cancer"
John Forsythe,92,"American actor (Bachelor Father, Charlie's Angels, Dynasty), complications from pneumonia"
John Griffiths,57,Welsh museum curator
John Schoenherr,74,"American illustrator, Caldecott Medal winner, chronic obstructive pulmonary disease"
Jojo Acuin,63,Filipino psychic
Jolanta Szymanek-Deresz,55,member of the Sejm
Jordi Estadella,61,"Spanish voice actor, radio and television personality (Un, dos, tres... responda otra vez), liver cancer"
Jorge Bontemps,32,"Argentine footballer, lung cancer"
Jorma Peltonen,66,Finnish ice hockey player
Josef W. Janker,87,"German author, journalist and World War II veteran"
Joseph Azzolina,84,"American politician, member of the New Jersey General Assembly (1992–2006), pancreatic cancer"
Joseph Bessala,69,"Cameroonian welterweight boxer, Olympic silver medalist (1968), after short illness"
Joseph W. Sarno,89,"American film director and screenwriter, after short illness"
José Bernal,85,"Cuban artist, complications from Parkinson's disease"
