Name,Age,Info
ASM Enamul Haque,78,"Bangladeshi politician, MP (1996)"
Aadu Must,72,"Estonian historian and politician, MP (since 2007)"
Aaron Cicourel,94,American sociologist
Abdel-Majed Abdel Bary,32,British rapper and Islamic State militant
Abdourahmane Sow,81,"Senegalese politician, minister of the interior (1995–1998)"
Abdul Ghapur Salleh,80,"Malaysian politician, MP (2004–2018), kidney failure"
Abdul Khaleque Mondal,78,"Bangladeshi politician, MP (2001–2006)"
Abdulbaki Erol,74,"Turkish Islamic scholar, kidney failure"
Abner Nuule,88,"Namibian politician, MP (since 1989)"
Abuhuraira Udasan,81,Filipino Muslim theologian
Adam Inglis,94,Australian footballer (Carlton)
Adolf Scherer,85,"Slovak footballer (CH Bratislava, Nîmes, Czechoslovakia national team)"
Adolfo Gilly,94,Mexican historian
Adrian Street,82,"Welsh professional wrestler (NWA, CCW), sepsis from colitis"
Adrian Tan,57,"Singaporean novelist (The Teenage Textbook, The Teenage Workbook) and lawyer, president of the Law Society (since 2022), cancer"
Agim Rada,70,"Albanian sculptor, lung disease"
Agustín Intriago,38,"Ecuadorian lawyer and politician, mayor of Manta (since 2019), shot"
Ahmad Sami Minkara,85,"Lebanese politician, minister of tourism (1992) and education (2004–2005)"
Ahmadreza Ahmadi,83,Iranian poet and screenwriter
Ahmed Ilias,88,Bangladeshi poet
Ahn Junghyo,81,"South Korean novelist and translator, cancer"
Al Giordano,63,"American journalist (Narco News) and political commentator, lung cancer"
Alain Besançon,91,French historian
Alamgir Tareen,63,"Pakistani businessman and cricket club owner (Multan Sultans), suicide by gunshot"
Alan Morrow,86,Australian footballer (St Kilda)
Alan Schoen,98,American physicist and computer scientist (Gyroid)
Alan Wilkie,94,Australian meteorologist and weather presenter
Albert Eschenmoser,97,"Swiss organic chemist (Eschenmoser's salt, Eschenmoser fragmentation, Eschenmoser sulfide contraction)"
Aleksandr Gurevich,92,Russian physicist
Aleksandr Tsilyurik,58,"Russian footballer (Krylia Sovetov Samara, Spartak-Telekom Shuya, Uralmash Yekaterinburg)"
Aleksey Avramenko,46,"Belarusian politician, minister of transport and communications (since 2019)"
Aleksey Kuznetsov,82,"Russian actor (The Green Flame, D'Artagnan and Three Musketeers, Dark Eyes)"
Ales Pushkin,57,"Belarusian painter, theatre director, and political prisoner"
Alex Etheridge,13,"American child, bone cancer"
Alexander Solovyov,73,"Russian politician, head of the Udmurt Republic (2014–2017) and senator (2013–2014)"
Alexandre Adler,72,"French historian and journalist (Courrier International, Le Figaro, Libération)"
Alexandre de Lur Saluces,89,French viticulturist
Alfred Thomas Grove,99,British geographer and climatologist
Ali Ben Salem,91,"Tunisian human rights activist and politician, MP (2014–2019)"
Alice Ho,72,"Singaporean actress (Hainan Kopi Tales, Beautiful Connection, The Sky is Still Blue)"
Alice K. Ladas,102,American psychologist and author (The G Spot and Other Recent Discoveries About Human Sexuality)
Alice L. Laffey,78,American feminist Biblical scholar
Amando Doronila,95,"Filipino journalist, complications from pneumonia"
Amer Alwan,66,"Iraqi-French film director and actor (The Girl on the Train), cancer"
Amos Badertscher,86,"American photographer, complications from a fall"
An Yin,64,Chinese-American geologist
Andrea Evans,66,"American actress (Passions, The Bold and the Beautiful, One Life to Live), breast cancer"
Andrea Purgatori,70,"Italian journalist (Corriere della Sera), screenwriter (The Rubber Wall, The Entrepreneur), and actor, cancer"
Andreas Tsoukalas,60,Greek singer
Andrei Fomin,57,"Russian lawyer and state prosecutor, acting prosecutor of the Republic of Crimea (2016–2017), prosecutor of Chuvashia (since 2020), drowned"
André Watts,77,"American pianist and academic, Grammy winner (1964), Avery Fisher Prize recipient (1988), cancer"
Andrés Oliva,74,Spanish racing cyclist
Andy Dun,62,English rugby union player (national team)
Angelo Mozilo,84,"American banker, CEO of Countrywide Financial (1969–2008)"
Angus Cloud,25,"American actor (Euphoria, North Hollywood, The Line), accidental drug overdose"
Anita Carey,75,"English actress (Coronation Street, Doctors), breast cancer"
Ann Clwyd,86,"Welsh politician, MP (1984–2019) and MEP (1979–1984)"
Anna Maria Bietti Sestieri,80,Italian archaeologist
Annamária Tóth,77,"Hungarian athlete, Olympic bronze medalist (1968)"
Anne Klinck,80,"Canadian academic, esophageal cancer"
Anne-Chatrine Lafrenz,86,German Olympic athlete (1956)
Anthony Bryceson,88,British academic
Anthony C. E. Quainton,89,"American diplomat, director general of the Foreign Service (1995–1997)"
Anthony Gilbert,88,British composer and academic
Anthony Potts,59,"American major general, plane crash"
Anthony Stevens,90,"British Jungian analyst, psychiatrist and writer"
Antwun Echols,52,American middleweight boxer
Arnaldo Forlani,97,"Italian politician, prime minister (1980–1981), minister of foreign affairs (1976–1979) and defence (1974–1976)"
Arnaud Bédat,58,Swiss journalist (L'Illustré) and author
Arnulf Zitelmann,94,German writer
Arthur Blanch,94,Australian country singer
