Name,Age,Info
A. Dean Jeffs,89,American politician
Adele Boyd,85,American field hockey player and coach
Aga Syed Mohammad Fazlullah,70,Indian Islamic scholar and cleric
Agnes D. Lattimer,89,"American pediatrician, cancer"
Agustín Bernal,59,Mexican actor
Aharon Appelfeld,85,Romanian-born Israeli writer
Al Zerhusen,86,American Olympic soccer player
Alain Devaquet,75,"French politician, Minister of National Education, Higher Education and Research (1986) and MP (1978–1981, 1988–1997)"
Alan Deakin,76,"English footballer (Aston Villa, Walsall, Tamworth)"
Alan Hart,75,British journalist and conspiracy theorist
Alan Sagner,97,"American public servant and political fundraiser, chairman of Port Authority of New York and New Jersey and the CPB, cardiac amyloidosis"
Alec Southwell,91,Australian judge
Aleksandrs Kublinskis,81,Latvian composer
Alexander Dick,95,Australian cricketer
Alexander Vedernikov,90,"Russian singer and teacher, Bolshoi Theatre soloist (1958–1990), People's Artist of the USSR (1976)"
Alf Gooding,85,Welsh executive (Catnic)
Alf Humphreys,64,"Canadian actor (My Bloody Valentine, First Blood, Diary of a Wimpy Kid), brain cancer"
Alfred Hübler,60,"German-born American physicist, lymphoma"
Alfred Léonard,78,"Belgian politician, MP (1985-1991), Mayor of Ferrières (1977–1992)"
Ali Akbar Moinfar,89,"Iranian politician, MP (1980–1984), Minister of Petroleum (1979–1980)"
Ali Kadhim,69,Iraqi Olympic footballer (1980)
Allison Shearmur,54,"American film producer (The Hunger Games, Rogue One, Cinderella), complications from lung cancer"
Ambalavaner Sivanandan,94,Sri Lankan author
Anatoly Glushenkov,75,"Russian politician, Governor of Smolensk Oblast (1993–1998)"
Anders Åberg,72,Swedish sculptor and painter
Andreas Gruschke,57,German author and sinologist
Andrew Carroll,32,"American ice hockey player (Idaho Steelheads, Minnesota-Duluth Bulldogs), suicide by jumping"
Angelo F. Orazio,91,American politician
Ann Gillis,90,"American actress (The Adventures of Tom Sawyer, Bambi, 2001: A Space Odyssey)"
Anna Campori,100,"Italian actress (Neapolitan Turk, The Overtaxed)"
Anna Mae Hays,97,"American military officer and nurse, Chief of Army Nurse Corps (1967–1971), first female U.S. General, complications from a heart attack"
Annie Young,75,"American politician, chronic obstructive pulmonary disease"
Anshel Brusilow,89,American violinist and conductor
Anthony Allen Shore,55,"American serial killer and rapist, execution by lethal injection"
Anthony Kemp,78,English military historian
Anton Regh,77,German footballer (1. FC Köln)
Antoni Subirà,77,"Spanish politician, member of Parliament of Catalonia (1980–1993) and co-founder of Democratic Convergence of Catalonia"
Antonio Munguía,75,"Mexican footballer (Club Necaxa, Cruz Azul, national team)"
Antonio Valentín Angelillo,80,"Italian-Argentine football player (Inter Milan, A.S. Roma, Boca Juniors)"
Antonius Jan Glazemaker,86,"Dutch Old Catholic prelate, Archbishop of Utrecht (1982–2000)"
Antônio Agostinho Marochi,92,"Brazilian Roman Catholic prelate, Bishop of Presidente Prudente (1976–2002)"
Archie Styles,78,"English footballer (Wrexham, Stourbridge)"
Aristeidis Roubanis,85,Greek Olympic basketball player and javelin thrower (1952)
Armando Monteiro Filho,92,"Brazilian politician, Minister of Agriculture (1961–1962)"
Arnaud Giovaninetti,50,French actor
Arno Motulsky,94,German-born American geneticist
Arnold Gamson,91,American conductor
Art Strozier,71,American football player (San Diego Chargers)
Arthur Davidson,89,"British politician, MP for Accrington (1966–1983), complications from a fall"
Asghar Khan,96,"Pakistani politician and military officer, Commander-in-Chief of the Air Force (1957–1965)"
Asmund Bjørken,84,"Norwegian jazz saxophonist, accordionist and bukkehorn player"
Attila Verestóy,63,"Romanian politician and chemical engineer, Senator (since 1990)"
Augusto Polo Campos,85,Peruvian composer
Aurelio Menéndez,90,"Spanish politician and lawyer, Minister of Education (1976–1977)"
Ava Mukherjee,88,"Indian actress (Devdas, Detective Naani)"
Aydın Boysan,96,"Turkish architect, multiple organ failure"
Azeglio Vicini,84,"Italian football player (Sampdoria) and manager (Udinese, national team)"
B. L. Shaw,84,American politician
Baldev Raj,70,Indian nuclear physicist
Barbara Calder,93,"British sailor, dementia"
Barbara Cope,67,"American rock 'n' roll groupie, house fire"
Barbara Weil,84,American artist
Barry Thomas,80,"New Zealand rugby union player (Auckland, Wellington, national team)"
Barry Wilde,89,"Australian politician, member of the New South Wales Legislative Assembly for Parramatta (1976–1988)"
Bella Emberg,80,"British actress (The Russ Abbot Show, The Benny Hill Show, Bear Behaving Badly)"
Bernice I. Sumlin,91,American educator
Betty Willis,76,"American soul singer, strangled"
Betty Woodman,87,"American ceramic artist and sculptor, pneumonia"
Bhanu Gupta,87,Indian musician
Bill Bain,80,"American management consultant, founder of Bain & Company"
Bill Blunden,83,British film editor
Bill Budness,74,American football player (Oakland Raiders)
Bill Butler,67,American football player (New Orleans Saints)
Bill Hughes,87,American jazz trombonist
Bill Johnson,57,American baseball player (Chicago Cubs)
Bill Logan,83,American basketball player (Iowa Hawkeyes)
Billy Hancock,71,American musician
Bjørg Vik,82,"Norwegian writer, co-founder of Sirene"
Bjørn Boysen,74,Norwegian organist
Bob Bailey,75,"American baseball player (Montreal Expos, Pittsburgh Pirates, Los Angeles Dodgers)"
Bob Barton,76,"American baseball player (San Diego Padres, San Francisco Giants), complications from dementia"
Bob Beak,92,"British Anglican prelate, Assistant Bishop of Marsabit (1984–1989)"
Bob Carlton,67,"British theatre director and writer (Return to the Forbidden Planet), cancer"
Bob Jenson,86,"American politician, member of the Oregon House of Representatives (1997–2015)"
Bob Smith,59,"American comedian (Funny Gay Males) and author, amyotrophic lateral sclerosis"
Bob Vespaziani,82,"American-born Canadian football coach (Calgary Stampeders, BC Lions, Winnipeg Blue Bombers)"
Bogusław Cygan,53,"Polish footballer (Górnik Zabrze, Stal Mielec, Lausanne Sports)"
Bonnie Mathieson,72,"American biomedical scientist, heart attack"
Borys Steklyar,95,Ukrainian military officer
