Name,Age,Info
Abubakar Saleh Michika,77,"Nigerian politician, Governor of Adamawa State (1992–1993)"
Adam Ostrowski,99,Polish World War II RAF officer
Adela Calva Reyes,50,Mexican Indigenous writer
Adrian Lamo,37,American computer hacker (WikiLeaks)
Adrian Lillebekk Ovlien,20,"Norwegian footballer (Kongsvinger), sepsis"
Aghasi Manukyan,51,"Armenian Olympic wrestler (1996), world champion (1993)"
Aidan Maloney,97,"Canadian politician, MHA for Ferryland (1966–1971)"
Aileen Paterson,83,Scottish writer and illustrator
Aimée Iacobescu,71,"Romanian actress (The Doom), breast cancer"
Alba Arnova,87,"Argentine-Italian ballerina and actress (Miracle in Milan, A Slice of Life)"
Alberto Ongaro,92,Italian journalist and writer
Albin Vidović,75,"Croatian handball player, Olympic champion (1972)"
Aldo Tarlao,91,"Italian rower, Olympic silver medalist (1948)"
Alex Rennie,69,"Scottish football player (St Johnstone, Dundee United) and manager (Stenhousemuir), esophageal cancer"
Alexander Pylcyn,94,Russian military officer
Alfred W. Crosby,87,"American ecological historian, complications from Parkinson's disease"
Ali Asghar Khodadoust,82,"Iranian surgical ophthalmologist, namesake of Khodadoust line, heart disease"
Alias,41,"American rapper, producer and record label founder (Anticon), heart attack"
Aliyu Doma,75,"Nigerian politician, Governor of Nasarawa State (2007–2011)"
Allen Wood,77,Welsh footballer (Newport County)
Alline Banks Sprouse,96,American basketball player
Alva Campbell,69,American convicted murderer
Alvin Wright,57,American football player (Los Angeles Rams)
Alwyn Harris,82,Welsh cricketer
Amani W. A. Kabourou,68,"Tanzanian politician, MP for Kigoma (1995–2015)"
Anatoly Lein,86,Russian-born American chess Grandmaster
André Bo-Boliko Lokonga,83,"Congolese politician, Speaker of the National Assembly (1970–1979) and Prime Minister (1979–1980)"
André Bourbeau,81,"Canadian politician, MNA for Laporte (1981–2003), Mayor of Saint-Lambert, Quebec (1978–1981), cancer"
André S. Labarthe,86,"French actor (Vivre sa vie), film producer and director"
Anil Malnad,60,"Indian film editor (Sitaara, Anveshana), blood clot"
Anita Shreve,71,"American author (The Pilot's Wife, The Weight of Water, Stella Bain), cancer"
Ann-Charlotte Alverfors,71,Swedish author
Anna Campbell,26,"British feminist and soldier, airstrike"
Anna Chennault,92,Chinese-born American journalist and businesswoman
Anna-Lisa,84,"Norwegian actress (Black Saddle, Have Rocket, Will Travel)"
Anthony Lejeune,89,British writer
Anton Jože Gale,73,"Slovenian Olympic ice hockey player (1964, 1968, 1972)"
Antoni Imiela,63,German-born British serial rapist
Antonia La Negra,82,"Spanish cantaora and bailaora, aortic aneurysm"
Antonia Syson,45,"British-American classical scholar, inflammatory breast cancer"
Antonio Pais,79,"Spanish footballer (Celta Vigo, Barcelona, Real Zaragoza)"
António dos Santos,85,"Portuguese Roman Catholic prelate, Bishop of Guarda (1979–2005)"
Arabinda Muduli,56,"Indian musician and Bhajan singer, cardiac arrest"
Archie Sibeko,90,South African anti-apartheid activist
Ariel Bybee,75,American operatic mezzo-soprano
Armand Arabian,83,"American jurist, Supreme Court of California (1990–1996)"
Armand Huberty,87,"Luxembourgish Olympic gymnast (1952, 1960)"
Arnaud Beltrame,44,"French gendarme, stabbed"
Arnie Lerma,67,"American writer and Scientology whistleblower, suicide by gunshot"
Arnold Andenmatten,95,"Swiss military patrol skier, winner of the Olympic demonstration event (1948)"
Arnold Burden,95,"Canadian physician, helped rescue survivors in the 1956 and 1958 Springhill mining disasters"
Arnold R. Hirsch,69,"American historian, Lewy body dementia"
Arthur Barrett,73,Jamaican cricketer (West Indies)
Arthur Stewart,76,"Northern Irish footballer (Glentoran, Derby County, Detroit Cougars)"
Arthur Tafoya,85,"American Roman Catholic prelate, Bishop of Pueblo (1980–2009)"
Augie Garrido,79,"American college baseball coach (Cal State Fullerton, Texas), stroke"
Aureliano Bolognesi,87,"Italian boxer, Olympic champion (1952)"
Ayaz Soomro,59,"Pakistani politician, MNA (since 2013), MPA for Larkana (2002–2013), heart disease"
Baltasar Corrada del Río,82,"Puerto Rican judge and politician, Mayor of San Juan (1985–1989) and Secretary of State (1993–1995)"
Barbara Kiefer Lewalski,87,American literary scholar
