Name,Age,Info
A. G. Russell,85,American knife maker
Abbondio Smerghetto,87,Italian Olympic rower
Abdel Rahman Swar al-Dahab,83,"Sudanese military officer and politician, President (1985–1986)"
Abdul Raziq Achakzai,39,"Afghan police officer, shot"
Abdulaziz Jassim,61,Qatari actor
Achille Cutrera,89,"Italian politician, Senator (1987–1994)"
Agnes Scanlon,94,American politician
Ahmed Boustila,74,"Algerian military officer, Commander of the Gendarmerie Nationale (2000–2015)"
Alan Raphael,86,Canadian Olympic field hockey player
Albert Lexie,76,American philanthropist
Aldo Pedrana,84,Italian Olympic skier
Alex Spanos,95,"American real estate developer and football team owner (Los Angeles Chargers), dementia"
Alfred Holland,91,British-born Australian Anglican bishop
Alojz Rebula,94,"Italian-born Slovenian writer, playwright and essayist"
Ana González de Recabarren,93,Chilean human rights activist
Anatoli Levitin,96,Russian painter and art educator
Anatoly Gladilin,83,Russian writer
Andie Airfix,72,"British graphic designer and album artist (Def Leppard, Metallica)"
Andrea Manfredi,26,"Italian racing cyclist, plane crash"
Angela Bianchini,97,Italian author and literary critic
Angelo Marino,62,Italian art curator
Anna Harvey,74,British fashion editor (Vogue) and stylist (Princess Diana)
Annapurna Devi,91,Indian classical surbahar player
Anne Fairbairn,90,Australian poet and journalist
Anthea Bell,82,British literary translator (Asterix)
Anthony Anenih,85,"Nigerian politician, Minister of Works and Housing (1999–2003)"
Antoine Sfeir,69,Lebanese journalist and professor
Antonio Valero,86,Spanish footballer
Antônio Possamai,89,"Brazilian Roman Catholic prelate, Bishop of Ji-Paraná (1983–2007)"
Ara Güler,90,"Turkish photojournalist, heart attack"
Aranka Szabó-Bartha,92,Hungarian Olympic sprinter
Arnold Kopelson,83,"American film producer (Platoon, The Fugitive, Seven), Oscar winner (1987)"
Arthur Schnabel,70,"German judoka, Olympic bronze medalist (1984)"
Arto Paasilinna,76,"Finnish novelist (The Year of the Hare), complications from a stroke"
Aubrey Manning,88,English zoologist and broadcaster
Audrey Wells,58,"American film director and screenwriter (Under the Tuscan Sun, The Hate U Give, The Truth About Cats & Dogs), cancer"
Ayub Bachchu,56,"Bangladeshi singer-songwriter (Love Runs Blind), heart attack"
Balabhaskar,40,"Indian violinist, composer and record producer, heart attack"
Barbara Ronson,75,British politician
Barrie Frost,79,New Zealand-born Canadian psychologist and neuroscientist
Barry Linton,71,New Zealand cartoonist
Ben Daglish,52,"British composer (The Last Ninja), lung cancer"
Ben Skora,81,American roboticist and inventor
Benedetto Vincenzo Nicotra,85,"Italian politician, Deputy (1983–1994)"
