Name,Age,Info
A. George Pradel,80,"American politician, Mayor of Naperville, Illinois (1995–2015), cancer"
Aamer Wasim,58,Pakistani cricket player and coach
Ab McDonald,82,"Canadian ice hockey player (Chicago Blackhawks, Montreal Canadiens, St. Louis Blues), cancer"
Abu Hassan Omar,77,"Malaysian politician, MP (1978–1997), Menteri Besar of Selangor (1997–2000), heart attack"
Adam Clymer,81,"American journalist (The New York Times), pancreatic cancer"
Adel Hekal,84,"Egyptian footballer (Al-Ahly, national team)"
Adolf Knoll,80,"Austrian footballer (Wiener Sport-Club, FK Austria Wien, national team)"
Adrian C. Louis,72,American Lovelock Paiute author and screenwriter (Skins)
Afërdita Tusha,73,Albanian Olympic sport shooter
Akira Hosomi,75,Japanese chemist
Al Matthews,75,"American actor (Aliens, The Fifth Element, The American Way)"
Alain Ducellier,84,French historian
Alan Abel,94,"American prankster and writer, cancer and heart failure"
Alan Oakman,88,"English cricketer (Sussex, national team)"
Alan Peart,96,New Zealand World War II fighter ace (Royal New Zealand Air Force)
Albert Ullin,88,German-born Australian children's bookseller
Albin F. Irzyk,101,American military officer
Albrecht Wellmer,85,German philosopher
Albuíno Cunha de Azeredo,73,"Brazilian engineer and politician, Governor of Espírito Santo (1991–1995)"
Alexander Margulis,97,Yugoslavian-born American professor
Allan R. Wagner,84,American experimental psychologist
Alves Barbosa,86,Portuguese racing cyclist
Andrew Colin,82,British computer scientist
Andrew O. Skaar,96,"American politician, Member of the Minnesota House of Representatives (1963–1974)"
Angela Maria,89,Brazilian singer
Anita Madden,85,"American racehorse owner, political activist and socialite"
Anna Karabessini,95,Greek folk singer and songwriter
Anna Rajam Malhotra,91,Indian civil servant (Indian Administrative Service)
Anneke Grönloh,76,Dutch singer
Annette Michelson,95,"American film and art critic, dementia"
Antonio Santucci,89,"Italian Roman Catholic prelate, Bishop of Trivento (1985–2005)"
Arnold Krammer,77,American historian
Art Williams,78,"American basketball player (Boston Celtics), stroke"
Arthur Lawrence Hellyer Jr.,95,American radio and television broadcaster
Arthur Mitchell,84,"American dancer and choreographer, founder of the Dance Theatre of Harlem, heart failure"
Assid Corban,93,"New Zealand politician, Mayor of Waitakere City (1989–1992), cancer"
Autumn Stanley,84,American scholar and author
Avi Duan,62,"Israeli politician, member of the Knesset (2012–2013)"
Baba Hari Dass,95,"Indian yoga master, silent monk, and commentator"
Baek Sang-seung,82,"South Korean politician, Mayor of Gyeongju (since 2002), lymphoma"
Barack Obama,20,"New Zealand racehorse, animal euthanasia"
Barnabas Sibusiso Dlamini,76,"Swazi politician, Prime Minister (1996–2003, 2008–2018)"
Barry Cohen,79,"American attorney, leukemia"
Barry Cunningham,78,"Australian politician, MP for McMillan (1980–1990, 1993–1996)"
Beat Richner,71,Swiss pediatrician and cellist
Beatriz Segall,92,"Brazilian actress (Vale Tudo), pneumonia"
Benedict Ganesh Singh,90,"Guyanese Roman Catholic prelate, Bishop of Georgetown (1972–2003)"
Bernard Szczepański,72,Polish Olympic wrestler (1972)
Bernardo Bello,84,Chilean footballer (Colo-Colo)
Bertrand Osborne,83,"Montserrat politician, Chief Minister (1996–1997)"
Bettina Shaw-Lawrence,97,British painter
Beverley Raphael,83,Australian psychiatrist and academic
Beverly Bentley,88,"American actress (Scent of Mystery, C.H.U.D., The Golden Boys)"
Beverly Polcyn,90,"American actress (Not Another Teen Movie, Hook, Date Movie)"
Bhagwatikumar Sharma,84,Indian Gujarati writer and journalist
Bianca Reinert,52,"Brazilian ornithologist, cancer"
Big Jay McNeely,91,"American R&B saxophonist, prostate cancer"
Bill Daily,91,"American actor (I Dream of Jeannie, The Bob Newhart Show) and game show panelist (Match Game)"
Bill Farley,73,American Olympic swimmer
Bill Shaw,94,American gospel singer (The Blackwood Brothers)
Bill Smith,80,"English cricketer (Wiltshire, Surrey)"
Billy Neville,83,Irish footballer (West Ham)
