Name,Age,Info
A. J. Holloway,79,"American politician, Mayor of Biloxi, Mississippi (1993–2015)"
A. M. Paraman,91,Indian politician
Abdul Kadir,65,"Guyanese politician and convicted conspirator (2007 John F. Kennedy International Airport attack plot), Mayor of Linden (1994–1996)"
Abhimanyu Unnuth,80,"Mauritian writer, complications from Alzheimer's disease"
Adel Mahmoud,76,"Egyptian-American infectious-disease expert credited with the HPV and rotavirus vaccines, brain hemorrhage"
Agneta Hannerz,81,Swedish Olympic sprinter
Ahmad Ahmadi,84,"Iranian Islamic philosopher, heart attack"
Ahmed Said,92,Egyptian radio broadcaster (Voice of the Arabs)
Ai Weiren,86,"Chinese soldier, lieutenant general of the People's Liberation Army"
Aihud Pevsner,92,American physicist
Al Capps,79,"American record producer, arranger and composer"
Al Meltzer,89,American sportscaster
Alan O'Neill,47,"Irish actor (Sons of Anarchy, Rebel Heart, Fair City), complications from head trauma"
Alan W. Paeth,63,Canadian computer scientist and author
Alan White,84,Australian football player (Carlton)
Albert Kocer,87,American politician
Albert Sewell,90,English football statistician
Alberto Fouillioux,77,Chilean footballer (national team)
Alejandro Peñaranda,24,"Colombian footballer, shot"
Aleksey Desyatchikov,85,Soviet Olympic athlete (1960)
Alessandra Appiano,59,"Italian writer and journalist, suicide"
Alvarito,82,"Spanish football player (Real Oviedo, Atlético Madrid), and manager (Shelbourne)"
Amos Jordan,96,American scholar and military officer
Andrei Stepanov,88,Russian diplomat and author
Andrew Dettre,91,Hungarian-born Australian sportswriter
Andrew Massey,72,"British-born American conductor, cancer"
Andrey Dementyev,89,Russian poet
André Desvages,74,French Olympic racing cyclist (1964)
André Pourny,89,"French politician, Senator (1986–2004)"
Angelo Compagnoni,96,"Italian politician, Senator (1963-1972)"
Ann Hopkins,74,"American business executive, plaintiff in Price Waterhouse v Hopkins"
Ann Nardulli,69,"American endocrinologist, cancer"
Anne Donovan,56,"American Hall of Fame basketball player and coach, Olympic champion (1984, 1988, 2008), heart failure"
Anne Vainikka,59,"Finnish-American linguist, cancer"
