Name,Age,Info
A. J. P. Taylor,84,"British historian, Parkinson's disease"
Adda Husted Andersen,92,"Danish-American jeweler, silversmith, and metalsmith"
Afanasy Beloborodov,87,Soviet general
Ahti Karjalainen,67,"Finnish politician, prime minister (1962–1963, 1970–1971), pancreatic cancer"
Alberto Moravia,82,Italian novelist
Alceo Lipizer,69,Italian footballer
Alden Whitman,76,"American journalist, stroke"
Alessandro Ciceri,58,Italian Olympic sport shooter (1956)
Alex Levinsky,80,American-born Canadian ice hockey player
Alexander Konstantinopolsky,80,Soviet chess player
Alexander Men,55,"Soviet theologian, murdered"
Alexej Čepička,80,Czechoslovak politician
Alice Parizeau,60,"Polish-Canadian writer, cancer"
Allan McKinnon,73,"Canadian politician, cancer"
Allen Adams,44,"Scottish politician, cerebral hemorrhage"
Anatoly Sofronov,79,Soviet writer
Angelo Schiavio,84,Italian football player
Arnoldo Gabaldón,81,Venezuelan physician and politician
Athene Seyler,101,English actress
Attilio Micheluzzi,60,Italian comics artist
Beniamino Maggio,83,Italian actor
Beppo Brem,84,"West German actor, lung cancer"
Betty Glamann,67,American harpist
Boris Tenin,85,Soviet actor
Buster Adams,75,"American baseball player, heart failure"
Byron Eby,85,American football player
Cai Chang,90,Chinese politician and women's rights activist
Carlos Guichandut,75,Argentine singer
Catharose de Petri,88,Dutch mystic and spiritual leader
Charles Calvin Rogers,61,"American Army soldier, Medal of Honor recipient, prostate cancer"
Charles Coleman,43,"American convicted murderer, execution by lethal injection"
Charles Walker,50,"American convicted murderer, execution by lethal injection"
Chen Tien,67,"Malaysian politician, Central Committee member of the Malayan Communist Party"
Claude Colette,61,French racing cyclist
Clärenore Stinnes,89,German racing driver
Dan Davin,77,English writer
David Lester,74,American biochemist
David Park,54,British computer scientist
Denys Watkins-Pitchford,85,British children's author and illustrator
Derviš Sušić,65,Yugoslav writer
Dick Gyselman,82,American baseball player
Dimitar Mutafchiev,87,Bulgarian football player
Doc Cramer,85,American baseball player
Donal Keenan,71,Irish Gaelic games administrator
Earle E. Partridge,90,American general
Ed Robnett,70,American football player
Ed Sadowski,73,"American basketball player, cancer"
Edwin O. Reischauer,79,"American diplomat, hepatitis C"
Eiji Nakano,85,"Japanese actor, stomach cancer"
Elias Nakhleh,76,Israeli politician
Erich Herker,84,German ice hockey player
Ernst-Wilhelm Modrow,82,German flying ace during World War II
Eugene Martynov,42,"Soviet singer, heart failure"
F. F. Bruce,80,Scottish biblical scholar
Fappiano,13,American thoroughbred racehorse
Fernando Valenti,63,"American harpsichordist, heart attack"
Francisco Eppens Helgueras,77,Mexican artist
Frank C. Lynch-Staunton,85,"Canadian politician, stroke"
Frank Waldman,71,American screenwriter
Frans Herman,63,Belgian Olympic runner (1952)
Freddie Kohlman,72,"American musician, cancer"
