Name,Age,Info
Abasaheb Garware,86,Indian industrialist
Ack Ack,24,American Thoroughbred racehorse
Adolf Rudnicki,78,Polish author and essayist
Alexis Minotis,90,Greek actor and film director
Alfredo Armas Alfonzo,69,"Venezuelan writer, critic, editor and historian"
Alydar,15,"American thoroughbred racehorse, euthanized"
Antoinette Pépin Fitzpatrick,82,"French musician, heart attack"
Antonín Kalina,88,Czechoslovak humanitarian
Anya Seton,86,American author
Arnold Marquis,69,"German actor, lung cancer"
Attilio Demaría,81,Argentine footballer
Aurelio Monteagudo,46,"Cuban baseball player, traffic collision"
Avro Manhattan,76,Italian writer
Balcomb Greene,86,American artist and teacher
Beatrice Shilling,81,British aeronautical engineer
Bengt Odhner,72,Swedish diplomat
Benjamin H. Vandervoort,73,United States Army officer
Bettina Warburg,90,German-born American psychiatrist
Bhalchandra Nilkanth Purandare,79,Indian gynaecologist
Billy Vukovich III,27,"American racing driver, racing collision"
Birger Bohlin,92,Swedish palaeontologist
Bo Díaz,37,"Venezuelan baseball player, domestic accident"
Bob Armstrong,59,Canadian ice hockey player
Bobby Scott,53,"American musician, lung cancer"
Božena Dobešová,76,Czechoslovak Olympic gymnast (1936)
Bülent Arel,71,"Turkish composer, multiple myeloma"
Caio Prado Júnior,83,Brazilian historian
Carol Sobieski,51,"American screenwriter, amyloidosis"
Cyprien Biyehima Kihangire,72,Ugandan Roman Catholic prelate
Cyrus Levinthal,68,"American molecular biologist, lung cancer"
Dave Wilkins,76,Barbadian trumpeter
Dave Willock,81,"American actor, stroke"
David Lloyd Kreeger,81,American art philanthropist
David Stirling,74,Scottish soldier
David White,74,"American actor, heart attack"
Dean Hart,36,"Canadian-American professional wrestler, heart attack"
Dmitri Skobeltsyn,97,Soviet physicist
Dodie Smith,94,"English novelist (The Hundred and One Dalmatians, I Capture the Castle)"
Don Chaffey,73,"British film director (Jason and the Argonauts, Pete's Dragon, One Million Years B.C.), heart attack"
Donald Allen Wollheim,76,American science fiction author
Dora Söderberg,90,Swedish actress
Earl Torgeson,66,"American baseball player, leukemia"
Eberhard Zwicker,66,German acoustics scientist
Ed Gossett,88,"American politician, member of the U.S. House of Representatives (1939–1951)"
Edna Hughes,74,"English Olympic swimmer (1932, 1936)"
Eliot Porter,88,American photographer
