Name,Age,Info
A. B. Masilamani,75,Indian baptist pastor and evangelist
Ahmed Balafrej,81,"Moroccan politician, prime minister (1958)"
Albert Salmi,62,"American actor, murder-suicide"
Albert van Schendel,77,Dutch racing cyclist
Aldo Bertocco,78,Italian-French racing cyclist
Aldo Fabrizi,84,Italian actor and film director
Alex McCrindle,78,Scottish actor
Alfred Sohn-Rethel,91,French-German economist
Alv Kjøs,95,Norwegian politician
Alyce Mills,91,American actress
Angami Zapu Phizo,85,Indian-British Naga nationalist
Anna Carena,91,Italian actress
Antoine Vitez,59,French actor and theatre director
Archie Wright,65,Scottish football player
Arthur B. Singer,72,"American illustrator, esophageal cancer"
Arthur Houghton,83,American industrialist
Astrid Sommer,83,Norwegian actress
Aubrey Williams,63,"Guyanese artist, cancer"
B. T. Ranadive,85,Indian politician
Bella Spewack,91,Romanian-born American playwright
Bellan Roos,88,Swedish actress
Benito Díaz,91,Spanish footballer
Bernard C. Schoenfeld,82,American screenwriter
Bernhard Rensch,90,German evolutionary biologist
Bill Kelly,91,American baseball player
Bob Davies,70,American basketball player
Bob Drake,70,American racing driver
Bogusław Psujek,33,"Polish marathon runner, fall"
Bracha Tzfira,79,Israeli musician and actress
Bud Maxwell,77,Scottish footballer
Carl Hellmuth Hertz,69,German physicist
Carlos Peucelle,81,Argentine footballer
Carlos Pizarro Leongómez,38,"Colombian guerrilla leader, shot"
Carsten Byhring,71,"Norwegian actor, cancer"
Charles Spain Verral,85,Canadian author
Charlie Wilson,57,"English career criminal (Great Train Robbery), shot"
Chips Sobek,70,American basketball player
Clair Huffaker,63,American screenwriter
Cyrus Rowlett Smith,90,"American businessman and politician, secretary of commerce (1968–1969), cardiac arrest"
Dexter Gordon,67,"American jazz musician, kidney failure"
Dick Lundy,82,American animator
Doris Lusk,73,New Zealand artist
Earl Wilson,84,"American politician, member of the U.S. House of Representatives (1941–1959, 1961–1965)"
Edward Carlson,78,"American businessman, cancer"
Edwina Dumm,96,American cartoonist
Elise Constance Mourant,68,New Zealand artist
Emerson Greenaway,83,American librarian
Endel Pärn,76,Soviet actor and singer
Enrique Accorsi,73,Chilean Olympic fencer (1948)
Enrique Almada,55,"Uruguayan actor and author, cancer"
Erik Eriksson,75,Swedish footballer
Ernest Steward,76,British cinematographer
Ernst Berndt,74,Czechoslovak track and field athlete abd Olympian
Erté,97,Russian-born French artist
Flor Lambrechts,80,Belgian footballer
Fortune Gordien,67,"American Olympic discus thrower (1948, 1956)"
Francis William Holbrooke Adams,85,American lawyer and police commissioner
Frank Lausche,94,"American politician, member of the U.S. Senate (1957–1969), governor of Ohio (1945–1947, 1949–1957), heart failure"
Fred Klein,92,Dutch painter
Frédéric Rossif,68,French film and television director
