Name,Age,Info
A. W. Kuchler,91,German-American geographer and naturalist
Abdulaziz Al-Saqqaf,47,"Yemeni human rights activist and journalist, traffic collision"
Al Bates,94,American Olympic athlete
Albert Bailey,84,Australian politician
Aleksandras Štromas,68,"Lithuanian political scientist, dissident and author"
Allan Carr,62,"American film, television and theatre producer (La Cage aux Folles), liver cancer"
Anatoliy Zheglanov,56,Soviet and Ukrainian ski-jumper and Olympian
Andrew L. Stone,96,"American screenwriter, film director and producer"
Andy Simpkins,67,"American jazz bassist, stomach cancer"
Angelo Bertelli,78,"American gridiron football player, brain cancer"
Ann Brown,56,British psychologist
Anna McCune Harper,96,American tennis player
Anne Haddy,68,"Australian actress, renal failure"
Arvid Pardo,85,Maltese-Swedish diplomat and academic
Aziz Ishak,85,"Malaysian freedom fighter, politician and journalist"
Barbara Jeppe,78,"South African botanical artist, pneumonia"
Basil Hume,76,"English Roman Catholic bishop, cancer"
Bernardin Mungul Diaka,65,Congolese/Zairean diplomat and politician
Bernie Faloney,66,"Canadian football player, colorectal cancer"
Bert Haas,85,American baseball player
Bert Shefter,97,Russian-American film composer
Beveridge Webster,91,American pianist and educator
Bib Stillwell,71,Australian racing driver
Bill Puddy,82,Canadian swimmer and Olympian
Bjørn Spiro,90,Danish film actor
Bob Backus,72,American track and field athlete and hammer throw world record holder
Bob Bullock,69,"American politician from Texas, cancer"
Bob Garber,70,American baseball player
Bobs Watson,68,"American actor and methodist minister, prostate cancer"
Buster Merryfield,78,"British actor (Only Fools and Horses), brain cancer"
Béla Egresi,77,Hungarian football player
Carl Lange,89,German film actor
Carlos Kroeber,64,Brazilian actor
Cecil Morgan,100,American politician
Cesáreo Victorino,52,"Mexican football player, traffic collision"
Charles Collins,95,"American singer and actor, pneumonia"
Charles D. Palmer,97,"United States Army general, cardiac arrest"
Charlie English,89,American Major League Baseball player
Chen Xilian,84,Chinese Army general and politician
Christopher Cockerell,88,English engineer and inventor of the hovercraft
Clifford Charles Butler,77,English physicist
Clifton Fadiman,95,"American author, and radio and television personality, pancreatic cancer"
Constance Shacklock,86,English contralto
Corrado Mantoni,74,"Italian actor and radio and television host, lung cancer"
Cris Miró,33,"Argentine entertainer and media personality, lymphoma"
DeForest Kelley,79,"American actor (Star Trek, Gunfight at the O.K. Corral, Apache Uprising), stomach cancer"
Dean Fredericks,75,"American film and television actor, cancer"
Declan Mulholland,66,"Northern Irish actor, heart attack"
Diablo Velasco,80,Mexican professional wrestler
Dircinha Batista,77,Brazilian actress and singer
Dorothy Lee,88,"American actress and comedian, respiratory failure"
Douglas Seale,85,"English actor (Aladdin, Ernest Saves Christmas, Amadeus)"
Eddie Stanky,83,"American baseball player and manager, heart attack"
Edwin Hewitt,79,American mathematician
Einar Englund,83,Finnish composer
Emiliano Tardif,71,"Canadian missionary, heart complications"
Ernesto Calindri,90,"Italian theater and film actor, stroke"
Ernie Wilkins,76,"American jazz saxophonist, conductor and arranger, stroke"
Eugenio Florit,95,"Cuban writer, essayist, radio actor and diplomat"
Fausto Papetti,76,Italian alto saxophone player
Fernando Alvarez,61,American thoroughbred horse racing jockey and trainer
Francis Shorland,89,New Zealand organic chemist
Frank Tarloff,83,"American screenwriter who was blacklisted, cancer"
Fred Feast,69,"British actor (Coronation Street), cancer"
Fred Tiedt,63,Irish boxer and Olympic silver medalist
Fred Trump,93,"American real estate developer and father of Donald Trump, pneumonia"
Fred Wampler,89,American politician
G. S. Maddala,66,Indian-American economist and mathematician
Gabriel Grüner,35,"Italian photojournalist, shot by Yugoslavian soldiers"
Gautam Chattopadhyay,51,"Indian Bengali singer, songwriter and composer"
Geoff Lawson,54,"British car designer, stroke"
George Papadopoulos,80,"Greek politician, Prime Minister (1967–1973) and dictator, cancer"
Gerd Tellenbach,95,German historian and scholar
Gert Ledig,77,German writer
Giles Sutherland Rich,95,"American judge and influential patent attorney, lymphoma"
Gilles Châtelet,55,"French philosopher and mathematician, suicide"
Gordon Stirling,74,Australian politician
Gordon Towers,79,Canadian politician and lieutenant governor of Alberta
Grels Teir,83,Finnish lawyer and politician
Grete Natzler,92,Austrian actress and operatic soprano
Guy Tunmer,50,"South African racing driver, traffic collision"
Hann Trier,83,German artist
Heimo Haitto,74,Finnish-American classical violinist
Helge Bronée,77,Danish footballer
Heloísa Helena,81,Brazilian actress and singer
