Name,Age,Info
Aaron Esterson,75,British psychiatrist
Abbott Lawrence Pattison,82,American sculptor and abstract artist
Adrian Borland,41,"British singer (The Sound), suicide by train"
Agim Ramadani,35,"Kosovar Albanian commander of the Kosovo Liberation Army, killed in action"
Ahmad Mohamed Ibrahim,82,Singaporean lawyer and law professor
Al Hirt,76,"American trumpeter and bandleader, liver failure"
Alan Brazier,74,English cricket player
Alan Evans,49,Welsh darts player
Albert Popwell,72,"American actor (Dirty Harry, Cleopatra Jones, Search), complications following open heart surgery"
Aldona Nenėnienė,49,Soviet/Lithuanian handball and Olympic champion
Aleksandr Prokofyevich Markevich,94,"Ukrainian zoologist, helminthologist and copepodologist"
Alf Ramsey,79,"British football player and manager (Ipswich Town, England), Alzheimer's disease and prostate cancer"
Alfred Jahn,83,"Polish geographer, geomorphologist and polar explorer"
Ali Sayad Shirazi,54,"Iranian army officer, assassinated"
Ambroise Roux,77,"French businessman and political advisor, heart attack"
Andrew Gardner,66,"British newscaster, heart attack"
Angus Ellis Taylor,87,American mathematician and academic
Angus Paton,93,British civil engineer
Anne Szumigalski,77,Canadian poet
Anthony Newley,67,"British singer-songwriter and actor, kidney cancer"
Antonio Merayo,89,Argentine cinematographer
Apostolos Nikolaidis,60,"Greek singer, cancer"
Arbit Blatas,90,Lithuanian artist and sculptor
Arthur Boyd,78,Australian painter
Arthur Leonard Schawlow,77,"American physicist and co-inventor of the laser with Charles Townes, leukemia"
Arthur Morton,84,American football player and coach
Arvo Viitanen,75,Finnish cross-country skier and Olympic medalist
Aubrey Schenck,90,American film producer
Barbara Bevege,56,New Zealand cricket player
Bernhard Cuiper,85,German basketball player
Bert Firman,93,English bandleader
Bert Remsen,74,"American actor (McCabe & Mrs. Miller, Nashville, It's a Living)"
Bethsabée de Rothschild,84,French philanthropist and member of the Rothschild family
Bill Bowen,70,American politician
Bill Wendell,75,"American television announcer, complications from cancer"
Bob Peck,53,"British actor (Jurassic Park, Edge of Darkness, Lord of the Flies), cancer"
Bob Tough,78,American basketball player
Boxcar Willie,67,"American country music singer-songwriter, leukemia"
Brandon Burlsworth,22,"American football player, traffic collision"
Brigitte Steden,50,German badminton player and Olympian
Brownie Mary,76,"American medical cannabis rights activist, heart attack"
Carlos Jaschek,73,German-Argentine astrophysicist
Cassie Bernall,17,victim
