Name,Age,Info
Afro Poli,85,Italian operatic baritone
Aidan McAnespie,23,"Irish murder victim, killed by British soldier"
Al Cohn,62,"American jazz saxophonist, arranger and composer, liver cancer"
Alain Savary,69,"French politician, Minister of National Education"
Albert Collier,78,Australian rules footballer (Collingwood)
Aleksandar Tomašević,79,"Serbian international footballer and manager (BASK, Yugoslavia)"
Alexander Bashlachev,27,"Soviet poet, singer-songwriter and guitarist, probable suicide"
Alfonso Valdés Cobián,97,"Puerto Rican industrialist and politician, cofounder of Cervecería India, heart attack"
Alfred Eichner,50,American economist
Alfréd Wetzler,69,Austro-Hungarian–born Czechoslovakian writer (Vrba–Wetzler report)
Allan Cuthbertson,67,"Australian-British actor (Fawlty Towers – Gourmet Night, Edge of Darkness)"
Amirteymour Kalali,93,"Iranian politician, member of the Parliament of Iran"
André Cournand,92,"French-born American physician (cardiac catheterization), Nobel laureate in Medicine, pneumonia"
Angie Debo,98,American historian who focused on Native American and Oklahoma history
Arthur Mizener,80,"American professor of English and literary critic (The Far Side of Paradise), heart failure"
Asakazu Nakai,86,"Japanese cinematographer (Stray Dog, Ran)"
Barclay Plager,46,"Canadian ice hockey player (St. Louis Blues), brain cancer"
Barrie Heath,71,British Royal Air Force pilot in the Battle of Britain
Basil Boothroyd,77,English humorous writer (Punch)
Beatrice Burns,82,"American First Lady of Hawaii, wife of John A. Burns"
Bennie Dobbins,55,"American stuntman and actor (Planes, Trains and Automobiles; Ferris Bueller's Day Off), heart attack"
Bernard Ashmole,93,British archaeologist and art historian
Bernard Lippmann,73,American theoretical physicist (Lippmann–Schwinger equation in scattering theory)
Bill Narduzzi,51,"American football player and coach, Hodgkin's disease"
Bluma Zeigarnik,87,Soviet psychologist
Bob O'Farrell,91,"American Major League baseballer (Chicago Cubs, New York Giants, St. Louis Cardinals)"
Briggs Gordon,38,American television host
Cal Niday,73,"American racecar driver, heart attack"
Carmen Polo,87,"Spanish wife of Francisco Franco, bronchial pneumonia"
Caroline Chew,86,American dancer
Cecil Ramage,93,"Scottish barrister, actor and politician, Member of Parliament"
Charles Delaunay,77,"French author and jazz expert, co-founder of Hot Club de France, Parkinson's disease"
Charles L. Banks,73,American general in the U.S. Marine Corps (Battle of Chosin Reservoir)
Charles Moses,88,"British-born Australian administrator, general manager of Australian Broadcasting Commission"
Chaya Mushka Schneerson,86,"Russian-American wife of Menachem Mendel Schneerson, Jewish spiritual leader"
Clement Hurd,80,"American illustrator of children's books (Goodnight Moon, The Runaway Bunny), Alzheimer's disease"
Clyde Coombs,75,American psychologist (Coombs' method)
Cornelis van Eesteren,90,Dutch architect and urban planner (Lelystad)
Cynthia Gooding,63,"American folk singer, cancer"
Daisy Turner,104,American storyteller and poet
David Otis Fuller,84,American Baptist pastor
Dhamma Jagoda,47,Sri Lankan theatre and television play director and actor
Dick Walker,74,English footballer (West Ham United)
Dolores Camarillo,77,Mexican actress (Ahí está el detalle)
Don Patterson,51,American jazz organist
Dori Seda,37,"American comic artist, influenza"
Dorothy Kurgans Goldberg,79,"American artist and writer, Supreme Court justice, lung cancer"
Dorothy Lewis Bernstein,73,"American mathematician, president of the Mathematics Association of America"
Dymock Watson,84,"British Royal Navy officer, Commander-in-Chief, South Atlantic"
Eddie Townsend,73,"American professional boxing trainer, cancer"
Edith North Johnson,85,"American blues singer, pianist and songwriter"
Edward Byrne,22,"American police officer, murdered in the line of duty"
Edward Vaughan Bevan,80,British rower and Olympic gold medalist
Emeric Pressburger,85,"Hungarian-born British film director and producer (49th Parallel), pneumonia"
Eric Stryker,33,"American gay pornographic performer and model, AIDS"
Ermal Allen,69,"American professional footballer (Cleveland Browns) and coach (Dallas Cowboys), cancer"
Francisco Manrique,69,"Argentinian naval officer and presidential candidate, lymphoma"
Franck Lavaud,85,"Haitian general and politician, president of Haiti"
Frane Milčinski,73,Slovenian poet and writer (Twinkle Sleepyhead)
Frank Giacoia,63,"American comics artist (Captain America, The Amazing Spider-Man)"
Frank Strafaci,71,American amateur golfer
Frank Varey,79,English speedway rider
Frederick Loewe,86,"German-born American composer (My Fair Lady), cardiac arrest"
Fritz Redl,85,Austrian-American child psychoanalyst
G. Mennen Williams,76,"American politician, Governor of Michigan, ambassador to the Philippines, stroke"
Gail L. Ireland,92,"American politician, Attorney General of Colorado"
Gardiner Means,91,"American economist (The Modern Corporation and Private Property), stroke"
Gary Berland,37,"American professional poker player, blood disorder"
Gene de Paul,68,"American pianist, composer and songwriter (""Teach Me Tonight""), brain tumour"
George Clutesi,83,"Canadian artist, actor and writer (Dreamspeaker)"
Gerald Butler,80,"English writer of crime and thriller novels (Kiss the Blood Off My Hands; There Is a Death, Elizabeth)"
Giovanni Savonuzzi,77,"Italian automobile designer (Cisitalia, Carrozzeria Ghia, Chrysler)"
Gloria Hollister,87,"American explorer and scientist (New York Zoological Society), cardiac arrest"
Gustav Koranteng-Addow,69,Ghanaian Attorney General and Commissioner for Justice
H. E. Todd,80,English writer of children's fiction (Bobby Brewster)
Hans Krueger,78,"Nazi German Gestapo captain in occupied Poland, responsible for massacres against Poles and Jews"
Harvey Kuenn,57,"American Major League baseballer (Detroit Tigers, San Francisco Giants), heart disease and diabetes"
Heather O'Rourke,12,"American child actress (Poltergeist), congenital stenosis of intestine"
