Name,Age,Info
Ahmet Arvasi,56,Turkish writer and philosopher
Aileen Palmer,73,British-born Australian poet
Alberto Armando,78,Argentinian businessman and football manager (Boca Juniors)
Alberto Uría,64,Uruguayan racing driver
Alfred M. Pride,91,"American admiral of the U.S. Navy, heart attack"
Alphonse Ouimet,80,"Canadian television pioneer, president of the Canadian Broadcasting Corporation, heart failure"
Andrew James Wray Geddes,82,"Indian-born British Royal Air Force officer, led planning for Operation Manna"
Anna Jean Ayres,68,"American occupational therapist and educational psychologist, breast cancer"
Anne Seymour,79,"American film and television actress, heart failure"
Anthony Gaeta,61,"American politician, Borough President of Staten Island, heart attack"
Anthony Provenzano,71,"American mobster of the Genovese crime family, heart attack"
August Lenz,78,"German international footballer (Borussia Dortmund, Germany) and Olympian"
B. Jayamma,73,Indian actress and singer
Babe Pratt,72,"Canadian NHL ice hockey player (New York Rangers, Toronto Maple Leafs), heart attack"
Bernt Carlsson,60,"Swedish diplomat, Under-Secretary-General of the United Nations"
Betty Snowball,80,"English women's test cricketer, international squash and lacrosse player for Scotland"
Bill Harris,63,"American guitarist, pancreatic cancer"
Bill Nichols,70,"American politician, member of U.S. House of Representatives, heart attack"
Björn Kurtén,64,Finnish vertebrate paleontologist
Blanche Barrow,77,"American member of the Barrow Gang, lung cancer"
Bob Steele,81,"American actor, heart failure"
Brian Sinclair,73,"British veterinary surgeon and novelist, heart attack"
Bruce Alan Davis,40,"American serial killer, suicide"
Brynmor John,54,"British politician, Shadow Secretary of State for Defence, heart attack"
Bunny Bell,77,"English footballer (Tranmere Rovers, Everton)"
C. J. McLin,67,"American politician, member of the Ohio House of Representatives"
Carl J. Johnson,59,"American physician, whistleblower on effects of nuclear testing, complications following coronary bypass"
Carlo Scorza,91,Italian secretary of the National Fascist Party
Charles Ganimian,61,American musician and singer
Charles Saxon,68,"American cartoonist (The New Yorker), heart failure"
Charles Smith,68,"American actor (The Shop Around the Corner, The Major and the Minor)"
Charlie T. Black,87,American college basketballer
Charlotte Peters,75,American television show host
Chico Mendes,44,"Brazilian trade union member and environmental activist, murdered"
Christopher Andrewes,92,British virologist who discovered the human influenza A virus
Christopher Connelly,47,"American actor (Peyton Place), lung cancer"
Curt Richter,94,American biologist and geneticist (circadian rhythm)
Cynthia Stone,62,American actress
Dave Ruhl,68,Canadian professional wrestler
Denis Matthews,69,"English pianist and musicologist, suicide"
Dennis Arundell,90,"British actor, director and composer of incidental music"
Dennis H. Klatt,50,"American researcher in speech and hearing science, cancer"
Dick Clair,57,"American television producer, actor and writer (It's a Living, The Facts of Life, Mama's Family), AIDS"
Donald Laycock,51,Australian linguist and anthropologist (languages of Papua New Guinea)
Dorothy Jordan,82,"American actress, heart failure"
Dorothy de Rothschild,93,English philanthropist and activist for Jewish affairs
Edward Pelham-Clinton,68,"English lepidopterist and military officer, Duke of Newcastle"
Eithne Dunne,69,Irish actress
Elizabeth Rawson,54,British classical scholar (biography of Cicero)
Elizabeth Scott,71,American mathematician specialising in statistics
Elvin C. Drake,85,"American track and field coach, heart attack"
Erik Lundin,84,Swedish chess master
Ernesto Lazzatti,73,"Argentinian international footballer (Boca Juniors, Argentina)"
Erwin Sick,79,"German inventor and entrepreneur, heart attack"
Evald Schorm,56,"Czechoslovakian film and stage director, screenwriter and actor"
Evgeny Golubev,78,Soviet composer
Evie Hayes,76,"American-born Australian actor and singer (Come Up Smiling, Annie Get Your Gun), heart attack"
Faber Birren,88,"American writer, consultant on colour theory, stroke"
Federico Moura,37,"Argentinian singer, songwriter and record producer, lead vocalist of Virus, AIDS"
Fernand Mourlot,93,French director of Mourlot Studios
Fox Harris,52,"American actor (Repo Man), lung cancer"
Frank Bonham,74,American author of Westerns and young adult novels
Franziska Boas,86,American dancer
Freda James,77,British tennis player and Wimbledon Doubles champion
Fyodor Reshetnikov,82,Soviet painter
Gene Quill,60,American jazz alto saxophonist
Gerd Arntz,87,German artist (woodcuts)
Gerhard Adler,84,German analytical psychologist
Gisella Perl,81,"Hungarian gynecologist, helped women at Auschwitz concentration camp"
Gisella Perl,81,"Hungarian-American gynecologist, providing assistance to prisoners at Auschwitz"
Glenn McCarthy,81,American oil tycoon
Gunnar Rosendal,91,Swedish Lutheran priest
György Marik,64,"Hungarian international footballer (Vasas, Hungary)"
Göran von Otter,81,Swedish diplomat
Hal Ashby,59,"American film director (Coming Home, Shampoo), pancreatic cancer"
Hans Fischer,27,"Brazilian cyclist and Olympian, cardiac arrest"
Hellmuth Reymann,96,"Nazi German army officer, defender of Berlin"
Henri Peyre,87,"French-born American linguist, heart failure"
Herluf Bidstrup,76,Danish cartoonist (Land og Folk)
"Hunter ""Stork"" Hendry",93,Australian test cricketer
Isamu Noguchi,84,"American artist and landscape architect, heart failure"
Ivan Bonar,64,American actor (General Hospital)
J. Vernon McGee,84,"American Presbyterian minister and radio minister, heart failure"
Jack Favor,77,"American rodeo performer, acquitted after serving time for murder, cancer"
Jainendra Kumar,83,Indian writer
James Fuller,50,American automobile executive (Volkswagen)
Jan Baalsrud,71,Norwegian Resistance commando
Jan Białostocki,67,Polish art historian
Jangal Santhal,62,Indian political activist
Jean Schramme,59,"Belgian planter, mercenary in Belgian Congo"
Jerry Hopper,81,"American film and television director, heart disease"
Jess Oppenheimer,75,"American radio and television writer and director (I Love Lucy), heart failure"
Jimmie Mattern,83,American aviator
Joe Hatten,72,American Major League baseballer (Brooklyn Dodgers)
Joe Reichler,73,"American sports writer (Associated Press), cancer"
John Baker White,86,"English politician and amateur spy, Member of Parliament"
John Joe McGirl,67,"Irish republican, Sinn Féin politician and Chief of Staff of the Irish Republican Army"
John Loder,90,English-American film actor
John Maher,48,"American former child alcoholic and heroin addict, founded Delancey Street Foundation, pneumonia"
