Name,Age,Info
A. O. J. Cockshut,94,British academic and author
Aaron Beck,100,"American psychiatrist (cognitive therapy, Beck Depression Inventory), co-founder of the Beck Institute for Cognitive Behavior Therapy"
Aaron Feuerstein,95,"American industrialist and philanthropist, CEO of Malden Mills"
Abani Roy,82,"Indian politician, MP (1998–2011)"
Abd-al-Hafid Mahmud al-Zulaytini,83,"Libyan banker, governor of the Central Bank of Libya (1990–1996, 2011)"
Abderrahmane Amalou,83,"Moroccan politician, minister of justice (1995–1997)"
Abdoulkarim Goukoye,57,"Nigerien militant and politician, spokesperson of the CSRD (2010–2011)"
Abdul Ghafar Atan,65,"Malaysian politician, Malacca State MLA (2004–2021), COVID-19"
Abdul Muhib Mazumder,89,"Indian politician, Assam MLA (1983–1991, 1996–2001, 2011–2016)"
Abdul Wahab Dalimunthe,82,"Indonesian politician, MP (2009–2014, since 2017)"
Abhay Vakil,71,Indian billionaire businessman
Ack van Rooyen,91,Dutch jazz trumpeter and flugelhornist
Adolfo,98,Cuban-born American fashion designer
Afsaruddin Ahmad,81,"Bangladeshi politician, MP (1996–2001)"
Aga Mikolaj,50,"Polish operatic soprano, COVID-19"
Agus Hamdani,51,"Indonesian politician, regent of Garut (2013–2014)"
Ahad Miah,65,"Bangladeshi politician, MP (1988–1991)"
Al Noor Kassum,97,"Tanzanian politician, MP"
Alamin Mohammed Seid,74,"Eritrean politician, minister of information (1993–1996)"
Alan Igglesden,57,"English cricketer (Kent, Western Province, national team), brain cancer"
Alarm,20,South Korean Overwatch player. (death announced on this date)
Albert Bustamante,86,"American judge and politician, member of the U.S. House of Representatives (1985–1993)"
Alberto Labarthe,93,Chilean Olympic sprinter (1948)
Aldo Falivena,93,Italian journalist
Aldo Rizzo,86,"Italian politician and magistrate, deputy (1979–1992) and mayor of Palermo (1992)"
Aleksander Ciążyński,76,Polish Olympic field hockey player (1972)
Aleksandr Lenyov,77,"Russian footballer (Torpedo Moscow, Torpedo Kutaisi, Soviet Union national team)"
Aleksandr Timoshinin,73,"Russian rower, Olympic champion (1968, 1972)"
Alex D. Dickson,95,"American Anglican prelate, bishop of West Tennessee (1983–1994)"
Alex Rebar,81,American actor (The Incredible Melting Man)
Alexander Gradsky,72,"Russian rock singer, musician, and composer, stroke"
Alexander Losyukov,78,"Russian diplomat, ambassador to New Zealand (1992–1993), Australia (1993–1997), and Japan (2004–2006)"
Alexander Zaitsev,76,Russian astronomer
Alf Mayer,83,"Canadian Olympic sports shooter (1968, 1972)"
