Name,Age,Info
Abdolvahab Shahidi,98,"Iranian barbat player, singer and composer, heart disease"
Abdul Khaleq Alghanem,63,"Saudi Arabian film and TV director (Tash ma Tash), prostate cancer"
Abdul Manan Niazi,52,"Afghan militant, leader of High Council of the Islamic Emirate of Afghanistan, shot"
Abdul Wahab Al-Dailami,82,"Yemeni politician, minister of justice (1994–1997), COVID-19"
Abdullahi Sheikh Ismail,80,"Somalian diplomat, minister of foreign affairs (2004–2006)"
Abdulrahman Kuliya,53,"Nigerian military office, plane crash"
Abdur Rauf Khan,82,"Bangladeshi politician, MP (1988–1990)"
Abel Almarez,79,Argentine Olympic boxer
Abel Murrieta Gutiérrez,58,"Mexican politician and lawyer (LeBarón and Langford families massacre), deputy (2015–2018), shot"
Abelardo González,76,"Spanish footballer (UP Langreo, Sporting de Gijón, Valencia CF)"
Abhilasha Patil,47,"Indian actress (Chhichhore), COVID-19"
Abner Oakes,87,Canadian-born American ice hockey player (Dartmouth) and coach
Abubakar Shekau,46,"Nigerian Islamic militant, leader of Boko Haram (since 2009), suicide by explosive vest"
Aditya Shastri,57,"Indian academic, complications from COVID-19"
Adrián Babič,24,"Slovak touring cyclist, traffic collision"
Ahmed Al Khattab,78,"Jordanian politician, minister of agriculture (2011–2013) and MP (1997–2001)"
Ahmed Mestiri,95,"Tunisian lawyer and politician, minister of the interior (1970–1971), defence (1966–1968) and justice (1956–1958)"
Ailsa Land,93,British mathematician
Aimé Verhoeven,85,Belgian Olympic Greco-Roman wrestler (1960)
Aisha Alhassan,61,"Nigerian lawyer and politician, senator (2011–2015)"
Ajit Singh,82,"Indian politician, MP (1989–2014), minister of civil aviation (2011–2014) and commerce and industry (1989–1990), COVID-19"
Ajoy Dey,69,"Indian politician, West Bengal MLA (1991–2016), COVID-19"
Akbar Torkan,68,"Iranian politician, minister of defense (1989–1993), minister of roads and transportation (1993–1997), senior advisor to the president (2013–2018)"
Al Jamison,83,American football player (Houston Oilers)
Alain Kirili,74,"French-American sculptor, leukemia"
Alan Garside,94,Australian footballer (national team)
Alan Hardman,83,"English rugby league player (St Helens, Liverpool Stanley, national team)"
Alan Keely,38,Irish footballer (Shelbourne)
Alan McLoughlin,54,"Irish footballer (Portsmouth, Swindon Town, national team), cancer"
Alastair Hanton,94,"British banker, inventor of the direct debit system"
Albert Kookesh,72,"American politician, member of the Alaska House of Representatives (1997–2005) and Senate (2005–2013)"
Albert Krivchenko,85,"Russian politician and journalist, governor of Amur Oblast (1991–1993)"
Albert Planasdemunt i Gubert,91,"Spanish politician, member of the Parliament of Catalonia (1980–1984)"
Alberto Piccinini,79,"Argentine politician and trade unionist, member of the Constitutional Assembly (1994) and deputy (2001–2005), cardiorespiratory arrest"
Alcira Argumedo,80,"Argentine sociologist and politician, deputy (2009–2017), lung cancer"
Aldo Forbice,80,Italian radio host
Alec Graham,91,"British Anglican prelate, bishop of Newcastle (1981–1997)"
Aleksandr Privalov,87,"Russian biathlete, Olympic silver medallist (1964), heart attack"
Aleksandr Saprykin,74,"Russian volleyball player, Olympic bronze medalist (1972)"
Alessandro Talotti,40,"Italian Olympic high jumper (2004, 2008), stomach cancer"
Alex Salaueu,94,Belarusian artist
Alfons Adam,76,"Austrian lawyer and politician, founder of Christian Party of Austria"
Alfonso Barasoain,63,"Spanish football player and manager (Barakaldo, Eibar, Lemona)"
Alfredo Zanellato,90,Italian painter and sculptor
Alix Dobkin,80,"American folk singer-songwriter, lesbian feminist activist and memoirist, brain aneurysm"
Aloísio Hilário de Pinho,87,"Brazilian Roman Catholic prelate, bishop of Jataí (2000–2009) and Tocantinópolis (1981–1999), heart attack"
Aly Doerfel,71,Luxembourgish Olympic fencer (1972)
Amarendra Mohanty,63,"Indian music composer and singer, COVID-19"
"Americans who died in the 2021 Percy Priest Lake Cessna Citation crash:
Joe Lara",58,"American actor (American Cyborg: Steel Warrior, Steel Frontier, Tarzan: The Epic Adventures).
Gwen Shamblin Lara, 66, writer and dietician (Christian diet programs)"
Amichai Shoham,99,"Israeli footballer (Hapoel Petah Tikva F.C., national team)"
Amolak Chand Jain,92,Indian scientist
Ananda Gopal Bandopadhyay,79,"Indian tabla player, COVID-19"
Anatoliy Havrylov,88,"Ukrainian cinematographer, Shevchenko National Prize winner (1988)"
Andreea Bollengier,46,"Romanian-born French chess player, Woman International Master (2000)"
Andriy Beshta,44,"Ukrainian politician and diplomat, ambassador to Thailand (since 2015), heart attack"
Andrzej Możejko,72,Polish footballer (Widzew Łódź)
Andrzej Osęka,89,"Polish art historian, journalist and art critic, recipient of the Order of Polonia Restituta"
András Gergely,74,"Hungarian historian and diplomat, ambassador to the Netherlands"
André Ribeiro,55,"Brazilian racing driver (CART), bowel cancer"
Anjan Bandyopadhyay,55,"Indian television journalist, complications from COVID-19"
Anna Halprin,100,American choreographer
Anna Maria Cecchi,78,"Italian Olympic swimmer (1960, 1964)"
Antanas Čikotas,69,Lithuanian rower
Anthony Lazzaro,100,American academic administrator
Antoni Gausí,93,"Spanish football player (Real Madrid, Real Zaragoza) and executive (UE Lleida)"
Antony Anandarayar,75,"Indian Roman Catholic prelate, bishop of Ootacamund (1997–2004) and archbishop of Pondicherry and Cuddalore (2004–2021), COVID-19"
Archie Matsos,86,"American football player (Buffalo Bills, Oakland Raiders, Denver Broncos)"
Arlene Golonka,85,"American actress (Mayberry R.F.D., The In-Laws, Hang 'Em High)"
Armand Bissen,91,Luxembourgish Olympic footballer
Art Gensler,85,"American architect, founder of Gensler"
Arthur Hills,91,American golf course designer
Arturo Gentili,85,"Italian footballer (Atalanta B.C., Varese Calcio, Triestina Calcio)"
Arturo Luz,94,Filipino sculptor and printmaker
Arturo de Jesús Correa Toro,80,"Colombian Roman Catholic prelate, bishop of Ipiales (2000–2018), COVID-19"
Asei Kobayashi,88,"Japanese composer (Wolf Boy Ken, The King Kong Show, Tekkaman: The Space Knight), heart failure"
Asfaw Yemiru,78,Ethiopian educator
Ashraf Sehrai,77,"Indian Kashmiri separatist, chairman of All Parties Hurriyat Conference (since 2018), COVID-19"
Attila Demény,66,Hungarian composer and theatre director
Aung Toe,96,"Burmese jurist, chief justice of the Supreme Court (1988–2011)"
Aurelia Greene,86,"American politician, member of the New York State Assembly (1982–2009)"
Aurélien Boisvert,93,Canadian historian
B. J. Thomas,78,"American singer (""Raindrops Keep Fallin' on My Head"", ""Another Somebody Done Somebody Wrong Song"", ""Hooked on a Feeling""), five-time Grammy winner, lung cancer"
B. Prasada Rao,65,"Indian police officer, DGP of Andhra Pradesh (2013–2014), cardiac arrest"
Babagouda Patil,76,"Indian politician, minister of rural development (1998–1999)"
Babak Khorramdin,46,Iranian director and writer
Baby Barredo,80,"Filipino theater actress and producer, complications from sepsis"
Baddegama Samitha Thero,68,"Sri Lankan monk and politician, MP (1997–2004), COVID-19"
Banira Giri,75,"Nepalese poet, heart attack and COVID-19"
Barbara Ossenkopp,78,"German actress (Seduction: The Cruel Woman, Dem Täter auf der Spur, Mozart und Meisel)"
Barney Curley,81,Irish horse trainer and gambler (Yellow Sam betting coup)
Barry Fry,81,Canadian curler
Barry Nelson,89,"Australian rugby league footballer (Canterbury-Bankstown Bulldogs, Newtown Jets)"
Barry Reilly,73,"Australian rugby league player (Sydney Roosters, Cronulla-Sutherland Sharks), kidney failure"
Basil Bhuriya,65,"Indian Roman Catholic prelate, bishop of Jhabua (since 2015), complications from COVID-19"
Ben Kruger,64,"South African actor and author (A Case of Murder, Silent Witness, Binnelanders), complications from COVID-19"
Benjamin Ayimba,44,"Kenyan rugby union player (Nondescripts RFC, Cornish Pirates) and coach (national sevens team), cerebral malaria"
Benoît Sokal,66,"Belgian comics artist (Inspector Canardo) and video game developer (Syberia, Sinking Island)"
Bernard Lachance,46,"Canadian singer-songwriter and conspiracy theorist, complications from AIDS"
Bernard Ziegler,88,French pilot and engineer (Airbus)
