Name,Age,Info
A. Wayne Wymore,84,American mathematician and systems engineer
Abbas Amiri Moghaddam,67,"Iranian actor, car accident"
Abdost Rind,27,"Pakistani journalist, shot"
Adjie Massaid,43,"Indonesian actor, under-23 national football team manager and politician, heart attack"
Ahmed Mohamed Mahmoud,37,"Egyptian journalist, shot"
Ajib Ahmad,63,"Malaysian politician, Chief Minister of Johor (1982–1986)"
Albert Yator,17,"Kenyan long-distance runner, world junior steeplechase medallist, bronchopneumonia"
Alfred Burke,92,"British actor (Public Eye, Enemy at the Door), chest infection"
Ali Abdulhadi Mushaima,21,"Bahraini protester, gunshot"
Alicia Pietri,87,"Venezuelan First Lady (1969–1974; 1994–1999), widow of President Rafael Caldera"
Allan Williams,88,"Canadian politician, Attorney General of British Columbia (1979–1983), after long illness"
Amanda Hooper,30,"New Zealand field hockey representative, earthquake"
Aminath Faiza,86,Maldivian poet and author
Amparo Muñoz,56,"Spanish actress, Miss Universe 1974"
Anant Pai,81,Indian educator and comics creator (Amar Chitra Katha)
Andrzej Kłopotowski,75,Polish Olympic swimmer
Andrée Chedid,90,Egyptian-born French poet and novelist
Angelo Reyes,65,"Filipino general and politician, suicide by gunshot"
Anne Mathams,97,Scottish education and disability campaigner
Annie Girardot,79,"French actress, Alzheimer's disease"
Anson Rainey,81,"American academic and author, pancreatic cancer"
Antonín Švorc,77,Czech operatic bass-baritone
Aracy de Carvalho Guimarães Rosa,102,Brazilian diplomatic clerk
Aranmula Ponnamma,96,Indian actress
Armando Chin Yong,53,"Malaysian opera singer, heart disease"
Arnfinn Bergmann,82,"Norwegian ski jumper and Olympic champion, after brief illness"
Arnošt Lustig,84,"Czech writer and Holocaust survivor, cancer"
Attila Takács,82,Hungarian Olympic gymnast
Augustine Hu Daguo,88,Chinese Roman Catholic underground bishop of Guiyang
Aurel Smith,95,"Australian politician, member of the Victorian Legislative Assembly"
Awal Gul,48,"Afghan detainee in Guantanamo Bay Detention Camp, heart attack"
Bad News Brown,33,"Canadian rapper and harmonica player, beaten and shot"
Barbara Harmer,57,"British aviator, first female Concorde pilot, cancer"
Beau Dollar,69,"American singer and drummer, long illness"
Ben Fricke,35,"American football player (Dallas Cowboys), colon cancer"
Bernard Nathanson,84,"American pro-choice activist and co-founder of NARAL, later anti-abortion activist and writer, cancer"
