Name,Age,Info
A. C. Bartulis,83,American businessman and politician
A. W. B. Simpson,79,British legal historian
Agustin Perdices,76,"Filipino politician, Governor of Negros Oriental (since 2010), stomach cancer"
Ajahn Maha Bua,97,Thai Buddhist monk
Al Grunwald,80,American baseball player
Alan Butler,80,South African priest
Alan Uglow,69,"British-born American painter, lung cancer"
Albert Heijn Jr.,83,"Dutch entrepreneur, owner of the Albert Heijn supermarket chain"
Alec Boden,85,Scottish footballer (Celtic)
Alec Woodall,92,"British politician, MP for Hemsworth (1974–1987)"
Alfio Peraboni,56,"Italian Olympic bronze medal-winning (1980, 1984) sailor, cerebral hemorrhage"
Alfred Proksch,102,Austrian athlete and graphic designer
Ali-Reza Pahlavi,44,"Iranian royal, son of Shah Mohammed Reza Pahlavi, suicide by gunshot"
Alison Geissler,103,British glass engraver
Allen Salter,74,Canadian Olympic weightlifter
Anatoliy Skorokhod,81,Ukrainian mathematician
Andrzej Przeździecki,84,Polish Olympic fencer and trainer
André Marchand,84,"Canadian politician, member of the Legislative Assembly of Quebec"
Anna Anni,84,Italian costume designer (Otello)
Anna Avanzini,93,Italian Olympic gymnast
Anna Yablonskaya,29,"Ukrainian playwright, bombing"
Anne Francis,80,"American actress (Honey West, Forbidden Planet, The Twilight Zone), pancreatic cancer"
Anthony S. Seminerio,75,"American politician and convicted felon, member of the New York State Assembly (1979–2009)"
Antonín Kubálek,75,"Czech-born Canadian pianist, complications from a brain tumour"
Aron Kincaid,70,"American actor (The Ghost in the Invisible Bikini, Batman: the Animated Series, The Transformers), heart failure"
Arthur Barrett,83,English footballer
Arto Javanainen,51,"Finnish ice hockey player (Pittsburgh Penguins), after long illness"
Aslam Khokhar,91,Pakistani cricketer
Assar Rönnlund,75,"Swedish cross-country skier, world and Olympic champion"
Aswismarmo,85,Indonesian major general
Augusto Algueró,76,"Spanish composer and conductor, cardiac arrest"
B. H. Friedman,84,"American author and art critic, pneumonia"
Bali Ram Bhagat,88,"Indian politician, Speaker of the Lok Sabha (1976–1977) and Governor of Rajasthan (1993–1998)"
Barney F. Hajiro,94,"American soldier, formerly the oldest living Medal of Honor recipient"
Bartolomeu Anania,89,"Romanian Orthodox Metropolitan of Cluj-Napoca, Alba Iulia, Crişana and Maramureş (since 1993)"
Basil F. Heath,93,Canadian-born American Mohawk actor and stuntman
Ben Wada,80,"Japanese television director, esophageal cancer"
Bernard O'Brien,96,"American politician, member of the Pennsylvania House of Representatives (1965–1980)"
Bernd Eichinger,61,"German film producer (The NeverEnding Story, Resident Evil, Fantastic Four), heart attack"
Bert Kinnear,87,British Olympic swimmer
Betty Mae Tiger Jumper,88,"American health official and tribal leader, first woman to lead the Seminole tribe (1967–71)"
Bhimsen Joshi,88,"Indian musician, Bharat Ratna laureate"
"Bill ""Tiger"" Johnson",84,American football player (San Francisco 49ers) and coach (Cincinnati Bengals)
Bill Bower,93,"American aviator, last surviving pilot of Doolittle Raid, complications from a fall"
Bill Holden,82,English footballer
Bill Robertson,93,Australian intelligence officer
Bill Zeller,27,"American computer programmer, complications from a suicide attempt"
Billy Joe Patton,88,American golfer
Bob Scott,79,"Australian politician, member of the Queensland Legislative Assembly for Cook (1977–1989)"
Bob Usdane,74,"American politician, member of the Arizona Senate (1977–1991), after a short illness"
Bob Young,87,American news journalist and anchor (ABC World News)
Bobby Poe,77,"American pop singer, songwriter and promoter, blood clot"
Bobby Robinson,93,American record producer
Bora Kostić,80,Serbian footballer (Red Star Belgrade)
Boyd Kirkland,60,"American animation producer and director (Batman: The Animated Series, X-Men: Evolution, G.I. Joe: A Real American Hero), pulmonary fibrosis"
Branko Bokun,90,Yugoslavian writer
Brian Barritt,76,"English author, artist, and counterculture figure"
Brian Boobbyer,82,English rugby union player and cricketer
Brian Rust,88,British jazz discographer and music journalist
Bruce Gordon,94,"American actor (The Untouchables, Peyton Place, Piranha)"
Bruce Halliday,84,"Canadian physician and politician, MP for Oxford (1974–1993)"
