Name,Age,Info
Adrián Yospe,41,"Argentine actor, cancer"
Al Boeke,88,"American architect, developer of Sea Ranch, California, and Mililani, Hawai'i"
Alan F. Alford,49,British writer and speaker
Alan Keen,73,"British politician, MP for Feltham and Heston (since 1992), cancer"
Albert D. Cohen,97,Canadian businessman
Alberto Reynoso,71,Filipino Olympic basketball player (1968)
Alex Ibru,66,"Nigerian newspaper publisher and politician, Minister of Internal Affairs (1993–1995)"
Alf Fields,92,English footballer (Arsenal F.C.)
Alfonso Cano,63,"Colombian guerrilla leader (FARC), shot"
Allan Peachey,62,"New Zealand politician, Member of Parliament for Tamaki (2005–2011), cancer"
Alun Evans,69,"Welsh football administrator, General Secretary of the Football Association of Wales (1982–1995), after long illness"
Ana Daniel,83,Portuguese poet
Ana Grepo,36,"Croatian model, carbon monoxide asphyxiation"
Anders John Aune,87,Norwegian politician
Andrea True,68,"American adult film star and disco singer, heart failure"
Andrei Igorov,71,Romanian sprint canoer
André Hodeir,90,"French author, jazz arranger and composer"
Andy Rooney,92,"American journalist  (60 Minutes), surgical complications"
Andy Tielman,75,"Dutch Indorock musician, gastric cancer"
Annabelle Lyon,95,American ballet dancer
Anne McCaffrey,85,"American fantasy writer (Dragonriders of Pern series), stroke"
Annetto Depasquale,73,"Maltese Roman Catholic prelate, Titular Bishop of Aradi, Auxiliary Bishop of Malta (since 1998)"
Ante Marković,87,"Croatian politician, Prime Minister of the Socialist Federal Republic of Yugoslavia (1989–1991)"
Antonio Domingo Bussi,85,"Argentine general and politician, Governor of Tucumán Province, heart failure"
Antonio Eceiza,76,Spanish film director and screenwriter
Antonio Molino Rojo,85,Spanish film actor
Anuruddha Ratwatte,73,Sri Lankan politician and cabinet minister
April Phumo,74,"South African football coach, cancer"
Arie van Deursen,80,Dutch historian
Armando Morales,84,Nicaraguan painter
Arnold Green,91,"Estonian politician, President of the Estonian Olympic Committee (1989–1997)"
Artemio Lomboy Rillera,64,"Philippine Roman Catholic prelate, Bishop of Bangued (1993–2005) and San Fernando de La Union (since 2005)"
Arthur Schultz,78,"American politician, Mayor of Joliet, Illinois (1991–2011), heart failure"
Aruwa Ameh,20,Nigerian footballer (Bayelsa United)
Barbara Grier,78,"American publisher (Naiad Press) and writer, cancer"
Barry Steers,84,"Canadian diplomat, Ambassador to Brazil (1971–1976), Japan (1981–1989), High Commissioner to Bermuda (1976–1979)"
Basil D'Oliveira,80,South African-born English cricketer
Bayazit Gizatullin,75,Russian Olympic skier
Benjamin Abramowitz,94,"American painter, printmaker, and sculptor"
Benny McCoy,96,"American baseball player (Detroit Tigers, Philadelphia Athletics)"
Benyamin Sönmez,28,German-born Turkish cellist
Bernd Methe,47,"German handball referee, traffic accident"
Bhupen Hazarika,85,Indian singer
Bil Keane,89,"American cartoonist (The Family Circus), heart failure"
Bill Carow,87,American Olympic speed skater
Bill Waller,85,"American politician, Governor of Mississippi (1972–1976), heart failure"
Bison Smith,41,"American professional wrestler, heart complications"
Bjarne Lingås,78,Norwegian Olympic boxer
Bob Carney,79,American basketball player (Minneapolis Lakers)
Bob Forsch,61,"American baseball player (St. Louis Cardinals), aortic aneurysm"
Bobsam Elejiko,30,"Nigerian footballer, traumatic aortic rupture"
Brian Haynes,60,British Olympic sprint canoer. (death announced on this date)
Brikt Jensen,83,Norwegian literary critic and publisher
Bruno Rubeo,65,"Italian production designer (Platoon, Driving Miss Daisy, Born on the Fourth of July), pneumonia"
Bud Lewis,103,"American golfer, oldest living member of the Professional Golfers' Association of America, natural causes"
C. Odumegwu Ojukwu,78,"Nigerian politician, Biafra rebel leader and President of Biafra (1967–1970), stroke"
Cahit Aral,84,"Turkish engineer and politician, Minister of Industry and Commerce (1983–1987)"
Cargill MacMillan Jr.,84,American billionaire businessman
Carl Nyrén,93,Swedish architect
Carl Robie,66,American Olympic gold (1968) and silver-medal winning (1964) swimmer
Carlos Jonguitud Barrios,87,"Mexican union leader and politician, Governor of San Luis Potosí (1979–1985)"
Carlos Moorhead,89,"American politician, U.S. Representative from California (1973–1997), Alzheimer's disease"
Charles Hoeflich,97,American businessman
Charles M. Williams,94,American professor of finance
Charles T. Kowal,71,American astronomer
Charles Walton,89,"American electrical engineer, patentee of RFID"
Charles de Wolff,79,Dutch organist and composer
Charlie Lea,54,"French-born American baseball player (Montreal Expos), heart attack"
Chester McGlockton,42,"American football player (Oakland Raiders, Kansas City Chiefs, Denver Broncos), apparent heart attack"
Choiseul Henriquez,51,Haitian politician
Christiane Legrand,81,French jazz singer
Coco Robicheaux,64,American blues musician and artist
Cynthia Myers,61,"American model (Playboy) and actress (Beyond the Valley of the Dolls), lung cancer"
Damaskinos Papandreou,75,"Greek-born Turkish Orthodox hierarch, Metropolitan of Hadrianopolis (since 2003)"
Dane Searls,23,"Australian BMX rider, diving accident"
Dani Wadada Nabudere,79,Ugandan academic
Daniel Sada,58,"Mexican author and poet, kidney disease"
Danielle Mitterrand,87,"French activist, widow of François Mitterrand, First Lady of the French Republic (1981–1995)"
Dave Adams,91,Canadian football player
David Bolstad,42,New Zealand champion woodchopper
David Boyd,87,Australian artist
David Cargill,75,Scottish footballer
David Langdon,97,British cartoonist
David Messas,77,French rabbi
David Myers,73,"American politician, Oklahoma State Senator (2002–2011), pneumonia"
Dennis Alexander,76,English footballer
Dieudonné Yougbaré,94,"Burkinabé Roman Catholic prelate, Bishop of Koupéla (1956–1995)"
Djamel Keddou,59,Algerian football player and manager (USM Alger)
Domenico Tarcisio Cortese,80,"Italian Roman Catholic prelate, Bishop of Mileto-Nicotera-Tropea (1979–2007)"
Don DeVito,72,American record company executive and producer
Donald Crowdis,97,Canadian museum curator and broadcaster
Donatus Djagom,92,"Indonesian Roman Catholic prelate, Archbishop of Ende (1968–1996)"
Dorothy Howell Rodham,92,"American homemaker, mother of Hillary Clinton"
Dorothy Morris,89,American actress
Dov Schwartzman,90,Russian-born Israeli Haredi rabbi and rosh yeshiva
